protocol,window,horizon,model,term,n,issue_days,first_issue,last_issue,mae,rmse,bias,direction_accuracy,skill,overlapping_issue_pairs,total_issue_pairs
rolling_observed_seller_data,7,14,gap,all,153,51,2026-05-23,2026-07-12,0.4055686274509803,0.6176695778901373,-0.3301450980392158,0.3333333333333333,0.05695905312925986,572,1275
rolling_observed_seller_data,7,14,retail,12,51,51,2026-05-23,2026-07-12,0.31840984512481946,0.4049485340287212,0.1975632768002713,0.5490196078431373,-0.021443080976588424,572,1275
rolling_observed_seller_data,7,14,retail,24,51,51,2026-05-23,2026-07-12,0.27729284861876236,0.31213878462672695,0.18135910813611306,0.47058823529411764,-0.49634274463621697,572,1275
rolling_observed_seller_data,7,14,retail,6,51,51,2026-05-23,2026-07-12,0.7477308381557993,0.8914185305967147,-0.38358236076701274,0.6470588235294118,0.057270104102856156,572,1275
rolling_observed_seller_data,7,14,retail,all,153,51,2026-05-23,2026-07-12,0.4478111772997937,0.5933073775515989,-0.0015533252768761341,0.5555555555555556,-0.04126465430598625,572,1275
rolling_observed_seller_data,7,14,rolling,12,51,51,2026-05-23,2026-07-12,0.28507160892178307,0.3665853460266122,0.17191087960573778,0.5490196078431373,0.08550433670833157,572,1275
rolling_observed_seller_data,7,14,rolling,24,51,51,2026-05-23,2026-07-12,0.23190493361272027,0.2784687889229416,0.15771151839837214,0.47058823529411764,-0.25141801018397403,572,1275
rolling_observed_seller_data,7,14,rolling,6,51,51,2026-05-23,2026-07-12,0.6562426494584188,0.8459195699841131,-0.34995203247195406,0.6274509803921569,0.17261729349954213,572,1275
rolling_observed_seller_data,7,14,rolling,all,153,51,2026-05-23,2026-07-12,0.39107306399764075,0.5560304551634343,-0.006776544822614719,0.5490196078431373,0.09066459384225423,572,1275
rolling_observed_seller_data,7,14,unchanged,12,51,51,2026-05-23,2026-07-12,0.31172549019607826,0.34135632007464256,-0.1259960784313725,0.1568627450980392,0.0,572,1275
rolling_observed_seller_data,7,14,unchanged,24,51,51,2026-05-23,2026-07-12,0.185313725490196,0.2533936169244189,-0.1342078431372549,0.5294117647058824,0.0,572,1275
rolling_observed_seller_data,7,14,unchanged,6,51,51,2026-05-23,2026-07-12,0.7931549019607841,1.0385906935956675,-0.7099078431372549,0.19607843137254902,0.0,572,1275
rolling_observed_seller_data,7,14,unchanged,all,153,51,2026-05-23,2026-07-12,0.4300647058823528,0.6479205432706674,-0.3233705882352941,0.29411764705882354,0.0,572,1275
rolling_observed_seller_data,7,30,basket,12,19,19,2026-06-08,2026-06-26,0.46724807054775,0.5246793742557678,0.14053928538352534,0.3157894736842105,-0.6010014860700905,171,171
rolling_observed_seller_data,7,30,basket,24,19,19,2026-06-08,2026-06-26,0.31574189342684517,0.4348292625619853,0.23627968568412883,0.5789473684210527,-0.03502285590484244,171,171
rolling_observed_seller_data,7,30,basket,6,19,19,2026-06-08,2026-06-26,0.9345871747558757,1.1893752120910412,-0.02759765061659833,0.8421052631578947,-0.14174840993542226,171,171
rolling_observed_seller_data,7,30,basket,all,57,19,2026-06-08,2026-06-26,0.572525712910157,0.7914076759138815,0.11640710681701862,0.5789473684210527,-0.21343825104220926,171,171
rolling_observed_seller_data,7,30,basket_abstain,12,19,19,2026-06-08,2026-06-26,0.47824898780752756,0.5349553079397369,0.12953836812374783,0.3157894736842105,-0.6386955633519742,171,171
rolling_observed_seller_data,7,30,basket_abstain,24,19,19,2026-06-08,2026-06-26,0.31574189342684517,0.4348292625619853,0.23627968568412883,0.5789473684210527,-0.03502285590484244,171,171
rolling_observed_seller_data,7,30,basket_abstain,6,19,19,2026-06-08,2026-06-26,0.9419095512077967,1.1946775712583195,-0.034920027068519335,0.8421052631578947,-0.15069386938184937,171,171
rolling_observed_seller_data,7,30,basket_abstain,all,57,19,2026-06-08,2026-06-26,0.5786334774807231,0.7963475305712484,0.11029934224645244,0.5789473684210527,-0.22638333803334731,171,171
rolling_observed_seller_data,7,30,gap,12,19,19,2026-06-08,2026-06-26,0.30558947368421074,0.40281017470032365,-0.2669578947368422,0.42105263157894735,-0.0470866170132207,171,171
rolling_observed_seller_data,7,30,gap,24,19,19,2026-06-08,2026-06-26,0.31450526315789484,0.3862091947445882,-0.2920631578947371,0.42105263157894735,-0.030969099912010023,171,171
rolling_observed_seller_data,7,30,gap,6,19,19,2026-06-08,2026-06-26,0.9186210526315786,0.971350482033837,-0.9186210526315786,0,-0.12224322621298067,171,171
rolling_observed_seller_data,7,30,gap,all,57,19,2026-06-08,2026-06-26,0.5129052631578948,0.6467702677908481,-0.4925473684210526,0.2807017543859649,-0.08707583160431098,171,171
rolling_observed_seller_data,7,30,retail,12,19,19,2026-06-08,2026-06-26,0.5038631897473761,0.6318674679550498,0.3661421971097352,0.47368421052631576,-0.7264613091197913,171,171
rolling_observed_seller_data,7,30,retail,24,19,19,2026-06-08,2026-06-26,0.41530486374862435,0.5501740600609418,0.4023666721038346,0.5789473684210527,-0.36139687224579653,171,171
rolling_observed_seller_data,7,30,retail,6,19,19,2026-06-08,2026-06-26,1.0012168798167582,1.411683146044363,0.34707067866397245,1,-0.223147301191982,171,171
rolling_observed_seller_data,7,30,retail,all,57,19,2026-06-08,2026-06-26,0.640128311104253,0.9477688357839124,0.3718598492925141,0.6842105263157895,-0.3567184158780996,171,171
rolling_observed_seller_data,7,30,rolling,12,19,19,2026-06-08,2026-06-26,0.4787519402151441,0.5376444386745315,0.17717456531137799,0.3684210526315789,-0.6404189039129586,171,171
rolling_observed_seller_data,7,30,rolling,24,19,19,2026-06-08,2026-06-26,0.32536268787292894,0.44935030869487635,0.25839545076832215,0.5789473684210527,-0.06656045782261333,171,171
rolling_observed_seller_data,7,30,rolling,6,19,19,2026-06-08,2026-06-26,0.9245316970462114,1.1946796700398141,0.02416674595270321,0.8947368421052632,-0.1294640281289321,171,171
rolling_observed_seller_data,7,30,rolling,all,57,19,2026-06-08,2026-06-26,0.5762154417114281,0.7996325732001901,0.15324558734413446,0.6140350877192983,-0.22125843791325206,171,171
rolling_observed_seller_data,7,30,unchanged,12,19,19,2026-06-08,2026-06-26,0.29184736842105236,0.38510882877441266,-0.22711052631578954,0.42105263157894735,0.0,171,171
rolling_observed_seller_data,7,30,unchanged,24,19,19,2026-06-08,2026-06-26,0.30505789473684214,0.37051270665049235,-0.2655842105263158,0.42105263157894735,0.0,171,171
rolling_observed_seller_data,7,30,unchanged,6,19,19,2026-06-08,2026-06-26,0.8185578947368416,0.8944520098332475,-0.8185578947368416,0,0.0,171,171
rolling_observed_seller_data,7,30,unchanged,all,57,19,2026-06-08,2026-06-26,0.4718210526315787,0.6015626522328353,-0.4370842105263157,0.2807017543859649,0.0,171,171
rolling_observed_seller_data,14,14,basket,12,47,47,2026-05-27,2026-07-12,0.35093397075679394,0.45814720899141753,0.2718442976573693,0.5106382978723404,-0.14748931226523943,520,1081
rolling_observed_seller_data,14,14,basket,24,47,47,2026-05-27,2026-07-12,0.30806362759160266,0.35338587423288403,0.22816525858064687,0.425531914893617,-0.6568625551340381,520,1081
rolling_observed_seller_data,14,14,basket,6,47,47,2026-05-27,2026-07-12,0.734776446033878,0.881779017383301,-0.18202157093737772,0.6382978723404256,-0.03228244223026144,520,1081
rolling_observed_seller_data,14,14,basket,all,141,47,2026-05-27,2026-07-12,0.46459134812742486,0.6089101402537228,0.10599599510021282,0.524822695035461,-0.15804529985516225,520,1081
rolling_observed_seller_data,14,14,basket_abstain,12,47,47,2026-05-27,2026-07-12,0.35093397075679394,0.45814720899141753,0.2718442976573693,0.5106382978723404,-0.14748931226523943,520,1081
rolling_observed_seller_data,14,14,basket_abstain,24,47,47,2026-05-27,2026-07-12,0.30806362759160266,0.35338587423288403,0.22816525858064687,0.425531914893617,-0.6568625551340381,520,1081
rolling_observed_seller_data,14,14,basket_abstain,6,47,47,2026-05-27,2026-07-12,0.7329268012791262,0.8816668570801457,-0.1838712156921295,0.6382978723404256,-0.029683888867535035,520,1081
rolling_observed_seller_data,14,14,basket_abstain,all,141,47,2026-05-27,2026-07-12,0.46397479987584095,0.6088560005145025,0.10537944684862888,0.524822695035461,-0.15650848517327365,520,1081
rolling_observed_seller_data,14,14,gap,12,47,47,2026-05-27,2026-07-12,0.27636170212765954,0.30722163667709534,-0.10928510638297892,0.1702127659574468,0.09634824230027994,520,1081
rolling_observed_seller_data,14,14,gap,24,47,47,2026-05-27,2026-07-12,0.16834893617021277,0.24011060926342076,-0.12976595744680877,0.574468085106383,0.09456675973817874,520,1081
rolling_observed_seller_data,14,14,gap,6,47,47,2026-05-27,2026-07-12,0.6704468085106381,0.8923280860711991,-0.6305787234042552,0.3404255319148936,0.05809382893183268,520,1081
rolling_observed_seller_data,14,14,gap,all,141,47,2026-05-27,2026-07-12,0.37171914893617014,0.5622240513991119,-0.289876595744681,0.3617021276595745,0.07344892446506068,520,1081
rolling_observed_seller_data,14,14,retail,12,47,47,2026-05-27,2026-07-12,0.34621270022859973,0.4322941608859954,0.2503920870131068,0.5106382978723404,-0.132051629045993,520,1081
rolling_observed_seller_data,14,14,retail,24,47,47,2026-05-27,2026-07-12,0.3076364022629662,0.33904505796732626,0.2185403551360693,0.425531914893617,-0.6545648036754952,520,1081
rolling_observed_seller_data,14,14,retail,6,47,47,2026-05-27,2026-07-12,0.7102618365133603,0.8416507162476328,-0.22378573872545454,0.6170212765957447,0.002157966308629744,520,1081
rolling_observed_seller_data,14,14,retail,all,141,47,2026-05-27,2026-07-12,0.4547036463349754,0.5802889283303471,0.08171556780790719,0.5177304964539007,-0.13339910996534332,520,1081
