protocol,window,horizon,model,term,n,issue_days,first_issue,last_issue,mae,rmse,bias,direction_accuracy,skill,overlapping_issue_pairs,total_issue_pairs
rolling_observed_seller_data,14,14,rolling,12,47,47,2026-05-27,2026-07-12,0.3152498805241392,0.41483493572221136,0.22994087322310683,0.5106382978723404,-0.030808923440023506,520,1081
rolling_observed_seller_data,14,14,rolling,24,47,47,2026-05-27,2026-07-12,0.27655405244047265,0.3185708050369986,0.19975845237587664,0.425531914893617,-0.4873942034034673,520,1081
rolling_observed_seller_data,14,14,rolling,6,47,47,2026-05-27,2026-07-12,0.6664838230713757,0.8312341886256722,-0.19972947075267042,0.6382978723404256,0.06366140027934453,520,1081
rolling_observed_seller_data,14,14,rolling,all,141,47,2026-05-27,2026-07-12,0.4194292520119959,0.567017241965284,0.07665661828210434,0.524822695035461,-0.04547378222170173,520,1081
rolling_observed_seller_data,14,14,unchanged,12,47,47,2026-05-27,2026-07-12,0.3058276595744679,0.3376132033946285,-0.10429148936170204,0.1702127659574468,0.0,520,1081
rolling_observed_seller_data,14,14,unchanged,24,47,47,2026-05-27,2026-07-12,0.18593191489361693,0.2587398751231115,-0.13047659574468082,0.574468085106383,0.0,520,1081
rolling_observed_seller_data,14,14,unchanged,6,47,47,2026-05-27,2026-07-12,0.7117978723404252,0.9539927163065541,-0.6214659574468084,0.2127659574468085,0.0,520,1081
rolling_observed_seller_data,14,14,unchanged,all,141,47,2026-05-27,2026-07-12,0.40118581560283667,0.6030564099792167,-0.28541134751773045,0.3191489361702128,0.0,520,1081
rolling_observed_seller_data,14,30,basket,12,15,15,2026-06-12,2026-06-26,0.5119394718079574,0.5642271439525678,0.04853453424204281,0.3333333333333333,-0.5296691454591278,105,105
rolling_observed_seller_data,14,30,basket,24,15,15,2026-06-12,2026-06-26,0.30212108363372747,0.41144043924272733,0.14396748341853483,0.7333333333333333,0.17769297336177692,105,105
rolling_observed_seller_data,14,30,basket,6,15,15,2026-06-12,2026-06-26,1.0561406026003057,1.1157358780534465,-0.008955280010642393,0.7333333333333333,-0.1382297307844833,105,105
rolling_observed_seller_data,14,30,basket,all,45,15,2026-06-12,2026-06-26,0.6234003860139968,0.759934658286008,0.06118224588331174,0.6,-0.14739083047558932,105,105
rolling_observed_seller_data,14,30,basket_abstain,12,15,15,2026-06-12,2026-06-26,0.5321812880152335,0.5850376644126966,0.02829271803476675,0.3333333333333333,-0.5901514551958145,105,105
rolling_observed_seller_data,14,30,basket_abstain,24,15,15,2026-06-12,2026-06-26,0.30212108363372747,0.41144043924272733,0.14396748341853483,0.7333333333333333,0.17769297336177692,105,105
rolling_observed_seller_data,14,30,basket_abstain,6,15,15,2026-06-12,2026-06-26,1.0810071827166297,1.1441551750905083,-0.03382186012696651,0.7333333333333333,-0.16502907996360539,105,105
rolling_observed_seller_data,14,30,basket_abstain,all,45,15,2026-06-12,2026-06-26,0.6384365181218635,0.7790257523582693,0.04614611377544502,0.6,-0.17506537238066677,105,105
rolling_observed_seller_data,14,30,gap,12,15,15,2026-06-12,2026-06-26,0.3605066666666668,0.4478262490445745,-0.3605066666666668,0.4,-0.07718969741638748,105,105
rolling_observed_seller_data,14,30,gap,24,15,15,2026-06-12,2026-06-26,0.38932666666666693,0.4340856251939243,-0.3789933333333335,0.26666666666666666,-0.05966141060768315,105,105
rolling_observed_seller_data,14,30,gap,6,15,15,2026-06-12,2026-06-26,1.0058599999999995,1.0459800950942288,-1.0058599999999995,0,-0.08404103978962807,105,105
rolling_observed_seller_data,14,30,gap,all,45,15,2026-06-12,2026-06-26,0.585231111111111,0.7031009976446404,-0.5817866666666666,0.2222222222222222,-0.07713890729424899,105,105
rolling_observed_seller_data,14,30,retail,12,15,15,2026-06-12,2026-06-26,0.48260663950881205,0.637063599373312,0.37455647083064364,0.6,-0.442022986122226,105,105
rolling_observed_seller_data,14,30,retail,24,15,15,2026-06-12,2026-06-26,0.40567519450124534,0.516840786568112,0.38093218682474544,0.7333333333333333,-0.10415850148222305,105,105
rolling_observed_seller_data,14,30,retail,6,15,15,2026-06-12,2026-06-26,1.2001876483582032,1.419221389459727,0.601454808262056,1,-0.2934729149870714,105,105
rolling_observed_seller_data,14,30,retail,all,45,15,2026-06-12,2026-06-26,0.6961564941227535,0.9464255175143337,0.45231448863914836,0.7777777777777778,-0.2813010640557201,105,105
rolling_observed_seller_data,14,30,rolling,12,15,15,2026-06-12,2026-06-26,0.4881538712961971,0.5286141751820498,0.01493126414230023,0.26666666666666666,-0.45859804972868323,105,105
rolling_observed_seller_data,14,30,rolling,24,15,15,2026-06-12,2026-06-26,0.2869864024359442,0.3903407125037312,0.11738197121896607,0.7333333333333333,0.21888624112442845,105,105
rolling_observed_seller_data,14,30,rolling,6,15,15,2026-06-12,2026-06-26,1.013159517670282,1.0789426892108138,-0.06265635179511533,0.7333333333333333,-0.09190791661667719,105,105
rolling_observed_seller_data,14,30,rolling,all,45,15,2026-06-12,2026-06-26,0.5960999304674744,0.7293641396547137,0.02321896118871699,0.5777777777777777,-0.09714336020664582,105,105
rolling_observed_seller_data,14,30,unchanged,12,15,15,2026-06-12,2026-06-26,0.33467333333333305,0.4252209143492355,-0.3226733333333333,0.4,0.0,105,105
rolling_observed_seller_data,14,30,unchanged,24,15,15,2026-06-12,2026-06-26,0.3674066666666667,0.41519382220837553,-0.35540666666666676,0.26666666666666666,0.0,105,105
rolling_observed_seller_data,14,30,unchanged,6,15,15,2026-06-12,2026-06-26,0.9278799999999995,0.9797513357990377,-0.9278799999999995,0,0.0,105,105
rolling_observed_seller_data,14,30,unchanged,all,45,15,2026-06-12,2026-06-26,0.5433199999999997,0.6615918721790142,-0.5353199999999998,0.2222222222222222,0.0,105,105
