forecast_date,target_date,duration_months,quantile,v2_forecast,v3_forecast,canonical_only_forecast,current_price,hedge_cost,v2_hedge_cost,v2_normal_premium,v3_normal_premium,v2_history,v3_history,observed_history,canonical_history,history_start,history_end,transition,confidence,v2_direction,v3_direction,actual
2026-08-25,2026-09-24,12,p80,11.6992,11.9813,11.9813,11.9917,8.7002,8.7002,2.3165,3.2568,109,138,109,29,2026-04-09,2026-08-24,2026-07-27,low,falling,slightly_falling,
2026-08-25,2026-09-24,24,median,9.9085,9.9995,9.9995,9.995,7.5724,7.5724,2.1343,2.4376,109,138,109,29,2026-04-09,2026-08-24,2026-07-27,low,slightly_falling,slightly_rising,
2026-08-25,2026-09-24,24,p20,9.7144,9.8458,9.8458,9.85,7.5724,7.5724,1.8257,2.2636,109,138,109,29,2026-04-09,2026-08-24,2026-07-27,low,slightly_falling,slightly_falling,
2026-08-25,2026-09-24,24,p80,10.3503,10.4229,10.4229,10.42,7.5724,7.5724,2.6152,2.8573,109,138,109,29,2026-04-09,2026-08-24,2026-07-27,low,slightly_falling,slightly_rising,
2026-08-26,2026-09-25,6,median,13.4484,13.7099,13.7099,13.795,11.2704,11.2704,1.3692,2.2409,109,139,109,30,2026-04-09,2026-08-25,2026-07-27,low,falling,slightly_falling,
2026-08-26,2026-09-25,6,p20,12.8486,13.1518,13.1518,13.2433,11.2704,11.2704,0.6573,1.6678,109,139,109,30,2026-04-09,2026-08-25,2026-07-27,low,falling,slightly_falling,
2026-08-26,2026-09-25,6,p80,13.9065,14.1659,14.1659,14.2415,11.2704,11.2704,1.8545,2.719,109,139,109,30,2026-04-09,2026-08-25,2026-07-27,low,falling,slightly_falling,
2026-08-26,2026-09-25,12,median,10.9873,11.2153,11.2153,11.29,8.4943,8.4943,1.7866,2.5467,109,139,109,30,2026-04-09,2026-08-25,2026-07-27,low,falling,slightly_falling,
2026-08-26,2026-09-25,12,p20,10.6435,10.9147,10.9147,11,8.4943,8.4943,1.3172,2.2214,109,139,109,30,2026-04-09,2026-08-25,2026-07-27,low,falling,slightly_falling,
2026-08-26,2026-09-25,12,p80,11.6374,11.9221,11.9221,11.9917,8.4943,8.4943,2.3165,3.2655,109,139,109,30,2026-04-09,2026-08-25,2026-07-27,low,falling,slightly_falling,
2026-08-26,2026-09-25,24,median,9.8648,9.9547,9.9547,10.0125,7.386,7.386,2.1343,2.4338,109,139,109,30,2026-04-09,2026-08-25,2026-07-27,low,slightly_falling,slightly_falling,
2026-08-26,2026-09-25,24,p20,9.6725,9.8049,9.8049,9.87,7.386,7.386,1.8257,2.2671,109,139,109,30,2026-04-09,2026-08-25,2026-07-27,low,falling,slightly_falling,
2026-08-26,2026-09-25,24,p80,10.2943,10.3663,10.3663,10.42,7.386,7.386,2.6152,2.8549,109,139,109,30,2026-04-09,2026-08-25,2026-07-27,low,slightly_falling,slightly_falling,
2026-08-27,2026-09-26,6,median,13.3404,13.6232,13.6232,13.795,10.9104,10.9104,1.3692,2.3118,109,140,109,31,2026-04-09,2026-08-26,2026-07-27,low,falling,falling,
2026-08-27,2026-09-26,6,p20,12.7406,13.0666,13.0666,13.2433,10.9104,10.9104,0.6573,1.7441,109,140,109,31,2026-04-09,2026-08-26,2026-07-27,low,falling,falling,
2026-08-27,2026-09-26,6,p80,13.7284,14.0066,14.0066,14.1413,10.9104,10.9104,1.8545,2.782,109,140,109,31,2026-04-09,2026-08-26,2026-07-27,low,falling,slightly_falling,
2026-08-27,2026-09-26,12,median,10.914,11.1607,11.1607,11.2888,8.2528,8.2528,1.7866,2.6089,109,140,109,31,2026-04-09,2026-08-26,2026-07-27,low,falling,slightly_falling,
2026-08-27,2026-09-26,12,p20,10.564,10.8566,10.8566,10.99,8.2528,8.2528,1.3172,2.2925,109,140,109,31,2026-04-09,2026-08-26,2026-07-27,low,falling,slightly_falling,
2026-08-27,2026-09-26,12,p80,11.565,11.8671,11.8671,11.9917,8.2528,8.2528,2.3165,3.3235,109,140,109,31,2026-04-09,2026-08-26,2026-07-27,low,falling,slightly_falling,
2026-08-27,2026-09-26,24,median,9.8237,9.928,9.928,10.0125,7.2488,7.2488,2.1343,2.482,109,140,109,31,2026-04-09,2026-08-26,2026-07-27,low,falling,slightly_falling,
2026-08-27,2026-09-26,24,p20,9.6314,9.78,9.78,9.87,7.2488,7.2488,1.8257,2.3213,109,140,109,31,2026-04-09,2026-08-26,2026-07-27,low,falling,slightly_falling,
2026-08-27,2026-09-26,24,p80,10.2532,10.3385,10.3385,10.42,7.2488,7.2488,2.6152,2.8997,109,140,109,31,2026-04-09,2026-08-26,2026-07-27,low,falling,slightly_falling,
2026-08-28,2026-09-27,6,median,13.391,13.7168,13.7168,13.785,11.1026,11.1026,1.3692,2.455,109,141,109,32,2026-04-09,2026-08-27,2026-07-27,low,falling,slightly_falling,
2026-08-28,2026-09-27,6,p20,12.7983,13.1685,13.1685,13.2433,11.1026,11.1026,0.6573,1.8913,109,141,109,32,2026-04-09,2026-08-27,2026-07-27,low,falling,slightly_falling,
2026-08-28,2026-09-27,6,p80,13.786,14.098,14.098,14.1413,11.1026,11.1026,1.8545,2.8943,109,141,109,32,2026-04-09,2026-08-27,2026-07-27,low,falling,slightly_falling,
2026-08-28,2026-09-27,12,median,10.905,11.1837,11.1837,11.2,8.4301,8.4301,1.7866,2.7157,109,141,109,32,2026-04-09,2026-08-27,2026-07-27,low,falling,slightly_falling,
2026-08-28,2026-09-27,12,p20,10.5892,10.9151,10.9151,10.95,8.4301,8.4301,1.3172,2.4037,109,141,109,32,2026-04-09,2026-08-27,2026-07-27,low,falling,slightly_falling,
2026-08-28,2026-09-27,12,p80,11.6182,11.9514,11.9514,11.9917,8.4301,8.4301,2.3165,3.4273,109,141,109,32,2026-04-09,2026-08-27,2026-07-27,low,falling,slightly_falling,
2026-08-28,2026-09-27,24,median,9.8632,9.9886,9.9886,10.0125,7.3804,7.3804,2.1343,2.5524,109,141,109,32,2026-04-09,2026-08-27,2026-07-27,low,slightly_falling,slightly_falling,
2026-08-28,2026-09-27,24,p20,9.6708,9.842,9.842,9.87,7.3804,7.3804,1.8257,2.3963,109,141,109,32,2026-04-09,2026-08-27,2026-07-27,low,falling,slightly_falling,
2026-08-28,2026-09-27,24,p80,10.2927,10.3984,10.3984,10.42,7.3804,7.3804,2.6152,2.9676,109,141,109,32,2026-04-09,2026-08-27,2026-07-27,low,slightly_falling,slightly_falling,
2026-08-29,2026-09-28,6,median,13.4133,13.7561,13.7561,13.85,11.0251,11.0251,1.3692,2.5119,109,142,109,33,2026-04-09,2026-08-28,2026-07-27,low,falling,slightly_falling,
2026-08-29,2026-09-28,6,p20,12.9547,13.3436,13.3436,13.5,11.0251,11.0251,0.6573,1.9536,109,142,109,33,2026-04-09,2026-08-28,2026-07-27,low,falling,falling,
2026-08-29,2026-09-28,6,p80,13.8167,14.1394,14.1394,14.2183,11.0251,11.0251,1.8545,2.9304,109,142,109,33,2026-04-09,2026-08-28,2026-07-27,low,falling,slightly_falling,
2026-08-29,2026-09-28,12,median,10.889,11.1717,11.1717,11.2,8.3766,8.3766,1.7866,2.7292,109,142,109,33,2026-04-09,2026-08-28,2026-07-27,low,falling,slightly_falling,
2026-08-29,2026-09-28,12,p20,10.5731,10.9078,10.9078,10.95,8.3766,8.3766,1.3172,2.4327,109,142,109,33,2026-04-09,2026-08-28,2026-07-27,low,falling,slightly_falling,
2026-08-29,2026-09-28,12,p80,11.6021,11.9454,11.9454,11.9917,8.3766,8.3766,2.3165,3.4609,109,142,109,33,2026-04-09,2026-08-28,2026-07-27,low,falling,slightly_falling,
2026-08-29,2026-09-28,24,median,9.8579,9.9893,9.9893,10.0125,7.3629,7.3629,2.1343,2.5723,109,142,109,33,2026-04-09,2026-08-28,2026-07-27,low,falling,slightly_falling,
2026-08-29,2026-09-28,24,p20,9.6656,9.8438,9.8438,9.87,7.3629,7.3629,1.8257,2.4196,109,142,109,33,2026-04-09,2026-08-28,2026-07-27,low,falling,slightly_falling,
2026-08-29,2026-09-28,24,p80,10.2874,10.3985,10.3985,10.42,7.3629,7.3629,2.6152,2.9856,109,142,109,33,2026-04-09,2026-08-28,2026-07-27,low,slightly_falling,slightly_falling,
2026-08-30,2026-09-29,6,median,13.4133,13.7796,13.7796,13.85,11.0251,11.0251,1.3692,2.5901,109,143,109,34,2026-04-09,2026-08-29,2026-07-27,low,falling,slightly_falling,
2026-08-30,2026-09-29,6,p20,12.9547,13.3827,13.3827,13.5,11.0251,11.0251,0.6573,2.084,109,143,109,34,2026-04-09,2026-08-29,2026-07-27,low,falling,slightly_falling,
2026-08-30,2026-09-29,6,p80,13.8167,14.1592,14.1592,14.2183,11.0251,11.0251,1.8545,2.9961,109,143,109,34,2026-04-09,2026-08-29,2026-07-27,low,falling,slightly_falling,
2026-08-30,2026-09-29,12,median,10.889,11.1788,11.1788,11.2,8.3766,8.3766,1.7866,2.7528,109,143,109,34,2026-04-09,2026-08-29,2026-07-27,low,falling,slightly_falling,
2026-08-30,2026-09-29,12,p20,10.5731,10.9183,10.9183,10.95,8.3766,8.3766,1.3172,2.4679,109,143,109,34,2026-04-09,2026-08-29,2026-07-27,low,falling,slightly_falling,
2026-08-30,2026-09-29,12,p80,11.6021,11.957,11.957,11.9917,8.3766,8.3766,2.3165,3.4994,109,143,109,34,2026-04-09,2026-08-29,2026-07-27,low,falling,slightly_falling,
2026-08-30,2026-09-29,24,median,9.8579,9.9951,9.9951,10.0125,7.3629,7.3629,2.1343,2.5917,109,143,109,34,2026-04-09,2026-08-29,2026-07-27,low,falling,slightly_falling,
2026-08-30,2026-09-29,24,p20,9.6656,9.8503,9.8503,9.87,7.3629,7.3629,1.8257,2.4415,109,143,109,34,2026-04-09,2026-08-29,2026-07-27,low,falling,slightly_falling,
2026-08-30,2026-09-29,24,p80,10.2874,10.4039,10.4039,10.42,7.3629,7.3629,2.6152,3.0034,109,143,109,34,2026-04-09,2026-08-29,2026-07-27,low,slightly_falling,slightly_falling,
2026-08-31,2026-09-30,6,median,13.4133,13.7972,13.7972,13.85,11.0251,11.0251,1.3692,2.6488,109,144,109,35,2026-04-09,2026-08-30,2026-07-27,low,falling,slightly_falling,
2026-08-31,2026-09-30,6,p20,12.9547,13.412,13.412,13.5,11.0251,11.0251,0.6573,2.1817,109,144,109,35,2026-04-09,2026-08-30,2026-07-27,low,falling,slightly_falling,
2026-08-31,2026-09-30,6,p80,13.8167,14.1739,14.1739,14.2183,11.0251,11.0251,1.8545,3.0454,109,144,109,35,2026-04-09,2026-08-30,2026-07-27,low,falling,slightly_falling,
2026-08-31,2026-09-30,12,median,10.889,11.1841,11.1841,11.2,8.3766,8.3766,1.7866,2.7705,109,144,109,35,2026-04-09,2026-08-30,2026-07-27,low,falling,slightly_falling,
2026-08-31,2026-09-30,12,p20,10.5731,10.9263,10.9263,10.95,8.3766,8.3766,1.3172,2.4943,109,144,109,35,2026-04-09,2026-08-30,2026-07-27,low,falling,slightly_falling,
2026-08-31,2026-09-30,12,p80,11.6021,11.9657,11.9657,11.9917,8.3766,8.3766,2.3165,3.5284,109,144,109,35,2026-04-09,2026-08-30,2026-07-27,low,falling,slightly_falling,
2026-08-31,2026-09-30,24,median,9.8579,9.9995,9.9995,10.0125,7.3629,7.3629,2.1343,2.6061,109,144,109,35,2026-04-09,2026-08-30,2026-07-27,low,falling,slightly_falling,
2026-08-31,2026-09-30,24,p20,9.6656,9.8552,9.8552,9.87,7.3629,7.3629,1.8257,2.4579,109,144,109,35,2026-04-09,2026-08-30,2026-07-27,low,falling,slightly_falling,
2026-08-31,2026-09-30,24,p80,10.2874,10.4079,10.4079,10.42,7.3629,7.3629,2.6152,3.0169,109,144,109,35,2026-04-09,2026-08-30,2026-07-27,low,slightly_falling,slightly_falling,
2026-09-01,2026-10-01,6,median,13.6447,14.0418,14.0418,13.82,11.8665,11.8665,1.3692,2.6929,109,145,109,36,2026-04-09,2026-08-31,2026-07-27,low,falling,rising,
2026-09-01,2026-10-01,6,p20,13.1553,13.6347,13.6347,13.426,11.8665,11.8665,0.6573,2.255,109,145,109,36,2026-04-09,2026-08-31,2026-07-27,low,falling,rising,
2026-09-01,2026-10-01,6,p80,14.0772,14.4456,14.4456,14.2299,11.8665,11.8665,1.8545,3.0823,109,145,109,36,2026-04-09,2026-08-31,2026-07-27,low,falling,rising,
2026-09-01,2026-10-01,12,median,10.8344,11.1335,11.1335,11.2,8.1947,8.1947,1.7866,2.7837,109,145,109,36,2026-04-09,2026-08-31,2026-07-27,low,falling,slightly_falling,
2026-09-01,2026-10-01,12,p20,10.4687,10.8278,10.8278,10.8788,8.1947,8.1947,1.3172,2.5141,109,145,109,36,2026-04-09,2026-08-31,2026-07-27,low,falling,slightly_falling,
2026-09-01,2026-10-01,12,p80,11.5475,11.9176,11.9176,11.9917,8.1947,8.1947,2.3165,3.5501,109,145,109,36,2026-04-09,2026-08-31,2026-07-27,low,falling,slightly_falling,
2026-09-01,2026-10-01,24,median,9.8583,10.0031,10.0031,10,7.3933,7.3933,2.1343,2.617,109,145,109,36,2026-04-09,2026-08-31,2026-07-27,low,slightly_falling,slightly_rising,
2026-09-01,2026-10-01,24,p20,9.6117,9.8051,9.8051,9.78,7.3933,7.3933,1.8257,2.4702,109,145,109,36,2026-04-09,2026-08-31,2026-07-27,low,falling,slightly_rising,
2026-09-01,2026-10-01,24,p80,10.2965,10.4201,10.4201,10.42,7.3933,7.3933,2.6152,3.0269,109,145,109,36,2026-04-09,2026-08-31,2026-07-27,low,slightly_falling,slightly_rising,
2026-09-02,2026-10-02,6,median,13.6436,13.9852,13.9852,13.82,11.8627,11.8627,1.3692,2.508,109,146,109,37,2026-04-09,2026-09-01,2026-07-27,low,falling,rising,
2026-09-02,2026-10-02,6,p20,13.1542,13.5813,13.5813,13.426,11.8627,11.8627,0.6573,2.0811,109,146,109,37,2026-04-09,2026-09-01,2026-07-27,low,falling,rising,
2026-09-02,2026-10-02,6,p80,14.0761,14.3905,14.3905,14.2299,11.8627,11.8627,1.8545,2.9026,109,146,109,37,2026-04-09,2026-09-01,2026-07-27,low,falling,rising,
2026-09-02,2026-10-02,12,median,10.8456,11.1614,11.1614,11.2,8.2322,8.2322,1.7866,2.8391,109,146,109,37,2026-04-09,2026-09-01,2026-07-27,low,falling,slightly_falling,
2026-09-02,2026-10-02,12,p20,10.48,10.8518,10.8518,10.8788,8.2322,8.2322,1.3172,2.5566,109,146,109,37,2026-04-09,2026-09-01,2026-07-27,low,falling,slightly_falling,
2026-09-02,2026-10-02,12,p80,11.5588,11.9474,11.9474,11.9917,8.2322,8.2322,2.3165,3.6118,109,146,109,37,2026-04-09,2026-09-01,2026-07-27,low,falling,slightly_falling,
2026-09-02,2026-10-02,24,median,9.8761,10.0202,10.0202,10,7.4528,7.4528,2.1343,2.6144,109,146,109,37,2026-04-09,2026-09-01,2026-07-27,low,slightly_falling,slightly_rising,
2026-09-02,2026-10-02,24,p20,9.6296,9.8166,9.8166,9.78,7.4528,7.4528,1.8257,2.4493,109,146,109,37,2026-04-09,2026-09-01,2026-07-27,low,falling,slightly_rising,
2026-09-02,2026-10-02,24,p80,10.3144,10.4379,10.4379,10.42,7.4528,7.4528,2.6152,3.0269,109,146,109,37,2026-04-09,2026-09-01,2026-07-27,low,slightly_falling,slightly_rising,
2026-09-03,2026-10-03,6,median,13.9218,14.2221,14.2221,13.975,12.4284,12.4284,1.3692,2.3704,109,147,109,38,2026-04-09,2026-09-02,2026-07-27,low,slightly_falling,rising,
2026-09-03,2026-10-03,6,p20,13.5115,13.8998,13.8998,13.694,12.4284,12.4284,0.6573,1.9517,109,147,109,38,2026-04-09,2026-09-02,2026-07-27,low,falling,rising,
2026-09-03,2026-10-03,6,p80,14.2998,14.5741,14.5741,14.307,12.4284,12.4284,1.8545,2.7688,109,147,109,38,2026-04-09,2026-09-02,2026-07-27,low,slightly_falling,rising,
2026-09-03,2026-10-03,12,median,10.9962,11.3216,11.3216,11.2875,8.5297,8.5297,1.7866,2.8713,109,147,109,38,2026-04-09,2026-09-02,2026-07-27,low,falling,slightly_rising,
2026-09-03,2026-10-03,12,p20,10.5694,10.9479,10.9479,10.879,8.5297,8.5297,1.3172,2.5791,109,147,109,38,2026-04-09,2026-09-02,2026-07-27,low,falling,slightly_rising,
2026-09-03,2026-10-03,12,p80,11.6478,12.0475,12.0475,11.9914,8.5297,8.5297,2.3165,3.6487,109,147,109,38,2026-04-09,2026-09-02,2026-07-27,low,falling,slightly_rising,
2026-09-03,2026-10-03,24,median,9.9606,10.0996,10.0996,10.0325,7.6585,7.6585,2.1343,2.5976,109,147,109,38,2026-04-09,2026-09-02,2026-07-27,low,slightly_falling,slightly_rising,
2026-09-03,2026-10-03,24,p20,9.6913,9.8692,9.8692,9.78,7.6585,7.6585,1.8257,2.4188,109,147,109,38,2026-04-09,2026-09-02,2026-07-27,low,slightly_falling,slightly_rising,
2026-09-03,2026-10-03,24,p80,10.3929,10.5119,10.5119,10.444,7.6585,7.6585,2.6152,3.0119,109,147,109,38,2026-04-09,2026-09-02,2026-07-27,low,slightly_falling,slightly_rising,
2026-09-04,2026-10-04,6,median,13.9664,14.205,14.205,14.0342,12.4391,12.4391,1.3692,2.1644,109,148,109,39,2026-04-09,2026-09-03,2026-07-27,low,slightly_falling,rising,
2026-09-04,2026-10-04,6,p20,13.5147,13.8516,13.8516,13.694,12.4391,12.4391,0.6573,1.7802,109,148,109,39,2026-04-09,2026-09-03,2026-07-27,low,falling,rising,
2026-09-04,2026-10-04,6,p80,14.3989,14.6064,14.6064,14.444,12.4391,12.4391,1.8545,2.5462,109,148,109,39,2026-04-09,2026-09-03,2026-07-27,low,slightly_falling,rising,
2026-09-04,2026-10-04,12,median,11.0284,11.3453,11.3453,11.3284,8.5417,8.5417,1.7866,2.8429,109,148,109,39,2026-04-09,2026-09-03,2026-07-27,low,falling,slightly_rising,
2026-09-04,2026-10-04,12,p20,10.6549,11.0162,11.0162,10.996,8.5417,8.5417,1.3172,2.5217,109,148,109,39,2026-04-09,2026-09-03,2026-07-27,low,falling,slightly_rising,
2026-09-04,2026-10-04,12,p80,11.7285,12.1142,12.1142,12.1015,8.5417,8.5417,2.3165,3.602,109,148,109,39,2026-04-09,2026-09-03,2026-07-27,low,falling,slightly_rising,
2026-09-04,2026-10-04,24,median,9.974,10.0962,10.0962,10.0392,7.6875,7.6875,2.1343,2.5417,109,148,109,39,2026-04-09,2026-09-03,2026-07-27,low,slightly_falling,slightly_rising,
2026-09-04,2026-10-04,24,p20,9.7126,9.8682,9.8682,9.798,7.6875,7.6875,1.8257,2.3445,109,148,109,39,2026-04-09,2026-09-03,2026-07-27,low,slightly_falling,slightly_rising,
2026-09-04,2026-10-04,24,p80,10.3932,10.4953,10.4953,10.432,7.6875,7.6875,2.6152,2.9553,109,148,109,39,2026-04-09,2026-09-03,2026-07-27,low,slightly_falling,slightly_rising,
2026-09-05,2026-10-05,6,median,13.9581,14.1539,14.1539,14.0342,12.4112,12.4112,1.3692,2.0221,109,149,109,40,2026-04-09,2026-09-04,2026-07-27,low,slightly_falling,slightly_rising,
2026-09-05,2026-10-05,6,p20,13.5063,13.8038,13.8038,13.694,12.4112,12.4112,0.6573,1.6489,109,149,109,40,2026-04-09,2026-09-04,2026-07-27,low,falling,slightly_rising,
2026-09-05,2026-10-05,6,p80,14.3905,14.5574,14.5574,14.444,12.4112,12.4112,1.8545,2.4109,109,149,109,40,2026-04-09,2026-09-04,2026-07-27,low,slightly_falling,slightly_rising,
2026-09-05,2026-10-05,12,median,11.0313,11.344,11.344,11.3284,8.5514,8.5514,1.7866,2.8289,109,149,109,40,2026-04-09,2026-09-04,2026-07-27,low,falling,slightly_rising,
2026-09-05,2026-10-05,12,p20,10.6578,11.0141,11.0141,10.996,8.5514,8.5514,1.3172,2.5048,109,149,109,40,2026-04-09,2026-09-04,2026-07-27,low,falling,slightly_rising,
2026-09-05,2026-10-05,12,p80,11.7314,12.1139,12.1139,12.1015,8.5514,8.5514,2.3165,3.5914,109,149,109,40,2026-04-09,2026-09-04,2026-07-27,low,falling,slightly_rising,
2026-09-05,2026-10-05,24,median,9.9721,10.0801,10.0801,10.0325,7.6968,7.6968,2.1343,2.4942,109,149,109,40,2026-04-09,2026-09-04,2026-07-27,low,slightly_falling,slightly_rising,
2026-09-05,2026-10-05,24,p20,9.7098,9.8478,9.8478,9.79,7.6968,7.6968,1.8257,2.286,109,149,109,40,2026-04-09,2026-09-04,2026-07-27,low,slightly_falling,slightly_rising,
2026-09-05,2026-10-05,24,p80,10.3876,10.4738,10.4738,10.42,7.6968,7.6968,2.6152,2.9026,109,149,109,40,2026-04-09,2026-09-04,2026-07-27,low,slightly_falling,slightly_rising,
2026-09-06,2026-10-06,6,median,13.9581,14.124,14.124,14.0342,12.4112,12.4112,1.3692,1.9223,109,150,109,41,2026-04-09,2026-09-05,2026-07-27,low,slightly_falling,slightly_rising,
2026-09-06,2026-10-06,6,p20,13.5063,13.7764,13.7764,13.694,12.4112,12.4112,0.6573,1.5573,109,150,109,41,2026-04-09,2026-09-05,2026-07-27,low,falling,slightly_rising,
2026-09-06,2026-10-06,6,p80,14.3905,14.5291,14.5291,14.444,12.4112,12.4112,1.8545,2.3164,109,150,109,41,2026-04-09,2026-09-05,2026-07-27,low,slightly_falling,slightly_rising,
2026-09-06,2026-10-06,12,median,11.0313,11.3401,11.3401,11.3284,8.5514,8.5514,1.7866,2.8159,109,150,109,41,2026-04-09,2026-09-05,2026-07-27,low,falling,slightly_rising,
2026-09-06,2026-10-06,12,p20,10.6578,11.0095,11.0095,10.996,8.5514,8.5514,1.3172,2.4898,109,150,109,41,2026-04-09,2026-09-05,2026-07-27,low,falling,slightly_rising,
2026-09-06,2026-10-06,12,p80,11.7314,12.1108,12.1108,12.1015,8.5514,8.5514,2.3165,3.5811,109,150,109,41,2026-04-09,2026-09-05,2026-07-27,low,falling,slightly_rising,
2026-09-06,2026-10-06,24,median,9.9721,10.0682,10.0682,10.0325,7.6968,7.6968,2.1343,2.4546,109,150,109,41,2026-04-09,2026-09-05,2026-07-27,low,slightly_falling,slightly_rising,
2026-09-06,2026-10-06,24,p20,9.7098,9.8334,9.8334,9.79,7.6968,7.6968,1.8257,2.2378,109,150,109,41,2026-04-09,2026-09-05,2026-07-27,low,slightly_falling,slightly_rising,
2026-09-06,2026-10-06,24,p80,10.3876,10.4604,10.4604,10.42,7.6968,7.6968,2.6152,2.8577,109,150,109,41,2026-04-09,2026-09-05,2026-07-27,low,slightly_falling,slightly_rising,
2026-09-07,2026-10-07,6,median,13.9581,14.1015,14.1015,14.0342,12.4112,12.4112,1.3692,1.8475,109,151,109,42,2026-04-09,2026-09-06,2026-07-27,low,slightly_falling,slightly_rising,
2026-09-07,2026-10-07,6,p20,13.5063,13.7558,13.7558,13.694,12.4112,12.4112,0.6573,1.4887,109,151,109,42,2026-04-09,2026-09-06,2026-07-27,low,falling,slightly_rising,
2026-09-07,2026-10-07,6,p80,14.3905,14.5078,14.5078,14.444,12.4112,12.4112,1.8545,2.2455,109,151,109,42,2026-04-09,2026-09-06,2026-07-27,low,slightly_falling,slightly_rising,
2026-09-07,2026-10-07,12,median,11.0313,11.3371,11.3371,11.3284,8.5514,8.5514,1.7866,2.8062,109,151,109,42,2026-04-09,2026-09-06,2026-07-27,low,falling,slightly_rising,
2026-09-07,2026-10-07,12,p20,10.6578,11.0062,11.0062,10.996,8.5514,8.5514,1.3172,2.4785,109,151,109,42,2026-04-09,2026-09-06,2026-07-27,low,falling,slightly_rising,
2026-09-07,2026-10-07,12,p80,11.7314,12.1085,12.1085,12.1015,8.5514,8.5514,2.3165,3.5734,109,151,109,42,2026-04-09,2026-09-06,2026-07-27,low,falling,slightly_rising,
2026-09-07,2026-10-07,24,median,9.9768,10.0639,10.0639,10.0392,7.6968,7.6968,2.1343,2.4248,109,151,109,42,2026-04-09,2026-09-06,2026-07-27,low,slightly_falling,slightly_rising,
2026-09-07,2026-10-07,24,p20,9.7154,9.8281,9.8281,9.798,7.6968,7.6968,1.8257,2.2016,109,151,109,42,2026-04-09,2026-09-06,2026-07-27,low,slightly_falling,slightly_rising,
2026-09-07,2026-10-07,24,p80,10.396,10.4587,10.4587,10.432,7.6968,7.6968,2.6152,2.8241,109,151,109,42,2026-04-09,2026-09-06,2026-07-27,low,slightly_falling,slightly_rising,
2026-09-08,2026-10-08,6,median,14.4028,14.5295,14.5295,14.465,12.8885,12.8885,1.3692,1.7914,109,152,109,43,2026-04-09,2026-09-07,2026-07-27,low,slightly_falling,slightly_rising,
2026-09-08,2026-10-08,6,p20,13.951,14.1849,14.1849,14.1246,12.8885,12.8885,0.6573,1.4372,109,152,109,43,2026-04-09,2026-09-07,2026-07-27,low,falling,slightly_rising,
2026-09-08,2026-10-08,6,p80,14.6142,14.7155,14.7155,14.559,12.8885,12.8885,1.8545,2.1923,109,152,109,43,2026-04-09,2026-09-07,2026-07-27,low,slightly_rising,rising,
2026-09-08,2026-10-08,12,median,11.1736,11.4772,11.4772,11.4,8.8586,8.8586,1.7866,2.7989,109,152,109,43,2026-04-09,2026-09-07,2026-07-27,low,falling,slightly_rising,
2026-09-08,2026-10-08,12,p20,10.7751,11.121,11.121,11.032,8.8586,8.8586,1.3172,2.47,109,152,109,43,2026-04-09,2026-09-07,2026-07-27,low,falling,slightly_rising,
2026-09-08,2026-10-08,12,p80,11.818,12.1934,12.1934,12.0936,8.8586,8.8586,2.3165,3.5675,109,152,109,43,2026-04-09,2026-09-07,2026-07-27,low,falling,slightly_rising,
2026-09-08,2026-10-08,24,median,10.1004,10.1814,10.1814,10.1219,7.916,7.916,2.1343,2.4042,109,152,109,43,2026-04-09,2026-09-07,2026-07-27,low,slightly_falling,slightly_rising,
2026-09-08,2026-10-08,24,p20,9.8049,9.9102,9.9102,9.832,7.916,7.916,1.8257,2.1765,109,152,109,43,2026-04-09,2026-09-07,2026-07-27,low,slightly_falling,slightly_rising,
2026-09-08,2026-10-08,24,p80,10.4786,10.5346,10.5346,10.456,7.916,7.916,2.6152,2.8019,109,152,109,43,2026-04-09,2026-09-07,2026-07-27,low,slightly_rising,slightly_rising,
2026-09-09,2026-10-09,6,median,14.4932,14.6038,14.6038,14.465,13.19,13.19,1.3692,1.7376,109,153,109,44,2026-04-09,2026-09-08,2026-07-27,low,slightly_rising,slightly_rising,
2026-09-09,2026-10-09,6,p20,14.1395,14.3584,14.3584,14.2647,13.19,13.19,0.6573,1.3869,109,153,109,44,2026-04-09,2026-09-08,2026-07-27,low,slightly_falling,slightly_rising,
2026-09-09,2026-10-09,6,p80,14.7529,14.8151,14.8151,14.628,13.19,13.19,1.8545,2.0618,109,153,109,44,2026-04-09,2026-09-08,2026-07-27,low,slightly_rising,rising,
2026-09-09,2026-10-09,12,median,11.2969,11.5812,11.5812,11.49,9.0596,9.0596,1.7866,2.7345,109,153,109,44,2026-04-09,2026-09-08,2026-07-27,low,falling,slightly_rising,
2026-09-09,2026-10-09,12,p20,10.8354,11.159,11.159,11.032,9.0596,9.0596,1.3172,2.3959,109,153,109,44,2026-04-09,2026-09-08,2026-07-27,low,falling,slightly_rising,
2026-09-09,2026-10-09,12,p80,11.9136,12.264,12.264,12.144,9.0596,9.0596,2.3165,3.4844,109,153,109,44,2026-04-09,2026-09-08,2026-07-27,low,falling,slightly_rising,
2026-09-09,2026-10-09,24,median,10.1859,10.252,10.252,10.18,8.0654,8.0654,2.1343,2.3546,109,153,109,44,2026-04-09,2026-09-08,2026-07-27,low,slightly_rising,slightly_rising,
2026-09-09,2026-10-09,24,p20,9.8497,9.9354,9.9354,9.832,8.0654,8.0654,1.8257,2.1114,109,153,109,44,2026-04-09,2026-09-08,2026-07-27,low,slightly_rising,slightly_rising,
