company_name,term_months,snapshot_rows,snapshot_dates,snapshot_contract_ids_not_lineages,snapshot_first,snapshot_last,snapshot_age_days_at_2026_09_13,snapshot_nonnull_energy_rows,snapshot_basis_counts,snapshot_segment_counts,snapshot_pricing_model_counts,snapshot_metering_counts,premium_rows_one_reference,premium_lineages,premium_first_observed,premium_last_observed,premium_age_days_at_2026_09_13,stored_component_period_keys_excluding_seams,unique_lineage_price_signatures_not_repricing_count,seam_rows,unresolved_seam_targets,chronology_pair_counts,method_counts,vat_counts,quality_counts,quality_flag_counts,nonnull_known_vat_rows_before_compatibility_filter,usable_general_premium_rows,usable_general_lineages,exclusion_reason_counts_nonexclusive,usable_included_rows,descriptive_included_median_cents_per_kwh,usable_excluded_rows,descriptive_excluded_median_cents_per_kwh,descriptive_status,supplier_forecast_status
Vaasan Sähkö Myynti Oy,12,454,158,47,2026-04-08,2026-09-13,0,454,"{""canonical_calculation"": 124, ""observed_seller_data"": 330}","{""fixed_term_12"": 296, ""hybrid"": 158}","{""FixedPrice"": 296, ""Hybrid"": 158}","{""General"": 296, ""Time"": 158}",128,12,2026-04-16,2026-09-12,1,128,122,0,0,"{""dated_energy_or_fee_change_component_pair"": 81, ""overlapping_period_pair_ambiguous"": 1, ""signature_change_without_energy_fee_change"": 13}","{""retail-premium-history-v2"": 78, ""retail-premium-v2"": 50}","{""unknown"": 128}","{""inferred"": 128}","{""calendar_period_unknown"": 50, ""discount_effect_unresolved"": 78, ""historical_relational_components"": 78, ""multi_rate_component_not_aggregated"": 84, ""vat_mapping_propagated_to_history"": 78, ""vat_unknown"": 128}",0,0,0,"{""discount_effect_unresolved"": 78, ""multi_rate_not_aggregate"": 84, ""null_energy_premium"": 128, ""null_vat_matched_reference"": 128, ""unknown_or_mixed_energy_vat"": 128}",0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Vaasan Sähkö Myynti Oy,24,475,158,45,2026-04-08,2026-09-13,0,475,"{""canonical_calculation"": 144, ""observed_seller_data"": 331}","{""fixed_term_24"": 317, ""hybrid"": 158}","{""FixedPrice"": 317, ""Hybrid"": 158}","{""General"": 316, ""Time"": 159}",112,11,2026-04-16,2026-09-12,1,112,112,0,0,"{""dated_energy_or_fee_change_component_pair"": 73, ""overlapping_period_pair_ambiguous"": 2, ""signature_change_without_energy_fee_change"": 6}","{""retail-premium-history-v2"": 66, ""retail-premium-v2"": 46}","{""unknown"": 112}","{""inferred"": 112}","{""calendar_period_unknown"": 46, ""discount_effect_unresolved"": 66, ""historical_relational_components"": 66, ""multi_rate_component_not_aggregated"": 74, ""vat_mapping_propagated_to_history"": 66, ""vat_unknown"": 112}",0,0,0,"{""discount_effect_unresolved"": 66, ""multi_rate_not_aggregate"": 74, ""null_energy_premium"": 112, ""null_vat_matched_reference"": 112, ""unknown_or_mixed_energy_vat"": 112}",0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Vattenfall Oy,6,111,111,7,2026-04-08,2026-08-31,13,111,"{""canonical_calculation"": 11, ""observed_seller_data"": 100}","{""fixed_term_6"": 111}","{""FixedPrice"": 111}","{""General"": 111}",8,6,2026-07-31,2026-09-10,3,8,8,0,0,"{""dated_energy_or_fee_change_component_pair"": 2}","{""retail-premium-v2"": 8}","{""excluded"": 6, ""included"": 2}","{""inferred"": 8}","{""calendar_period_unknown"": 8, ""source_consistency_incomplete"": 8}",8,0,0,"{""source_consistency_incomplete"": 8}",0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Vattenfall Oy,12,452,151,34,2026-04-08,2026-09-13,0,452,"{""canonical_calculation"": 123, ""observed_seller_data"": 329}","{""fixed_term_12"": 452}","{""FixedPrice"": 452}","{""General"": 452}",87,30,2026-04-09,2026-09-12,1,87,82,0,0,"{""dated_energy_or_fee_change_component_pair"": 47, ""overlapping_period_pair_ambiguous"": 1}","{""retail-premium-history-v2"": 26, ""retail-premium-v2"": 61}","{""excluded"": 46, ""included"": 41}","{""inferred"": 87}","{""calendar_period_unknown"": 61, ""historical_relational_components"": 26, ""multiple_monthly_fees"": 1, ""vat_mapping_propagated_to_history"": 26}",87,87,30,{},41,2.4979,46,1.9859,VAT-separated sample description only; representativeness not established,Not validated; no independent holdout comparison performed
Vattenfall Oy,24,472,157,42,2026-04-08,2026-09-13,0,472,"{""canonical_calculation"": 141, ""observed_seller_data"": 331}","{""fixed_term_24"": 472}","{""FixedPrice"": 472}","{""General"": 472}",88,24,2026-04-15,2026-09-12,1,88,82,0,0,"{""dated_energy_or_fee_change_component_pair"": 50, ""overlapping_period_pair_ambiguous"": 1, ""same_signature_new_key_not_proven_repricing"": 6}","{""retail-premium-history-v2"": 29, ""retail-premium-v2"": 59}","{""excluded"": 41, ""included"": 39, ""unknown"": 8}","{""inferred"": 88}","{""calendar_period_unknown"": 59, ""historical_relational_components"": 29, ""vat_mapping_propagated_to_history"": 29, ""vat_unknown"": 8}",80,80,24,"{""null_energy_premium"": 8, ""null_vat_matched_reference"": 8, ""unknown_or_mixed_energy_vat"": 8}",39,2.3867,41,1.8989,VAT-separated sample description only; representativeness not established,Not validated; no independent holdout comparison performed
Vihreä Älyenergia Oy,6,0,0,0,,,,0,{},{},{},{},0,0,,,,0,0,0,0,{},{},{},{},{},0,0,0,{},0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Vihreä Älyenergia Oy,12,282,159,11,2026-04-08,2026-09-13,0,282,"{""canonical_calculation"": 60, ""observed_seller_data"": 222}","{""fixed_term_12"": 282}","{""FixedPrice"": 282}","{""General"": 282}",5,3,2026-07-23,2026-09-12,1,5,5,0,0,"{""dated_energy_or_fee_change_component_pair"": 1, ""overlapping_period_pair_ambiguous"": 1}","{""retail-premium-v2"": 5}","{""unknown"": 5}","{""inferred"": 5}","{""calendar_period_unknown"": 5, ""vat_unknown"": 5}",0,0,0,"{""null_energy_premium"": 5, ""null_vat_matched_reference"": 5, ""unknown_or_mixed_energy_vat"": 5}",0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Vihreä Älyenergia Oy,24,280,159,9,2026-04-08,2026-09-13,0,280,"{""canonical_calculation"": 60, ""observed_seller_data"": 220}","{""fixed_term_24"": 280}","{""FixedPrice"": 280}","{""General"": 280}",4,3,2026-07-23,2026-09-12,1,4,4,0,0,"{""dated_energy_or_fee_change_component_pair"": 1}","{""retail-premium-v2"": 4}","{""unknown"": 4}","{""inferred"": 4}","{""calendar_period_unknown"": 4, ""vat_unknown"": 4}",0,0,0,"{""null_energy_premium"": 4, ""null_vat_matched_reference"": 4, ""unknown_or_mixed_energy_vat"": 4}",0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Väre Oy,6,30,15,6,2026-04-08,2026-04-22,144,30,"{""observed_seller_data"": 30}","{""fixed_term_6"": 15, ""hybrid"": 15}","{""FixedPrice"": 15, ""Hybrid"": 15}","{""General"": 30}",0,0,,,,0,0,0,0,{},{},{},{},{},0,0,0,{},0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Väre Oy,12,30,15,6,2026-04-08,2026-04-22,144,30,"{""observed_seller_data"": 30}","{""fixed_term_12"": 15, ""hybrid"": 15}","{""FixedPrice"": 15, ""Hybrid"": 15}","{""General"": 30}",0,0,,,,0,0,0,0,{},{},{},{},{},0,0,0,{},0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Väre Oy,24,30,15,6,2026-04-08,2026-04-22,144,30,"{""observed_seller_data"": 30}","{""fixed_term_24"": 15, ""hybrid"": 15}","{""FixedPrice"": 15, ""Hybrid"": 15}","{""General"": 30}",0,0,,,,0,0,0,0,{},{},{},{},{},0,0,0,{},0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Äänekosken Energia Oy,6,426,142,24,2026-04-08,2026-08-28,16,426,"{""canonical_calculation"": 96, ""observed_seller_data"": 330}","{""fixed_term_6"": 426}","{""FixedPrice"": 426}","{""General"": 142, ""Season"": 142, ""Time"": 142}",71,18,2026-04-20,2026-08-28,16,67,67,4,0,"{""dated_energy_or_fee_change_component_pair"": 32, ""overlapping_period_pair_ambiguous"": 1}","{""retail-premium-history-v2"": 20, ""retail-premium-v2"": 51}","{""unknown"": 71}","{""inferred"": 71}","{""calendar_period_unknown"": 51, ""continues_prior_history_period"": 4, ""historical_relational_components"": 20, ""multi_rate_component_not_aggregated"": 60, ""vat_mapping_propagated_to_history"": 20, ""vat_unknown"": 71}",0,0,0,"{""method_seam_not_independent"": 4, ""multi_rate_not_aggregate"": 60, ""null_energy_premium"": 71, ""null_vat_matched_reference"": 71, ""unknown_or_mixed_energy_vat"": 71}",0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Äänekosken Energia Oy,12,471,157,21,2026-04-08,2026-09-13,0,471,"{""canonical_calculation"": 141, ""observed_seller_data"": 330}","{""fixed_term_12"": 471}","{""FixedPrice"": 471}","{""General"": 157, ""Season"": 157, ""Time"": 157}",120,18,2026-07-23,2026-09-12,1,120,50,0,0,"{""dated_energy_or_fee_change_component_pair"": 20, ""same_signature_new_key_not_proven_repricing"": 70}","{""retail-premium-v2"": 120}","{""unknown"": 120}","{""inferred"": 120}","{""calendar_period_unknown"": 120, ""multi_rate_component_not_aggregated"": 110, ""vat_unknown"": 120}",0,0,0,"{""multi_rate_not_aggregate"": 110, ""null_energy_premium"": 120, ""null_vat_matched_reference"": 120, ""unknown_or_mixed_energy_vat"": 120}",0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Äänekosken Energia Oy,24,474,158,15,2026-04-08,2026-09-13,0,474,"{""canonical_calculation"": 144, ""observed_seller_data"": 330}","{""fixed_term_24"": 474}","{""FixedPrice"": 474}","{""General"": 158, ""Season"": 158, ""Time"": 158}",51,18,2026-07-23,2026-09-12,1,51,51,0,0,"{""dated_energy_or_fee_change_component_pair"": 20, ""overlapping_period_pair_ambiguous"": 1}","{""retail-premium-v2"": 51}","{""unknown"": 51}","{""inferred"": 51}","{""calendar_period_unknown"": 51, ""multi_rate_component_not_aggregated"": 40, ""vat_unknown"": 51}",0,0,0,"{""multi_rate_not_aggregate"": 40, ""null_energy_premium"": 51, ""null_vat_matched_reference"": 51, ""unknown_or_mixed_energy_vat"": 51}",0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
