study,cohort,protocol,scope,horizon,quantile,term,model,n,issue_days,first_issue,last_issue,first_target,last_target,mae,rmse,bias,skill,correct,wrong_way,missed_move,false_move,actual_balance,predicted_balance,confusion,precision,recall,raw_saved_class_disagreements,mae_minus
A,basket,rolling_observed,per_term,14,p20,24,intercept,54,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,0.16936887426421968,0.21521430978976402,-0.0001514761156249581,0.09525174004156156,17,0,37,0,"{""down"": 8, ""flat"": 17, ""up"": 29}","{""down"": 0, ""flat"": 54, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 8, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 17, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 29, ""up"": 0}}","{""down"": null, ""flat"": 0.3148148148148148, ""up"": null}","{""down"": 0.0, ""flat"": 1.0, ""up"": 0.0}",0,"{""history"": -0.001907919290218163, ""intercept"": 0.0, ""unchanged"": -0.01783112573578033}"
A,basket,rolling_observed,per_term,14,p20,24,rolling,54,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,0.15909592549769433,0.20349744115794452,0.012301843986540384,0.15012860311060727,23,2,22,7,"{""down"": 8, ""flat"": 17, ""up"": 29}","{""down"": 0, ""flat"": 32, ""up"": 22}","{""down"": {""down"": 0, ""flat"": 6, ""up"": 2}, ""flat"": {""down"": 0, ""flat"": 10, ""up"": 7}, ""up"": {""down"": 0, ""flat"": 16, ""up"": 13}}","{""down"": null, ""flat"": 0.3125, ""up"": 0.5909090909090909}","{""down"": 0.0, ""flat"": 0.5882352941176471, ""up"": 0.4482758620689655}",0,"{""history"": -0.01218086805674351, ""intercept"": -0.010272948766525347, ""unchanged"": -0.028104074502305676}"
A,basket,rolling_observed,per_term,14,p20,24,unchanged,54,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,0.1872,0.23246604451371355,-0.12334814814814815,0.0,17,0,37,0,"{""down"": 8, ""flat"": 17, ""up"": 29}","{""down"": 0, ""flat"": 54, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 8, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 17, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 29, ""up"": 0}}","{""down"": null, ""flat"": 0.3148148148148148, ""up"": null}","{""down"": 0.0, ""flat"": 1.0, ""up"": 0.0}",0,"{""history"": 0.015923206445562166, ""intercept"": 0.01783112573578033, ""unchanged"": 0.0}"
A,basket,rolling_observed,per_term,14,p20,6,always_down,54,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,,,,,6,40,0,8,"{""down"": 6, ""flat"": 8, ""up"": 40}","{""down"": 54, ""flat"": 0, ""up"": 0}","{""down"": {""down"": 6, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 8, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 40, ""flat"": 0, ""up"": 0}}","{""down"": 0.1111111111111111, ""flat"": null, ""up"": null}","{""down"": 1.0, ""flat"": 0.0, ""up"": 0.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,rolling_observed,per_term,14,p20,6,always_up,54,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,,,,,40,6,0,8,"{""down"": 6, ""flat"": 8, ""up"": 40}","{""down"": 0, ""flat"": 0, ""up"": 54}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 6}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 8}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 40}}","{""down"": null, ""flat"": null, ""up"": 0.7407407407407407}","{""down"": 0.0, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,rolling_observed,per_term,14,p20,6,basket,54,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,0.433613694426397,0.4921704279951962,-0.1057535112785703,0.2855422096943109,39,6,1,8,"{""down"": 6, ""flat"": 8, ""up"": 40}","{""down"": 0, ""flat"": 1, ""up"": 53}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 6}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 8}, ""up"": {""down"": 0, ""flat"": 1, ""up"": 39}}","{""down"": null, ""flat"": 0.0, ""up"": 0.7358490566037735}","{""down"": 0.0, ""flat"": 0.0, ""up"": 0.975}",0,"{""history"": -0.04540221794846372, ""intercept"": 0.015459323169123018, ""unchanged"": -0.1732992685365659}"
A,basket,rolling_observed,per_term,14,p20,6,history,54,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,0.47901591237486074,0.5506094901063874,-0.031684581425091334,0.21073375985199905,40,6,0,8,"{""down"": 6, ""flat"": 8, ""up"": 40}","{""down"": 0, ""flat"": 0, ""up"": 54}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 6}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 8}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 40}}","{""down"": null, ""flat"": null, ""up"": 0.7407407407407407}","{""down"": 0.0, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": 0.0, ""intercept"": 0.06086154111758674, ""unchanged"": -0.1278970505881022}"
A,basket,rolling_observed,per_term,14,p20,6,intercept,54,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,0.418154371257274,0.501682071362196,-0.07798713630196848,0.3110142693017549,40,6,0,8,"{""down"": 6, ""flat"": 8, ""up"": 40}","{""down"": 0, ""flat"": 0, ""up"": 54}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 6}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 8}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 40}}","{""down"": null, ""flat"": null, ""up"": 0.7407407407407407}","{""down"": 0.0, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": -0.06086154111758674, ""intercept"": 0.0, ""unchanged"": -0.18875859170568893}"
A,basket,rolling_observed,per_term,14,p20,6,rolling,54,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,0.4377680497776521,0.48730675637862975,-0.06191762494818833,0.2786971501803842,40,6,0,8,"{""down"": 6, ""flat"": 8, ""up"": 40}","{""down"": 0, ""flat"": 0, ""up"": 54}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 6}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 8}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 40}}","{""down"": null, ""flat"": null, ""up"": 0.7407407407407407}","{""down"": 0.0, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": -0.04124786259720864, ""intercept"": 0.019613678520378097, ""unchanged"": -0.16914491318531083}"
A,basket,rolling_observed,per_term,14,p20,6,unchanged,54,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,0.6069129629629629,0.7337621040707747,-0.5575611111111111,0.0,8,0,46,0,"{""down"": 6, ""flat"": 8, ""up"": 40}","{""down"": 0, ""flat"": 54, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 6, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 8, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 40, ""up"": 0}}","{""down"": null, ""flat"": 0.14814814814814814, ""up"": null}","{""down"": 0.0, ""flat"": 1.0, ""up"": 0.0}",0,"{""history"": 0.1278970505881022, ""intercept"": 0.18875859170568893, ""unchanged"": 0.0}"
A,basket,rolling_observed,per_term,14,p20,all,always_down,162,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,,,,,15,84,0,63,"{""down"": 15, ""flat"": 63, ""up"": 84}","{""down"": 162, ""flat"": 0, ""up"": 0}","{""down"": {""down"": 15, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 63, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 84, ""flat"": 0, ""up"": 0}}","{""down"": 0.09259259259259259, ""flat"": null, ""up"": null}","{""down"": 1.0, ""flat"": 0.0, ""up"": 0.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,rolling_observed,per_term,14,p20,all,always_up,162,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,,,,,84,15,0,63,"{""down"": 15, ""flat"": 63, ""up"": 84}","{""down"": 0, ""flat"": 0, ""up"": 162}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 15}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 63}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 84}}","{""down"": null, ""flat"": null, ""up"": 0.5185185185185185}","{""down"": 0.0, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,rolling_observed,per_term,14,p20,all,basket,162,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,0.25179150471761796,0.3290735968142762,-0.028243601935165053,0.19073599639207706,92,8,40,22,"{""down"": 15, ""flat"": 63, ""up"": 84}","{""down"": 0, ""flat"": 81, ""up"": 81}","{""down"": {""down"": 0, ""flat"": 7, ""up"": 8}, ""flat"": {""down"": 0, ""flat"": 41, ""up"": 22}, ""up"": {""down"": 0, ""flat"": 33, ""up"": 51}}","{""down"": null, ""flat"": 0.5061728395061729, ""up"": 0.6296296296296297}","{""down"": 0.0, ""flat"": 0.6507936507936508, ""up"": 0.6071428571428571}",0,"{""history"": -0.024534899047638836, ""intercept"": -0.001507241416619176, ""unchanged"": -0.05934491503546846}"
A,basket,rolling_observed,per_term,14,p20,all,history,162,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,0.2763264037652568,0.36539441534696915,-0.0016979674951317903,0.11188023573535488,75,9,44,34,"{""down"": 15, ""flat"": 63, ""up"": 84}","{""down"": 0, ""flat"": 73, ""up"": 89}","{""down"": {""down"": 0, ""flat"": 6, ""up"": 9}, ""flat"": {""down"": 0, ""flat"": 29, ""up"": 34}, ""up"": {""down"": 0, ""flat"": 38, ""up"": 46}}","{""down"": null, ""flat"": 0.3972602739726027, ""up"": 0.5168539325842697}","{""down"": 0.0, ""flat"": 0.4603174603174603, ""up"": 0.5476190476190477}",0,"{""history"": 0.0, ""intercept"": 0.02302765763101966, ""unchanged"": -0.03481001598782962}"
A,basket,rolling_observed,per_term,14,p20,all,intercept,162,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,0.25329874613423714,0.3395746465827222,-0.019721079900155432,0.18589168591947047,79,6,53,24,"{""down"": 15, ""flat"": 63, ""up"": 84}","{""down"": 0, ""flat"": 92, ""up"": 70}","{""down"": {""down"": 0, ""flat"": 9, ""up"": 6}, ""flat"": {""down"": 0, ""flat"": 39, ""up"": 24}, ""up"": {""down"": 0, ""flat"": 44, ""up"": 40}}","{""down"": null, ""flat"": 0.42391304347826086, ""up"": 0.5714285714285714}","{""down"": 0.0, ""flat"": 0.6190476190476191, ""up"": 0.47619047619047616}",0,"{""history"": -0.02302765763101966, ""intercept"": 0.0, ""unchanged"": -0.057837673618849283}"
A,basket,rolling_observed,per_term,14,p20,all,rolling,162,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,0.25129915459376423,0.32580809787239307,-0.012946444839274884,0.19231842163256951,101,8,33,20,"{""down"": 15, ""flat"": 63, ""up"": 84}","{""down"": 0, ""flat"": 76, ""up"": 86}","{""down"": {""down"": 0, ""flat"": 7, ""up"": 8}, ""flat"": {""down"": 0, ""flat"": 43, ""up"": 20}, ""up"": {""down"": 0, ""flat"": 26, ""up"": 58}}","{""down"": null, ""flat"": 0.5657894736842105, ""up"": 0.6744186046511628}","{""down"": 0.0, ""flat"": 0.6825396825396826, ""up"": 0.6904761904761905}",0,"{""history"": -0.02502724917149257, ""intercept"": -0.0019995915404729114, ""unchanged"": -0.059837265159322195}"
A,basket,rolling_observed,per_term,14,p20,all,unchanged,162,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,0.3111364197530864,0.4632502290912401,-0.26431543209876546,0.0,63,0,99,0,"{""down"": 15, ""flat"": 63, ""up"": 84}","{""down"": 0, ""flat"": 162, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 15, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 63, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 84, ""up"": 0}}","{""down"": null, ""flat"": 0.3888888888888889, ""up"": null}","{""down"": 0.0, ""flat"": 1.0, ""up"": 0.0}",0,"{""history"": 0.03481001598782962, ""intercept"": 0.057837673618849283, ""unchanged"": 0.0}"
A,basket,rolling_observed,per_term,14,p80,12,always_down,54,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,,,,,0,24,0,30,"{""down"": 0, ""flat"": 30, ""up"": 24}","{""down"": 54, ""flat"": 0, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 30, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 24, ""flat"": 0, ""up"": 0}}","{""down"": 0.0, ""flat"": null, ""up"": null}","{""down"": null, ""flat"": 0.0, ""up"": 0.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,rolling_observed,per_term,14,p80,12,always_up,54,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,,,,,24,0,0,30,"{""down"": 0, ""flat"": 30, ""up"": 24}","{""down"": 0, ""flat"": 0, ""up"": 54}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 30}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 24}}","{""down"": null, ""flat"": null, ""up"": 0.4444444444444444}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,rolling_observed,per_term,14,p80,12,basket,54,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,0.20314587127596942,0.24643387314000098,-0.038464778550971405,-0.14207690093931924,29,0,16,9,"{""down"": 0, ""flat"": 30, ""up"": 24}","{""down"": 0, ""flat"": 37, ""up"": 17}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 21, ""up"": 9}, ""up"": {""down"": 0, ""flat"": 16, ""up"": 8}}","{""down"": null, ""flat"": 0.5675675675675675, ""up"": 0.47058823529411764}","{""down"": null, ""flat"": 0.7, ""up"": 0.3333333333333333}",0,"{""history"": -0.001679461273785654, ""intercept"": 0.00766383950003649, ""unchanged"": 0.025271797201895346}"
A,basket,rolling_observed,per_term,14,p80,12,history,54,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,0.20482533254975507,0.24261636291602778,-0.02510795277073321,-0.1515187562660616,8,0,24,22,"{""down"": 0, ""flat"": 30, ""up"": 24}","{""down"": 0, ""flat"": 32, ""up"": 22}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 8, ""up"": 22}, ""up"": {""down"": 0, ""flat"": 24, ""up"": 0}}","{""down"": null, ""flat"": 0.25, ""up"": 0.0}","{""down"": null, ""flat"": 0.26666666666666666, ""up"": 0.0}",0,"{""history"": 0.0, ""intercept"": 0.009343300773822144, ""unchanged"": 0.026951258475681}"
A,basket,rolling_observed,per_term,14,p80,12,intercept,54,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,0.19548203177593293,0.23113059195342803,-0.017055635983665295,-0.09899114187110913,10,0,24,20,"{""down"": 0, ""flat"": 30, ""up"": 24}","{""down"": 0, ""flat"": 34, ""up"": 20}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 10, ""up"": 20}, ""up"": {""down"": 0, ""flat"": 24, ""up"": 0}}","{""down"": null, ""flat"": 0.29411764705882354, ""up"": 0.0}","{""down"": null, ""flat"": 0.3333333333333333, ""up"": 0.0}",0,"{""history"": -0.009343300773822144, ""intercept"": 0.0, ""unchanged"": 0.017607957701858856}"
A,basket,rolling_observed,per_term,14,p80,12,rolling,54,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,0.2005719041836267,0.24433316032738164,-0.03750597153757405,-0.12760617435512445,28,0,15,11,"{""down"": 0, ""flat"": 30, ""up"": 24}","{""down"": 0, ""flat"": 34, ""up"": 20}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 19, ""up"": 11}, ""up"": {""down"": 0, ""flat"": 15, ""up"": 9}}","{""down"": null, ""flat"": 0.5588235294117647, ""up"": 0.45}","{""down"": null, ""flat"": 0.6333333333333333, ""up"": 0.375}",0,"{""history"": -0.004253428366128381, ""intercept"": 0.005089872407693763, ""unchanged"": 0.02269783010955262}"
A,basket,rolling_observed,per_term,14,p80,12,unchanged,54,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,0.17787407407407407,0.25798661463985556,-0.15505925925925926,0.0,30,0,24,0,"{""down"": 0, ""flat"": 30, ""up"": 24}","{""down"": 0, ""flat"": 54, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 30, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 24, ""up"": 0}}","{""down"": null, ""flat"": 0.5555555555555556, ""up"": null}","{""down"": null, ""flat"": 1.0, ""up"": 0.0}",0,"{""history"": -0.026951258475681, ""intercept"": -0.017607957701858856, ""unchanged"": 0.0}"
A,basket,rolling_observed,per_term,14,p80,24,always_down,54,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,,,,,2,28,0,24,"{""down"": 2, ""flat"": 24, ""up"": 28}","{""down"": 54, ""flat"": 0, ""up"": 0}","{""down"": {""down"": 2, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 24, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 28, ""flat"": 0, ""up"": 0}}","{""down"": 0.037037037037037035, ""flat"": null, ""up"": null}","{""down"": 1.0, ""flat"": 0.0, ""up"": 0.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,rolling_observed,per_term,14,p80,24,always_up,54,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,,,,,28,2,0,24,"{""down"": 2, ""flat"": 24, ""up"": 28}","{""down"": 0, ""flat"": 0, ""up"": 54}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 2}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 24}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 28}}","{""down"": null, ""flat"": null, ""up"": 0.5185185185185185}","{""down"": 0.0, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,rolling_observed,per_term,14,p80,24,basket,54,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,0.2198685358101364,0.2474300539669369,-0.07826790308355204,-0.007441616073326385,23,0,30,1,"{""down"": 2, ""flat"": 24, ""up"": 28}","{""down"": 0, ""flat"": 53, ""up"": 1}","{""down"": {""down"": 0, ""flat"": 2, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 23, ""up"": 1}, ""up"": {""down"": 0, ""flat"": 28, ""up"": 0}}","{""down"": null, ""flat"": 0.4339622641509434, ""up"": 0.0}","{""down"": 0.0, ""flat"": 0.9583333333333334, ""up"": 0.0}",0,"{""history"": 0.009170297163463653, ""intercept"": 0.007661663429763793, ""unchanged"": 0.0016240913656919709}"
A,basket,rolling_observed,per_term,14,p80,24,history,54,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,0.21069823864667275,0.2415445902410819,-0.07294226183617264,0.03457685173604785,24,0,30,0,"{""down"": 2, ""flat"": 24, ""up"": 28}","{""down"": 0, ""flat"": 54, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 2, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 24, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 28, ""up"": 0}}","{""down"": null, ""flat"": 0.4444444444444444, ""up"": null}","{""down"": 0.0, ""flat"": 1.0, ""up"": 0.0}",0,"{""history"": 0.0, ""intercept"": -0.00150863373369986, ""unchanged"": -0.007546205797771682}"
A,basket,rolling_observed,per_term,14,p80,24,intercept,54,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,0.2122068723803726,0.24330399624682886,-0.07750209407743403,0.027664264625112733,24,0,30,0,"{""down"": 2, ""flat"": 24, ""up"": 28}","{""down"": 0, ""flat"": 54, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 2, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 24, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 28, ""up"": 0}}","{""down"": null, ""flat"": 0.4444444444444444, ""up"": null}","{""down"": 0.0, ""flat"": 1.0, ""up"": 0.0}",0,"{""history"": 0.00150863373369986, ""intercept"": 0.0, ""unchanged"": -0.006037572064071822}"
A,basket,rolling_observed,per_term,14,p80,24,rolling,54,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,0.21877764468403696,0.2459906269177175,-0.07717877401396508,-0.0024431331617618124,23,0,30,1,"{""down"": 2, ""flat"": 24, ""up"": 28}","{""down"": 0, ""flat"": 53, ""up"": 1}","{""down"": {""down"": 0, ""flat"": 2, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 23, ""up"": 1}, ""up"": {""down"": 0, ""flat"": 28, ""up"": 0}}","{""down"": null, ""flat"": 0.4339622641509434, ""up"": 0.0}","{""down"": 0.0, ""flat"": 0.9583333333333334, ""up"": 0.0}",0,"{""history"": 0.008079406037364206, ""intercept"": 0.006570772303664346, ""unchanged"": 0.0005332002395925239}"
A,basket,rolling_observed,per_term,14,p80,24,unchanged,54,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,0.21824444444444444,0.2731685465327493,-0.1731148148148148,0.0,24,0,30,0,"{""down"": 2, ""flat"": 24, ""up"": 28}","{""down"": 0, ""flat"": 54, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 2, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 24, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 28, ""up"": 0}}","{""down"": null, ""flat"": 0.4444444444444444, ""up"": null}","{""down"": 0.0, ""flat"": 1.0, ""up"": 0.0}",0,"{""history"": 0.007546205797771682, ""intercept"": 0.006037572064071822, ""unchanged"": 0.0}"
A,basket,rolling_observed,per_term,14,p80,6,always_down,54,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,,,,,12,40,0,2,"{""down"": 12, ""flat"": 2, ""up"": 40}","{""down"": 54, ""flat"": 0, ""up"": 0}","{""down"": {""down"": 12, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 2, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 40, ""flat"": 0, ""up"": 0}}","{""down"": 0.2222222222222222, ""flat"": null, ""up"": null}","{""down"": 1.0, ""flat"": 0.0, ""up"": 0.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,rolling_observed,per_term,14,p80,6,always_up,54,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,,,,,40,12,0,2,"{""down"": 12, ""flat"": 2, ""up"": 40}","{""down"": 0, ""flat"": 0, ""up"": 54}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 12}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 2}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 40}}","{""down"": null, ""flat"": null, ""up"": 0.7407407407407407}","{""down"": 0.0, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,rolling_observed,per_term,14,p80,6,basket,54,54,2026-05-20,2026-07-12,2026-06-03,2026-07-26,0.642063501703087,0.7665236673835389,-0.008906918074483548,0.17240503239191352,38,13,1,2,"{""down"": 12, ""flat"": 2, ""up"": 40}","{""down"": 1, ""flat"": 1, ""up"": 52}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 12}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 2}, ""up"": {""down"": 1, ""flat"": 1, ""up"": 38}}","{""down"": 0.0, ""flat"": 0.0, ""up"": 0.7307692307692307}","{""down"": 0.0, ""flat"": 0.0, ""up"": 0.95}",0,"{""history"": 0.002891874331275468, ""intercept"": 0.026106972333554523, ""unchanged"": -0.13375501681543156}"
