id,basis,term,issue,lag,current_id,lag_id,current,prior,p20_change,median_change,p80_change,spread,rolling_change,basket_change,current_H,lag_H,fixed_lag_H,trade,lag_trade,fixed_lag_trade,horizon,target,target_id,actual,delta,pair_id
observed_seller_data|12|2026-05-12,observed_seller_data,12,2026-05-12,2026-05-05,18565,18188,"{""median"": 9.4833, ""p20"": 9.01, ""p80"": 9.85}","{""median"": 9.3375, ""p20"": 8.92, ""p80"": 9.744}",0.09,0.1458,0.106,0.4733,0.42836760273972896,0.42836760273972896,7.6274808356164385,7.19911323287671,7.19911323287671,2026-05-11,2026-05-04,2026-05-04,30,2026-06-11,20285,"{""median"": 10.1, ""p20"": 9.4, ""p80"": 10.42}","{""median"": 0.6167, ""p20"": 0.39, ""p80"": 0.57}",observed_seller_data|12|2026-05-12|30
observed_seller_data|12|2026-05-12,observed_seller_data,12,2026-05-12,2026-05-05,18565,18188,"{""median"": 9.4833, ""p20"": 9.01, ""p80"": 9.85}","{""median"": 9.3375, ""p20"": 8.92, ""p80"": 9.744}",0.09,0.1458,0.106,0.4733,0.42836760273972896,0.42836760273972896,7.6274808356164385,7.19911323287671,7.19911323287671,2026-05-11,2026-05-04,2026-05-04,14,2026-05-26,19363,"{""median"": 9.7583, ""p20"": 9.257, ""p80"": 10.09}","{""median"": 0.275, ""p20"": 0.247, ""p80"": 0.24}",observed_seller_data|12|2026-05-12|14
observed_seller_data|24|2026-05-12,observed_seller_data,24,2026-05-12,2026-05-05,18570,18178,"{""median"": 8.79, ""p20"": 8.4, ""p80"": 9.1688}","{""median"": 8.58, ""p20"": 8.28, ""p80"": 8.975}",0.12,0.21,0.1938,0.39,0.1886259849521208,0.1886259849521208,6.66523461012312,6.476608625170999,6.476608625170999,2026-05-11,2026-05-04,2026-05-04,30,2026-06-11,20290,"{""median"": 9.08, ""p20"": 8.8, ""p80"": 9.56}","{""median"": 0.29, ""p20"": 0.4, ""p80"": 0.3912}",observed_seller_data|24|2026-05-12|30
observed_seller_data|24|2026-05-12,observed_seller_data,24,2026-05-12,2026-05-05,18570,18178,"{""median"": 8.79, ""p20"": 8.4, ""p80"": 9.1688}","{""median"": 8.58, ""p20"": 8.28, ""p80"": 8.975}",0.12,0.21,0.1938,0.39,0.1886259849521208,0.1886259849521208,6.66523461012312,6.476608625170999,6.476608625170999,2026-05-11,2026-05-04,2026-05-04,14,2026-05-26,19375,"{""median"": 8.8782, ""p20"": 8.527, ""p80"": 9.1688}","{""median"": 0.0882, ""p20"": 0.127, ""p80"": 0.0}",observed_seller_data|24|2026-05-12|14
observed_seller_data|6|2026-05-13,observed_seller_data,6,2026-05-13,2026-05-06,18649,18255,"{""median"": 8.25, ""p20"": 7.7, ""p80"": 8.79}","{""median"": 8.1, ""p20"": 7.6375, ""p80"": 8.76}",0.0625,0.15,0.03,0.55,0.6540401639344271,0.6540401639344271,7.396359644808744,6.7423194808743165,6.7423194808743165,2026-05-12,2026-05-05,2026-05-05,30,2026-06-12,20357,"{""median"": 10.5638, ""p20"": 9.3083, ""p80"": 11.056}","{""median"": 2.3138, ""p20"": 1.6083, ""p80"": 2.266}",observed_seller_data|6|2026-05-13|30
observed_seller_data|6|2026-05-13,observed_seller_data,6,2026-05-13,2026-05-06,18649,18255,"{""median"": 8.25, ""p20"": 7.7, ""p80"": 8.79}","{""median"": 8.1, ""p20"": 7.6375, ""p80"": 8.76}",0.0625,0.15,0.03,0.55,0.6540401639344271,0.6540401639344271,7.396359644808744,6.7423194808743165,6.7423194808743165,2026-05-12,2026-05-05,2026-05-05,14,2026-05-27,19442,"{""median"": 8.7509, ""p20"": 8.45, ""p80"": 9.446}","{""median"": 0.5009, ""p20"": 0.75, ""p80"": 0.656}",observed_seller_data|6|2026-05-13|14
observed_seller_data|12|2026-05-13,observed_seller_data,12,2026-05-13,2026-05-06,18622,18223,"{""median"": 9.57, ""p20"": 9.1, ""p80"": 9.932}","{""median"": 9.45, ""p20"": 8.99, ""p80"": 9.8225}",0.11,0.12,0.1095,0.47,0.4370597671232881,0.4370597671232881,7.662703356164385,7.225643589041097,7.225643589041097,2026-05-12,2026-05-05,2026-05-05,30,2026-06-12,20342,"{""median"": 10.1, ""p20"": 9.4, ""p80"": 10.42}","{""median"": 0.53, ""p20"": 0.3, ""p80"": 0.488}",observed_seller_data|12|2026-05-13|30
observed_seller_data|12|2026-05-13,observed_seller_data,12,2026-05-13,2026-05-06,18622,18223,"{""median"": 9.57, ""p20"": 9.1, ""p80"": 9.932}","{""median"": 9.45, ""p20"": 8.99, ""p80"": 9.8225}",0.11,0.12,0.1095,0.47,0.4370597671232881,0.4370597671232881,7.662703356164385,7.225643589041097,7.225643589041097,2026-05-12,2026-05-05,2026-05-05,14,2026-05-27,19420,"{""median"": 9.7583, ""p20"": 9.257, ""p80"": 10.09}","{""median"": 0.1883, ""p20"": 0.157, ""p80"": 0.158}",observed_seller_data|12|2026-05-13|14
observed_seller_data|24|2026-05-13,observed_seller_data,24,2026-05-13,2026-05-06,18627,18235,"{""median"": 8.7659, ""p20"": 8.4, ""p80"": 9.1363}","{""median"": 8.65, ""p20"": 8.4, ""p80"": 9.1688}",0.0,0.1159,-0.0325,0.3659,0.2119851231190184,0.2119851231190184,6.706067606019153,6.494082482900135,6.494082482900135,2026-05-12,2026-05-05,2026-05-05,30,2026-06-12,20347,"{""median"": 9.08, ""p20"": 8.8, ""p80"": 9.56}","{""median"": 0.3141, ""p20"": 0.4, ""p80"": 0.4237}",observed_seller_data|24|2026-05-13|30
observed_seller_data|24|2026-05-13,observed_seller_data,24,2026-05-13,2026-05-06,18627,18235,"{""median"": 8.7659, ""p20"": 8.4, ""p80"": 9.1363}","{""median"": 8.65, ""p20"": 8.4, ""p80"": 9.1688}",0.0,0.1159,-0.0325,0.3659,0.2119851231190184,0.2119851231190184,6.706067606019153,6.494082482900135,6.494082482900135,2026-05-12,2026-05-05,2026-05-05,14,2026-05-27,19432,"{""median"": 8.8782, ""p20"": 8.527, ""p80"": 9.1688}","{""median"": 0.1123, ""p20"": 0.127, ""p80"": 0.0325}",observed_seller_data|24|2026-05-13|14
observed_seller_data|6|2026-05-14,observed_seller_data,6,2026-05-14,2026-05-07,18706,18312,"{""median"": 8.6392, ""p20"": 7.7, ""p80"": 9.04}","{""median"": 8.1, ""p20"": 7.6375, ""p80"": 8.76}",0.0625,0.5392,0.28,0.9392,0.767675956284152,0.767675956284152,7.428221557377048,6.660545601092896,6.660545601092896,2026-05-13,2026-05-06,2026-05-06,30,2026-06-13,20414,"{""median"": 10.5638, ""p20"": 9.3083, ""p80"": 11.056}","{""median"": 1.9246, ""p20"": 1.6083, ""p80"": 2.016}",observed_seller_data|6|2026-05-14|30
observed_seller_data|6|2026-05-14,observed_seller_data,6,2026-05-14,2026-05-07,18706,18312,"{""median"": 8.6392, ""p20"": 7.7, ""p80"": 9.04}","{""median"": 8.1, ""p20"": 7.6375, ""p80"": 8.76}",0.0625,0.5392,0.28,0.9392,0.767675956284152,0.767675956284152,7.428221557377048,6.660545601092896,6.660545601092896,2026-05-13,2026-05-06,2026-05-06,14,2026-05-28,19499,"{""median"": 8.7509, ""p20"": 8.45, ""p80"": 9.446}","{""median"": 0.1117, ""p20"": 0.75, ""p80"": 0.406}",observed_seller_data|6|2026-05-14|14
observed_seller_data|12|2026-05-14,observed_seller_data,12,2026-05-14,2026-05-07,18679,18280,"{""median"": 9.57, ""p20"": 9.1, ""p80"": 9.96}","{""median"": 9.45, ""p20"": 8.99, ""p80"": 9.8225}",0.11,0.12,0.1375,0.47,0.5863806986301361,0.5863806986301361,7.684619438356163,7.0982387397260265,7.0982387397260265,2026-05-13,2026-05-06,2026-05-06,30,2026-06-13,20399,"{""median"": 10.1, ""p20"": 9.4, ""p80"": 10.42}","{""median"": 0.53, ""p20"": 0.3, ""p80"": 0.46}",observed_seller_data|12|2026-05-14|30
observed_seller_data|12|2026-05-14,observed_seller_data,12,2026-05-14,2026-05-07,18679,18280,"{""median"": 9.57, ""p20"": 9.1, ""p80"": 9.96}","{""median"": 9.45, ""p20"": 8.99, ""p80"": 9.8225}",0.11,0.12,0.1375,0.47,0.5863806986301361,0.5863806986301361,7.684619438356163,7.0982387397260265,7.0982387397260265,2026-05-13,2026-05-06,2026-05-06,14,2026-05-28,19477,"{""median"": 9.8375, ""p20"": 9.4, ""p80"": 10.1418}","{""median"": 0.2675, ""p20"": 0.3, ""p80"": 0.1818}",observed_seller_data|12|2026-05-14|14
observed_seller_data|24|2026-05-14,observed_seller_data,24,2026-05-14,2026-05-07,18684,18292,"{""median"": 8.7659, ""p20"": 8.41, ""p80"": 9.1363}","{""median"": 8.65, ""p20"": 8.4, ""p80"": 9.1688}",0.01,0.1159,-0.0325,0.3559,0.34939989740081767,0.34939989740081767,6.721105287277698,6.3717053898768805,6.3717053898768805,2026-05-13,2026-05-06,2026-05-06,30,2026-06-13,20404,"{""median"": 9.07, ""p20"": 8.79, ""p80"": 9.504}","{""median"": 0.3041, ""p20"": 0.38, ""p80"": 0.3677}",observed_seller_data|24|2026-05-14|30
observed_seller_data|24|2026-05-14,observed_seller_data,24,2026-05-14,2026-05-07,18684,18292,"{""median"": 8.7659, ""p20"": 8.41, ""p80"": 9.1363}","{""median"": 8.65, ""p20"": 8.4, ""p80"": 9.1688}",0.01,0.1159,-0.0325,0.3559,0.34939989740081767,0.34939989740081767,6.721105287277698,6.3717053898768805,6.3717053898768805,2026-05-13,2026-05-06,2026-05-06,14,2026-05-28,19489,"{""median"": 8.8969, ""p20"": 8.59, ""p80"": 9.2731}","{""median"": 0.131, ""p20"": 0.18, ""p80"": 0.1368}",observed_seller_data|24|2026-05-14|14
observed_seller_data|6|2026-05-15,observed_seller_data,6,2026-05-15,2026-05-08,18763,18364,"{""median"": 8.6392, ""p20"": 7.7, ""p80"": 9.04}","{""median"": 8.1, ""p20"": 7.69, ""p80"": 8.76}",0.01,0.5392,0.28,0.9392,0.551431912568308,0.551431912568308,7.398444453551914,6.847012540983606,6.847012540983606,2026-05-14,2026-05-07,2026-05-07,30,2026-06-14,20471,"{""median"": 10.5638, ""p20"": 9.3083, ""p80"": 11.056}","{""median"": 1.9246, ""p20"": 1.6083, ""p80"": 2.016}",observed_seller_data|6|2026-05-15|30
observed_seller_data|6|2026-05-15,observed_seller_data,6,2026-05-15,2026-05-08,18763,18364,"{""median"": 8.6392, ""p20"": 7.7, ""p80"": 9.04}","{""median"": 8.1, ""p20"": 7.69, ""p80"": 8.76}",0.01,0.5392,0.28,0.9392,0.551431912568308,0.551431912568308,7.398444453551914,6.847012540983606,6.847012540983606,2026-05-14,2026-05-07,2026-05-07,14,2026-05-29,19556,"{""median"": 8.7509, ""p20"": 8.45, ""p80"": 9.446}","{""median"": 0.1117, ""p20"": 0.75, ""p80"": 0.406}",observed_seller_data|6|2026-05-15|14
observed_seller_data|12|2026-05-15,observed_seller_data,12,2026-05-15,2026-05-08,18736,18337,"{""median"": 9.57, ""p20"": 9.1, ""p80"": 9.96}","{""median"": 9.4833, ""p20"": 9.01, ""p80"": 9.845}",0.09,0.0867,0.115,0.47,0.46155117808219437,0.46155117808219437,7.67296684931507,7.211415671232875,7.211415671232875,2026-05-14,2026-05-07,2026-05-07,30,2026-06-14,20456,"{""median"": 10.1, ""p20"": 9.4, ""p80"": 10.42}","{""median"": 0.53, ""p20"": 0.3, ""p80"": 0.46}",observed_seller_data|12|2026-05-15|30
observed_seller_data|12|2026-05-15,observed_seller_data,12,2026-05-15,2026-05-08,18736,18337,"{""median"": 9.57, ""p20"": 9.1, ""p80"": 9.96}","{""median"": 9.4833, ""p20"": 9.01, ""p80"": 9.845}",0.09,0.0867,0.115,0.47,0.46155117808219437,0.46155117808219437,7.67296684931507,7.211415671232875,7.211415671232875,2026-05-14,2026-05-07,2026-05-07,14,2026-05-29,19534,"{""median"": 9.8375, ""p20"": 9.4, ""p80"": 10.1418}","{""median"": 0.2675, ""p20"": 0.3, ""p80"": 0.1818}",observed_seller_data|12|2026-05-15|14
observed_seller_data|24|2026-05-15,observed_seller_data,24,2026-05-15,2026-05-08,18741,18342,"{""median"": 8.7659, ""p20"": 8.41, ""p80"": 9.1363}","{""median"": 8.68, ""p20"": 8.4, ""p80"": 9.1688}",0.01,0.0859,-0.0325,0.3559,0.30853599863201353,0.30853599863201353,6.717319685362518,6.408783686730504,6.408783686730504,2026-05-14,2026-05-07,2026-05-07,30,2026-06-14,20461,"{""median"": 9.07, ""p20"": 8.79, ""p80"": 9.504}","{""median"": 0.3041, ""p20"": 0.38, ""p80"": 0.3677}",observed_seller_data|24|2026-05-15|30
observed_seller_data|24|2026-05-15,observed_seller_data,24,2026-05-15,2026-05-08,18741,18342,"{""median"": 8.7659, ""p20"": 8.41, ""p80"": 9.1363}","{""median"": 8.68, ""p20"": 8.4, ""p80"": 9.1688}",0.01,0.0859,-0.0325,0.3559,0.30853599863201353,0.30853599863201353,6.717319685362518,6.408783686730504,6.408783686730504,2026-05-14,2026-05-07,2026-05-07,14,2026-05-29,19546,"{""median"": 8.9, ""p20"": 8.59, ""p80"": 9.2992}","{""median"": 0.1341, ""p20"": 0.18, ""p80"": 0.1629}",observed_seller_data|24|2026-05-15|14
observed_seller_data|6|2026-05-16,observed_seller_data,6,2026-05-16,2026-05-09,18820,18421,"{""median"": 8.6392, ""p20"": 7.7, ""p80"": 9.04}","{""median"": 8.1, ""p20"": 7.69, ""p80"": 8.76}",0.01,0.5392,0.28,0.9392,0.37141827868852495,0.37141827868852495,7.479093633879781,7.107675355191256,7.107675355191256,2026-05-15,2026-05-08,2026-05-08,30,2026-06-15,20528,"{""median"": 10.6482, ""p20"": 9.3083, ""p80"": 11.47}","{""median"": 2.009, ""p20"": 1.6083, ""p80"": 2.43}",observed_seller_data|6|2026-05-16|30
observed_seller_data|6|2026-05-16,observed_seller_data,6,2026-05-16,2026-05-09,18820,18421,"{""median"": 8.6392, ""p20"": 7.7, ""p80"": 9.04}","{""median"": 8.1, ""p20"": 7.69, ""p80"": 8.76}",0.01,0.5392,0.28,0.9392,0.37141827868852495,0.37141827868852495,7.479093633879781,7.107675355191256,7.107675355191256,2026-05-15,2026-05-08,2026-05-08,14,2026-05-30,19613,"{""median"": 8.7509, ""p20"": 8.45, ""p80"": 9.446}","{""median"": 0.1117, ""p20"": 0.75, ""p80"": 0.406}",observed_seller_data|6|2026-05-16|14
observed_seller_data|12|2026-05-16,observed_seller_data,12,2026-05-16,2026-05-09,18793,18394,"{""median"": 9.57, ""p20"": 9.1, ""p80"": 9.96}","{""median"": 9.4833, ""p20"": 9.01, ""p80"": 9.85}",0.09,0.0867,0.11,0.47,0.3002235068493144,0.3002235068493144,7.729730671232875,7.42950716438356,7.42950716438356,2026-05-15,2026-05-08,2026-05-08,30,2026-06-15,20513,"{""median"": 10.1, ""p20"": 9.4, ""p80"": 10.42}","{""median"": 0.53, ""p20"": 0.3, ""p80"": 0.46}",observed_seller_data|12|2026-05-16|30
observed_seller_data|12|2026-05-16,observed_seller_data,12,2026-05-16,2026-05-09,18793,18394,"{""median"": 9.57, ""p20"": 9.1, ""p80"": 9.96}","{""median"": 9.4833, ""p20"": 9.01, ""p80"": 9.85}",0.09,0.0867,0.11,0.47,0.3002235068493144,0.3002235068493144,7.729730671232875,7.42950716438356,7.42950716438356,2026-05-15,2026-05-08,2026-05-08,14,2026-05-30,19591,"{""median"": 9.8375, ""p20"": 9.4, ""p80"": 10.1418}","{""median"": 0.2675, ""p20"": 0.3, ""p80"": 0.1818}",observed_seller_data|12|2026-05-16|14
observed_seller_data|24|2026-05-16,observed_seller_data,24,2026-05-16,2026-05-09,18798,18399,"{""median"": 8.7859, ""p20"": 8.41, ""p80"": 9.1363}","{""median"": 8.69, ""p20"": 8.4, ""p80"": 9.1688}",0.01,0.0959,-0.0325,0.3759,0.2098545417236659,0.2098545417236659,6.7470001778385775,6.537145636114912,6.537145636114912,2026-05-15,2026-05-08,2026-05-08,30,2026-06-15,20518,"{""median"": 9.05, ""p20"": 8.79, ""p80"": 9.504}","{""median"": 0.2641, ""p20"": 0.38, ""p80"": 0.3677}",observed_seller_data|24|2026-05-16|30
observed_seller_data|24|2026-05-16,observed_seller_data,24,2026-05-16,2026-05-09,18798,18399,"{""median"": 8.7859, ""p20"": 8.41, ""p80"": 9.1363}","{""median"": 8.69, ""p20"": 8.4, ""p80"": 9.1688}",0.01,0.0959,-0.0325,0.3759,0.2098545417236659,0.2098545417236659,6.7470001778385775,6.537145636114912,6.537145636114912,2026-05-15,2026-05-08,2026-05-08,14,2026-05-30,19603,"{""median"": 8.9, ""p20"": 8.59, ""p80"": 9.2992}","{""median"": 0.1141, ""p20"": 0.18, ""p80"": 0.1629}",observed_seller_data|24|2026-05-16|14
observed_seller_data|6|2026-05-17,observed_seller_data,6,2026-05-17,2026-05-10,18877,18478,"{""median"": 8.6392, ""p20"": 7.7, ""p80"": 9.04}","{""median"": 8.1, ""p20"": 7.69, ""p80"": 8.76}",0.01,0.5392,0.28,0.9392,0.37141827868852495,0.37141827868852495,7.479093633879781,7.107675355191256,7.107675355191256,2026-05-15,2026-05-08,2026-05-08,30,2026-06-16,20590,"{""median"": 10.7294, ""p20"": 9.482, ""p80"": 11.59}","{""median"": 2.0902, ""p20"": 1.782, ""p80"": 2.55}",observed_seller_data|6|2026-05-17|30
observed_seller_data|6|2026-05-17,observed_seller_data,6,2026-05-17,2026-05-10,18877,18478,"{""median"": 8.6392, ""p20"": 7.7, ""p80"": 9.04}","{""median"": 8.1, ""p20"": 7.69, ""p80"": 8.76}",0.01,0.5392,0.28,0.9392,0.37141827868852495,0.37141827868852495,7.479093633879781,7.107675355191256,7.107675355191256,2026-05-15,2026-05-08,2026-05-08,14,2026-05-31,19668,"{""median"": 8.7509, ""p20"": 8.45, ""p80"": 9.446}","{""median"": 0.1117, ""p20"": 0.75, ""p80"": 0.406}",observed_seller_data|6|2026-05-17|14
observed_seller_data|12|2026-05-17,observed_seller_data,12,2026-05-17,2026-05-10,18850,18451,"{""median"": 9.57, ""p20"": 9.1, ""p80"": 9.96}","{""median"": 9.4833, ""p20"": 9.01, ""p80"": 9.85}",0.09,0.0867,0.11,0.47,0.3002235068493144,0.3002235068493144,7.729730671232875,7.42950716438356,7.42950716438356,2026-05-15,2026-05-08,2026-05-08,30,2026-06-16,20570,"{""median"": 10.1, ""p20"": 9.49, ""p80"": 10.42}","{""median"": 0.53, ""p20"": 0.39, ""p80"": 0.46}",observed_seller_data|12|2026-05-17|30
observed_seller_data|12|2026-05-17,observed_seller_data,12,2026-05-17,2026-05-10,18850,18451,"{""median"": 9.57, ""p20"": 9.1, ""p80"": 9.96}","{""median"": 9.4833, ""p20"": 9.01, ""p80"": 9.85}",0.09,0.0867,0.11,0.47,0.3002235068493144,0.3002235068493144,7.729730671232875,7.42950716438356,7.42950716438356,2026-05-15,2026-05-08,2026-05-08,14,2026-05-31,19648,"{""median"": 9.8375, ""p20"": 9.4, ""p80"": 10.1418}","{""median"": 0.2675, ""p20"": 0.3, ""p80"": 0.1818}",observed_seller_data|12|2026-05-17|14
observed_seller_data|24|2026-05-17,observed_seller_data,24,2026-05-17,2026-05-10,18855,18456,"{""median"": 8.7859, ""p20"": 8.41, ""p80"": 9.1363}","{""median"": 8.69, ""p20"": 8.4, ""p80"": 9.1688}",0.01,0.0959,-0.0325,0.3759,0.2098545417236659,0.2098545417236659,6.7470001778385775,6.537145636114912,6.537145636114912,2026-05-15,2026-05-08,2026-05-08,30,2026-06-16,20575,"{""median"": 9.05, ""p20"": 8.79, ""p80"": 9.504}","{""median"": 0.2641, ""p20"": 0.38, ""p80"": 0.3677}",observed_seller_data|24|2026-05-17|30
observed_seller_data|24|2026-05-17,observed_seller_data,24,2026-05-17,2026-05-10,18855,18456,"{""median"": 8.7859, ""p20"": 8.41, ""p80"": 9.1363}","{""median"": 8.69, ""p20"": 8.4, ""p80"": 9.1688}",0.01,0.0959,-0.0325,0.3759,0.2098545417236659,0.2098545417236659,6.7470001778385775,6.537145636114912,6.537145636114912,2026-05-15,2026-05-08,2026-05-08,14,2026-05-31,19658,"{""median"": 8.9, ""p20"": 8.59, ""p80"": 9.2992}","{""median"": 0.1141, ""p20"": 0.18, ""p80"": 0.1629}",observed_seller_data|24|2026-05-17|14
observed_seller_data|6|2026-05-18,observed_seller_data,6,2026-05-18,2026-05-11,18929,18535,"{""median"": 8.6725, ""p20"": 8.25, ""p80"": 9.04}","{""median"": 8.13, ""p20"": 7.7, ""p80"": 8.79}",0.55,0.5425,0.25,0.4225,0.37141827868852495,0.37141827868852495,7.479093633879781,7.107675355191256,7.107675355191256,2026-05-15,2026-05-08,2026-05-08,30,2026-06-17,20642,"{""median"": 10.6688, ""p20"": 10.0125, ""p80"": 11.59}","{""median"": 1.9963, ""p20"": 1.7625, ""p80"": 2.55}",observed_seller_data|6|2026-05-18|30
observed_seller_data|6|2026-05-18,observed_seller_data,6,2026-05-18,2026-05-11,18929,18535,"{""median"": 8.6725, ""p20"": 8.25, ""p80"": 9.04}","{""median"": 8.13, ""p20"": 7.7, ""p80"": 8.79}",0.55,0.5425,0.25,0.4225,0.37141827868852495,0.37141827868852495,7.479093633879781,7.107675355191256,7.107675355191256,2026-05-15,2026-05-08,2026-05-08,14,2026-06-01,19725,"{""median"": 8.7509, ""p20"": 8.45, ""p80"": 9.446}","{""median"": 0.0784, ""p20"": 0.2, ""p80"": 0.406}",observed_seller_data|6|2026-05-18|14
observed_seller_data|12|2026-05-18,observed_seller_data,12,2026-05-18,2026-05-11,18907,18508,"{""median"": 9.6, ""p20"": 9.1, ""p80"": 9.96}","{""median"": 9.4833, ""p20"": 9.01, ""p80"": 9.85}",0.09,0.1167,0.11,0.5,0.3002235068493144,0.3002235068493144,7.729730671232875,7.42950716438356,7.42950716438356,2026-05-15,2026-05-08,2026-05-08,30,2026-06-17,20652,"{""median"": 10.07, ""p20"": 9.4, ""p80"": 10.42}","{""median"": 0.47, ""p20"": 0.3, ""p80"": 0.46}",observed_seller_data|12|2026-05-18|30
observed_seller_data|12|2026-05-18,observed_seller_data,12,2026-05-18,2026-05-11,18907,18508,"{""median"": 9.6, ""p20"": 9.1, ""p80"": 9.96}","{""median"": 9.4833, ""p20"": 9.01, ""p80"": 9.85}",0.09,0.1167,0.11,0.5,0.3002235068493144,0.3002235068493144,7.729730671232875,7.42950716438356,7.42950716438356,2026-05-15,2026-05-08,2026-05-08,14,2026-06-01,19703,"{""median"": 9.8588, ""p20"": 9.4, ""p80"": 10.2535}","{""median"": 0.2588, ""p20"": 0.3, ""p80"": 0.2935}",observed_seller_data|12|2026-05-18|14
observed_seller_data|24|2026-05-18,observed_seller_data,24,2026-05-18,2026-05-11,18912,18513,"{""median"": 8.83, ""p20"": 8.41, ""p80"": 9.1363}","{""median"": 8.7417, ""p20"": 8.4, ""p80"": 9.1688}",0.01,0.0883,-0.0325,0.42,0.2098545417236659,0.2098545417236659,6.7470001778385775,6.537145636114912,6.537145636114912,2026-05-15,2026-05-08,2026-05-08,30,2026-06-17,20627,"{""median"": 9.015, ""p20"": 8.744, ""p80"": 9.504}","{""median"": 0.185, ""p20"": 0.334, ""p80"": 0.3677}",observed_seller_data|24|2026-05-18|30
observed_seller_data|24|2026-05-18,observed_seller_data,24,2026-05-18,2026-05-11,18912,18513,"{""median"": 8.83, ""p20"": 8.41, ""p80"": 9.1363}","{""median"": 8.7417, ""p20"": 8.4, ""p80"": 9.1688}",0.01,0.0883,-0.0325,0.42,0.2098545417236659,0.2098545417236659,6.7470001778385775,6.537145636114912,6.537145636114912,2026-05-15,2026-05-08,2026-05-08,14,2026-06-01,19715,"{""median"": 8.9013, ""p20"": 8.6, ""p80"": 9.39}","{""median"": 0.0713, ""p20"": 0.19, ""p80"": 0.2537}",observed_seller_data|24|2026-05-18|14
observed_seller_data|6|2026-05-19,observed_seller_data,6,2026-05-19,2026-05-12,18986,18592,"{""median"": 8.6725, ""p20"": 8.25, ""p80"": 9.59}","{""median"": 8.13, ""p20"": 7.7, ""p80"": 8.79}",0.55,0.5425,0.8,0.4225,-0.1382968852459019,-0.1382968852459019,7.228169071038249,7.366465956284151,7.366465956284151,2026-05-18,2026-05-11,2026-05-11,30,2026-06-18,20699,"{""median"": 10.5, ""p20"": 9.892, ""p80"": 11.152}","{""median"": 1.8275, ""p20"": 1.642, ""p80"": 1.562}",observed_seller_data|6|2026-05-19|30
observed_seller_data|6|2026-05-19,observed_seller_data,6,2026-05-19,2026-05-12,18986,18592,"{""median"": 8.6725, ""p20"": 8.25, ""p80"": 9.59}","{""median"": 8.13, ""p20"": 7.7, ""p80"": 8.79}",0.55,0.5425,0.8,0.4225,-0.1382968852459019,-0.1382968852459019,7.228169071038249,7.366465956284151,7.366465956284151,2026-05-18,2026-05-11,2026-05-11,14,2026-06-02,19782,"{""median"": 8.7417, ""p20"": 8.4, ""p80"": 10.07}","{""median"": 0.0692, ""p20"": 0.15, ""p80"": 0.48}",observed_seller_data|6|2026-05-19|14
observed_seller_data|12|2026-05-19,observed_seller_data,12,2026-05-19,2026-05-12,18964,18565,"{""median"": 9.6, ""p20"": 9.1, ""p80"": 9.96}","{""median"": 9.4833, ""p20"": 9.01, ""p80"": 9.85}",0.09,0.1167,0.11,0.5,-0.04251871232876692,-0.04251871232876692,7.584962123287672,7.6274808356164385,7.6274808356164385,2026-05-18,2026-05-11,2026-05-11,30,2026-06-18,20709,"{""median"": 9.9, ""p20"": 9.4, ""p80"": 10.42}","{""median"": 0.3, ""p20"": 0.3, ""p80"": 0.46}",observed_seller_data|12|2026-05-19|30
observed_seller_data|12|2026-05-19,observed_seller_data,12,2026-05-19,2026-05-12,18964,18565,"{""median"": 9.6, ""p20"": 9.1, ""p80"": 9.96}","{""median"": 9.4833, ""p20"": 9.01, ""p80"": 9.85}",0.09,0.1167,0.11,0.5,-0.04251871232876692,-0.04251871232876692,7.584962123287672,7.6274808356164385,7.6274808356164385,2026-05-18,2026-05-11,2026-05-11,14,2026-06-02,19760,"{""median"": 9.8588, ""p20"": 9.4, ""p80"": 10.2535}","{""median"": 0.2588, ""p20"": 0.3, ""p80"": 0.2935}",observed_seller_data|12|2026-05-19|14
observed_seller_data|24|2026-05-19,observed_seller_data,24,2026-05-19,2026-05-12,18969,18570,"{""median"": 8.83, ""p20"": 8.41, ""p80"": 9.153}","{""median"": 8.79, ""p20"": 8.4, ""p80"": 9.1688}",0.01,0.04,-0.0158,0.42,-0.014491730506157374,-0.014491730506157374,6.6507428796169625,6.66523461012312,6.66523461012312,2026-05-18,2026-05-11,2026-05-11,30,2026-06-18,20684,"{""median"": 8.99, ""p20"": 8.75, ""p80"": 9.49}","{""median"": 0.16, ""p20"": 0.34, ""p80"": 0.337}",observed_seller_data|24|2026-05-19|30
observed_seller_data|24|2026-05-19,observed_seller_data,24,2026-05-19,2026-05-12,18969,18570,"{""median"": 8.83, ""p20"": 8.41, ""p80"": 9.153}","{""median"": 8.79, ""p20"": 8.4, ""p80"": 9.1688}",0.01,0.04,-0.0158,0.42,-0.014491730506157374,-0.014491730506157374,6.6507428796169625,6.66523461012312,6.66523461012312,2026-05-18,2026-05-11,2026-05-11,14,2026-06-02,19772,"{""median"": 8.9, ""p20"": 8.6, ""p80"": 9.39}","{""median"": 0.07, ""p20"": 0.19, ""p80"": 0.237}",observed_seller_data|24|2026-05-19|14
