id,horizon,cohort,protocol,cutoff,scope,term,training_basis,training_rows,training_days,test_rows,available
14|basket|rolling_observed|2026-04-26|pooled|all,14,basket,rolling_observed,2026-04-26,pooled,all,observed_seller_data,0,0,3,False
14|basket|rolling_observed|2026-04-26|per_term|6,14,basket,rolling_observed,2026-04-26,per_term,6,observed_seller_data,0,0,1,False
14|basket|rolling_observed|2026-04-26|per_term|12,14,basket,rolling_observed,2026-04-26,per_term,12,observed_seller_data,0,0,1,False
14|basket|rolling_observed|2026-04-26|per_term|24,14,basket,rolling_observed,2026-04-26,per_term,24,observed_seller_data,0,0,1,False
14|basket|rolling_observed|2026-04-27|pooled|all,14,basket,rolling_observed,2026-04-27,pooled,all,observed_seller_data,0,0,3,False
14|basket|rolling_observed|2026-04-27|per_term|6,14,basket,rolling_observed,2026-04-27,per_term,6,observed_seller_data,0,0,1,False
14|basket|rolling_observed|2026-04-27|per_term|12,14,basket,rolling_observed,2026-04-27,per_term,12,observed_seller_data,0,0,1,False
14|basket|rolling_observed|2026-04-27|per_term|24,14,basket,rolling_observed,2026-04-27,per_term,24,observed_seller_data,0,0,1,False
14|basket|rolling_observed|2026-04-28|pooled|all,14,basket,rolling_observed,2026-04-28,pooled,all,observed_seller_data,0,0,3,False
14|basket|rolling_observed|2026-04-28|per_term|6,14,basket,rolling_observed,2026-04-28,per_term,6,observed_seller_data,0,0,1,False
14|basket|rolling_observed|2026-04-28|per_term|12,14,basket,rolling_observed,2026-04-28,per_term,12,observed_seller_data,0,0,1,False
14|basket|rolling_observed|2026-04-28|per_term|24,14,basket,rolling_observed,2026-04-28,per_term,24,observed_seller_data,0,0,1,False
14|basket|rolling_observed|2026-04-29|pooled|all,14,basket,rolling_observed,2026-04-29,pooled,all,observed_seller_data,0,0,3,False
14|basket|rolling_observed|2026-04-29|per_term|6,14,basket,rolling_observed,2026-04-29,per_term,6,observed_seller_data,0,0,1,False
14|basket|rolling_observed|2026-04-29|per_term|12,14,basket,rolling_observed,2026-04-29,per_term,12,observed_seller_data,0,0,1,False
14|basket|rolling_observed|2026-04-29|per_term|24,14,basket,rolling_observed,2026-04-29,per_term,24,observed_seller_data,0,0,1,False
14|basket|rolling_observed|2026-04-30|pooled|all,14,basket,rolling_observed,2026-04-30,pooled,all,observed_seller_data,0,0,3,False
14|basket|rolling_observed|2026-04-30|per_term|6,14,basket,rolling_observed,2026-04-30,per_term,6,observed_seller_data,0,0,1,False
14|basket|rolling_observed|2026-04-30|per_term|12,14,basket,rolling_observed,2026-04-30,per_term,12,observed_seller_data,0,0,1,False
14|basket|rolling_observed|2026-04-30|per_term|24,14,basket,rolling_observed,2026-04-30,per_term,24,observed_seller_data,0,0,1,False
14|basket|rolling_observed|2026-05-01|pooled|all,14,basket,rolling_observed,2026-05-01,pooled,all,observed_seller_data,3,1,3,False
14|basket|rolling_observed|2026-05-01|per_term|6,14,basket,rolling_observed,2026-05-01,per_term,6,observed_seller_data,1,1,1,False
14|basket|rolling_observed|2026-05-01|per_term|12,14,basket,rolling_observed,2026-05-01,per_term,12,observed_seller_data,1,1,1,False
14|basket|rolling_observed|2026-05-01|per_term|24,14,basket,rolling_observed,2026-05-01,per_term,24,observed_seller_data,1,1,1,False
14|basket|rolling_observed|2026-05-02|pooled|all,14,basket,rolling_observed,2026-05-02,pooled,all,observed_seller_data,6,2,3,False
14|basket|rolling_observed|2026-05-02|per_term|6,14,basket,rolling_observed,2026-05-02,per_term,6,observed_seller_data,2,2,1,False
14|basket|rolling_observed|2026-05-02|per_term|12,14,basket,rolling_observed,2026-05-02,per_term,12,observed_seller_data,2,2,1,False
14|basket|rolling_observed|2026-05-02|per_term|24,14,basket,rolling_observed,2026-05-02,per_term,24,observed_seller_data,2,2,1,False
14|basket|rolling_observed|2026-05-03|pooled|all,14,basket,rolling_observed,2026-05-03,pooled,all,observed_seller_data,9,3,3,False
14|basket|rolling_observed|2026-05-03|per_term|6,14,basket,rolling_observed,2026-05-03,per_term,6,observed_seller_data,3,3,1,False
14|basket|rolling_observed|2026-05-03|per_term|12,14,basket,rolling_observed,2026-05-03,per_term,12,observed_seller_data,3,3,1,False
14|basket|rolling_observed|2026-05-03|per_term|24,14,basket,rolling_observed,2026-05-03,per_term,24,observed_seller_data,3,3,1,False
14|basket|rolling_observed|2026-05-04|pooled|all,14,basket,rolling_observed,2026-05-04,pooled,all,observed_seller_data,12,4,3,False
14|basket|rolling_observed|2026-05-04|per_term|6,14,basket,rolling_observed,2026-05-04,per_term,6,observed_seller_data,4,4,1,False
14|basket|rolling_observed|2026-05-04|per_term|12,14,basket,rolling_observed,2026-05-04,per_term,12,observed_seller_data,4,4,1,False
14|basket|rolling_observed|2026-05-04|per_term|24,14,basket,rolling_observed,2026-05-04,per_term,24,observed_seller_data,4,4,1,False
14|basket|rolling_observed|2026-05-05|pooled|all,14,basket,rolling_observed,2026-05-05,pooled,all,observed_seller_data,15,5,3,False
14|basket|rolling_observed|2026-05-05|per_term|6,14,basket,rolling_observed,2026-05-05,per_term,6,observed_seller_data,5,5,1,False
14|basket|rolling_observed|2026-05-05|per_term|12,14,basket,rolling_observed,2026-05-05,per_term,12,observed_seller_data,5,5,1,False
14|basket|rolling_observed|2026-05-05|per_term|24,14,basket,rolling_observed,2026-05-05,per_term,24,observed_seller_data,5,5,1,False
14|basket|rolling_observed|2026-05-06|pooled|all,14,basket,rolling_observed,2026-05-06,pooled,all,observed_seller_data,18,6,3,False
14|basket|rolling_observed|2026-05-06|per_term|6,14,basket,rolling_observed,2026-05-06,per_term,6,observed_seller_data,6,6,1,False
14|basket|rolling_observed|2026-05-06|per_term|12,14,basket,rolling_observed,2026-05-06,per_term,12,observed_seller_data,6,6,1,False
14|basket|rolling_observed|2026-05-06|per_term|24,14,basket,rolling_observed,2026-05-06,per_term,24,observed_seller_data,6,6,1,False
14|basket|rolling_observed|2026-05-07|pooled|all,14,basket,rolling_observed,2026-05-07,pooled,all,observed_seller_data,21,7,3,False
14|basket|rolling_observed|2026-05-07|per_term|6,14,basket,rolling_observed,2026-05-07,per_term,6,observed_seller_data,7,7,1,False
14|basket|rolling_observed|2026-05-07|per_term|12,14,basket,rolling_observed,2026-05-07,per_term,12,observed_seller_data,7,7,1,False
14|basket|rolling_observed|2026-05-07|per_term|24,14,basket,rolling_observed,2026-05-07,per_term,24,observed_seller_data,7,7,1,False
14|basket|rolling_observed|2026-05-08|pooled|all,14,basket,rolling_observed,2026-05-08,pooled,all,observed_seller_data,24,8,3,False
14|basket|rolling_observed|2026-05-08|per_term|6,14,basket,rolling_observed,2026-05-08,per_term,6,observed_seller_data,8,8,1,False
14|basket|rolling_observed|2026-05-08|per_term|12,14,basket,rolling_observed,2026-05-08,per_term,12,observed_seller_data,8,8,1,False
14|basket|rolling_observed|2026-05-08|per_term|24,14,basket,rolling_observed,2026-05-08,per_term,24,observed_seller_data,8,8,1,False
14|basket|rolling_observed|2026-05-09|pooled|all,14,basket,rolling_observed,2026-05-09,pooled,all,observed_seller_data,27,9,3,False
14|basket|rolling_observed|2026-05-09|per_term|6,14,basket,rolling_observed,2026-05-09,per_term,6,observed_seller_data,9,9,1,False
14|basket|rolling_observed|2026-05-09|per_term|12,14,basket,rolling_observed,2026-05-09,per_term,12,observed_seller_data,9,9,1,False
14|basket|rolling_observed|2026-05-09|per_term|24,14,basket,rolling_observed,2026-05-09,per_term,24,observed_seller_data,9,9,1,False
14|basket|rolling_observed|2026-05-10|pooled|all,14,basket,rolling_observed,2026-05-10,pooled,all,observed_seller_data,30,10,3,False
14|basket|rolling_observed|2026-05-10|per_term|6,14,basket,rolling_observed,2026-05-10,per_term,6,observed_seller_data,10,10,1,False
14|basket|rolling_observed|2026-05-10|per_term|12,14,basket,rolling_observed,2026-05-10,per_term,12,observed_seller_data,10,10,1,False
14|basket|rolling_observed|2026-05-10|per_term|24,14,basket,rolling_observed,2026-05-10,per_term,24,observed_seller_data,10,10,1,False
14|basket|rolling_observed|2026-05-11|pooled|all,14,basket,rolling_observed,2026-05-11,pooled,all,observed_seller_data,33,11,3,False
14|basket|rolling_observed|2026-05-11|per_term|6,14,basket,rolling_observed,2026-05-11,per_term,6,observed_seller_data,11,11,1,False
14|basket|rolling_observed|2026-05-11|per_term|12,14,basket,rolling_observed,2026-05-11,per_term,12,observed_seller_data,11,11,1,False
14|basket|rolling_observed|2026-05-11|per_term|24,14,basket,rolling_observed,2026-05-11,per_term,24,observed_seller_data,11,11,1,False
14|basket|rolling_observed|2026-05-12|pooled|all,14,basket,rolling_observed,2026-05-12,pooled,all,observed_seller_data,36,12,3,False
14|basket|rolling_observed|2026-05-12|per_term|6,14,basket,rolling_observed,2026-05-12,per_term,6,observed_seller_data,12,12,1,False
14|basket|rolling_observed|2026-05-12|per_term|12,14,basket,rolling_observed,2026-05-12,per_term,12,observed_seller_data,12,12,1,False
14|basket|rolling_observed|2026-05-12|per_term|24,14,basket,rolling_observed,2026-05-12,per_term,24,observed_seller_data,12,12,1,False
14|basket|rolling_observed|2026-05-13|pooled|all,14,basket,rolling_observed,2026-05-13,pooled,all,observed_seller_data,39,13,3,False
14|basket|rolling_observed|2026-05-13|per_term|6,14,basket,rolling_observed,2026-05-13,per_term,6,observed_seller_data,13,13,1,False
14|basket|rolling_observed|2026-05-13|per_term|12,14,basket,rolling_observed,2026-05-13,per_term,12,observed_seller_data,13,13,1,False
14|basket|rolling_observed|2026-05-13|per_term|24,14,basket,rolling_observed,2026-05-13,per_term,24,observed_seller_data,13,13,1,False
14|basket|rolling_observed|2026-05-14|pooled|all,14,basket,rolling_observed,2026-05-14,pooled,all,observed_seller_data,42,14,3,False
14|basket|rolling_observed|2026-05-14|per_term|6,14,basket,rolling_observed,2026-05-14,per_term,6,observed_seller_data,14,14,1,False
14|basket|rolling_observed|2026-05-14|per_term|12,14,basket,rolling_observed,2026-05-14,per_term,12,observed_seller_data,14,14,1,False
14|basket|rolling_observed|2026-05-14|per_term|24,14,basket,rolling_observed,2026-05-14,per_term,24,observed_seller_data,14,14,1,False
14|basket|rolling_observed|2026-05-15|pooled|all,14,basket,rolling_observed,2026-05-15,pooled,all,observed_seller_data,45,15,3,False
14|basket|rolling_observed|2026-05-15|per_term|6,14,basket,rolling_observed,2026-05-15,per_term,6,observed_seller_data,15,15,1,False
14|basket|rolling_observed|2026-05-15|per_term|12,14,basket,rolling_observed,2026-05-15,per_term,12,observed_seller_data,15,15,1,False
14|basket|rolling_observed|2026-05-15|per_term|24,14,basket,rolling_observed,2026-05-15,per_term,24,observed_seller_data,15,15,1,False
14|basket|rolling_observed|2026-05-16|pooled|all,14,basket,rolling_observed,2026-05-16,pooled,all,observed_seller_data,48,16,3,False
14|basket|rolling_observed|2026-05-16|per_term|6,14,basket,rolling_observed,2026-05-16,per_term,6,observed_seller_data,16,16,1,False
14|basket|rolling_observed|2026-05-16|per_term|12,14,basket,rolling_observed,2026-05-16,per_term,12,observed_seller_data,16,16,1,False
14|basket|rolling_observed|2026-05-16|per_term|24,14,basket,rolling_observed,2026-05-16,per_term,24,observed_seller_data,16,16,1,False
14|basket|rolling_observed|2026-05-17|pooled|all,14,basket,rolling_observed,2026-05-17,pooled,all,observed_seller_data,51,17,3,False
14|basket|rolling_observed|2026-05-17|per_term|6,14,basket,rolling_observed,2026-05-17,per_term,6,observed_seller_data,17,17,1,False
14|basket|rolling_observed|2026-05-17|per_term|12,14,basket,rolling_observed,2026-05-17,per_term,12,observed_seller_data,17,17,1,False
14|basket|rolling_observed|2026-05-17|per_term|24,14,basket,rolling_observed,2026-05-17,per_term,24,observed_seller_data,17,17,1,False
14|basket|rolling_observed|2026-05-18|pooled|all,14,basket,rolling_observed,2026-05-18,pooled,all,observed_seller_data,54,18,3,False
14|basket|rolling_observed|2026-05-18|per_term|6,14,basket,rolling_observed,2026-05-18,per_term,6,observed_seller_data,18,18,1,False
14|basket|rolling_observed|2026-05-18|per_term|12,14,basket,rolling_observed,2026-05-18,per_term,12,observed_seller_data,18,18,1,False
14|basket|rolling_observed|2026-05-18|per_term|24,14,basket,rolling_observed,2026-05-18,per_term,24,observed_seller_data,18,18,1,False
14|basket|rolling_observed|2026-05-19|pooled|all,14,basket,rolling_observed,2026-05-19,pooled,all,observed_seller_data,57,19,3,False
14|basket|rolling_observed|2026-05-19|per_term|6,14,basket,rolling_observed,2026-05-19,per_term,6,observed_seller_data,19,19,1,False
14|basket|rolling_observed|2026-05-19|per_term|12,14,basket,rolling_observed,2026-05-19,per_term,12,observed_seller_data,19,19,1,False
14|basket|rolling_observed|2026-05-19|per_term|24,14,basket,rolling_observed,2026-05-19,per_term,24,observed_seller_data,19,19,1,False
14|basket|rolling_observed|2026-05-20|pooled|all,14,basket,rolling_observed,2026-05-20,pooled,all,observed_seller_data,60,20,3,True
14|basket|rolling_observed|2026-05-20|per_term|6,14,basket,rolling_observed,2026-05-20,per_term,6,observed_seller_data,20,20,1,True
14|basket|rolling_observed|2026-05-20|per_term|12,14,basket,rolling_observed,2026-05-20,per_term,12,observed_seller_data,20,20,1,True
14|basket|rolling_observed|2026-05-20|per_term|24,14,basket,rolling_observed,2026-05-20,per_term,24,observed_seller_data,20,20,1,True
14|basket|rolling_observed|2026-05-21|pooled|all,14,basket,rolling_observed,2026-05-21,pooled,all,observed_seller_data,63,21,3,True
14|basket|rolling_observed|2026-05-21|per_term|6,14,basket,rolling_observed,2026-05-21,per_term,6,observed_seller_data,21,21,1,True
14|basket|rolling_observed|2026-05-21|per_term|12,14,basket,rolling_observed,2026-05-21,per_term,12,observed_seller_data,21,21,1,True
14|basket|rolling_observed|2026-05-21|per_term|24,14,basket,rolling_observed,2026-05-21,per_term,24,observed_seller_data,21,21,1,True
14|basket|rolling_observed|2026-05-22|pooled|all,14,basket,rolling_observed,2026-05-22,pooled,all,observed_seller_data,66,22,3,True
14|basket|rolling_observed|2026-05-22|per_term|6,14,basket,rolling_observed,2026-05-22,per_term,6,observed_seller_data,22,22,1,True
14|basket|rolling_observed|2026-05-22|per_term|12,14,basket,rolling_observed,2026-05-22,per_term,12,observed_seller_data,22,22,1,True
14|basket|rolling_observed|2026-05-22|per_term|24,14,basket,rolling_observed,2026-05-22,per_term,24,observed_seller_data,22,22,1,True
14|basket|rolling_observed|2026-05-23|pooled|all,14,basket,rolling_observed,2026-05-23,pooled,all,observed_seller_data,69,23,3,True
14|basket|rolling_observed|2026-05-23|per_term|6,14,basket,rolling_observed,2026-05-23,per_term,6,observed_seller_data,23,23,1,True
14|basket|rolling_observed|2026-05-23|per_term|12,14,basket,rolling_observed,2026-05-23,per_term,12,observed_seller_data,23,23,1,True
14|basket|rolling_observed|2026-05-23|per_term|24,14,basket,rolling_observed,2026-05-23,per_term,24,observed_seller_data,23,23,1,True
14|basket|rolling_observed|2026-05-24|pooled|all,14,basket,rolling_observed,2026-05-24,pooled,all,observed_seller_data,72,24,3,True
14|basket|rolling_observed|2026-05-24|per_term|6,14,basket,rolling_observed,2026-05-24,per_term,6,observed_seller_data,24,24,1,True
14|basket|rolling_observed|2026-05-24|per_term|12,14,basket,rolling_observed,2026-05-24,per_term,12,observed_seller_data,24,24,1,True
14|basket|rolling_observed|2026-05-24|per_term|24,14,basket,rolling_observed,2026-05-24,per_term,24,observed_seller_data,24,24,1,True
14|basket|rolling_observed|2026-05-25|pooled|all,14,basket,rolling_observed,2026-05-25,pooled,all,observed_seller_data,75,25,3,True
14|basket|rolling_observed|2026-05-25|per_term|6,14,basket,rolling_observed,2026-05-25,per_term,6,observed_seller_data,25,25,1,True
14|basket|rolling_observed|2026-05-25|per_term|12,14,basket,rolling_observed,2026-05-25,per_term,12,observed_seller_data,25,25,1,True
14|basket|rolling_observed|2026-05-25|per_term|24,14,basket,rolling_observed,2026-05-25,per_term,24,observed_seller_data,25,25,1,True
14|basket|rolling_observed|2026-05-26|pooled|all,14,basket,rolling_observed,2026-05-26,pooled,all,observed_seller_data,78,26,3,True
14|basket|rolling_observed|2026-05-26|per_term|6,14,basket,rolling_observed,2026-05-26,per_term,6,observed_seller_data,26,26,1,True
14|basket|rolling_observed|2026-05-26|per_term|12,14,basket,rolling_observed,2026-05-26,per_term,12,observed_seller_data,26,26,1,True
14|basket|rolling_observed|2026-05-26|per_term|24,14,basket,rolling_observed,2026-05-26,per_term,24,observed_seller_data,26,26,1,True
14|basket|rolling_observed|2026-05-27|pooled|all,14,basket,rolling_observed,2026-05-27,pooled,all,observed_seller_data,81,27,3,True
14|basket|rolling_observed|2026-05-27|per_term|6,14,basket,rolling_observed,2026-05-27,per_term,6,observed_seller_data,27,27,1,True
14|basket|rolling_observed|2026-05-27|per_term|12,14,basket,rolling_observed,2026-05-27,per_term,12,observed_seller_data,27,27,1,True
14|basket|rolling_observed|2026-05-27|per_term|24,14,basket,rolling_observed,2026-05-27,per_term,24,observed_seller_data,27,27,1,True
14|basket|rolling_observed|2026-05-28|pooled|all,14,basket,rolling_observed,2026-05-28,pooled,all,observed_seller_data,84,28,3,True
14|basket|rolling_observed|2026-05-28|per_term|6,14,basket,rolling_observed,2026-05-28,per_term,6,observed_seller_data,28,28,1,True
14|basket|rolling_observed|2026-05-28|per_term|12,14,basket,rolling_observed,2026-05-28,per_term,12,observed_seller_data,28,28,1,True
14|basket|rolling_observed|2026-05-28|per_term|24,14,basket,rolling_observed,2026-05-28,per_term,24,observed_seller_data,28,28,1,True
14|basket|rolling_observed|2026-05-29|pooled|all,14,basket,rolling_observed,2026-05-29,pooled,all,observed_seller_data,87,29,3,True
14|basket|rolling_observed|2026-05-29|per_term|6,14,basket,rolling_observed,2026-05-29,per_term,6,observed_seller_data,29,29,1,True
14|basket|rolling_observed|2026-05-29|per_term|12,14,basket,rolling_observed,2026-05-29,per_term,12,observed_seller_data,29,29,1,True
14|basket|rolling_observed|2026-05-29|per_term|24,14,basket,rolling_observed,2026-05-29,per_term,24,observed_seller_data,29,29,1,True
14|basket|rolling_observed|2026-05-30|pooled|all,14,basket,rolling_observed,2026-05-30,pooled,all,observed_seller_data,90,30,3,True
14|basket|rolling_observed|2026-05-30|per_term|6,14,basket,rolling_observed,2026-05-30,per_term,6,observed_seller_data,30,30,1,True
14|basket|rolling_observed|2026-05-30|per_term|12,14,basket,rolling_observed,2026-05-30,per_term,12,observed_seller_data,30,30,1,True
14|basket|rolling_observed|2026-05-30|per_term|24,14,basket,rolling_observed,2026-05-30,per_term,24,observed_seller_data,30,30,1,True
14|basket|rolling_observed|2026-05-31|pooled|all,14,basket,rolling_observed,2026-05-31,pooled,all,observed_seller_data,93,31,3,True
14|basket|rolling_observed|2026-05-31|per_term|6,14,basket,rolling_observed,2026-05-31,per_term,6,observed_seller_data,31,31,1,True
14|basket|rolling_observed|2026-05-31|per_term|12,14,basket,rolling_observed,2026-05-31,per_term,12,observed_seller_data,31,31,1,True
14|basket|rolling_observed|2026-05-31|per_term|24,14,basket,rolling_observed,2026-05-31,per_term,24,observed_seller_data,31,31,1,True
14|basket|rolling_observed|2026-06-01|pooled|all,14,basket,rolling_observed,2026-06-01,pooled,all,observed_seller_data,96,32,3,True
14|basket|rolling_observed|2026-06-01|per_term|6,14,basket,rolling_observed,2026-06-01,per_term,6,observed_seller_data,32,32,1,True
14|basket|rolling_observed|2026-06-01|per_term|12,14,basket,rolling_observed,2026-06-01,per_term,12,observed_seller_data,32,32,1,True
14|basket|rolling_observed|2026-06-01|per_term|24,14,basket,rolling_observed,2026-06-01,per_term,24,observed_seller_data,32,32,1,True
14|basket|rolling_observed|2026-06-02|pooled|all,14,basket,rolling_observed,2026-06-02,pooled,all,observed_seller_data,99,33,3,True
14|basket|rolling_observed|2026-06-02|per_term|6,14,basket,rolling_observed,2026-06-02,per_term,6,observed_seller_data,33,33,1,True
14|basket|rolling_observed|2026-06-02|per_term|12,14,basket,rolling_observed,2026-06-02,per_term,12,observed_seller_data,33,33,1,True
14|basket|rolling_observed|2026-06-02|per_term|24,14,basket,rolling_observed,2026-06-02,per_term,24,observed_seller_data,33,33,1,True
14|basket|rolling_observed|2026-06-03|pooled|all,14,basket,rolling_observed,2026-06-03,pooled,all,observed_seller_data,102,34,3,True
14|basket|rolling_observed|2026-06-03|per_term|6,14,basket,rolling_observed,2026-06-03,per_term,6,observed_seller_data,34,34,1,True
14|basket|rolling_observed|2026-06-03|per_term|12,14,basket,rolling_observed,2026-06-03,per_term,12,observed_seller_data,34,34,1,True
14|basket|rolling_observed|2026-06-03|per_term|24,14,basket,rolling_observed,2026-06-03,per_term,24,observed_seller_data,34,34,1,True
14|basket|rolling_observed|2026-06-04|pooled|all,14,basket,rolling_observed,2026-06-04,pooled,all,observed_seller_data,105,35,3,True
14|basket|rolling_observed|2026-06-04|per_term|6,14,basket,rolling_observed,2026-06-04,per_term,6,observed_seller_data,35,35,1,True
14|basket|rolling_observed|2026-06-04|per_term|12,14,basket,rolling_observed,2026-06-04,per_term,12,observed_seller_data,35,35,1,True
14|basket|rolling_observed|2026-06-04|per_term|24,14,basket,rolling_observed,2026-06-04,per_term,24,observed_seller_data,35,35,1,True
14|basket|rolling_observed|2026-06-05|pooled|all,14,basket,rolling_observed,2026-06-05,pooled,all,observed_seller_data,108,36,3,True
14|basket|rolling_observed|2026-06-05|per_term|6,14,basket,rolling_observed,2026-06-05,per_term,6,observed_seller_data,36,36,1,True
14|basket|rolling_observed|2026-06-05|per_term|12,14,basket,rolling_observed,2026-06-05,per_term,12,observed_seller_data,36,36,1,True
14|basket|rolling_observed|2026-06-05|per_term|24,14,basket,rolling_observed,2026-06-05,per_term,24,observed_seller_data,36,36,1,True
14|basket|rolling_observed|2026-06-06|pooled|all,14,basket,rolling_observed,2026-06-06,pooled,all,observed_seller_data,111,37,3,True
14|basket|rolling_observed|2026-06-06|per_term|6,14,basket,rolling_observed,2026-06-06,per_term,6,observed_seller_data,37,37,1,True
14|basket|rolling_observed|2026-06-06|per_term|12,14,basket,rolling_observed,2026-06-06,per_term,12,observed_seller_data,37,37,1,True
14|basket|rolling_observed|2026-06-06|per_term|24,14,basket,rolling_observed,2026-06-06,per_term,24,observed_seller_data,37,37,1,True
14|basket|rolling_observed|2026-06-07|pooled|all,14,basket,rolling_observed,2026-06-07,pooled,all,observed_seller_data,114,38,3,True
14|basket|rolling_observed|2026-06-07|per_term|6,14,basket,rolling_observed,2026-06-07,per_term,6,observed_seller_data,38,38,1,True
14|basket|rolling_observed|2026-06-07|per_term|12,14,basket,rolling_observed,2026-06-07,per_term,12,observed_seller_data,38,38,1,True
14|basket|rolling_observed|2026-06-07|per_term|24,14,basket,rolling_observed,2026-06-07,per_term,24,observed_seller_data,38,38,1,True
14|basket|rolling_observed|2026-06-08|pooled|all,14,basket,rolling_observed,2026-06-08,pooled,all,observed_seller_data,117,39,3,True
14|basket|rolling_observed|2026-06-08|per_term|6,14,basket,rolling_observed,2026-06-08,per_term,6,observed_seller_data,39,39,1,True
14|basket|rolling_observed|2026-06-08|per_term|12,14,basket,rolling_observed,2026-06-08,per_term,12,observed_seller_data,39,39,1,True
14|basket|rolling_observed|2026-06-08|per_term|24,14,basket,rolling_observed,2026-06-08,per_term,24,observed_seller_data,39,39,1,True
14|basket|rolling_observed|2026-06-09|pooled|all,14,basket,rolling_observed,2026-06-09,pooled,all,observed_seller_data,120,40,3,True
14|basket|rolling_observed|2026-06-09|per_term|6,14,basket,rolling_observed,2026-06-09,per_term,6,observed_seller_data,40,40,1,True
14|basket|rolling_observed|2026-06-09|per_term|12,14,basket,rolling_observed,2026-06-09,per_term,12,observed_seller_data,40,40,1,True
14|basket|rolling_observed|2026-06-09|per_term|24,14,basket,rolling_observed,2026-06-09,per_term,24,observed_seller_data,40,40,1,True
14|basket|rolling_observed|2026-06-10|pooled|all,14,basket,rolling_observed,2026-06-10,pooled,all,observed_seller_data,123,41,3,True
14|basket|rolling_observed|2026-06-10|per_term|6,14,basket,rolling_observed,2026-06-10,per_term,6,observed_seller_data,41,41,1,True
14|basket|rolling_observed|2026-06-10|per_term|12,14,basket,rolling_observed,2026-06-10,per_term,12,observed_seller_data,41,41,1,True
14|basket|rolling_observed|2026-06-10|per_term|24,14,basket,rolling_observed,2026-06-10,per_term,24,observed_seller_data,41,41,1,True
14|basket|rolling_observed|2026-06-11|pooled|all,14,basket,rolling_observed,2026-06-11,pooled,all,observed_seller_data,126,42,3,True
14|basket|rolling_observed|2026-06-11|per_term|6,14,basket,rolling_observed,2026-06-11,per_term,6,observed_seller_data,42,42,1,True
14|basket|rolling_observed|2026-06-11|per_term|12,14,basket,rolling_observed,2026-06-11,per_term,12,observed_seller_data,42,42,1,True
14|basket|rolling_observed|2026-06-11|per_term|24,14,basket,rolling_observed,2026-06-11,per_term,24,observed_seller_data,42,42,1,True
14|basket|rolling_observed|2026-06-12|pooled|all,14,basket,rolling_observed,2026-06-12,pooled,all,observed_seller_data,129,43,3,True
14|basket|rolling_observed|2026-06-12|per_term|6,14,basket,rolling_observed,2026-06-12,per_term,6,observed_seller_data,43,43,1,True
14|basket|rolling_observed|2026-06-12|per_term|12,14,basket,rolling_observed,2026-06-12,per_term,12,observed_seller_data,43,43,1,True
14|basket|rolling_observed|2026-06-12|per_term|24,14,basket,rolling_observed,2026-06-12,per_term,24,observed_seller_data,43,43,1,True
14|basket|rolling_observed|2026-06-13|pooled|all,14,basket,rolling_observed,2026-06-13,pooled,all,observed_seller_data,132,44,3,True
14|basket|rolling_observed|2026-06-13|per_term|6,14,basket,rolling_observed,2026-06-13,per_term,6,observed_seller_data,44,44,1,True
14|basket|rolling_observed|2026-06-13|per_term|12,14,basket,rolling_observed,2026-06-13,per_term,12,observed_seller_data,44,44,1,True
14|basket|rolling_observed|2026-06-13|per_term|24,14,basket,rolling_observed,2026-06-13,per_term,24,observed_seller_data,44,44,1,True
14|basket|rolling_observed|2026-06-14|pooled|all,14,basket,rolling_observed,2026-06-14,pooled,all,observed_seller_data,135,45,3,True
14|basket|rolling_observed|2026-06-14|per_term|6,14,basket,rolling_observed,2026-06-14,per_term,6,observed_seller_data,45,45,1,True
14|basket|rolling_observed|2026-06-14|per_term|12,14,basket,rolling_observed,2026-06-14,per_term,12,observed_seller_data,45,45,1,True
14|basket|rolling_observed|2026-06-14|per_term|24,14,basket,rolling_observed,2026-06-14,per_term,24,observed_seller_data,45,45,1,True
14|basket|rolling_observed|2026-06-15|pooled|all,14,basket,rolling_observed,2026-06-15,pooled,all,observed_seller_data,138,46,3,True
14|basket|rolling_observed|2026-06-15|per_term|6,14,basket,rolling_observed,2026-06-15,per_term,6,observed_seller_data,46,46,1,True
14|basket|rolling_observed|2026-06-15|per_term|12,14,basket,rolling_observed,2026-06-15,per_term,12,observed_seller_data,46,46,1,True
14|basket|rolling_observed|2026-06-15|per_term|24,14,basket,rolling_observed,2026-06-15,per_term,24,observed_seller_data,46,46,1,True
14|basket|rolling_observed|2026-06-16|pooled|all,14,basket,rolling_observed,2026-06-16,pooled,all,observed_seller_data,141,47,3,True
14|basket|rolling_observed|2026-06-16|per_term|6,14,basket,rolling_observed,2026-06-16,per_term,6,observed_seller_data,47,47,1,True
14|basket|rolling_observed|2026-06-16|per_term|12,14,basket,rolling_observed,2026-06-16,per_term,12,observed_seller_data,47,47,1,True
14|basket|rolling_observed|2026-06-16|per_term|24,14,basket,rolling_observed,2026-06-16,per_term,24,observed_seller_data,47,47,1,True
14|basket|rolling_observed|2026-06-17|pooled|all,14,basket,rolling_observed,2026-06-17,pooled,all,observed_seller_data,144,48,3,True
14|basket|rolling_observed|2026-06-17|per_term|6,14,basket,rolling_observed,2026-06-17,per_term,6,observed_seller_data,48,48,1,True
14|basket|rolling_observed|2026-06-17|per_term|12,14,basket,rolling_observed,2026-06-17,per_term,12,observed_seller_data,48,48,1,True
