id,horizon,cohort,protocol,cutoff,scope,term,training_basis,training_rows,training_days,test_rows,available
30|basket|rolling_observed|2026-04-17|per_term|6,30,basket,rolling_observed,2026-04-17,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-17|per_term|12,30,basket,rolling_observed,2026-04-17,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-17|per_term|24,30,basket,rolling_observed,2026-04-17,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-18|pooled|all,30,basket,rolling_observed,2026-04-18,pooled,all,observed_seller_data,0,0,3,False
30|basket|rolling_observed|2026-04-18|per_term|6,30,basket,rolling_observed,2026-04-18,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-18|per_term|12,30,basket,rolling_observed,2026-04-18,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-18|per_term|24,30,basket,rolling_observed,2026-04-18,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-19|pooled|all,30,basket,rolling_observed,2026-04-19,pooled,all,observed_seller_data,0,0,3,False
30|basket|rolling_observed|2026-04-19|per_term|6,30,basket,rolling_observed,2026-04-19,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-19|per_term|12,30,basket,rolling_observed,2026-04-19,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-19|per_term|24,30,basket,rolling_observed,2026-04-19,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-20|pooled|all,30,basket,rolling_observed,2026-04-20,pooled,all,observed_seller_data,0,0,3,False
30|basket|rolling_observed|2026-04-20|per_term|6,30,basket,rolling_observed,2026-04-20,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-20|per_term|12,30,basket,rolling_observed,2026-04-20,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-20|per_term|24,30,basket,rolling_observed,2026-04-20,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-21|pooled|all,30,basket,rolling_observed,2026-04-21,pooled,all,observed_seller_data,0,0,3,False
30|basket|rolling_observed|2026-04-21|per_term|6,30,basket,rolling_observed,2026-04-21,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-21|per_term|12,30,basket,rolling_observed,2026-04-21,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-21|per_term|24,30,basket,rolling_observed,2026-04-21,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-22|pooled|all,30,basket,rolling_observed,2026-04-22,pooled,all,observed_seller_data,0,0,3,False
30|basket|rolling_observed|2026-04-22|per_term|6,30,basket,rolling_observed,2026-04-22,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-22|per_term|12,30,basket,rolling_observed,2026-04-22,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-22|per_term|24,30,basket,rolling_observed,2026-04-22,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-23|pooled|all,30,basket,rolling_observed,2026-04-23,pooled,all,observed_seller_data,0,0,3,False
30|basket|rolling_observed|2026-04-23|per_term|6,30,basket,rolling_observed,2026-04-23,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-23|per_term|12,30,basket,rolling_observed,2026-04-23,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-23|per_term|24,30,basket,rolling_observed,2026-04-23,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-24|pooled|all,30,basket,rolling_observed,2026-04-24,pooled,all,observed_seller_data,0,0,3,False
30|basket|rolling_observed|2026-04-24|per_term|6,30,basket,rolling_observed,2026-04-24,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-24|per_term|12,30,basket,rolling_observed,2026-04-24,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-24|per_term|24,30,basket,rolling_observed,2026-04-24,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-25|pooled|all,30,basket,rolling_observed,2026-04-25,pooled,all,observed_seller_data,0,0,3,False
30|basket|rolling_observed|2026-04-25|per_term|6,30,basket,rolling_observed,2026-04-25,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-25|per_term|12,30,basket,rolling_observed,2026-04-25,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-25|per_term|24,30,basket,rolling_observed,2026-04-25,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-26|pooled|all,30,basket,rolling_observed,2026-04-26,pooled,all,observed_seller_data,0,0,3,False
30|basket|rolling_observed|2026-04-26|per_term|6,30,basket,rolling_observed,2026-04-26,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-26|per_term|12,30,basket,rolling_observed,2026-04-26,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-26|per_term|24,30,basket,rolling_observed,2026-04-26,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-27|pooled|all,30,basket,rolling_observed,2026-04-27,pooled,all,observed_seller_data,0,0,3,False
30|basket|rolling_observed|2026-04-27|per_term|6,30,basket,rolling_observed,2026-04-27,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-27|per_term|12,30,basket,rolling_observed,2026-04-27,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-27|per_term|24,30,basket,rolling_observed,2026-04-27,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-28|pooled|all,30,basket,rolling_observed,2026-04-28,pooled,all,observed_seller_data,0,0,3,False
30|basket|rolling_observed|2026-04-28|per_term|6,30,basket,rolling_observed,2026-04-28,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-28|per_term|12,30,basket,rolling_observed,2026-04-28,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-28|per_term|24,30,basket,rolling_observed,2026-04-28,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-29|pooled|all,30,basket,rolling_observed,2026-04-29,pooled,all,observed_seller_data,0,0,3,False
30|basket|rolling_observed|2026-04-29|per_term|6,30,basket,rolling_observed,2026-04-29,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-29|per_term|12,30,basket,rolling_observed,2026-04-29,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-29|per_term|24,30,basket,rolling_observed,2026-04-29,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-30|pooled|all,30,basket,rolling_observed,2026-04-30,pooled,all,observed_seller_data,0,0,3,False
30|basket|rolling_observed|2026-04-30|per_term|6,30,basket,rolling_observed,2026-04-30,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-30|per_term|12,30,basket,rolling_observed,2026-04-30,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-04-30|per_term|24,30,basket,rolling_observed,2026-04-30,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-01|pooled|all,30,basket,rolling_observed,2026-05-01,pooled,all,observed_seller_data,0,0,3,False
30|basket|rolling_observed|2026-05-01|per_term|6,30,basket,rolling_observed,2026-05-01,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-01|per_term|12,30,basket,rolling_observed,2026-05-01,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-01|per_term|24,30,basket,rolling_observed,2026-05-01,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-02|pooled|all,30,basket,rolling_observed,2026-05-02,pooled,all,observed_seller_data,0,0,3,False
30|basket|rolling_observed|2026-05-02|per_term|6,30,basket,rolling_observed,2026-05-02,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-02|per_term|12,30,basket,rolling_observed,2026-05-02,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-02|per_term|24,30,basket,rolling_observed,2026-05-02,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-03|pooled|all,30,basket,rolling_observed,2026-05-03,pooled,all,observed_seller_data,0,0,3,False
30|basket|rolling_observed|2026-05-03|per_term|6,30,basket,rolling_observed,2026-05-03,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-03|per_term|12,30,basket,rolling_observed,2026-05-03,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-03|per_term|24,30,basket,rolling_observed,2026-05-03,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-04|pooled|all,30,basket,rolling_observed,2026-05-04,pooled,all,observed_seller_data,0,0,3,False
30|basket|rolling_observed|2026-05-04|per_term|6,30,basket,rolling_observed,2026-05-04,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-04|per_term|12,30,basket,rolling_observed,2026-05-04,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-04|per_term|24,30,basket,rolling_observed,2026-05-04,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-05|pooled|all,30,basket,rolling_observed,2026-05-05,pooled,all,observed_seller_data,0,0,3,False
30|basket|rolling_observed|2026-05-05|per_term|6,30,basket,rolling_observed,2026-05-05,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-05|per_term|12,30,basket,rolling_observed,2026-05-05,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-05|per_term|24,30,basket,rolling_observed,2026-05-05,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-06|pooled|all,30,basket,rolling_observed,2026-05-06,pooled,all,observed_seller_data,0,0,3,False
30|basket|rolling_observed|2026-05-06|per_term|6,30,basket,rolling_observed,2026-05-06,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-06|per_term|12,30,basket,rolling_observed,2026-05-06,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-06|per_term|24,30,basket,rolling_observed,2026-05-06,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-07|pooled|all,30,basket,rolling_observed,2026-05-07,pooled,all,observed_seller_data,0,0,3,False
30|basket|rolling_observed|2026-05-07|per_term|6,30,basket,rolling_observed,2026-05-07,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-07|per_term|12,30,basket,rolling_observed,2026-05-07,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-07|per_term|24,30,basket,rolling_observed,2026-05-07,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-08|pooled|all,30,basket,rolling_observed,2026-05-08,pooled,all,observed_seller_data,0,0,3,False
30|basket|rolling_observed|2026-05-08|per_term|6,30,basket,rolling_observed,2026-05-08,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-08|per_term|12,30,basket,rolling_observed,2026-05-08,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-08|per_term|24,30,basket,rolling_observed,2026-05-08,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-09|pooled|all,30,basket,rolling_observed,2026-05-09,pooled,all,observed_seller_data,0,0,3,False
30|basket|rolling_observed|2026-05-09|per_term|6,30,basket,rolling_observed,2026-05-09,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-09|per_term|12,30,basket,rolling_observed,2026-05-09,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-09|per_term|24,30,basket,rolling_observed,2026-05-09,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-10|pooled|all,30,basket,rolling_observed,2026-05-10,pooled,all,observed_seller_data,0,0,3,False
30|basket|rolling_observed|2026-05-10|per_term|6,30,basket,rolling_observed,2026-05-10,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-10|per_term|12,30,basket,rolling_observed,2026-05-10,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-10|per_term|24,30,basket,rolling_observed,2026-05-10,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-11|pooled|all,30,basket,rolling_observed,2026-05-11,pooled,all,observed_seller_data,0,0,3,False
30|basket|rolling_observed|2026-05-11|per_term|6,30,basket,rolling_observed,2026-05-11,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-11|per_term|12,30,basket,rolling_observed,2026-05-11,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-11|per_term|24,30,basket,rolling_observed,2026-05-11,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-12|pooled|all,30,basket,rolling_observed,2026-05-12,pooled,all,observed_seller_data,0,0,3,False
30|basket|rolling_observed|2026-05-12|per_term|6,30,basket,rolling_observed,2026-05-12,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-12|per_term|12,30,basket,rolling_observed,2026-05-12,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-12|per_term|24,30,basket,rolling_observed,2026-05-12,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-13|pooled|all,30,basket,rolling_observed,2026-05-13,pooled,all,observed_seller_data,0,0,3,False
30|basket|rolling_observed|2026-05-13|per_term|6,30,basket,rolling_observed,2026-05-13,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-13|per_term|12,30,basket,rolling_observed,2026-05-13,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-13|per_term|24,30,basket,rolling_observed,2026-05-13,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-14|pooled|all,30,basket,rolling_observed,2026-05-14,pooled,all,observed_seller_data,0,0,3,False
30|basket|rolling_observed|2026-05-14|per_term|6,30,basket,rolling_observed,2026-05-14,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-14|per_term|12,30,basket,rolling_observed,2026-05-14,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-14|per_term|24,30,basket,rolling_observed,2026-05-14,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-15|pooled|all,30,basket,rolling_observed,2026-05-15,pooled,all,observed_seller_data,0,0,3,False
30|basket|rolling_observed|2026-05-15|per_term|6,30,basket,rolling_observed,2026-05-15,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-15|per_term|12,30,basket,rolling_observed,2026-05-15,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-15|per_term|24,30,basket,rolling_observed,2026-05-15,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-16|pooled|all,30,basket,rolling_observed,2026-05-16,pooled,all,observed_seller_data,0,0,3,False
30|basket|rolling_observed|2026-05-16|per_term|6,30,basket,rolling_observed,2026-05-16,per_term,6,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-16|per_term|12,30,basket,rolling_observed,2026-05-16,per_term,12,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-16|per_term|24,30,basket,rolling_observed,2026-05-16,per_term,24,observed_seller_data,0,0,1,False
30|basket|rolling_observed|2026-05-17|pooled|all,30,basket,rolling_observed,2026-05-17,pooled,all,observed_seller_data,3,1,3,False
30|basket|rolling_observed|2026-05-17|per_term|6,30,basket,rolling_observed,2026-05-17,per_term,6,observed_seller_data,1,1,1,False
30|basket|rolling_observed|2026-05-17|per_term|12,30,basket,rolling_observed,2026-05-17,per_term,12,observed_seller_data,1,1,1,False
30|basket|rolling_observed|2026-05-17|per_term|24,30,basket,rolling_observed,2026-05-17,per_term,24,observed_seller_data,1,1,1,False
30|basket|rolling_observed|2026-05-18|pooled|all,30,basket,rolling_observed,2026-05-18,pooled,all,observed_seller_data,6,2,3,False
30|basket|rolling_observed|2026-05-18|per_term|6,30,basket,rolling_observed,2026-05-18,per_term,6,observed_seller_data,2,2,1,False
30|basket|rolling_observed|2026-05-18|per_term|12,30,basket,rolling_observed,2026-05-18,per_term,12,observed_seller_data,2,2,1,False
30|basket|rolling_observed|2026-05-18|per_term|24,30,basket,rolling_observed,2026-05-18,per_term,24,observed_seller_data,2,2,1,False
30|basket|rolling_observed|2026-05-19|pooled|all,30,basket,rolling_observed,2026-05-19,pooled,all,observed_seller_data,9,3,3,False
30|basket|rolling_observed|2026-05-19|per_term|6,30,basket,rolling_observed,2026-05-19,per_term,6,observed_seller_data,3,3,1,False
30|basket|rolling_observed|2026-05-19|per_term|12,30,basket,rolling_observed,2026-05-19,per_term,12,observed_seller_data,3,3,1,False
30|basket|rolling_observed|2026-05-19|per_term|24,30,basket,rolling_observed,2026-05-19,per_term,24,observed_seller_data,3,3,1,False
30|basket|rolling_observed|2026-05-20|pooled|all,30,basket,rolling_observed,2026-05-20,pooled,all,observed_seller_data,12,4,3,False
30|basket|rolling_observed|2026-05-20|per_term|6,30,basket,rolling_observed,2026-05-20,per_term,6,observed_seller_data,4,4,1,False
30|basket|rolling_observed|2026-05-20|per_term|12,30,basket,rolling_observed,2026-05-20,per_term,12,observed_seller_data,4,4,1,False
30|basket|rolling_observed|2026-05-20|per_term|24,30,basket,rolling_observed,2026-05-20,per_term,24,observed_seller_data,4,4,1,False
30|basket|rolling_observed|2026-05-21|pooled|all,30,basket,rolling_observed,2026-05-21,pooled,all,observed_seller_data,15,5,3,False
30|basket|rolling_observed|2026-05-21|per_term|6,30,basket,rolling_observed,2026-05-21,per_term,6,observed_seller_data,5,5,1,False
30|basket|rolling_observed|2026-05-21|per_term|12,30,basket,rolling_observed,2026-05-21,per_term,12,observed_seller_data,5,5,1,False
30|basket|rolling_observed|2026-05-21|per_term|24,30,basket,rolling_observed,2026-05-21,per_term,24,observed_seller_data,5,5,1,False
30|basket|rolling_observed|2026-05-22|pooled|all,30,basket,rolling_observed,2026-05-22,pooled,all,observed_seller_data,18,6,3,False
30|basket|rolling_observed|2026-05-22|per_term|6,30,basket,rolling_observed,2026-05-22,per_term,6,observed_seller_data,6,6,1,False
30|basket|rolling_observed|2026-05-22|per_term|12,30,basket,rolling_observed,2026-05-22,per_term,12,observed_seller_data,6,6,1,False
30|basket|rolling_observed|2026-05-22|per_term|24,30,basket,rolling_observed,2026-05-22,per_term,24,observed_seller_data,6,6,1,False
30|basket|rolling_observed|2026-05-23|pooled|all,30,basket,rolling_observed,2026-05-23,pooled,all,observed_seller_data,21,7,3,False
30|basket|rolling_observed|2026-05-23|per_term|6,30,basket,rolling_observed,2026-05-23,per_term,6,observed_seller_data,7,7,1,False
30|basket|rolling_observed|2026-05-23|per_term|12,30,basket,rolling_observed,2026-05-23,per_term,12,observed_seller_data,7,7,1,False
30|basket|rolling_observed|2026-05-23|per_term|24,30,basket,rolling_observed,2026-05-23,per_term,24,observed_seller_data,7,7,1,False
30|basket|rolling_observed|2026-05-24|pooled|all,30,basket,rolling_observed,2026-05-24,pooled,all,observed_seller_data,24,8,3,False
30|basket|rolling_observed|2026-05-24|per_term|6,30,basket,rolling_observed,2026-05-24,per_term,6,observed_seller_data,8,8,1,False
30|basket|rolling_observed|2026-05-24|per_term|12,30,basket,rolling_observed,2026-05-24,per_term,12,observed_seller_data,8,8,1,False
30|basket|rolling_observed|2026-05-24|per_term|24,30,basket,rolling_observed,2026-05-24,per_term,24,observed_seller_data,8,8,1,False
30|basket|rolling_observed|2026-05-25|pooled|all,30,basket,rolling_observed,2026-05-25,pooled,all,observed_seller_data,27,9,3,False
30|basket|rolling_observed|2026-05-25|per_term|6,30,basket,rolling_observed,2026-05-25,per_term,6,observed_seller_data,9,9,1,False
30|basket|rolling_observed|2026-05-25|per_term|12,30,basket,rolling_observed,2026-05-25,per_term,12,observed_seller_data,9,9,1,False
30|basket|rolling_observed|2026-05-25|per_term|24,30,basket,rolling_observed,2026-05-25,per_term,24,observed_seller_data,9,9,1,False
30|basket|rolling_observed|2026-05-26|pooled|all,30,basket,rolling_observed,2026-05-26,pooled,all,observed_seller_data,30,10,3,False
30|basket|rolling_observed|2026-05-26|per_term|6,30,basket,rolling_observed,2026-05-26,per_term,6,observed_seller_data,10,10,1,False
30|basket|rolling_observed|2026-05-26|per_term|12,30,basket,rolling_observed,2026-05-26,per_term,12,observed_seller_data,10,10,1,False
30|basket|rolling_observed|2026-05-26|per_term|24,30,basket,rolling_observed,2026-05-26,per_term,24,observed_seller_data,10,10,1,False
30|basket|rolling_observed|2026-05-27|pooled|all,30,basket,rolling_observed,2026-05-27,pooled,all,observed_seller_data,33,11,3,False
30|basket|rolling_observed|2026-05-27|per_term|6,30,basket,rolling_observed,2026-05-27,per_term,6,observed_seller_data,11,11,1,False
30|basket|rolling_observed|2026-05-27|per_term|12,30,basket,rolling_observed,2026-05-27,per_term,12,observed_seller_data,11,11,1,False
30|basket|rolling_observed|2026-05-27|per_term|24,30,basket,rolling_observed,2026-05-27,per_term,24,observed_seller_data,11,11,1,False
30|basket|rolling_observed|2026-05-28|pooled|all,30,basket,rolling_observed,2026-05-28,pooled,all,observed_seller_data,36,12,3,False
30|basket|rolling_observed|2026-05-28|per_term|6,30,basket,rolling_observed,2026-05-28,per_term,6,observed_seller_data,12,12,1,False
30|basket|rolling_observed|2026-05-28|per_term|12,30,basket,rolling_observed,2026-05-28,per_term,12,observed_seller_data,12,12,1,False
30|basket|rolling_observed|2026-05-28|per_term|24,30,basket,rolling_observed,2026-05-28,per_term,24,observed_seller_data,12,12,1,False
30|basket|rolling_observed|2026-05-29|pooled|all,30,basket,rolling_observed,2026-05-29,pooled,all,observed_seller_data,39,13,3,False
30|basket|rolling_observed|2026-05-29|per_term|6,30,basket,rolling_observed,2026-05-29,per_term,6,observed_seller_data,13,13,1,False
30|basket|rolling_observed|2026-05-29|per_term|12,30,basket,rolling_observed,2026-05-29,per_term,12,observed_seller_data,13,13,1,False
30|basket|rolling_observed|2026-05-29|per_term|24,30,basket,rolling_observed,2026-05-29,per_term,24,observed_seller_data,13,13,1,False
30|basket|rolling_observed|2026-05-30|pooled|all,30,basket,rolling_observed,2026-05-30,pooled,all,observed_seller_data,42,14,3,False
30|basket|rolling_observed|2026-05-30|per_term|6,30,basket,rolling_observed,2026-05-30,per_term,6,observed_seller_data,14,14,1,False
30|basket|rolling_observed|2026-05-30|per_term|12,30,basket,rolling_observed,2026-05-30,per_term,12,observed_seller_data,14,14,1,False
30|basket|rolling_observed|2026-05-30|per_term|24,30,basket,rolling_observed,2026-05-30,per_term,24,observed_seller_data,14,14,1,False
30|basket|rolling_observed|2026-05-31|pooled|all,30,basket,rolling_observed,2026-05-31,pooled,all,observed_seller_data,45,15,3,False
30|basket|rolling_observed|2026-05-31|per_term|6,30,basket,rolling_observed,2026-05-31,per_term,6,observed_seller_data,15,15,1,False
30|basket|rolling_observed|2026-05-31|per_term|12,30,basket,rolling_observed,2026-05-31,per_term,12,observed_seller_data,15,15,1,False
30|basket|rolling_observed|2026-05-31|per_term|24,30,basket,rolling_observed,2026-05-31,per_term,24,observed_seller_data,15,15,1,False
30|basket|rolling_observed|2026-06-01|pooled|all,30,basket,rolling_observed,2026-06-01,pooled,all,observed_seller_data,48,16,3,False
30|basket|rolling_observed|2026-06-01|per_term|6,30,basket,rolling_observed,2026-06-01,per_term,6,observed_seller_data,16,16,1,False
30|basket|rolling_observed|2026-06-01|per_term|12,30,basket,rolling_observed,2026-06-01,per_term,12,observed_seller_data,16,16,1,False
30|basket|rolling_observed|2026-06-01|per_term|24,30,basket,rolling_observed,2026-06-01,per_term,24,observed_seller_data,16,16,1,False
30|basket|rolling_observed|2026-06-02|pooled|all,30,basket,rolling_observed,2026-06-02,pooled,all,observed_seller_data,51,17,3,False
30|basket|rolling_observed|2026-06-02|per_term|6,30,basket,rolling_observed,2026-06-02,per_term,6,observed_seller_data,17,17,1,False
30|basket|rolling_observed|2026-06-02|per_term|12,30,basket,rolling_observed,2026-06-02,per_term,12,observed_seller_data,17,17,1,False
30|basket|rolling_observed|2026-06-02|per_term|24,30,basket,rolling_observed,2026-06-02,per_term,24,observed_seller_data,17,17,1,False
30|basket|rolling_observed|2026-06-03|pooled|all,30,basket,rolling_observed,2026-06-03,pooled,all,observed_seller_data,54,18,3,False
30|basket|rolling_observed|2026-06-03|per_term|6,30,basket,rolling_observed,2026-06-03,per_term,6,observed_seller_data,18,18,1,False
30|basket|rolling_observed|2026-06-03|per_term|12,30,basket,rolling_observed,2026-06-03,per_term,12,observed_seller_data,18,18,1,False
30|basket|rolling_observed|2026-06-03|per_term|24,30,basket,rolling_observed,2026-06-03,per_term,24,observed_seller_data,18,18,1,False
30|basket|rolling_observed|2026-06-04|pooled|all,30,basket,rolling_observed,2026-06-04,pooled,all,observed_seller_data,57,19,3,False
30|basket|rolling_observed|2026-06-04|per_term|6,30,basket,rolling_observed,2026-06-04,per_term,6,observed_seller_data,19,19,1,False
30|basket|rolling_observed|2026-06-04|per_term|12,30,basket,rolling_observed,2026-06-04,per_term,12,observed_seller_data,19,19,1,False
30|basket|rolling_observed|2026-06-04|per_term|24,30,basket,rolling_observed,2026-06-04,per_term,24,observed_seller_data,19,19,1,False
30|basket|rolling_observed|2026-06-05|pooled|all,30,basket,rolling_observed,2026-06-05,pooled,all,observed_seller_data,60,20,3,True
30|basket|rolling_observed|2026-06-05|per_term|6,30,basket,rolling_observed,2026-06-05,per_term,6,observed_seller_data,20,20,1,True
30|basket|rolling_observed|2026-06-05|per_term|12,30,basket,rolling_observed,2026-06-05,per_term,12,observed_seller_data,20,20,1,True
30|basket|rolling_observed|2026-06-05|per_term|24,30,basket,rolling_observed,2026-06-05,per_term,24,observed_seller_data,20,20,1,True
30|basket|rolling_observed|2026-06-06|pooled|all,30,basket,rolling_observed,2026-06-06,pooled,all,observed_seller_data,63,21,3,True
30|basket|rolling_observed|2026-06-06|per_term|6,30,basket,rolling_observed,2026-06-06,per_term,6,observed_seller_data,21,21,1,True
30|basket|rolling_observed|2026-06-06|per_term|12,30,basket,rolling_observed,2026-06-06,per_term,12,observed_seller_data,21,21,1,True
30|basket|rolling_observed|2026-06-06|per_term|24,30,basket,rolling_observed,2026-06-06,per_term,24,observed_seller_data,21,21,1,True
30|basket|rolling_observed|2026-06-07|pooled|all,30,basket,rolling_observed,2026-06-07,pooled,all,observed_seller_data,66,22,3,True
30|basket|rolling_observed|2026-06-07|per_term|6,30,basket,rolling_observed,2026-06-07,per_term,6,observed_seller_data,22,22,1,True
30|basket|rolling_observed|2026-06-07|per_term|12,30,basket,rolling_observed,2026-06-07,per_term,12,observed_seller_data,22,22,1,True
30|basket|rolling_observed|2026-06-07|per_term|24,30,basket,rolling_observed,2026-06-07,per_term,24,observed_seller_data,22,22,1,True
30|basket|rolling_observed|2026-06-08|pooled|all,30,basket,rolling_observed,2026-06-08,pooled,all,observed_seller_data,69,23,3,True
30|basket|rolling_observed|2026-06-08|per_term|6,30,basket,rolling_observed,2026-06-08,per_term,6,observed_seller_data,23,23,1,True
30|basket|rolling_observed|2026-06-08|per_term|12,30,basket,rolling_observed,2026-06-08,per_term,12,observed_seller_data,23,23,1,True
30|basket|rolling_observed|2026-06-08|per_term|24,30,basket,rolling_observed,2026-06-08,per_term,24,observed_seller_data,23,23,1,True
