protocol,window,horizon,model,term,n,issue_days,first_issue,last_issue,mae,rmse,bias,direction_accuracy,skill,overlapping_issue_pairs,total_issue_pairs,mae_minus_intercept,relative_mae_minus_intercept,mean_absolute_adjustment,minimum_adjustment,maximum_adjustment
frozen_transfer,7,14,basket,12,28,28,2026-08-03,2026-08-30,0.2885530417488383,0.32136992511040463,0.15028006804699154,0.32142857142857145,-0.43449126803747373,273,378,-0.006593134721750105,-0.022338540178944544,0.06054911985798832,-0.1373592664687635,0.07868376646776154
frozen_transfer,7,14,basket,24,28,28,2026-08-03,2026-08-30,0.24818533984873742,0.25987681394327383,0.1953314881496316,0.21428571428571427,-1.7628775110387394,273,378,-0.006097349226893034,-0.02397862492747005,0.036621913447196196,-0.09004213668274383,0.05178536018318003
frozen_transfer,7,14,basket,6,28,28,2026-08-03,2026-08-30,0.4491484314498494,0.5593473447260147,-0.3482227052424633,0.6071428571428571,0.2207357511171555,273,378,0.05238401968514339,0.13202801998332658,0.10786436800835231,-0.22657583341250426,0.10425225319439546
frozen_transfer,7,14,basket,all,84,28,2026-08-03,2026-08-30,0.32862893768247503,0.40153208225612436,-0.000870383015280053,0.38095238095238093,-0.13665612967668173,273,378,0.01323117857883338,0.0419507691381078,0.06834513377117894,-0.22657583341250426,0.10425225319439546
frozen_transfer,7,14,basket_abstain,12,28,28,2026-08-03,2026-08-30,0.2885530417488383,0.32136992511040463,0.15028006804699154,0.32142857142857145,-0.43449126803747373,273,378,-0.006593134721750105,-0.022338540178944544,0.06054911985798832,-0.1373592664687635,0.07868376646776154
frozen_transfer,7,14,basket_abstain,24,28,28,2026-08-03,2026-08-30,0.24818533984873742,0.25987681394327383,0.1953314881496316,0.21428571428571427,-1.7628775110387394,273,378,-0.006097349226893034,-0.02397862492747005,0.036621913447196196,-0.09004213668274383,0.05178536018318003
frozen_transfer,7,14,basket_abstain,6,28,28,2026-08-03,2026-08-30,0.47023513459502425,0.581101865570735,-0.36930940838763815,0.6071428571428571,0.1841507098763403,273,378,0.07347072283031825,0.18517467961286993,0.12895107115352716,-0.30318705882352937,0.10425225319439546
frozen_transfer,7,14,basket_abstain,all,84,28,2026-08-03,2026-08-30,0.33565783873086663,0.4117013340438926,-0.007899284063671675,0.38095238095238093,-0.16096757199179712,273,378,0.02026007962722498,0.06423659979323881,0.07537403481957056,-0.30318705882352937,0.10425225319439546
frozen_transfer,7,14,gap,12,28,28,2026-08-03,2026-08-30,0.20388571428571467,0.3128599915069268,-0.15132142857142852,0.6428571428571429,-0.01358237309802468,273,378,-0.09126046218487371,-0.3092042840472572,0.33833348739495805,-0.4529870588235302,-0.24828705882352764
frozen_transfer,7,14,gap,24,28,28,2026-08-03,2026-08-30,0.10468214285714243,0.1863973396116094,-0.09848214285714242,0.7857142857142857,-0.1653546437658968,273,378,-0.149600546218488,-0.5883237540169037,0.31541205882352896,-0.38768705882352783,-0.2723870588235283
frozen_transfer,7,14,gap,6,28,28,2026-08-03,2026-08-30,0.6478535714285716,0.7670754318932956,-0.646432142857143,0.14285714285714285,-0.12401400377978189,273,378,0.2510891596638656,0.632841938991165,0.3753870588235296,-0.5683870588235295,-0.06918705882352938
frozen_transfer,7,14,gap,all,84,28,2026-08-03,2026-08-30,0.3188071428571429,0.4902482570814798,-0.298745238095238,0.5238095238095238,-0.10268467429794925,273,378,0.0034093837535012494,0.010809790669377817,0.34304420168067223,-0.5683870588235295,-0.06918705882352938
frozen_transfer,7,14,intercept,12,28,28,2026-08-03,2026-08-30,0.2951461764705884,0.3235452417344239,0.18701205882352953,0.32142857142857145,-0.46726789076868513,273,378,0.0,0.0,0.0,0.0,0.0
frozen_transfer,7,14,intercept,24,28,28,2026-08-03,2026-08-30,0.25428268907563045,0.2638209447526167,0.21692991596638656,0.21428571428571427,-1.8307551264780701,273,378,0.0,0.0,0.0,0.0,0.0
frozen_transfer,7,14,intercept,6,28,28,2026-08-03,2026-08-30,0.396764411764706,0.5216248800375581,-0.27104508403361344,0.8214285714285714,0.3116210596144765,273,378,0.0,0.0,0.0,0.0,0.0
frozen_transfer,7,14,intercept,all,84,28,2026-08-03,2026-08-30,0.31539775910364165,0.38573545762752437,0.044298963585434226,0.4523809523809524,-0.09089235628369807,273,378,0.0,0.0,0.0,0.0,0.0
frozen_transfer,7,14,retail,12,28,28,2026-08-03,2026-08-30,0.29501601619627804,0.32128630862226,0.18530967762443837,0.32142857142857145,-0.4666208215996619,273,378,-0.0001301602743103425,-0.00044100274605218814,0.011938274755704978,-0.024318289961171358,0.010931255522686312
frozen_transfer,7,14,retail,24,28,28,2026-08-03,2026-08-30,0.2568672481050714,0.2665594241580388,0.22068198563720082,0.21428571428571427,-1.8595272530780806,273,378,0.002584559029440936,0.01016411710461429,0.004906598792875834,-0.007571244945434263,0.007496414354189518
frozen_transfer,7,14,retail,6,28,28,2026-08-03,2026-08-30,0.40508195884640597,0.533392730713621,-0.2916461970743631,0.8214285714285714,0.29719026875487997,273,378,0.00831754708169996,0.020963440356723595,0.02467834764273332,-0.05703997959359708,0.009690733669668716
frozen_transfer,7,14,retail,all,84,28,2026-08-03,2026-08-30,0.31898840771591846,0.39106121596399573,0.038115155395758694,0.4523809523809524,-0.10331163008058719,273,378,0.0035906486122768144,0.011384508953016681,0.013841073730438044,-0.05703997959359708,0.010931255522686312
frozen_transfer,7,14,rolling,12,28,28,2026-08-03,2026-08-30,0.28031635951581174,0.31277768617628116,0.13593440959042116,0.32142857142857145,-0.39354403466482957,273,378,-0.014829816954776642,-0.050245668543344446,0.06298824100182743,-0.13156933840490426,0.04637109292540387
frozen_transfer,7,14,rolling,24,28,28,2026-08-03,2026-08-30,0.24049398416448492,0.25189421413881674,0.18689475089917088,0.21428571428571427,-1.67725491277257,273,378,-0.013788704911145533,-0.0542258891522277,0.03909752253692043,-0.09061392506499905,0.042771489047817246
frozen_transfer,7,14,rolling,6,28,28,2026-08-03,2026-08-30,0.3988811037017821,0.4758362262440949,-0.3083578271793554,0.6071428571428571,0.3079486381231279,273,378,0.0021166919370760873,0.00533488355888978,0.14455954200344343,-0.2296196715610691,0.34313858841163414
frozen_transfer,7,14,rolling,all,84,28,2026-08-03,2026-08-30,0.30656381579402625,0.35949070006173167,0.004823777770078882,0.38095238095238093,-0.06033766477386959,273,378,-0.0088339433096154,-0.028008896875873157,0.0822151018473971,-0.2296196715610691,0.34313858841163414
frozen_transfer,7,14,unchanged,12,28,28,2026-08-03,2026-08-30,0.20115357142857165,0.288452151887573,-0.11617499999999982,0.6428571428571429,0.0,273,378,-0.09399260504201673,-0.3184611983322887,0.30318705882352937,-0.30318705882352937,-0.30318705882352937
frozen_transfer,7,14,unchanged,24,28,28,2026-08-03,2026-08-30,0.08982857142857156,0.1731565682925636,-0.08625714285714281,0.7857142857142857,0.0,273,378,-0.1644541176470589,-0.6467373703057933,0.30318705882352937,-0.30318705882352937,-0.30318705882352937
frozen_transfer,7,14,unchanged,6,28,28,2026-08-03,2026-08-30,0.5763749999999999,0.7268903849864259,-0.5742321428571427,0.17857142857142858,0.0,273,378,0.17961058823529386,0.4526882525487408,0.30318705882352937,-0.30318705882352937,-0.30318705882352937
frozen_transfer,7,14,unchanged,all,84,28,2026-08-03,2026-08-30,0.2891190476190477,0.4624418784586675,-0.25888809523809514,0.5357142857142857,0.0,273,378,-0.02627871148459393,-0.08331927138378492,0.30318705882352937,-0.30318705882352937,-0.30318705882352937
frozen_transfer,7,30,basket,12,12,12,2026-08-03,2026-08-14,0.31918417899481405,0.3762391830735775,0.31070671916638054,0.75,-0.09456466948754683,66,66,2.9710395780369048e-05,9.309095971854475e-05,0.051456851838514485,-0.08070994657676422,0.12773081813460074
frozen_transfer,7,30,basket,24,12,12,2026-08-03,2026-08-14,0.4014482111769568,0.4443404480515196,0.4014482111769568,0.5,-1.0049854472566206,66,66,-0.0032209917215939576,-0.00795956721816915,0.027887601268722962,-0.04429863475349227,0.06942247724810924
frozen_transfer,7,30,basket,6,12,12,2026-08-03,2026-08-14,0.7366505004898678,0.7590746395148721,-0.7366505004898678,1,0.4478054779724263,66,66,0.007503036721751788,0.010290149927940861,0.08295146322723909,-0.12828385118646846,0.19360296085302564
frozen_transfer,7,30,basket,all,36,12,2026-08-03,2026-08-14,0.48576096355387954,0.5523249843492299,-0.008165190048843477,0.75,0.2018714913881624,66,66,0.0014372517986460664,0.002967543739366585,0.05409863877815885,-0.12828385118646846,0.19360296085302564
frozen_transfer,7,30,basket_abstain,12,12,12,2026-08-03,2026-08-14,0.31918417899481405,0.3762391830735775,0.31070671916638054,0.75,-0.09456466948754683,66,66,2.9710395780369048e-05,9.309095971854475e-05,0.051456851838514485,-0.08070994657676422,0.12773081813460074
frozen_transfer,7,30,basket_abstain,24,12,12,2026-08-03,2026-08-14,0.4014482111769568,0.4443404480515196,0.4014482111769568,0.5,-1.0049854472566206,66,66,-0.0032209917215939576,-0.00795956721816915,0.027887601268722962,-0.04429863475349227,0.06942247724810924
frozen_transfer,7,30,basket_abstain,6,12,12,2026-08-03,2026-08-14,0.7366505004898678,0.7590746395148721,-0.7366505004898678,1,0.4478054779724263,66,66,0.007503036721751788,0.010290149927940861,0.08295146322723909,-0.12828385118646846,0.19360296085302564
frozen_transfer,7,30,basket_abstain,all,36,12,2026-08-03,2026-08-14,0.48576096355387954,0.5523249843492299,-0.008165190048843477,0.75,0.2018714913881624,66,66,0.0014372517986460664,0.002967543739366585,0.05409863877815885,-0.12828385118646846,0.19360296085302564
frozen_transfer,7,30,gap,12,12,12,2026-08-03,2026-08-14,0.3573333333333335,0.40156612780462436,-0.3573333333333335,0.25,-0.2253879347298049,66,66,0.03817886473429982,0.11962503580755257,0.6711525362318844,-0.7546942028985515,-0.6149942028985502
frozen_transfer,7,30,gap,24,12,12,2026-08-03,2026-08-14,0.2156416666666665,0.27822910972793624,-0.2156416666666665,0.5,-0.07699671203229652,66,66,-0.18902753623188423,-0.46711618990999126,0.6203108695652172,-0.6656942028985493,-0.5898942028985519
frozen_transfer,7,30,gap,6,12,12,2026-08-03,2026-08-14,1.3978000000000004,1.405900181971205,-1.3978000000000004,0.08333333333333333,-0.04779335977761856,66,66,0.6686525362318844,0.9170333429899027,0.6686525362318844,-0.8544942028985516,-0.3708942028985507
frozen_transfer,7,30,gap,all,36,12,2026-08-03,2026-08-14,0.6569250000000001,0.859306331519144,-0.6569250000000001,0.2777777777777778,-0.0793592113370305,66,66,0.17260128824476662,0.3563758784785567,0.6533719806763286,-0.8544942028985516,-0.3708942028985507
frozen_transfer,7,30,intercept,12,12,12,2026-08-03,2026-08-14,0.3191544685990337,0.382253422460652,0.3138192028985509,0.75,-0.09446278489652449,66,66,0.0,0.0,0.0,0.0,0.0
frozen_transfer,7,30,intercept,24,12,12,2026-08-03,2026-08-14,0.40466920289855074,0.4444859041441942,0.40466920289855074,0.5,-1.0210723081460897,66,66,0.0,0.0,0.0,0.0,0.0
frozen_transfer,7,30,intercept,6,12,12,2026-08-03,2026-08-14,0.729147463768116,0.7657247088107872,-0.729147463768116,1,0.4534297676098702,66,66,0.0,0.0,0.0,0.0,0.0
frozen_transfer,7,30,intercept,all,36,12,2026-08-03,2026-08-14,0.4843237117552335,0.5567823415689859,-0.0035530193236714444,0.75,0.2042329648712531,66,66,0.0,0.0,0.0,0.0,0.0
