panel,company,term,basis,lag,retail_dates,missing_retail_window,complete_retail_windows,missing_hedge_endpoints,unscreened_pairs,removed_rolls,screened_pairs
market,public_market,6,canonical_calculation,0,49,7,42,0,42,12,30
market,public_market,6,canonical_calculation,7,49,7,42,0,42,13,29
market,public_market,6,canonical_calculation,14,49,7,42,0,42,7,35
market,public_market,6,canonical_calculation,21,49,7,42,0,42,7,35
market,public_market,6,canonical_calculation,30,49,7,42,0,42,11,31
market,public_market,6,canonical_calculation,45,49,7,42,0,42,7,35
market,public_market,6,canonical_calculation,60,49,7,42,0,42,11,31
market,public_market,6,observed_seller_data,0,110,7,103,1,102,21,81
market,public_market,6,observed_seller_data,7,110,7,103,8,95,21,74
market,public_market,6,observed_seller_data,14,110,7,103,15,88,21,67
market,public_market,6,observed_seller_data,21,110,7,103,22,81,19,62
market,public_market,6,observed_seller_data,30,110,7,103,31,72,14,58
market,public_market,6,observed_seller_data,45,110,7,103,46,57,14,43
market,public_market,6,observed_seller_data,60,110,7,103,61,42,7,35
market,public_market,12,canonical_calculation,0,49,7,42,0,42,12,30
market,public_market,12,canonical_calculation,7,49,7,42,0,42,13,29
market,public_market,12,canonical_calculation,14,49,7,42,0,42,7,35
market,public_market,12,canonical_calculation,21,49,7,42,0,42,7,35
market,public_market,12,canonical_calculation,30,49,7,42,0,42,11,31
market,public_market,12,canonical_calculation,45,49,7,42,0,42,7,35
market,public_market,12,canonical_calculation,60,49,7,42,0,42,11,31
market,public_market,12,observed_seller_data,0,110,7,103,1,102,21,81
market,public_market,12,observed_seller_data,7,110,7,103,8,95,21,74
market,public_market,12,observed_seller_data,14,110,7,103,15,88,21,67
market,public_market,12,observed_seller_data,21,110,7,103,22,81,19,62
market,public_market,12,observed_seller_data,30,110,7,103,31,72,14,58
market,public_market,12,observed_seller_data,45,110,7,103,46,57,14,43
market,public_market,12,observed_seller_data,60,110,7,103,61,42,7,35
market,public_market,24,canonical_calculation,0,49,7,42,0,42,12,30
market,public_market,24,canonical_calculation,7,49,7,42,0,42,13,29
market,public_market,24,canonical_calculation,14,49,7,42,0,42,7,35
market,public_market,24,canonical_calculation,21,49,7,42,0,42,7,35
market,public_market,24,canonical_calculation,30,49,7,42,0,42,11,31
market,public_market,24,canonical_calculation,45,49,7,42,0,42,7,35
market,public_market,24,canonical_calculation,60,49,7,42,0,42,11,31
market,public_market,24,observed_seller_data,0,110,7,103,1,102,21,81
market,public_market,24,observed_seller_data,7,110,7,103,8,95,21,74
market,public_market,24,observed_seller_data,14,110,7,103,15,88,21,67
market,public_market,24,observed_seller_data,21,110,7,103,22,81,19,62
market,public_market,24,observed_seller_data,30,110,7,103,31,72,14,58
market,public_market,24,observed_seller_data,45,110,7,103,46,57,14,43
market,public_market,24,observed_seller_data,60,110,7,103,61,42,7,35
supplier_general,Aalto energia Oyj,12,observed_seller_data,0,56,7,49,1,48,9,39
supplier_general,Aalto energia Oyj,12,observed_seller_data,7,56,7,49,8,41,7,34
supplier_general,Aalto energia Oyj,12,observed_seller_data,14,56,7,49,15,34,7,27
supplier_general,Aalto energia Oyj,12,observed_seller_data,21,56,7,49,22,27,7,20
supplier_general,Aalto energia Oyj,12,observed_seller_data,30,56,7,49,31,18,3,15
supplier_general,Aalto energia Oyj,12,observed_seller_data,45,56,7,49,46,3,0,3
supplier_general,Aalto energia Oyj,12,observed_seller_data,60,56,7,49,49,0,0,0
supplier_general,Aalto energia Oyj,24,observed_seller_data,0,56,7,49,1,48,9,39
supplier_general,Aalto energia Oyj,24,observed_seller_data,7,56,7,49,8,41,7,34
supplier_general,Aalto energia Oyj,24,observed_seller_data,14,56,7,49,15,34,7,27
supplier_general,Aalto energia Oyj,24,observed_seller_data,21,56,7,49,22,27,7,20
supplier_general,Aalto energia Oyj,24,observed_seller_data,30,56,7,49,31,18,3,15
supplier_general,Aalto energia Oyj,24,observed_seller_data,45,56,7,49,46,3,0,3
supplier_general,Aalto energia Oyj,24,observed_seller_data,60,56,7,49,49,0,0,0
supplier_general,Alajärven Sähkö Oy,12,canonical_calculation,0,49,7,42,0,42,12,30
supplier_general,Alajärven Sähkö Oy,12,canonical_calculation,7,49,7,42,0,42,13,29
supplier_general,Alajärven Sähkö Oy,12,canonical_calculation,14,49,7,42,0,42,7,35
supplier_general,Alajärven Sähkö Oy,12,canonical_calculation,21,49,7,42,0,42,7,35
supplier_general,Alajärven Sähkö Oy,12,canonical_calculation,30,49,7,42,0,42,11,31
supplier_general,Alajärven Sähkö Oy,12,canonical_calculation,45,49,7,42,0,42,7,35
supplier_general,Alajärven Sähkö Oy,12,canonical_calculation,60,49,7,42,0,42,11,31
supplier_general,Alajärven Sähkö Oy,12,observed_seller_data,0,110,7,103,1,102,21,81
supplier_general,Alajärven Sähkö Oy,12,observed_seller_data,7,110,7,103,8,95,21,74
supplier_general,Alajärven Sähkö Oy,12,observed_seller_data,14,110,7,103,15,88,21,67
supplier_general,Alajärven Sähkö Oy,12,observed_seller_data,21,110,7,103,22,81,19,62
supplier_general,Alajärven Sähkö Oy,12,observed_seller_data,30,110,7,103,31,72,14,58
supplier_general,Alajärven Sähkö Oy,12,observed_seller_data,45,110,7,103,46,57,14,43
supplier_general,Alajärven Sähkö Oy,12,observed_seller_data,60,110,7,103,61,42,7,35
supplier_general,Alajärven Sähkö Oy,24,canonical_calculation,0,49,7,42,0,42,12,30
supplier_general,Alajärven Sähkö Oy,24,canonical_calculation,7,49,7,42,0,42,13,29
supplier_general,Alajärven Sähkö Oy,24,canonical_calculation,14,49,7,42,0,42,7,35
supplier_general,Alajärven Sähkö Oy,24,canonical_calculation,21,49,7,42,0,42,7,35
supplier_general,Alajärven Sähkö Oy,24,canonical_calculation,30,49,7,42,0,42,11,31
supplier_general,Alajärven Sähkö Oy,24,canonical_calculation,45,49,7,42,0,42,7,35
supplier_general,Alajärven Sähkö Oy,24,canonical_calculation,60,49,7,42,0,42,11,31
supplier_general,Alajärven Sähkö Oy,24,observed_seller_data,0,110,7,103,1,102,21,81
supplier_general,Alajärven Sähkö Oy,24,observed_seller_data,7,110,7,103,8,95,21,74
supplier_general,Alajärven Sähkö Oy,24,observed_seller_data,14,110,7,103,15,88,21,67
supplier_general,Alajärven Sähkö Oy,24,observed_seller_data,21,110,7,103,22,81,19,62
supplier_general,Alajärven Sähkö Oy,24,observed_seller_data,30,110,7,103,31,72,14,58
supplier_general,Alajärven Sähkö Oy,24,observed_seller_data,45,110,7,103,46,57,14,43
supplier_general,Alajärven Sähkö Oy,24,observed_seller_data,60,110,7,103,61,42,7,35
supplier_general,Cheap Energy Finland Oy,6,canonical_calculation,0,3,3,0,0,0,0,0
supplier_general,Cheap Energy Finland Oy,6,canonical_calculation,7,3,3,0,0,0,0,0
supplier_general,Cheap Energy Finland Oy,6,canonical_calculation,14,3,3,0,0,0,0,0
supplier_general,Cheap Energy Finland Oy,6,canonical_calculation,21,3,3,0,0,0,0,0
supplier_general,Cheap Energy Finland Oy,6,canonical_calculation,30,3,3,0,0,0,0,0
supplier_general,Cheap Energy Finland Oy,6,canonical_calculation,45,3,3,0,0,0,0,0
supplier_general,Cheap Energy Finland Oy,6,canonical_calculation,60,3,3,0,0,0,0,0
supplier_general,Cheap Energy Finland Oy,6,observed_seller_data,0,108,7,101,1,100,21,79
supplier_general,Cheap Energy Finland Oy,6,observed_seller_data,7,108,7,101,8,93,21,72
supplier_general,Cheap Energy Finland Oy,6,observed_seller_data,14,108,7,101,15,86,21,65
supplier_general,Cheap Energy Finland Oy,6,observed_seller_data,21,108,7,101,22,79,17,62
supplier_general,Cheap Energy Finland Oy,6,observed_seller_data,30,108,7,101,31,70,14,56
supplier_general,Cheap Energy Finland Oy,6,observed_seller_data,45,108,7,101,46,55,14,41
supplier_general,Cheap Energy Finland Oy,6,observed_seller_data,60,108,7,101,61,40,7,33
supplier_general,Cheap Energy Finland Oy,12,canonical_calculation,0,9,7,2,0,2,0,2
supplier_general,Cheap Energy Finland Oy,12,canonical_calculation,7,9,7,2,0,2,2,0
supplier_general,Cheap Energy Finland Oy,12,canonical_calculation,14,9,7,2,0,2,0,2
supplier_general,Cheap Energy Finland Oy,12,canonical_calculation,21,9,7,2,0,2,0,2
supplier_general,Cheap Energy Finland Oy,12,canonical_calculation,30,9,7,2,0,2,0,2
supplier_general,Cheap Energy Finland Oy,12,canonical_calculation,45,9,7,2,0,2,0,2
supplier_general,Cheap Energy Finland Oy,12,canonical_calculation,60,9,7,2,0,2,0,2
supplier_general,Cheap Energy Finland Oy,24,canonical_calculation,0,49,7,42,0,42,12,30
supplier_general,Cheap Energy Finland Oy,24,canonical_calculation,7,49,7,42,0,42,13,29
supplier_general,Cheap Energy Finland Oy,24,canonical_calculation,14,49,7,42,0,42,7,35
supplier_general,Cheap Energy Finland Oy,24,canonical_calculation,21,49,7,42,0,42,7,35
supplier_general,Cheap Energy Finland Oy,24,canonical_calculation,30,49,7,42,0,42,11,31
supplier_general,Cheap Energy Finland Oy,24,canonical_calculation,45,49,7,42,0,42,7,35
supplier_general,Cheap Energy Finland Oy,24,canonical_calculation,60,49,7,42,0,42,11,31
supplier_general,Cheap Energy Finland Oy,24,observed_seller_data,0,110,7,103,1,102,21,81
supplier_general,Cheap Energy Finland Oy,24,observed_seller_data,7,110,7,103,8,95,21,74
supplier_general,Cheap Energy Finland Oy,24,observed_seller_data,14,110,7,103,15,88,21,67
supplier_general,Cheap Energy Finland Oy,24,observed_seller_data,21,110,7,103,22,81,19,62
supplier_general,Cheap Energy Finland Oy,24,observed_seller_data,30,110,7,103,31,72,14,58
supplier_general,Cheap Energy Finland Oy,24,observed_seller_data,45,110,7,103,46,57,14,43
supplier_general,Cheap Energy Finland Oy,24,observed_seller_data,60,110,7,103,61,42,7,35
supplier_general,Fortum Markets Oy,24,canonical_calculation,0,49,7,42,0,42,12,30
supplier_general,Fortum Markets Oy,24,canonical_calculation,7,49,7,42,0,42,13,29
supplier_general,Fortum Markets Oy,24,canonical_calculation,14,49,7,42,0,42,7,35
supplier_general,Fortum Markets Oy,24,canonical_calculation,21,49,7,42,0,42,7,35
supplier_general,Fortum Markets Oy,24,canonical_calculation,30,49,7,42,0,42,11,31
supplier_general,Fortum Markets Oy,24,canonical_calculation,45,49,7,42,0,42,7,35
supplier_general,Fortum Markets Oy,24,canonical_calculation,60,49,7,42,0,42,11,31
supplier_general,Fortum Markets Oy,24,observed_seller_data,0,51,7,44,0,44,7,37
supplier_general,Fortum Markets Oy,24,observed_seller_data,7,51,7,44,0,44,11,33
supplier_general,Fortum Markets Oy,24,observed_seller_data,14,51,7,44,0,44,14,30
supplier_general,Fortum Markets Oy,24,observed_seller_data,21,51,7,44,0,44,10,34
supplier_general,Fortum Markets Oy,24,observed_seller_data,30,51,7,44,0,44,7,37
supplier_general,Fortum Markets Oy,24,observed_seller_data,45,51,7,44,0,44,14,30
supplier_general,Fortum Markets Oy,24,observed_seller_data,60,51,7,44,4,40,7,33
supplier_general,Hehku Energia Oy,6,canonical_calculation,0,1,1,0,0,0,0,0
supplier_general,Hehku Energia Oy,6,canonical_calculation,7,1,1,0,0,0,0,0
supplier_general,Hehku Energia Oy,6,canonical_calculation,14,1,1,0,0,0,0,0
supplier_general,Hehku Energia Oy,6,canonical_calculation,21,1,1,0,0,0,0,0
supplier_general,Hehku Energia Oy,6,canonical_calculation,30,1,1,0,0,0,0,0
supplier_general,Hehku Energia Oy,6,canonical_calculation,45,1,1,0,0,0,0,0
supplier_general,Hehku Energia Oy,6,canonical_calculation,60,1,1,0,0,0,0,0
supplier_general,Hehku Energia Oy,6,observed_seller_data,0,104,14,90,1,89,21,68
supplier_general,Hehku Energia Oy,6,observed_seller_data,7,104,14,90,8,82,17,65
supplier_general,Hehku Energia Oy,6,observed_seller_data,14,104,14,90,15,75,14,61
supplier_general,Hehku Energia Oy,6,observed_seller_data,21,104,14,90,22,68,17,51
supplier_general,Hehku Energia Oy,6,observed_seller_data,30,104,14,90,31,59,14,45
supplier_general,Hehku Energia Oy,6,observed_seller_data,45,104,14,90,46,44,8,36
supplier_general,Hehku Energia Oy,6,observed_seller_data,60,104,14,90,61,29,7,22
supplier_general,Hehku Energia Oy,12,canonical_calculation,0,48,14,34,0,34,7,27
supplier_general,Hehku Energia Oy,12,canonical_calculation,7,48,14,34,0,34,10,24
supplier_general,Hehku Energia Oy,12,canonical_calculation,14,48,14,34,0,34,7,27
supplier_general,Hehku Energia Oy,12,canonical_calculation,21,48,14,34,0,34,7,27
supplier_general,Hehku Energia Oy,12,canonical_calculation,30,48,14,34,0,34,7,27
supplier_general,Hehku Energia Oy,12,canonical_calculation,45,48,14,34,0,34,7,27
supplier_general,Hehku Energia Oy,12,canonical_calculation,60,48,14,34,0,34,7,27
supplier_general,Hehku Energia Oy,12,observed_seller_data,0,110,7,103,1,102,21,81
supplier_general,Hehku Energia Oy,12,observed_seller_data,7,110,7,103,8,95,21,74
supplier_general,Hehku Energia Oy,12,observed_seller_data,14,110,7,103,15,88,21,67
supplier_general,Hehku Energia Oy,12,observed_seller_data,21,110,7,103,22,81,19,62
supplier_general,Hehku Energia Oy,12,observed_seller_data,30,110,7,103,31,72,14,58
supplier_general,Hehku Energia Oy,12,observed_seller_data,45,110,7,103,46,57,14,43
supplier_general,Hehku Energia Oy,12,observed_seller_data,60,110,7,103,61,42,7,35
supplier_general,Hehku Energia Oy,24,canonical_calculation,0,48,14,34,0,34,7,27
supplier_general,Hehku Energia Oy,24,canonical_calculation,7,48,14,34,0,34,10,24
supplier_general,Hehku Energia Oy,24,canonical_calculation,14,48,14,34,0,34,7,27
supplier_general,Hehku Energia Oy,24,canonical_calculation,21,48,14,34,0,34,7,27
supplier_general,Hehku Energia Oy,24,canonical_calculation,30,48,14,34,0,34,7,27
supplier_general,Hehku Energia Oy,24,canonical_calculation,45,48,14,34,0,34,7,27
supplier_general,Hehku Energia Oy,24,canonical_calculation,60,48,14,34,0,34,7,27
supplier_general,Hehku Energia Oy,24,observed_seller_data,0,110,7,103,1,102,21,81
supplier_general,Hehku Energia Oy,24,observed_seller_data,7,110,7,103,8,95,21,74
supplier_general,Hehku Energia Oy,24,observed_seller_data,14,110,7,103,15,88,21,67
supplier_general,Hehku Energia Oy,24,observed_seller_data,21,110,7,103,22,81,19,62
supplier_general,Hehku Energia Oy,24,observed_seller_data,30,110,7,103,31,72,14,58
supplier_general,Hehku Energia Oy,24,observed_seller_data,45,110,7,103,46,57,14,43
supplier_general,Hehku Energia Oy,24,observed_seller_data,60,110,7,103,61,42,7,35
supplier_general,Helen Oy,6,canonical_calculation,0,47,14,33,0,33,7,26
supplier_general,Helen Oy,6,canonical_calculation,7,47,14,33,0,33,9,24
supplier_general,Helen Oy,6,canonical_calculation,14,47,14,33,0,33,7,26
supplier_general,Helen Oy,6,canonical_calculation,21,47,14,33,0,33,7,26
supplier_general,Helen Oy,6,canonical_calculation,30,47,14,33,0,33,7,26
supplier_general,Helen Oy,6,canonical_calculation,45,47,14,33,0,33,7,26
supplier_general,Helen Oy,6,canonical_calculation,60,47,14,33,0,33,7,26
supplier_general,Helen Oy,6,observed_seller_data,0,110,7,103,1,102,21,81
supplier_general,Helen Oy,6,observed_seller_data,7,110,7,103,8,95,21,74
supplier_general,Helen Oy,6,observed_seller_data,14,110,7,103,15,88,21,67
supplier_general,Helen Oy,6,observed_seller_data,21,110,7,103,22,81,19,62
supplier_general,Helen Oy,6,observed_seller_data,30,110,7,103,31,72,14,58
supplier_general,Helen Oy,6,observed_seller_data,45,110,7,103,46,57,14,43
supplier_general,Helen Oy,6,observed_seller_data,60,110,7,103,61,42,7,35
supplier_general,Helen Oy,12,canonical_calculation,0,47,14,33,0,33,7,26
supplier_general,Helen Oy,12,canonical_calculation,7,47,14,33,0,33,9,24
supplier_general,Helen Oy,12,canonical_calculation,14,47,14,33,0,33,7,26
supplier_general,Helen Oy,12,canonical_calculation,21,47,14,33,0,33,7,26
supplier_general,Helen Oy,12,canonical_calculation,30,47,14,33,0,33,7,26
supplier_general,Helen Oy,12,canonical_calculation,45,47,14,33,0,33,7,26
supplier_general,Helen Oy,12,canonical_calculation,60,47,14,33,0,33,7,26
supplier_general,Helen Oy,12,observed_seller_data,0,110,7,103,1,102,21,81
supplier_general,Helen Oy,12,observed_seller_data,7,110,7,103,8,95,21,74
supplier_general,Helen Oy,12,observed_seller_data,14,110,7,103,15,88,21,67
supplier_general,Helen Oy,12,observed_seller_data,21,110,7,103,22,81,19,62
supplier_general,Helen Oy,12,observed_seller_data,30,110,7,103,31,72,14,58
supplier_general,Helen Oy,12,observed_seller_data,45,110,7,103,46,57,14,43
supplier_general,Helen Oy,12,observed_seller_data,60,110,7,103,61,42,7,35
supplier_general,Helen Oy,24,canonical_calculation,0,47,14,33,0,33,7,26
supplier_general,Helen Oy,24,canonical_calculation,7,47,14,33,0,33,9,24
supplier_general,Helen Oy,24,canonical_calculation,14,47,14,33,0,33,7,26
supplier_general,Helen Oy,24,canonical_calculation,21,47,14,33,0,33,7,26
supplier_general,Helen Oy,24,canonical_calculation,30,47,14,33,0,33,7,26
supplier_general,Helen Oy,24,canonical_calculation,45,47,14,33,0,33,7,26
supplier_general,Helen Oy,24,canonical_calculation,60,47,14,33,0,33,7,26
supplier_general,Helen Oy,24,observed_seller_data,0,110,7,103,1,102,21,81
supplier_general,Helen Oy,24,observed_seller_data,7,110,7,103,8,95,21,74
supplier_general,Helen Oy,24,observed_seller_data,14,110,7,103,15,88,21,67
supplier_general,Helen Oy,24,observed_seller_data,21,110,7,103,22,81,19,62
supplier_general,Helen Oy,24,observed_seller_data,30,110,7,103,31,72,14,58
supplier_general,Helen Oy,24,observed_seller_data,45,110,7,103,46,57,14,43
supplier_general,Helen Oy,24,observed_seller_data,60,110,7,103,61,42,7,35
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,0,47,13,34,0,34,8,26
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,7,47,13,34,0,34,9,25
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,14,47,13,34,0,34,7,27
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,21,47,13,34,0,34,7,27
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,30,47,13,34,0,34,7,27
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,45,47,13,34,0,34,7,27
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,60,47,13,34,0,34,7,27
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,0,110,7,103,1,102,21,81
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,7,110,7,103,8,95,21,74
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,14,110,7,103,15,88,21,67
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,21,110,7,103,22,81,19,62
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,30,110,7,103,31,72,14,58
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,45,110,7,103,46,57,14,43
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,60,110,7,103,61,42,7,35
supplier_general,Imatran Seudun Sähkö Oy,12,canonical_calculation,0,48,10,38,0,38,12,26
supplier_general,Imatran Seudun Sähkö Oy,12,canonical_calculation,7,48,10,38,0,38,9,29
supplier_general,Imatran Seudun Sähkö Oy,12,canonical_calculation,14,48,10,38,0,38,7,31
supplier_general,Imatran Seudun Sähkö Oy,12,canonical_calculation,21,48,10,38,0,38,7,31
supplier_general,Imatran Seudun Sähkö Oy,12,canonical_calculation,30,48,10,38,0,38,11,27
supplier_general,Imatran Seudun Sähkö Oy,12,canonical_calculation,45,48,10,38,0,38,7,31
supplier_general,Imatran Seudun Sähkö Oy,12,canonical_calculation,60,48,10,38,0,38,11,27
supplier_general,Imatran Seudun Sähkö Oy,12,observed_seller_data,0,110,7,103,1,102,21,81
supplier_general,Imatran Seudun Sähkö Oy,12,observed_seller_data,7,110,7,103,8,95,21,74
supplier_general,Imatran Seudun Sähkö Oy,12,observed_seller_data,14,110,7,103,15,88,21,67
supplier_general,Imatran Seudun Sähkö Oy,12,observed_seller_data,21,110,7,103,22,81,19,62
supplier_general,Imatran Seudun Sähkö Oy,12,observed_seller_data,30,110,7,103,31,72,14,58
supplier_general,Imatran Seudun Sähkö Oy,12,observed_seller_data,45,110,7,103,46,57,14,43
supplier_general,Imatran Seudun Sähkö Oy,12,observed_seller_data,60,110,7,103,61,42,7,35
supplier_general,Imatran Seudun Sähkö Oy,24,canonical_calculation,0,47,12,35,0,35,9,26
supplier_general,Imatran Seudun Sähkö Oy,24,canonical_calculation,7,47,12,35,0,35,9,26
supplier_general,Imatran Seudun Sähkö Oy,24,canonical_calculation,14,47,12,35,0,35,7,28
supplier_general,Imatran Seudun Sähkö Oy,24,canonical_calculation,21,47,12,35,0,35,7,28
supplier_general,Imatran Seudun Sähkö Oy,24,canonical_calculation,30,47,12,35,0,35,8,27
supplier_general,Imatran Seudun Sähkö Oy,24,canonical_calculation,45,47,12,35,0,35,7,28
supplier_general,Imatran Seudun Sähkö Oy,24,canonical_calculation,60,47,12,35,0,35,8,27
supplier_general,Imatran Seudun Sähkö Oy,24,observed_seller_data,0,110,7,103,1,102,21,81
supplier_general,Imatran Seudun Sähkö Oy,24,observed_seller_data,7,110,7,103,8,95,21,74
supplier_general,Imatran Seudun Sähkö Oy,24,observed_seller_data,14,110,7,103,15,88,21,67
supplier_general,Imatran Seudun Sähkö Oy,24,observed_seller_data,21,110,7,103,22,81,19,62
supplier_general,Imatran Seudun Sähkö Oy,24,observed_seller_data,30,110,7,103,31,72,14,58
supplier_general,Imatran Seudun Sähkö Oy,24,observed_seller_data,45,110,7,103,46,57,14,43
supplier_general,Imatran Seudun Sähkö Oy,24,observed_seller_data,60,110,7,103,61,42,7,35
supplier_general,Keravan Energia Oy,6,canonical_calculation,0,48,11,37,0,37,7,30
supplier_general,Keravan Energia Oy,6,canonical_calculation,7,48,11,37,0,37,13,24
supplier_general,Keravan Energia Oy,6,canonical_calculation,14,48,11,37,0,37,7,30
supplier_general,Keravan Energia Oy,6,canonical_calculation,21,48,11,37,0,37,7,30
supplier_general,Keravan Energia Oy,6,canonical_calculation,30,48,11,37,0,37,7,30
supplier_general,Keravan Energia Oy,6,canonical_calculation,45,48,11,37,0,37,7,30
supplier_general,Keravan Energia Oy,6,canonical_calculation,60,48,11,37,0,37,7,30
supplier_general,Keravan Energia Oy,6,observed_seller_data,0,110,7,103,1,102,21,81
supplier_general,Keravan Energia Oy,6,observed_seller_data,7,110,7,103,8,95,21,74
supplier_general,Keravan Energia Oy,6,observed_seller_data,14,110,7,103,15,88,21,67
supplier_general,Keravan Energia Oy,6,observed_seller_data,21,110,7,103,22,81,19,62
supplier_general,Keravan Energia Oy,6,observed_seller_data,30,110,7,103,31,72,14,58
supplier_general,Keravan Energia Oy,6,observed_seller_data,45,110,7,103,46,57,14,43
supplier_general,Keravan Energia Oy,6,observed_seller_data,60,110,7,103,61,42,7,35
supplier_general,Keravan Energia Oy,12,canonical_calculation,0,49,7,42,0,42,12,30
supplier_general,Keravan Energia Oy,12,canonical_calculation,7,49,7,42,0,42,13,29
supplier_general,Keravan Energia Oy,12,canonical_calculation,14,49,7,42,0,42,7,35
supplier_general,Keravan Energia Oy,12,canonical_calculation,21,49,7,42,0,42,7,35
supplier_general,Keravan Energia Oy,12,canonical_calculation,30,49,7,42,0,42,11,31
supplier_general,Keravan Energia Oy,12,canonical_calculation,45,49,7,42,0,42,7,35
supplier_general,Keravan Energia Oy,12,canonical_calculation,60,49,7,42,0,42,11,31
supplier_general,Keravan Energia Oy,12,observed_seller_data,0,110,7,103,1,102,21,81
supplier_general,Keravan Energia Oy,12,observed_seller_data,7,110,7,103,8,95,21,74
supplier_general,Keravan Energia Oy,12,observed_seller_data,14,110,7,103,15,88,21,67
supplier_general,Keravan Energia Oy,12,observed_seller_data,21,110,7,103,22,81,19,62
supplier_general,Keravan Energia Oy,12,observed_seller_data,30,110,7,103,31,72,14,58
supplier_general,Keravan Energia Oy,12,observed_seller_data,45,110,7,103,46,57,14,43
supplier_general,Keravan Energia Oy,12,observed_seller_data,60,110,7,103,61,42,7,35
supplier_general,Keravan Energia Oy,24,canonical_calculation,0,47,11,36,0,36,7,29
supplier_general,Keravan Energia Oy,24,canonical_calculation,7,47,11,36,0,36,12,24
supplier_general,Keravan Energia Oy,24,canonical_calculation,14,47,11,36,0,36,7,29
supplier_general,Keravan Energia Oy,24,canonical_calculation,21,47,11,36,0,36,7,29
supplier_general,Keravan Energia Oy,24,canonical_calculation,30,47,11,36,0,36,7,29
supplier_general,Keravan Energia Oy,24,canonical_calculation,45,47,11,36,0,36,7,29
supplier_general,Keravan Energia Oy,24,canonical_calculation,60,47,11,36,0,36,7,29
supplier_general,Keravan Energia Oy,24,observed_seller_data,0,110,7,103,1,102,21,81
supplier_general,Keravan Energia Oy,24,observed_seller_data,7,110,7,103,8,95,21,74
supplier_general,Keravan Energia Oy,24,observed_seller_data,14,110,7,103,15,88,21,67
supplier_general,Keravan Energia Oy,24,observed_seller_data,21,110,7,103,22,81,19,62
supplier_general,Keravan Energia Oy,24,observed_seller_data,30,110,7,103,31,72,14,58
supplier_general,Keravan Energia Oy,24,observed_seller_data,45,110,7,103,46,57,14,43
supplier_general,Keravan Energia Oy,24,observed_seller_data,60,110,7,103,61,42,7,35
supplier_general,Koillis-Satakunnan Sähkö Oy,12,canonical_calculation,0,47,11,36,0,36,10,26
supplier_general,Koillis-Satakunnan Sähkö Oy,12,canonical_calculation,7,47,11,36,0,36,9,27
supplier_general,Koillis-Satakunnan Sähkö Oy,12,canonical_calculation,14,47,11,36,0,36,7,29
supplier_general,Koillis-Satakunnan Sähkö Oy,12,canonical_calculation,21,47,11,36,0,36,7,29
supplier_general,Koillis-Satakunnan Sähkö Oy,12,canonical_calculation,30,47,11,36,0,36,9,27
supplier_general,Koillis-Satakunnan Sähkö Oy,12,canonical_calculation,45,47,11,36,0,36,7,29
supplier_general,Koillis-Satakunnan Sähkö Oy,12,canonical_calculation,60,47,11,36,0,36,9,27
supplier_general,Koillis-Satakunnan Sähkö Oy,12,observed_seller_data,0,110,7,103,1,102,21,81
supplier_general,Koillis-Satakunnan Sähkö Oy,12,observed_seller_data,7,110,7,103,8,95,21,74
supplier_general,Koillis-Satakunnan Sähkö Oy,12,observed_seller_data,14,110,7,103,15,88,21,67
supplier_general,Koillis-Satakunnan Sähkö Oy,12,observed_seller_data,21,110,7,103,22,81,19,62
supplier_general,Koillis-Satakunnan Sähkö Oy,12,observed_seller_data,30,110,7,103,31,72,14,58
supplier_general,Koillis-Satakunnan Sähkö Oy,12,observed_seller_data,45,110,7,103,46,57,14,43
supplier_general,Koillis-Satakunnan Sähkö Oy,12,observed_seller_data,60,110,7,103,61,42,7,35
supplier_general,Koillis-Satakunnan Sähkö Oy,24,canonical_calculation,0,46,10,36,0,36,10,26
supplier_general,Koillis-Satakunnan Sähkö Oy,24,canonical_calculation,7,46,10,36,0,36,9,27
supplier_general,Koillis-Satakunnan Sähkö Oy,24,canonical_calculation,14,46,10,36,0,36,7,29
supplier_general,Koillis-Satakunnan Sähkö Oy,24,canonical_calculation,21,46,10,36,0,36,7,29
supplier_general,Koillis-Satakunnan Sähkö Oy,24,canonical_calculation,30,46,10,36,0,36,9,27
supplier_general,Koillis-Satakunnan Sähkö Oy,24,canonical_calculation,45,46,10,36,0,36,7,29
supplier_general,Koillis-Satakunnan Sähkö Oy,24,canonical_calculation,60,46,10,36,0,36,9,27
supplier_general,Koillis-Satakunnan Sähkö Oy,24,observed_seller_data,0,110,7,103,1,102,21,81
