panel,company,term,basis,lag,retail_dates,missing_retail_window,complete_retail_windows,missing_hedge_endpoints,unscreened_pairs,removed_rolls,screened_pairs
supplier_general,Turku Energia Oy,6,observed_seller_data,7,104,14,90,8,82,21,61
supplier_general,Turku Energia Oy,6,observed_seller_data,14,104,14,90,8,82,21,61
supplier_general,Turku Energia Oy,6,observed_seller_data,21,104,14,90,9,81,19,62
supplier_general,Turku Energia Oy,6,observed_seller_data,30,104,14,90,18,72,14,58
supplier_general,Turku Energia Oy,6,observed_seller_data,45,104,14,90,33,57,14,43
supplier_general,Turku Energia Oy,6,observed_seller_data,60,104,14,90,48,42,7,35
supplier_general,Turku Energia Oy,12,canonical_calculation,0,48,8,40,0,40,10,30
supplier_general,Turku Energia Oy,12,canonical_calculation,7,48,8,40,0,40,13,27
supplier_general,Turku Energia Oy,12,canonical_calculation,14,48,8,40,0,40,7,33
supplier_general,Turku Energia Oy,12,canonical_calculation,21,48,8,40,0,40,7,33
supplier_general,Turku Energia Oy,12,canonical_calculation,30,48,8,40,0,40,9,31
supplier_general,Turku Energia Oy,12,canonical_calculation,45,48,8,40,0,40,7,33
supplier_general,Turku Energia Oy,12,canonical_calculation,60,48,8,40,0,40,9,31
supplier_general,Turku Energia Oy,12,observed_seller_data,0,110,7,103,1,102,21,81
supplier_general,Turku Energia Oy,12,observed_seller_data,7,110,7,103,8,95,21,74
supplier_general,Turku Energia Oy,12,observed_seller_data,14,110,7,103,15,88,21,67
supplier_general,Turku Energia Oy,12,observed_seller_data,21,110,7,103,22,81,19,62
supplier_general,Turku Energia Oy,12,observed_seller_data,30,110,7,103,31,72,14,58
supplier_general,Turku Energia Oy,12,observed_seller_data,45,110,7,103,46,57,14,43
supplier_general,Turku Energia Oy,12,observed_seller_data,60,110,7,103,61,42,7,35
supplier_general,Turku Energia Oy,24,canonical_calculation,0,48,8,40,0,40,10,30
supplier_general,Turku Energia Oy,24,canonical_calculation,7,48,8,40,0,40,13,27
supplier_general,Turku Energia Oy,24,canonical_calculation,14,48,8,40,0,40,7,33
supplier_general,Turku Energia Oy,24,canonical_calculation,21,48,8,40,0,40,7,33
supplier_general,Turku Energia Oy,24,canonical_calculation,30,48,8,40,0,40,9,31
supplier_general,Turku Energia Oy,24,canonical_calculation,45,48,8,40,0,40,7,33
supplier_general,Turku Energia Oy,24,canonical_calculation,60,48,8,40,0,40,9,31
supplier_general,Turku Energia Oy,24,observed_seller_data,0,74,14,60,0,60,14,46
supplier_general,Turku Energia Oy,24,observed_seller_data,7,74,14,60,0,60,8,52
supplier_general,Turku Energia Oy,24,observed_seller_data,14,74,14,60,0,60,14,46
supplier_general,Turku Energia Oy,24,observed_seller_data,21,74,14,60,0,60,19,41
supplier_general,Turku Energia Oy,24,observed_seller_data,30,74,14,60,0,60,14,46
supplier_general,Turku Energia Oy,24,observed_seller_data,45,74,14,60,11,49,12,37
supplier_general,Turku Energia Oy,24,observed_seller_data,60,74,14,60,20,40,7,33
supplier_general,Vaasan Sähkö Myynti Oy,6,canonical_calculation,0,48,14,34,0,34,8,26
supplier_general,Vaasan Sähkö Myynti Oy,6,canonical_calculation,7,48,14,34,0,34,9,25
supplier_general,Vaasan Sähkö Myynti Oy,6,canonical_calculation,14,48,14,34,0,34,7,27
supplier_general,Vaasan Sähkö Myynti Oy,6,canonical_calculation,21,48,14,34,0,34,7,27
supplier_general,Vaasan Sähkö Myynti Oy,6,canonical_calculation,30,48,14,34,0,34,8,26
supplier_general,Vaasan Sähkö Myynti Oy,6,canonical_calculation,45,48,14,34,0,34,7,27
supplier_general,Vaasan Sähkö Myynti Oy,6,canonical_calculation,60,48,14,34,0,34,8,26
supplier_general,Vaasan Sähkö Myynti Oy,6,observed_seller_data,0,110,7,103,1,102,21,81
supplier_general,Vaasan Sähkö Myynti Oy,6,observed_seller_data,7,110,7,103,8,95,21,74
supplier_general,Vaasan Sähkö Myynti Oy,6,observed_seller_data,14,110,7,103,15,88,21,67
supplier_general,Vaasan Sähkö Myynti Oy,6,observed_seller_data,21,110,7,103,22,81,19,62
supplier_general,Vaasan Sähkö Myynti Oy,6,observed_seller_data,30,110,7,103,31,72,14,58
supplier_general,Vaasan Sähkö Myynti Oy,6,observed_seller_data,45,110,7,103,46,57,14,43
supplier_general,Vaasan Sähkö Myynti Oy,6,observed_seller_data,60,110,7,103,61,42,7,35
supplier_general,Vaasan Sähkö Myynti Oy,12,canonical_calculation,0,28,20,8,0,8,0,8
supplier_general,Vaasan Sähkö Myynti Oy,12,canonical_calculation,7,28,20,8,0,8,4,4
supplier_general,Vaasan Sähkö Myynti Oy,12,canonical_calculation,14,28,20,8,0,8,4,4
supplier_general,Vaasan Sähkö Myynti Oy,12,canonical_calculation,21,28,20,8,0,8,0,8
supplier_general,Vaasan Sähkö Myynti Oy,12,canonical_calculation,30,28,20,8,0,8,0,8
supplier_general,Vaasan Sähkö Myynti Oy,12,canonical_calculation,45,28,20,8,0,8,4,4
supplier_general,Vaasan Sähkö Myynti Oy,12,canonical_calculation,60,28,20,8,0,8,0,8
supplier_general,Vaasan Sähkö Myynti Oy,12,observed_seller_data,0,110,7,103,1,102,21,81
supplier_general,Vaasan Sähkö Myynti Oy,12,observed_seller_data,7,110,7,103,8,95,21,74
supplier_general,Vaasan Sähkö Myynti Oy,12,observed_seller_data,14,110,7,103,15,88,21,67
supplier_general,Vaasan Sähkö Myynti Oy,12,observed_seller_data,21,110,7,103,22,81,19,62
supplier_general,Vaasan Sähkö Myynti Oy,12,observed_seller_data,30,110,7,103,31,72,14,58
supplier_general,Vaasan Sähkö Myynti Oy,12,observed_seller_data,45,110,7,103,46,57,14,43
supplier_general,Vaasan Sähkö Myynti Oy,12,observed_seller_data,60,110,7,103,61,42,7,35
supplier_general,Vaasan Sähkö Myynti Oy,24,canonical_calculation,0,48,14,34,0,34,7,27
supplier_general,Vaasan Sähkö Myynti Oy,24,canonical_calculation,7,48,14,34,0,34,10,24
supplier_general,Vaasan Sähkö Myynti Oy,24,canonical_calculation,14,48,14,34,0,34,7,27
supplier_general,Vaasan Sähkö Myynti Oy,24,canonical_calculation,21,48,14,34,0,34,7,27
supplier_general,Vaasan Sähkö Myynti Oy,24,canonical_calculation,30,48,14,34,0,34,7,27
supplier_general,Vaasan Sähkö Myynti Oy,24,canonical_calculation,45,48,14,34,0,34,7,27
supplier_general,Vaasan Sähkö Myynti Oy,24,canonical_calculation,60,48,14,34,0,34,7,27
supplier_general,Vaasan Sähkö Myynti Oy,24,observed_seller_data,0,110,7,103,1,102,21,81
supplier_general,Vaasan Sähkö Myynti Oy,24,observed_seller_data,7,110,7,103,8,95,21,74
supplier_general,Vaasan Sähkö Myynti Oy,24,observed_seller_data,14,110,7,103,15,88,21,67
supplier_general,Vaasan Sähkö Myynti Oy,24,observed_seller_data,21,110,7,103,22,81,19,62
supplier_general,Vaasan Sähkö Myynti Oy,24,observed_seller_data,30,110,7,103,31,72,14,58
supplier_general,Vaasan Sähkö Myynti Oy,24,observed_seller_data,45,110,7,103,46,57,14,43
supplier_general,Vaasan Sähkö Myynti Oy,24,observed_seller_data,60,110,7,103,61,42,7,35
supplier_general,Vattenfall Oy,6,canonical_calculation,0,11,7,4,0,4,0,4
supplier_general,Vattenfall Oy,6,canonical_calculation,7,11,7,4,0,4,0,4
supplier_general,Vattenfall Oy,6,canonical_calculation,14,11,7,4,0,4,0,4
supplier_general,Vattenfall Oy,6,canonical_calculation,21,11,7,4,0,4,1,3
supplier_general,Vattenfall Oy,6,canonical_calculation,30,11,7,4,0,4,1,3
supplier_general,Vattenfall Oy,6,canonical_calculation,45,11,7,4,0,4,0,4
supplier_general,Vattenfall Oy,6,canonical_calculation,60,11,7,4,0,4,2,2
supplier_general,Vattenfall Oy,6,observed_seller_data,0,100,14,86,1,85,15,70
supplier_general,Vattenfall Oy,6,observed_seller_data,7,100,14,86,8,78,14,64
supplier_general,Vattenfall Oy,6,observed_seller_data,14,100,14,86,15,71,19,52
supplier_general,Vattenfall Oy,6,observed_seller_data,21,100,14,86,22,64,17,47
supplier_general,Vattenfall Oy,6,observed_seller_data,30,100,14,86,31,55,9,46
supplier_general,Vattenfall Oy,6,observed_seller_data,45,100,14,86,46,40,12,28
supplier_general,Vattenfall Oy,6,observed_seller_data,60,100,14,86,48,38,7,31
supplier_general,Vattenfall Oy,12,canonical_calculation,0,41,14,27,0,27,3,24
supplier_general,Vattenfall Oy,12,canonical_calculation,7,41,14,27,0,27,7,20
supplier_general,Vattenfall Oy,12,canonical_calculation,14,41,14,27,0,27,7,20
supplier_general,Vattenfall Oy,12,canonical_calculation,21,41,14,27,0,27,7,20
supplier_general,Vattenfall Oy,12,canonical_calculation,30,41,14,27,0,27,4,23
supplier_general,Vattenfall Oy,12,canonical_calculation,45,41,14,27,0,27,7,20
supplier_general,Vattenfall Oy,12,canonical_calculation,60,41,14,27,0,27,5,22
supplier_general,Vattenfall Oy,12,observed_seller_data,0,110,7,103,1,102,21,81
supplier_general,Vattenfall Oy,12,observed_seller_data,7,110,7,103,8,95,21,74
supplier_general,Vattenfall Oy,12,observed_seller_data,14,110,7,103,15,88,21,67
supplier_general,Vattenfall Oy,12,observed_seller_data,21,110,7,103,22,81,19,62
supplier_general,Vattenfall Oy,12,observed_seller_data,30,110,7,103,31,72,14,58
supplier_general,Vattenfall Oy,12,observed_seller_data,45,110,7,103,46,57,14,43
supplier_general,Vattenfall Oy,12,observed_seller_data,60,110,7,103,61,42,7,35
supplier_general,Vattenfall Oy,24,canonical_calculation,0,47,17,30,0,30,8,22
supplier_general,Vattenfall Oy,24,canonical_calculation,7,47,17,30,0,30,5,25
supplier_general,Vattenfall Oy,24,canonical_calculation,14,47,17,30,0,30,7,23
supplier_general,Vattenfall Oy,24,canonical_calculation,21,47,17,30,0,30,7,23
supplier_general,Vattenfall Oy,24,canonical_calculation,30,47,17,30,0,30,8,22
supplier_general,Vattenfall Oy,24,canonical_calculation,45,47,17,30,0,30,7,23
supplier_general,Vattenfall Oy,24,canonical_calculation,60,47,17,30,0,30,8,22
supplier_general,Vattenfall Oy,24,observed_seller_data,0,110,7,103,1,102,21,81
supplier_general,Vattenfall Oy,24,observed_seller_data,7,110,7,103,8,95,21,74
supplier_general,Vattenfall Oy,24,observed_seller_data,14,110,7,103,15,88,21,67
supplier_general,Vattenfall Oy,24,observed_seller_data,21,110,7,103,22,81,19,62
supplier_general,Vattenfall Oy,24,observed_seller_data,30,110,7,103,31,72,14,58
supplier_general,Vattenfall Oy,24,observed_seller_data,45,110,7,103,46,57,14,43
supplier_general,Vattenfall Oy,24,observed_seller_data,60,110,7,103,61,42,7,35
supplier_general,Vihreä Älyenergia Oy,12,canonical_calculation,0,49,7,42,0,42,12,30
supplier_general,Vihreä Älyenergia Oy,12,canonical_calculation,7,49,7,42,0,42,13,29
supplier_general,Vihreä Älyenergia Oy,12,canonical_calculation,14,49,7,42,0,42,7,35
supplier_general,Vihreä Älyenergia Oy,12,canonical_calculation,21,49,7,42,0,42,7,35
supplier_general,Vihreä Älyenergia Oy,12,canonical_calculation,30,49,7,42,0,42,11,31
supplier_general,Vihreä Älyenergia Oy,12,canonical_calculation,45,49,7,42,0,42,7,35
supplier_general,Vihreä Älyenergia Oy,12,canonical_calculation,60,49,7,42,0,42,11,31
supplier_general,Vihreä Älyenergia Oy,12,observed_seller_data,0,110,7,103,1,102,21,81
supplier_general,Vihreä Älyenergia Oy,12,observed_seller_data,7,110,7,103,8,95,21,74
supplier_general,Vihreä Älyenergia Oy,12,observed_seller_data,14,110,7,103,15,88,21,67
supplier_general,Vihreä Älyenergia Oy,12,observed_seller_data,21,110,7,103,22,81,19,62
supplier_general,Vihreä Älyenergia Oy,12,observed_seller_data,30,110,7,103,31,72,14,58
supplier_general,Vihreä Älyenergia Oy,12,observed_seller_data,45,110,7,103,46,57,14,43
supplier_general,Vihreä Älyenergia Oy,12,observed_seller_data,60,110,7,103,61,42,7,35
supplier_general,Vihreä Älyenergia Oy,24,canonical_calculation,0,49,7,42,0,42,12,30
supplier_general,Vihreä Älyenergia Oy,24,canonical_calculation,7,49,7,42,0,42,13,29
supplier_general,Vihreä Älyenergia Oy,24,canonical_calculation,14,49,7,42,0,42,7,35
supplier_general,Vihreä Älyenergia Oy,24,canonical_calculation,21,49,7,42,0,42,7,35
supplier_general,Vihreä Älyenergia Oy,24,canonical_calculation,30,49,7,42,0,42,11,31
supplier_general,Vihreä Älyenergia Oy,24,canonical_calculation,45,49,7,42,0,42,7,35
supplier_general,Vihreä Älyenergia Oy,24,canonical_calculation,60,49,7,42,0,42,11,31
supplier_general,Vihreä Älyenergia Oy,24,observed_seller_data,0,110,7,103,1,102,21,81
supplier_general,Vihreä Älyenergia Oy,24,observed_seller_data,7,110,7,103,8,95,21,74
supplier_general,Vihreä Älyenergia Oy,24,observed_seller_data,14,110,7,103,15,88,21,67
supplier_general,Vihreä Älyenergia Oy,24,observed_seller_data,21,110,7,103,22,81,19,62
supplier_general,Vihreä Älyenergia Oy,24,observed_seller_data,30,110,7,103,31,72,14,58
supplier_general,Vihreä Älyenergia Oy,24,observed_seller_data,45,110,7,103,46,57,14,43
supplier_general,Vihreä Älyenergia Oy,24,observed_seller_data,60,110,7,103,61,42,7,35
supplier_general,Väre Oy,6,observed_seller_data,0,15,7,8,1,7,0,7
supplier_general,Väre Oy,6,observed_seller_data,7,15,7,8,8,0,0,0
supplier_general,Väre Oy,6,observed_seller_data,14,15,7,8,8,0,0,0
supplier_general,Väre Oy,6,observed_seller_data,21,15,7,8,8,0,0,0
supplier_general,Väre Oy,6,observed_seller_data,30,15,7,8,8,0,0,0
supplier_general,Väre Oy,6,observed_seller_data,45,15,7,8,8,0,0,0
supplier_general,Väre Oy,6,observed_seller_data,60,15,7,8,8,0,0,0
supplier_general,Väre Oy,12,observed_seller_data,0,15,7,8,1,7,0,7
supplier_general,Väre Oy,12,observed_seller_data,7,15,7,8,8,0,0,0
supplier_general,Väre Oy,12,observed_seller_data,14,15,7,8,8,0,0,0
supplier_general,Väre Oy,12,observed_seller_data,21,15,7,8,8,0,0,0
supplier_general,Väre Oy,12,observed_seller_data,30,15,7,8,8,0,0,0
supplier_general,Väre Oy,12,observed_seller_data,45,15,7,8,8,0,0,0
supplier_general,Väre Oy,12,observed_seller_data,60,15,7,8,8,0,0,0
supplier_general,Väre Oy,24,observed_seller_data,0,15,7,8,1,7,0,7
supplier_general,Väre Oy,24,observed_seller_data,7,15,7,8,8,0,0,0
supplier_general,Väre Oy,24,observed_seller_data,14,15,7,8,8,0,0,0
supplier_general,Väre Oy,24,observed_seller_data,21,15,7,8,8,0,0,0
supplier_general,Väre Oy,24,observed_seller_data,30,15,7,8,8,0,0,0
supplier_general,Väre Oy,24,observed_seller_data,45,15,7,8,8,0,0,0
supplier_general,Väre Oy,24,observed_seller_data,60,15,7,8,8,0,0,0
supplier_general,Äänekosken Energia Oy,6,canonical_calculation,0,32,11,21,0,21,0,21
supplier_general,Äänekosken Energia Oy,6,canonical_calculation,7,32,11,21,0,21,7,14
supplier_general,Äänekosken Energia Oy,6,canonical_calculation,14,32,11,21,0,21,7,14
supplier_general,Äänekosken Energia Oy,6,canonical_calculation,21,32,11,21,0,21,7,14
supplier_general,Äänekosken Energia Oy,6,canonical_calculation,30,32,11,21,0,21,0,21
supplier_general,Äänekosken Energia Oy,6,canonical_calculation,45,32,11,21,0,21,7,14
supplier_general,Äänekosken Energia Oy,6,canonical_calculation,60,32,11,21,0,21,0,21
supplier_general,Äänekosken Energia Oy,6,observed_seller_data,0,110,7,103,1,102,21,81
supplier_general,Äänekosken Energia Oy,6,observed_seller_data,7,110,7,103,8,95,21,74
supplier_general,Äänekosken Energia Oy,6,observed_seller_data,14,110,7,103,15,88,21,67
supplier_general,Äänekosken Energia Oy,6,observed_seller_data,21,110,7,103,22,81,19,62
supplier_general,Äänekosken Energia Oy,6,observed_seller_data,30,110,7,103,31,72,14,58
supplier_general,Äänekosken Energia Oy,6,observed_seller_data,45,110,7,103,46,57,14,43
supplier_general,Äänekosken Energia Oy,6,observed_seller_data,60,110,7,103,61,42,7,35
supplier_general,Äänekosken Energia Oy,12,canonical_calculation,0,47,14,33,0,33,7,26
supplier_general,Äänekosken Energia Oy,12,canonical_calculation,7,47,14,33,0,33,9,24
supplier_general,Äänekosken Energia Oy,12,canonical_calculation,14,47,14,33,0,33,7,26
supplier_general,Äänekosken Energia Oy,12,canonical_calculation,21,47,14,33,0,33,7,26
supplier_general,Äänekosken Energia Oy,12,canonical_calculation,30,47,14,33,0,33,7,26
supplier_general,Äänekosken Energia Oy,12,canonical_calculation,45,47,14,33,0,33,7,26
supplier_general,Äänekosken Energia Oy,12,canonical_calculation,60,47,14,33,0,33,7,26
supplier_general,Äänekosken Energia Oy,12,observed_seller_data,0,110,7,103,1,102,21,81
supplier_general,Äänekosken Energia Oy,12,observed_seller_data,7,110,7,103,8,95,21,74
supplier_general,Äänekosken Energia Oy,12,observed_seller_data,14,110,7,103,15,88,21,67
supplier_general,Äänekosken Energia Oy,12,observed_seller_data,21,110,7,103,22,81,19,62
supplier_general,Äänekosken Energia Oy,12,observed_seller_data,30,110,7,103,31,72,14,58
supplier_general,Äänekosken Energia Oy,12,observed_seller_data,45,110,7,103,46,57,14,43
supplier_general,Äänekosken Energia Oy,12,observed_seller_data,60,110,7,103,61,42,7,35
supplier_general,Äänekosken Energia Oy,24,canonical_calculation,0,48,11,37,0,37,7,30
supplier_general,Äänekosken Energia Oy,24,canonical_calculation,7,48,11,37,0,37,13,24
supplier_general,Äänekosken Energia Oy,24,canonical_calculation,14,48,11,37,0,37,7,30
supplier_general,Äänekosken Energia Oy,24,canonical_calculation,21,48,11,37,0,37,7,30
supplier_general,Äänekosken Energia Oy,24,canonical_calculation,30,48,11,37,0,37,7,30
supplier_general,Äänekosken Energia Oy,24,canonical_calculation,45,48,11,37,0,37,7,30
supplier_general,Äänekosken Energia Oy,24,canonical_calculation,60,48,11,37,0,37,7,30
supplier_general,Äänekosken Energia Oy,24,observed_seller_data,0,110,7,103,1,102,21,81
supplier_general,Äänekosken Energia Oy,24,observed_seller_data,7,110,7,103,8,95,21,74
supplier_general,Äänekosken Energia Oy,24,observed_seller_data,14,110,7,103,15,88,21,67
supplier_general,Äänekosken Energia Oy,24,observed_seller_data,21,110,7,103,22,81,19,62
supplier_general,Äänekosken Energia Oy,24,observed_seller_data,30,110,7,103,31,72,14,58
supplier_general,Äänekosken Energia Oy,24,observed_seller_data,45,110,7,103,46,57,14,43
supplier_general,Äänekosken Energia Oy,24,observed_seller_data,60,110,7,103,61,42,7,35
