supplier,term,basis,date,median,offers,discount_offers,ids
Porvoon Energia Oy,12,observed_seller_data,2026-04-18,9.7000,3,0,lkkpgl-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia;vtfs6q-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko;yc3njx-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu
Äänekosken Energia Oy,12,observed_seller_data,2026-04-18,9.0000,1,0,m5hm5p-aanekosken-energia-oy-maalaisjarkisahko-yleissahko-12-kk-paastoton
Aalto energia Oyj,24,observed_seller_data,2026-04-18,8.2900,1,1,mgxpn4-aalto-energia-oyj-ankkuri-kiintea-24kk-ensimmaiset-3kk-ilman-kuukausimaksua
Hehku Energia Oy,24,observed_seller_data,2026-04-18,8.3400,2,2,mm1cnn-hehku-energia-oy-hehku-hiilivapaa-24-kk-0-kuukausimaksu-ensimmaiset-6-kk;zvmbk9-hehku-energia-oy-hehku-kiintea-24-kk-0-kuukausimaksu-ensimmaiset-3-kk
Hehku Energia Oy,12,observed_seller_data,2026-04-18,9.1400,2,2,muhunn-hehku-energia-oy-hehku-hiilivapaa-12-kk-0-kuukausimaksu-ensimmaiset-3-kk;s2orfb-hehku-energia-oy-hehku-kiintea-12-kk-0-kuukausimaksu-ensimmaiset-3-kk
Omavoima Oy,24,observed_seller_data,2026-04-18,8.5800,1,0,mvdaye-omavoima-oy-oma-24kk-yleis
Turku Energia Oy,12,observed_seller_data,2026-04-18,8.2900,1,0,nenef4-turku-energia-oy-louna-lahi-12kk
Lumme Energia,6,observed_seller_data,2026-04-18,7.0900,1,0,nqiw5l-lumme-energia-vuosisahko-6-kk-hinta-joka-ei-heilu
Cheap Energy Finland Oy,24,observed_seller_data,2026-04-18,8.0900,1,1,o0st2m-cheap-energy-finland-oy-cheap-maaraaikainen-24-kk-0-kuukausimaksu-ensimmaiset-4-kk
Pohjois-Karjalan Sähkö Oy,24,observed_seller_data,2026-04-18,7.9900,1,0,oyfer4-pohjois-karjalan-sahko-oy-optimi-takuu-24-kuukautta
Koillis-Satakunnan Sähkö Oy,12,observed_seller_data,2026-04-18,8.9150,2,2,pqfkju-koillis-satakunnan-sahko-oy-vakaawirta-12-kk;zfygey-koillis-satakunnan-sahko-oy-ikiwirta-12-kk
Koillis-Satakunnan Sähkö Oy,24,observed_seller_data,2026-04-18,8.1600,1,1,qhg4h1-koillis-satakunnan-sahko-oy-vakaawirta-24-kk
Lumme Energia,12,observed_seller_data,2026-04-18,9.3900,1,0,qw6irl-lumme-energia-vuosisahko-12-kk-hinta-joka-ei-heilu
Oomi Oy,24,observed_seller_data,2026-04-18,8.4900,1,0,s3m2dz-oomi-oy-oomi-kiintea-24-kk
Kokkolan Energia Oy,12,observed_seller_data,2026-04-18,9.0500,1,0,s43zr9-kokkolan-energia-oy-ranta-12-kk
Alajärven Sähkö Oy,24,observed_seller_data,2026-04-18,8.4000,1,0,tevygl-alajarven-sahko-oy-yleissahko-24-kk
Helen Oy,24,observed_seller_data,2026-04-18,8.4800,1,0,ugefco-helen-oy-maaraaikainen-perussahko-24-kk
Köyliön-Säkylän Sähkö Oy,12,observed_seller_data,2026-04-18,9.4000,1,0,vythji-koylion-sakylan-sahko-oy-lallin-maaris-1v
Äänekosken Energia Oy,24,observed_seller_data,2026-04-18,8.5000,1,0,wsga8a-aanekosken-energia-oy-maalaisjarkisahko-yleissahko-24-kk-paastoton
Väre Oy,6,observed_seller_data,2026-04-18,7.3400,1,0,ysdbiv-vare-oy-maaraaikainen-sahko-6-kk
Omavoima Oy,12,observed_seller_data,2026-04-18,9.5700,1,0,z59pzp-omavoima-oy-oma-12kk-yleis
Vaasan Sähkö Myynti Oy,6,observed_seller_data,2026-04-18,8.2100,1,1,zdiko0-vaasan-sahko-myynti-oy-kiintea-6-kk-yleissahko
Imatran Seudun Sähkö Oy,6,observed_seller_data,2026-04-18,8.3800,1,0,zk9vue-imatran-seudun-sahko-oy-voima-6-kk
Paneliankosken Voima Oy,12,observed_seller_data,2026-04-18,8.7500,1,0,zz45en-paneliankosken-voima-oy-kosken-vuosiwoima-12-kk
Lammaisten Energia Oy,6,observed_seller_data,2026-04-19,10.4200,1,0,1lchnx-lammaisten-energia-oy-iisi-helpposahko-yleissahko-6-kk
Keravan Energia Oy,24,observed_seller_data,2026-04-19,8.2000,2,0,1tma4r-keravan-energia-oy-perussahko-yleissahko;fdrvso-keravan-energia-oy-perussahko-luonnonvoima-24-kk
Sähkötytöt Oy,24,observed_seller_data,2026-04-19,8.2800,1,1,3iwie0-sahkotytot-oy-kiintea-24kk
Vihreä Älyenergia Oy,12,observed_seller_data,2026-04-19,10.1400,2,0,3rwi4k-vihrea-alyenergia-oy-vire-tuuli-kiintea-12kk;bmnl5g-vihrea-alyenergia-oy-vankka-kiintea-12kk-fossiilivapaa
Lammaisten Energia Oy,24,observed_seller_data,2026-04-19,9.6100,1,0,3wrqym-lammaisten-energia-oy-iisi-helpposahko-yleissahko-24-kk
Aalto energia Oyj,12,observed_seller_data,2026-04-19,8.9000,1,1,40obsl-aalto-energia-oyj-ankkuri-kiintea-12kk-ensimmainen-kuukausi-ilman-perusmaksua
