panel,supplier,term,basis,horizon_days,start_dates_with_target_in_study,exact_pairs,unchanged_endpoints,changed_endpoints,complete_daily_windows,no_observed_change_complete,observed_change_complete,returned_to_start_complete,series_with_pairs,series_with_complete_windows,p_unchanged_endpoints,p_no_observed_change_complete,exact_pair_selection_rate
same_id,Porvoon Energia Oy,24,observed_seller_data,60,297,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Porvoon Energia Oy,24,observed_seller_data,90,207,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Sähkötytöt Oy,6,observed_seller_data,7,42,35,35,0,35,35,0,0,1,1,1.0,1.0,0.8333333333333334
same_id,Sähkötytöt Oy,6,observed_seller_data,14,42,28,28,0,28,28,0,0,1,1,1.0,1.0,0.6666666666666666
same_id,Sähkötytöt Oy,6,observed_seller_data,30,42,12,12,0,12,12,0,0,1,1,1.0,1.0,0.2857142857142857
same_id,Sähkötytöt Oy,6,observed_seller_data,45,42,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Sähkötytöt Oy,6,observed_seller_data,60,42,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Sähkötytöt Oy,6,observed_seller_data,90,42,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Sähkötytöt Oy,12,observed_seller_data,7,56,49,49,0,49,49,0,0,1,1,1.0,1.0,0.875
same_id,Sähkötytöt Oy,12,observed_seller_data,14,56,42,42,0,42,42,0,0,1,1,1.0,1.0,0.75
same_id,Sähkötytöt Oy,12,observed_seller_data,30,56,26,26,0,26,26,0,0,1,1,1.0,1.0,0.4642857142857143
same_id,Sähkötytöt Oy,12,observed_seller_data,45,56,11,11,0,11,11,0,0,1,1,1.0,1.0,0.19642857142857142
same_id,Sähkötytöt Oy,12,observed_seller_data,60,56,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Sähkötytöt Oy,12,observed_seller_data,90,56,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Sähkötytöt Oy,24,observed_seller_data,7,51,44,44,0,44,44,0,0,1,1,1.0,1.0,0.8627450980392157
same_id,Sähkötytöt Oy,24,observed_seller_data,14,51,37,37,0,37,37,0,0,1,1,1.0,1.0,0.7254901960784313
same_id,Sähkötytöt Oy,24,observed_seller_data,30,51,21,21,0,21,21,0,0,1,1,1.0,1.0,0.4117647058823529
same_id,Sähkötytöt Oy,24,observed_seller_data,45,51,6,6,0,6,6,0,0,1,1,1.0,1.0,0.11764705882352941
same_id,Sähkötytöt Oy,24,observed_seller_data,60,51,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Sähkötytöt Oy,24,observed_seller_data,90,51,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Turku Energia Oy,6,canonical_calculation,7,41,24,24,0,24,24,0,0,3,3,1.0,1.0,0.5853658536585366
same_id,Turku Energia Oy,6,canonical_calculation,14,34,4,4,0,4,4,0,0,2,2,1.0,1.0,0.11764705882352941
same_id,Turku Energia Oy,6,canonical_calculation,30,18,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Turku Energia Oy,6,canonical_calculation,45,3,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Turku Energia Oy,6,canonical_calculation,60,0,0,0,0,0,0,0,0,0,0,,,
same_id,Turku Energia Oy,6,canonical_calculation,90,0,0,0,0,0,0,0,0,0,0,,,
same_id,Turku Energia Oy,6,observed_seller_data,7,104,62,62,0,62,62,0,0,6,6,1.0,1.0,0.5961538461538461
same_id,Turku Energia Oy,6,observed_seller_data,14,104,24,24,0,24,24,0,0,3,3,1.0,1.0,0.23076923076923078
same_id,Turku Energia Oy,6,observed_seller_data,30,104,4,4,0,4,4,0,0,1,1,1.0,1.0,0.038461538461538464
same_id,Turku Energia Oy,6,observed_seller_data,45,104,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Turku Energia Oy,6,observed_seller_data,60,93,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Turku Energia Oy,6,observed_seller_data,90,63,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Turku Energia Oy,12,canonical_calculation,7,41,24,24,0,24,24,0,0,3,3,1.0,1.0,0.5853658536585366
same_id,Turku Energia Oy,12,canonical_calculation,14,34,8,8,0,8,8,0,0,2,2,1.0,1.0,0.23529411764705882
same_id,Turku Energia Oy,12,canonical_calculation,30,18,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Turku Energia Oy,12,canonical_calculation,45,3,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Turku Energia Oy,12,canonical_calculation,60,0,0,0,0,0,0,0,0,0,0,,,
same_id,Turku Energia Oy,12,canonical_calculation,90,0,0,0,0,0,0,0,0,0,0,,,
same_id,Turku Energia Oy,12,observed_seller_data,7,110,75,75,0,75,75,0,0,5,5,1.0,1.0,0.6818181818181818
same_id,Turku Energia Oy,12,observed_seller_data,14,110,44,44,0,44,44,0,0,3,3,1.0,1.0,0.4
same_id,Turku Energia Oy,12,observed_seller_data,30,110,24,24,0,24,24,0,0,1,1,1.0,1.0,0.21818181818181817
same_id,Turku Energia Oy,12,observed_seller_data,45,110,9,9,0,9,9,0,0,1,1,1.0,1.0,0.08181818181818182
same_id,Turku Energia Oy,12,observed_seller_data,60,99,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Turku Energia Oy,12,observed_seller_data,90,69,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Turku Energia Oy,24,canonical_calculation,7,43,14,14,0,14,14,0,0,5,5,1.0,1.0,0.32558139534883723
same_id,Turku Energia Oy,24,canonical_calculation,14,34,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Turku Energia Oy,24,canonical_calculation,30,18,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Turku Energia Oy,24,canonical_calculation,45,3,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Turku Energia Oy,24,canonical_calculation,60,0,0,0,0,0,0,0,0,0,0,,,
same_id,Turku Energia Oy,24,canonical_calculation,90,0,0,0,0,0,0,0,0,0,0,,,
same_id,Turku Energia Oy,24,observed_seller_data,7,76,46,46,0,46,46,0,0,4,4,1.0,1.0,0.6052631578947368
same_id,Turku Energia Oy,24,observed_seller_data,14,76,22,22,0,22,22,0,0,3,3,1.0,1.0,0.2894736842105263
same_id,Turku Energia Oy,24,observed_seller_data,30,76,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Turku Energia Oy,24,observed_seller_data,45,76,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Turku Energia Oy,24,observed_seller_data,60,65,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Turku Energia Oy,24,observed_seller_data,90,33,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vaasan Sähkö Myynti Oy,6,canonical_calculation,7,41,21,21,0,21,21,0,0,3,3,1.0,1.0,0.5121951219512195
same_id,Vaasan Sähkö Myynti Oy,6,canonical_calculation,14,34,6,6,0,6,6,0,0,1,1,1.0,1.0,0.17647058823529413
same_id,Vaasan Sähkö Myynti Oy,6,canonical_calculation,30,18,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vaasan Sähkö Myynti Oy,6,canonical_calculation,45,4,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vaasan Sähkö Myynti Oy,6,canonical_calculation,60,0,0,0,0,0,0,0,0,0,0,,,
same_id,Vaasan Sähkö Myynti Oy,6,canonical_calculation,90,0,0,0,0,0,0,0,0,0,0,,,
same_id,Vaasan Sähkö Myynti Oy,6,observed_seller_data,7,110,40,40,0,40,40,0,0,6,6,1.0,1.0,0.36363636363636365
same_id,Vaasan Sähkö Myynti Oy,6,observed_seller_data,14,110,8,8,0,8,8,0,0,1,1,1.0,1.0,0.07272727272727272
same_id,Vaasan Sähkö Myynti Oy,6,observed_seller_data,30,110,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vaasan Sähkö Myynti Oy,6,observed_seller_data,45,110,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vaasan Sähkö Myynti Oy,6,observed_seller_data,60,99,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vaasan Sähkö Myynti Oy,6,observed_seller_data,90,69,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vaasan Sähkö Myynti Oy,12,canonical_calculation,7,22,8,8,0,8,8,0,0,1,1,1.0,1.0,0.36363636363636365
same_id,Vaasan Sähkö Myynti Oy,12,canonical_calculation,14,22,1,1,0,1,1,0,0,1,1,1.0,1.0,0.045454545454545456
same_id,Vaasan Sähkö Myynti Oy,12,canonical_calculation,30,18,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vaasan Sähkö Myynti Oy,12,canonical_calculation,45,4,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vaasan Sähkö Myynti Oy,12,canonical_calculation,60,0,0,0,0,0,0,0,0,0,0,,,
same_id,Vaasan Sähkö Myynti Oy,12,canonical_calculation,90,0,0,0,0,0,0,0,0,0,0,,,
same_id,Vaasan Sähkö Myynti Oy,12,observed_seller_data,7,110,21,21,0,21,21,0,0,4,4,1.0,1.0,0.19090909090909092
same_id,Vaasan Sähkö Myynti Oy,12,observed_seller_data,14,110,2,2,0,2,2,0,0,1,1,1.0,1.0,0.01818181818181818
same_id,Vaasan Sähkö Myynti Oy,12,observed_seller_data,30,110,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vaasan Sähkö Myynti Oy,12,observed_seller_data,45,110,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vaasan Sähkö Myynti Oy,12,observed_seller_data,60,99,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vaasan Sähkö Myynti Oy,12,observed_seller_data,90,69,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vaasan Sähkö Myynti Oy,24,canonical_calculation,7,41,21,21,0,21,21,0,0,2,2,1.0,1.0,0.5121951219512195
same_id,Vaasan Sähkö Myynti Oy,24,canonical_calculation,14,34,7,7,0,7,7,0,0,2,2,1.0,1.0,0.20588235294117646
same_id,Vaasan Sähkö Myynti Oy,24,canonical_calculation,30,18,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vaasan Sähkö Myynti Oy,24,canonical_calculation,45,4,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vaasan Sähkö Myynti Oy,24,canonical_calculation,60,0,0,0,0,0,0,0,0,0,0,,,
same_id,Vaasan Sähkö Myynti Oy,24,canonical_calculation,90,0,0,0,0,0,0,0,0,0,0,,,
same_id,Vaasan Sähkö Myynti Oy,24,observed_seller_data,7,110,27,27,0,27,27,0,0,4,4,1.0,1.0,0.24545454545454545
same_id,Vaasan Sähkö Myynti Oy,24,observed_seller_data,14,110,8,8,0,8,8,0,0,1,1,1.0,1.0,0.07272727272727272
same_id,Vaasan Sähkö Myynti Oy,24,observed_seller_data,30,110,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vaasan Sähkö Myynti Oy,24,observed_seller_data,45,110,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vaasan Sähkö Myynti Oy,24,observed_seller_data,60,99,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vaasan Sähkö Myynti Oy,24,observed_seller_data,90,69,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vattenfall Oy,6,canonical_calculation,7,11,4,4,0,4,4,0,0,1,1,1.0,1.0,0.36363636363636365
same_id,Vattenfall Oy,6,canonical_calculation,14,10,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vattenfall Oy,6,canonical_calculation,30,0,0,0,0,0,0,0,0,0,0,,,
same_id,Vattenfall Oy,6,canonical_calculation,45,0,0,0,0,0,0,0,0,0,0,,,
same_id,Vattenfall Oy,6,canonical_calculation,60,0,0,0,0,0,0,0,0,0,0,,,
same_id,Vattenfall Oy,6,canonical_calculation,90,0,0,0,0,0,0,0,0,0,0,,,
same_id,Vattenfall Oy,6,observed_seller_data,7,100,58,58,0,58,58,0,0,6,6,1.0,1.0,0.58
same_id,Vattenfall Oy,6,observed_seller_data,14,100,22,22,0,22,22,0,0,4,4,1.0,1.0,0.22
same_id,Vattenfall Oy,6,observed_seller_data,30,100,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vattenfall Oy,6,observed_seller_data,45,100,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vattenfall Oy,6,observed_seller_data,60,91,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vattenfall Oy,6,observed_seller_data,90,61,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vattenfall Oy,12,canonical_calculation,7,114,51,51,0,51,51,0,0,6,6,1.0,1.0,0.4473684210526316
same_id,Vattenfall Oy,12,canonical_calculation,14,102,18,18,0,18,18,0,0,3,3,1.0,1.0,0.17647058823529413
same_id,Vattenfall Oy,12,canonical_calculation,30,54,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vattenfall Oy,12,canonical_calculation,45,12,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vattenfall Oy,12,canonical_calculation,60,0,0,0,0,0,0,0,0,0,0,,,
same_id,Vattenfall Oy,12,canonical_calculation,90,0,0,0,0,0,0,0,0,0,0,,,
same_id,Vattenfall Oy,12,observed_seller_data,7,329,193,193,0,193,193,0,0,17,17,1.0,1.0,0.5866261398176292
same_id,Vattenfall Oy,12,observed_seller_data,14,329,95,95,0,95,95,0,0,11,11,1.0,1.0,0.2887537993920973
same_id,Vattenfall Oy,12,observed_seller_data,30,329,7,7,0,7,7,0,0,1,1,1.0,1.0,0.02127659574468085
same_id,Vattenfall Oy,12,observed_seller_data,45,329,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vattenfall Oy,12,observed_seller_data,60,296,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vattenfall Oy,12,observed_seller_data,90,206,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vattenfall Oy,24,canonical_calculation,7,123,48,48,0,48,48,0,0,12,12,1.0,1.0,0.3902439024390244
same_id,Vattenfall Oy,24,canonical_calculation,14,102,6,6,0,6,6,0,0,3,3,1.0,1.0,0.058823529411764705
same_id,Vattenfall Oy,24,canonical_calculation,30,54,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vattenfall Oy,24,canonical_calculation,45,12,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vattenfall Oy,24,canonical_calculation,60,0,0,0,0,0,0,0,0,0,0,,,
same_id,Vattenfall Oy,24,canonical_calculation,90,0,0,0,0,0,0,0,0,0,0,,,
same_id,Vattenfall Oy,24,observed_seller_data,7,331,151,151,0,151,151,0,0,19,19,1.0,1.0,0.4561933534743202
same_id,Vattenfall Oy,24,observed_seller_data,14,331,39,39,0,39,39,0,0,12,12,1.0,1.0,0.11782477341389729
same_id,Vattenfall Oy,24,observed_seller_data,30,331,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vattenfall Oy,24,observed_seller_data,45,331,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vattenfall Oy,24,observed_seller_data,60,298,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vattenfall Oy,24,observed_seller_data,90,207,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vihreä Älyenergia Oy,12,canonical_calculation,7,53,39,39,0,39,39,0,0,3,3,1.0,1.0,0.7358490566037735
same_id,Vihreä Älyenergia Oy,12,canonical_calculation,14,46,24,24,0,24,24,0,0,1,1,1.0,1.0,0.5217391304347826
same_id,Vihreä Älyenergia Oy,12,canonical_calculation,30,30,8,8,0,8,8,0,0,1,1,1.0,1.0,0.26666666666666666
same_id,Vihreä Älyenergia Oy,12,canonical_calculation,45,8,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vihreä Älyenergia Oy,12,canonical_calculation,60,0,0,0,0,0,0,0,0,0,0,,,
same_id,Vihreä Älyenergia Oy,12,canonical_calculation,90,0,0,0,0,0,0,0,0,0,0,,,
same_id,Vihreä Älyenergia Oy,12,observed_seller_data,7,222,170,170,0,170,170,0,0,4,4,1.0,1.0,0.7657657657657657
same_id,Vihreä Älyenergia Oy,12,observed_seller_data,14,222,142,142,0,142,142,0,0,4,4,1.0,1.0,0.6396396396396397
same_id,Vihreä Älyenergia Oy,12,observed_seller_data,30,222,94,94,0,94,94,0,0,2,2,1.0,1.0,0.42342342342342343
same_id,Vihreä Älyenergia Oy,12,observed_seller_data,45,222,64,64,0,64,64,0,0,2,2,1.0,1.0,0.2882882882882883
same_id,Vihreä Älyenergia Oy,12,observed_seller_data,60,200,34,34,0,34,34,0,0,2,2,1.0,1.0,0.17
same_id,Vihreä Älyenergia Oy,12,observed_seller_data,90,140,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vihreä Älyenergia Oy,24,canonical_calculation,7,53,39,39,0,39,39,0,0,3,3,1.0,1.0,0.7358490566037735
same_id,Vihreä Älyenergia Oy,24,canonical_calculation,14,46,24,24,0,24,24,0,0,1,1,1.0,1.0,0.5217391304347826
same_id,Vihreä Älyenergia Oy,24,canonical_calculation,30,30,8,8,0,8,8,0,0,1,1,1.0,1.0,0.26666666666666666
same_id,Vihreä Älyenergia Oy,24,canonical_calculation,45,8,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Vihreä Älyenergia Oy,24,canonical_calculation,60,0,0,0,0,0,0,0,0,0,0,,,
same_id,Vihreä Älyenergia Oy,24,canonical_calculation,90,0,0,0,0,0,0,0,0,0,0,,,
same_id,Vihreä Älyenergia Oy,24,observed_seller_data,7,220,172,172,0,172,172,0,0,4,4,1.0,1.0,0.7818181818181819
same_id,Vihreä Älyenergia Oy,24,observed_seller_data,14,220,144,144,0,144,144,0,0,4,4,1.0,1.0,0.6545454545454545
same_id,Vihreä Älyenergia Oy,24,observed_seller_data,30,220,94,94,0,94,94,0,0,2,2,1.0,1.0,0.42727272727272725
same_id,Vihreä Älyenergia Oy,24,observed_seller_data,45,220,64,64,0,64,64,0,0,2,2,1.0,1.0,0.2909090909090909
same_id,Vihreä Älyenergia Oy,24,observed_seller_data,60,198,34,34,0,34,34,0,0,2,2,1.0,1.0,0.1717171717171717
same_id,Vihreä Älyenergia Oy,24,observed_seller_data,90,138,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Väre Oy,6,observed_seller_data,7,15,1,1,0,1,1,0,0,1,1,1.0,1.0,0.06666666666666667
same_id,Väre Oy,6,observed_seller_data,14,15,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Väre Oy,6,observed_seller_data,30,15,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Väre Oy,6,observed_seller_data,45,15,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Väre Oy,6,observed_seller_data,60,15,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Väre Oy,6,observed_seller_data,90,15,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Väre Oy,12,observed_seller_data,7,15,1,1,0,1,1,0,0,1,1,1.0,1.0,0.06666666666666667
same_id,Väre Oy,12,observed_seller_data,14,15,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Väre Oy,12,observed_seller_data,30,15,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Väre Oy,12,observed_seller_data,45,15,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Väre Oy,12,observed_seller_data,60,15,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Väre Oy,12,observed_seller_data,90,15,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Väre Oy,24,observed_seller_data,7,15,1,1,0,1,1,0,0,1,1,1.0,1.0,0.06666666666666667
same_id,Väre Oy,24,observed_seller_data,14,15,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Väre Oy,24,observed_seller_data,30,15,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Väre Oy,24,observed_seller_data,45,15,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Väre Oy,24,observed_seller_data,60,15,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Väre Oy,24,observed_seller_data,90,15,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Äänekosken Energia Oy,6,canonical_calculation,7,32,14,14,0,14,14,0,0,2,2,1.0,1.0,0.4375
same_id,Äänekosken Energia Oy,6,canonical_calculation,14,32,4,4,0,4,4,0,0,1,1,1.0,1.0,0.125
same_id,Äänekosken Energia Oy,6,canonical_calculation,30,18,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Äänekosken Energia Oy,6,canonical_calculation,45,4,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Äänekosken Energia Oy,6,canonical_calculation,60,0,0,0,0,0,0,0,0,0,0,,,
same_id,Äänekosken Energia Oy,6,canonical_calculation,90,0,0,0,0,0,0,0,0,0,0,,,
same_id,Äänekosken Energia Oy,6,observed_seller_data,7,110,75,75,0,75,75,0,0,4,4,1.0,1.0,0.6818181818181818
same_id,Äänekosken Energia Oy,6,observed_seller_data,14,110,49,49,0,49,49,0,0,3,3,1.0,1.0,0.44545454545454544
same_id,Äänekosken Energia Oy,6,observed_seller_data,30,110,3,3,0,3,3,0,0,1,1,1.0,1.0,0.02727272727272727
same_id,Äänekosken Energia Oy,6,observed_seller_data,45,110,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Äänekosken Energia Oy,6,observed_seller_data,60,99,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Äänekosken Energia Oy,6,observed_seller_data,90,69,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Äänekosken Energia Oy,12,canonical_calculation,7,41,33,33,0,33,33,0,0,1,1,1.0,1.0,0.8048780487804879
same_id,Äänekosken Energia Oy,12,canonical_calculation,14,34,26,26,0,26,26,0,0,1,1,1.0,1.0,0.7647058823529411
same_id,Äänekosken Energia Oy,12,canonical_calculation,30,18,10,10,0,10,10,0,0,1,1,1.0,1.0,0.5555555555555556
same_id,Äänekosken Energia Oy,12,canonical_calculation,45,4,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Äänekosken Energia Oy,12,canonical_calculation,60,0,0,0,0,0,0,0,0,0,0,,,
same_id,Äänekosken Energia Oy,12,canonical_calculation,90,0,0,0,0,0,0,0,0,0,0,,,
same_id,Äänekosken Energia Oy,12,observed_seller_data,7,110,82,82,0,82,82,0,0,3,3,1.0,1.0,0.7454545454545455
same_id,Äänekosken Energia Oy,12,observed_seller_data,14,110,63,63,0,63,63,0,0,2,2,1.0,1.0,0.5727272727272728
same_id,Äänekosken Energia Oy,12,observed_seller_data,30,110,33,33,0,33,33,0,0,1,1,1.0,1.0,0.3
same_id,Äänekosken Energia Oy,12,observed_seller_data,45,110,18,18,0,18,18,0,0,1,1,1.0,1.0,0.16363636363636364
same_id,Äänekosken Energia Oy,12,observed_seller_data,60,99,3,3,0,3,3,0,0,1,1,1.0,1.0,0.030303030303030304
same_id,Äänekosken Energia Oy,12,observed_seller_data,90,69,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Äänekosken Energia Oy,24,canonical_calculation,7,41,30,30,0,30,30,0,0,2,2,1.0,1.0,0.7317073170731707
same_id,Äänekosken Energia Oy,24,canonical_calculation,14,34,20,20,0,20,20,0,0,1,1,1.0,1.0,0.5882352941176471
same_id,Äänekosken Energia Oy,24,canonical_calculation,30,18,4,4,0,4,4,0,0,1,1,1.0,1.0,0.2222222222222222
same_id,Äänekosken Energia Oy,24,canonical_calculation,45,4,0,0,0,0,0,0,0,0,0,,,0.0
same_id,Äänekosken Energia Oy,24,canonical_calculation,60,0,0,0,0,0,0,0,0,0,0,,,
same_id,Äänekosken Energia Oy,24,canonical_calculation,90,0,0,0,0,0,0,0,0,0,0,,,
same_id,Äänekosken Energia Oy,24,observed_seller_data,7,110,91,91,0,91,91,0,0,2,2,1.0,1.0,0.8272727272727273
same_id,Äänekosken Energia Oy,24,observed_seller_data,14,110,77,77,0,77,77,0,0,2,2,1.0,1.0,0.7
same_id,Äänekosken Energia Oy,24,observed_seller_data,30,110,45,45,0,45,45,0,0,2,2,1.0,1.0,0.4090909090909091
same_id,Äänekosken Energia Oy,24,observed_seller_data,45,110,20,20,0,20,20,0,0,1,1,1.0,1.0,0.18181818181818182
same_id,Äänekosken Energia Oy,24,observed_seller_data,60,99,5,5,0,5,5,0,0,1,1,1.0,1.0,0.050505050505050504
same_id,Äänekosken Energia Oy,24,observed_seller_data,90,69,0,0,0,0,0,0,0,0,0,,,0.0
same_id_no_discount,Alajärven Sähkö Oy,12,canonical_calculation,7,42,35,35,0,35,35,0,0,2,2,1.0,1.0,0.8333333333333334
same_id_no_discount,ALL,ALL,ALL,7,8816,5248,5248,0,5248,5248,0,0,337,337,1.0,1.0,0.5952813067150635
same_id_no_discount,Alajärven Sähkö Oy,12,canonical_calculation,14,35,24,24,0,24,24,0,0,1,1,1.0,1.0,0.6857142857142857
same_id_no_discount,ALL,ALL,ALL,14,8453,3348,3348,0,3348,3348,0,0,193,193,1.0,1.0,0.39607240033124336
same_id_no_discount,Alajärven Sähkö Oy,12,canonical_calculation,30,19,8,8,0,8,8,0,0,1,1,1.0,1.0,0.42105263157894735
same_id_no_discount,ALL,ALL,ALL,30,7625,1310,1310,0,1310,1310,0,0,66,66,1.0,1.0,0.1718032786885246
same_id_no_discount,Alajärven Sähkö Oy,12,canonical_calculation,45,4,0,0,0,0,0,0,0,0,0,,,0.0
same_id_no_discount,ALL,ALL,ALL,45,6875,591,591,0,591,591,0,0,30,30,1.0,1.0,0.08596363636363637
same_id_no_discount,Alajärven Sähkö Oy,12,canonical_calculation,60,0,0,0,0,0,0,0,0,0,0,,,
same_id_no_discount,ALL,ALL,ALL,60,6052,236,236,0,236,236,0,0,18,18,1.0,1.0,0.038995373430270985
same_id_no_discount,Alajärven Sähkö Oy,12,canonical_calculation,90,0,0,0,0,0,0,0,0,0,0,,,
same_id_no_discount,ALL,ALL,ALL,90,4283,20,20,0,20,20,0,0,3,3,1.0,1.0,0.0046696240952603316
same_id_no_discount,Alajärven Sähkö Oy,12,observed_seller_data,7,110,99,99,0,99,99,0,0,1,1,1.0,1.0,0.9
same_id_no_discount,Alajärven Sähkö Oy,12,observed_seller_data,14,110,92,92,0,92,92,0,0,1,1,1.0,1.0,0.8363636363636363
same_id_no_discount,Alajärven Sähkö Oy,12,observed_seller_data,30,110,76,76,0,76,76,0,0,1,1,1.0,1.0,0.6909090909090909
same_id_no_discount,Alajärven Sähkö Oy,12,observed_seller_data,45,110,61,61,0,61,61,0,0,1,1,1.0,1.0,0.5545454545454546
same_id_no_discount,Alajärven Sähkö Oy,12,observed_seller_data,60,99,46,46,0,46,46,0,0,1,1,1.0,1.0,0.46464646464646464
same_id_no_discount,Alajärven Sähkö Oy,12,observed_seller_data,90,69,16,16,0,16,16,0,0,1,1,1.0,1.0,0.2318840579710145
same_id_no_discount,Alajärven Sähkö Oy,24,canonical_calculation,7,42,35,35,0,35,35,0,0,2,2,1.0,1.0,0.8333333333333334
same_id_no_discount,Alajärven Sähkö Oy,24,canonical_calculation,14,35,24,24,0,24,24,0,0,1,1,1.0,1.0,0.6857142857142857
same_id_no_discount,Alajärven Sähkö Oy,24,canonical_calculation,30,19,8,8,0,8,8,0,0,1,1,1.0,1.0,0.42105263157894735
same_id_no_discount,Alajärven Sähkö Oy,24,canonical_calculation,45,4,0,0,0,0,0,0,0,0,0,,,0.0
same_id_no_discount,Alajärven Sähkö Oy,24,canonical_calculation,60,0,0,0,0,0,0,0,0,0,0,,,
same_id_no_discount,Alajärven Sähkö Oy,24,canonical_calculation,90,0,0,0,0,0,0,0,0,0,0,,,
same_id_no_discount,Alajärven Sähkö Oy,24,observed_seller_data,7,110,92,92,0,92,92,0,0,2,2,1.0,1.0,0.8363636363636363
same_id_no_discount,Alajärven Sähkö Oy,24,observed_seller_data,14,110,78,78,0,78,78,0,0,2,2,1.0,1.0,0.7090909090909091
