id,forecast_date,target_date,horizon_days,duration_months,target_quantile,current_price_cents_per_kwh,forecast_price_cents_per_kwh,expected_change_cents_per_kwh,interval_low_cents_per_kwh,interval_high_cents_per_kwh,hedge_cost_cents_per_kwh,retail_premium_cents_per_kwh,normal_retail_premium_cents_per_kwh,fair_price_cents_per_kwh,gap_cents_per_kwh,futures_trade_date,coverage_quality,confidence,direction,consumer_signal,contract_count,model_version,source_metadata,actual_price_cents_per_kwh,actual_change_cents_per_kwh,forecast_error_cents_per_kwh,absolute_error_cents_per_kwh,actual_direction,direction_correct,evaluated_at,created_at,updated_at
723,2026-07-07,2026-08-06,30,6,p80,10.7900,10.8864,0.0964,,,8.8348,1.9552,2.2764,11.1112,0.3212,2026-07-06,all_monthly,low,slightly_rising,neutral,17,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2027-01-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 0, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 90, ""monthly_futures_months"": 6, ""quarter_futures_months"": 0, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-07 04:30:11,2026-07-07 04:30:11
724,2026-07-07,2026-08-06,30,12,median,9.7900,9.8076,0.0176,,,7.5176,2.2724,2.3309,9.8485,0.0585,2026-07-06,mixed_with_quarter_fallback,low,slightly_rising,neutral,50,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2027-07-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 0, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 90, ""monthly_futures_months"": 6, ""quarter_futures_months"": 6, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-07 04:30:11,2026-07-07 04:30:11
725,2026-07-07,2026-08-06,30,12,p20,9.4000,9.4229,0.0229,,,7.5176,1.8824,1.9587,9.4763,0.0763,2026-07-06,mixed_with_quarter_fallback,low,slightly_rising,neutral,50,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2027-07-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 0, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 90, ""monthly_futures_months"": 6, ""quarter_futures_months"": 6, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-07 04:30:11,2026-07-07 04:30:11
726,2026-07-07,2026-08-06,30,12,p80,10.3760,10.4044,0.0284,,,7.5176,2.8584,2.9531,10.4707,0.0947,2026-07-06,mixed_with_quarter_fallback,low,slightly_rising,neutral,50,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2027-07-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 0, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 90, ""monthly_futures_months"": 6, ""quarter_futures_months"": 6, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-07 04:30:11,2026-07-07 04:30:11
727,2026-07-07,2026-08-06,30,24,median,8.9600,8.9715,0.0115,,,6.7486,2.2114,2.2497,8.9983,0.0383,2026-07-06,mixed_with_year_fallback,low,slightly_rising,neutral,51,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2028-07-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 1, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 90, ""monthly_futures_months"": 6, ""quarter_futures_months"": 17, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-07 04:30:11,2026-07-07 04:30:11
728,2026-07-07,2026-08-06,30,24,p20,8.7000,8.7046,0.0046,,,6.7486,1.9514,1.9668,8.7154,0.0154,2026-07-06,mixed_with_year_fallback,low,slightly_rising,neutral,51,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2028-07-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 1, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 90, ""monthly_futures_months"": 6, ""quarter_futures_months"": 17, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-07 04:30:11,2026-07-07 04:30:11
729,2026-07-07,2026-08-06,30,24,p80,9.4500,9.4619,0.0119,,,6.7486,2.7014,2.7412,9.4898,0.0398,2026-07-06,mixed_with_year_fallback,low,slightly_rising,neutral,51,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2028-07-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 1, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 90, ""monthly_futures_months"": 6, ""quarter_futures_months"": 17, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-07 04:30:11,2026-07-07 04:30:11
730,2026-07-08,2026-08-07,30,6,median,10.6844,10.7246,0.0402,,,8.8882,1.7962,1.9302,10.8185,0.1341,2026-07-07,all_monthly,low,slightly_rising,neutral,20,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2027-01-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 0, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 91, ""monthly_futures_months"": 6, ""quarter_futures_months"": 0, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-08 04:30:17,2026-07-08 04:30:17
731,2026-07-08,2026-08-07,30,6,p20,9.8500,9.9031,0.0531,,,8.8882,0.9618,1.1387,10.0269,0.1769,2026-07-07,all_monthly,low,slightly_rising,neutral,20,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2027-01-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 0, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 91, ""monthly_futures_months"": 6, ""quarter_futures_months"": 0, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-08 04:30:17,2026-07-08 04:30:17
732,2026-07-08,2026-08-07,30,6,p80,11.7018,11.5809,-0.1209,,,8.8882,2.8136,2.4107,11.2989,-0.4029,2026-07-07,all_monthly,low,slightly_falling,neutral,20,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2027-01-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 0, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 91, ""monthly_futures_months"": 6, ""quarter_futures_months"": 0, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-08 04:30:17,2026-07-08 04:30:17
733,2026-07-08,2026-08-07,30,12,median,9.8150,9.8304,0.0154,,,7.5526,2.2624,2.3138,9.8663,0.0513,2026-07-07,mixed_with_quarter_fallback,low,slightly_rising,neutral,50,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2027-07-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 0, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 91, ""monthly_futures_months"": 6, ""quarter_futures_months"": 6, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-08 04:30:17,2026-07-08 04:30:17
734,2026-07-08,2026-08-07,30,12,p20,9.4000,9.4250,0.0250,,,7.5526,1.8474,1.9308,9.4834,0.0834,2026-07-07,mixed_with_quarter_fallback,low,slightly_rising,neutral,50,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2027-07-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 0, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 91, ""monthly_futures_months"": 6, ""quarter_futures_months"": 6, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-08 04:30:17,2026-07-08 04:30:17
735,2026-07-08,2026-08-07,30,12,p80,10.4200,10.4393,0.0193,,,7.5526,2.8674,2.9317,10.4842,0.0642,2026-07-07,mixed_with_quarter_fallback,low,slightly_rising,neutral,50,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2027-07-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 0, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 91, ""monthly_futures_months"": 6, ""quarter_futures_months"": 6, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-08 04:30:17,2026-07-08 04:30:17
736,2026-07-08,2026-08-07,30,24,median,8.9600,8.9731,0.0131,,,6.7683,2.1917,2.2352,9.0035,0.0435,2026-07-07,mixed_with_year_fallback,low,slightly_rising,neutral,52,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2028-07-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 1, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 91, ""monthly_futures_months"": 6, ""quarter_futures_months"": 17, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-08 04:30:17,2026-07-08 04:30:17
737,2026-07-08,2026-08-07,30,24,p20,8.7000,8.7079,0.0079,,,6.7683,1.9317,1.9580,8.7263,0.0263,2026-07-07,mixed_with_year_fallback,low,slightly_rising,neutral,52,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2028-07-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 1, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 91, ""monthly_futures_months"": 6, ""quarter_futures_months"": 17, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-08 04:30:17,2026-07-08 04:30:17
738,2026-07-08,2026-08-07,30,24,p80,9.5405,9.5335,-0.0070,,,6.7683,2.7722,2.7490,9.5173,-0.0232,2026-07-07,mixed_with_year_fallback,low,slightly_falling,neutral,52,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2028-07-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 1, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 91, ""monthly_futures_months"": 6, ""quarter_futures_months"": 17, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-08 04:30:17,2026-07-08 04:30:17
739,2026-07-09,2026-08-08,30,6,median,10.7900,10.8398,0.0498,,,9.0811,1.7089,1.8749,10.9560,0.1660,2026-07-08,all_monthly,low,slightly_rising,neutral,20,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2027-01-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 0, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 92, ""monthly_futures_months"": 6, ""quarter_futures_months"": 0, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-09 04:30:13,2026-07-09 04:30:13
740,2026-07-09,2026-08-08,30,6,p20,10.0500,10.0882,0.0382,,,9.0811,0.9689,1.0963,10.1773,0.1273,2026-07-08,all_monthly,low,slightly_rising,neutral,20,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2027-01-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 0, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 92, ""monthly_futures_months"": 6, ""quarter_futures_months"": 0, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-09 04:30:13,2026-07-09 04:30:13
741,2026-07-09,2026-08-08,30,6,p80,11.7018,11.6545,-0.0473,,,9.0811,2.6207,2.4632,11.5443,-0.1575,2026-07-08,all_monthly,low,slightly_falling,neutral,20,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2027-01-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 0, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 92, ""monthly_futures_months"": 6, ""quarter_futures_months"": 0, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-09 04:30:13,2026-07-09 04:30:13
742,2026-07-09,2026-08-08,30,12,median,9.9350,9.9444,0.0094,,,7.6630,2.2720,2.3033,9.9663,0.0313,2026-07-08,mixed_with_quarter_fallback,low,slightly_rising,neutral,50,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2027-07-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 0, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 92, ""monthly_futures_months"": 6, ""quarter_futures_months"": 6, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-09 04:30:13,2026-07-09 04:30:13
743,2026-07-09,2026-08-08,30,12,p20,9.4000,9.4436,0.0436,,,7.6630,1.7370,1.8824,9.5454,0.1454,2026-07-08,mixed_with_quarter_fallback,low,slightly_rising,neutral,50,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2027-07-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 0, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 92, ""monthly_futures_months"": 6, ""quarter_futures_months"": 6, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-09 04:30:13,2026-07-09 04:30:13
744,2026-07-09,2026-08-08,30,12,p80,10.4200,10.4593,0.0393,,,7.6630,2.7570,2.8880,10.5510,0.1310,2026-07-08,mixed_with_quarter_fallback,low,slightly_rising,neutral,50,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2027-07-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 0, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 92, ""monthly_futures_months"": 6, ""quarter_futures_months"": 6, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-09 04:30:13,2026-07-09 04:30:13
745,2026-07-09,2026-08-08,30,24,median,8.9900,9.0107,0.0207,,,6.8466,2.1434,2.2123,9.0589,0.0689,2026-07-08,mixed_with_year_fallback,low,slightly_rising,neutral,51,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2028-07-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 1, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 92, ""monthly_futures_months"": 6, ""quarter_futures_months"": 17, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-09 04:30:13,2026-07-09 04:30:13
746,2026-07-09,2026-08-08,30,24,p20,8.7000,8.7235,0.0235,,,6.8466,1.8534,1.9319,8.7785,0.0785,2026-07-08,mixed_with_year_fallback,low,slightly_rising,neutral,51,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2028-07-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 1, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 92, ""monthly_futures_months"": 6, ""quarter_futures_months"": 17, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-09 04:30:13,2026-07-09 04:30:13
747,2026-07-09,2026-08-08,30,24,p80,9.5600,9.5680,0.0080,,,6.8466,2.7134,2.7401,9.5867,0.0267,2026-07-08,mixed_with_year_fallback,low,slightly_rising,neutral,51,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2028-07-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 1, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 92, ""monthly_futures_months"": 6, ""quarter_futures_months"": 17, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-09 04:30:14,2026-07-09 04:30:14
748,2026-07-10,2026-08-09,30,6,median,11.0500,11.0695,0.0195,,,9.2620,1.7880,1.8532,11.1151,0.0651,2026-07-09,all_monthly,low,slightly_rising,neutral,20,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2027-01-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 0, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 93, ""monthly_futures_months"": 6, ""quarter_futures_months"": 0, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-10 04:30:15,2026-07-10 04:30:15
749,2026-07-10,2026-08-09,30,6,p20,10.1175,10.1717,0.0542,,,9.2620,0.8555,1.0361,10.2980,0.1805,2026-07-09,all_monthly,low,slightly_rising,neutral,20,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2027-01-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 0, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 93, ""monthly_futures_months"": 6, ""quarter_futures_months"": 0, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-10 04:30:15,2026-07-10 04:30:15
750,2026-07-10,2026-08-09,30,6,p80,11.7018,11.7071,0.0053,,,9.2620,2.4398,2.4574,11.7193,0.0175,2026-07-09,all_monthly,low,slightly_rising,neutral,20,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2027-01-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 0, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 93, ""monthly_futures_months"": 6, ""quarter_futures_months"": 0, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-10 04:30:15,2026-07-10 04:30:15
751,2026-07-10,2026-08-09,30,12,median,10.0250,10.0320,0.0070,,,7.7529,2.2721,2.2955,10.0484,0.0234,2026-07-09,mixed_with_quarter_fallback,low,slightly_rising,neutral,50,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2027-07-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 0, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 93, ""monthly_futures_months"": 6, ""quarter_futures_months"": 6, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-10 04:30:15,2026-07-10 04:30:15
752,2026-07-10,2026-08-09,30,12,p20,9.4160,9.4653,0.0493,,,7.7529,1.6631,1.8276,9.5805,0.1645,2026-07-09,mixed_with_quarter_fallback,low,slightly_rising,neutral,50,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2027-07-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 0, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 93, ""monthly_futures_months"": 6, ""quarter_futures_months"": 6, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-10 04:30:15,2026-07-10 04:30:15
753,2026-07-10,2026-08-09,30,12,p80,10.4200,10.4697,0.0497,,,7.7529,2.6671,2.8328,10.5857,0.1657,2026-07-09,mixed_with_quarter_fallback,low,slightly_rising,neutral,50,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2027-07-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 0, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 93, ""monthly_futures_months"": 6, ""quarter_futures_months"": 6, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-10 04:30:15,2026-07-10 04:30:15
754,2026-07-10,2026-08-09,30,24,median,8.9900,9.0101,0.0201,,,6.8669,2.1231,2.1900,9.0569,0.0669,2026-07-09,mixed_with_year_fallback,low,slightly_rising,neutral,54,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2028-07-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 1, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 93, ""monthly_futures_months"": 6, ""quarter_futures_months"": 17, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-10 04:30:15,2026-07-10 04:30:15
755,2026-07-10,2026-08-09,30,24,p20,8.7380,8.7517,0.0137,,,6.8669,1.8711,1.9167,8.7836,0.0456,2026-07-09,mixed_with_year_fallback,low,slightly_rising,neutral,54,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2028-07-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 1, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 93, ""monthly_futures_months"": 6, ""quarter_futures_months"": 17, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-10 04:30:15,2026-07-10 04:30:15
756,2026-07-10,2026-08-09,30,24,p80,9.5015,9.5252,0.0237,,,6.8669,2.6346,2.7137,9.5806,0.0791,2026-07-09,mixed_with_year_fallback,low,slightly_rising,neutral,54,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2028-07-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 1, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 93, ""monthly_futures_months"": 6, ""quarter_futures_months"": 17, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-10 04:30:15,2026-07-10 04:30:15
757,2026-07-11,2026-08-10,30,6,median,11.2000,11.1776,-0.0224,,,9.2474,1.9526,1.8781,11.1254,-0.0746,2026-07-10,all_monthly,low,slightly_falling,neutral,19,fixed_term_ewma_gap_v1,"{""area"": ""FI"", ""model"": ""ewma_retail_premium_gap_closure"", ""ewma_alpha"": 0.25, ""vat_multiplier"": 1.255, ""delivery_end_month"": ""2027-01-01"", ""gap_closure_lambda"": 0.3, ""year_futures_months"": 0, ""delivery_start_month"": ""2026-08-01"", ""history_observations"": 94, ""monthly_futures_months"": 6, ""quarter_futures_months"": 0, ""missing_delivery_months"": [], ""minimum_history_observations"": 10, ""direction_threshold_cents_per_kwh"": 0.15}",,,,,,,,2026-07-11 04:30:15,2026-07-11 04:30:15
