status,reason,flags,pair_days,unique_contracts,date_count,first_date,last_date,contract_examples
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5006|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-07T22:38:14+00:00|historical_interpretation_id_5006|retrospective_historical_interpretation,22,1,22,2026-01-21,2026-02-11,lmdgov-pohjois-karjalan-sahko-oy-oiva-plus
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5007|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-07T22:38:27+00:00|historical_interpretation_id_5007|retrospective_historical_interpretation,47,1,47,2026-02-13,2026-03-31,lmdgov-pohjois-karjalan-sahko-oy-oiva-plus
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5115|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-07T23:18:21+00:00|historical_interpretation_id_5115|retrospective_historical_interpretation,44,1,22,2026-07-01,2026-07-22,mp4rls-nordic-green-energy-uusiutuva-hybridi-12k
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5234|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T00:00:38+00:00|historical_interpretation_id_5234|retrospective_historical_interpretation,2,1,2,2026-04-15,2026-04-16,npimup-vihrea-alyenergia-oy-vire-tuuli-kiintea-12kk
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5258|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T00:14:25+00:00|historical_interpretation_id_5258|retrospective_historical_interpretation,14,1,14,2026-02-13,2026-02-26,nvllc4-vattenfall-oy-optimi-porssisahko-6-kk-perusmaksu-0
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5259|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T00:15:14+00:00|historical_interpretation_id_5259|retrospective_historical_interpretation,1,1,1,2026-02-27,2026-02-27,nvllc4-vattenfall-oy-optimi-porssisahko-6-kk-perusmaksu-0
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5261|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T00:16:28+00:00|historical_interpretation_id_5261|retrospective_historical_interpretation,1,1,1,2026-05-31,2026-05-31,nvllc4-vattenfall-oy-optimi-porssisahko-6-kk-perusmaksu-0
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5262|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T00:16:54+00:00|historical_interpretation_id_5262|retrospective_historical_interpretation,25,1,25,2026-06-01,2026-06-25,nvllc4-vattenfall-oy-optimi-porssisahko-6-kk-perusmaksu-0
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5263|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T00:17:26+00:00|historical_interpretation_id_5263|retrospective_historical_interpretation,1,1,1,2026-06-26,2026-06-26,nvllc4-vattenfall-oy-optimi-porssisahko-6-kk-perusmaksu-0
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5264|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T00:17:53+00:00|historical_interpretation_id_5264|retrospective_historical_interpretation,26,1,26,2026-06-27,2026-07-22,nvllc4-vattenfall-oy-optimi-porssisahko-6-kk-perusmaksu-0
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5272|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T00:21:23+00:00|historical_interpretation_id_5272|retrospective_historical_interpretation,118,1,59,2026-05-09,2026-07-06,nzjuiv-vihrea-alyenergia-oy-vakaa-valinta
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5276|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T00:23:11+00:00|historical_interpretation_id_5276|retrospective_historical_interpretation,18,1,9,2026-02-03,2026-02-11,o0ugm1-nordic-green-energy-uusiutuva-hybridi-24kk
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5277|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T00:23:33+00:00|historical_interpretation_id_5277|retrospective_historical_interpretation,276,1,138,2026-02-13,2026-06-30,o0ugm1-nordic-green-energy-uusiutuva-hybridi-24kk
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5384|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T01:07:18+00:00|historical_interpretation_id_5384|retrospective_historical_interpretation,22,1,22,2026-01-21,2026-02-11,p5hupo-vihrea-alyenergia-oy-opiskelijan-verraton-porssisahko
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5385|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T01:07:36+00:00|historical_interpretation_id_5385|retrospective_historical_interpretation,14,1,14,2026-02-13,2026-02-26,p5hupo-vihrea-alyenergia-oy-opiskelijan-verraton-porssisahko
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5386|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T01:07:53+00:00|historical_interpretation_id_5386|retrospective_historical_interpretation,1,1,1,2026-02-27,2026-02-27,p5hupo-vihrea-alyenergia-oy-opiskelijan-verraton-porssisahko
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5387|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T01:08:12+00:00|historical_interpretation_id_5387|retrospective_historical_interpretation,4,1,4,2026-02-28,2026-03-03,p5hupo-vihrea-alyenergia-oy-opiskelijan-verraton-porssisahko
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5618|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T02:32:46+00:00|historical_interpretation_id_5618|retrospective_historical_interpretation,76,1,76,2026-05-08,2026-07-22,rheghs-vihrea-alyenergia-oy-vire-tuuli-kiintea-24kk
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5677|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T02:57:37+00:00|historical_interpretation_id_5677|retrospective_historical_interpretation,44,1,22,2026-01-21,2026-02-11,rwzpqh-vattenfall-oy-helppo-porssisahko
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5678|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T02:58:04+00:00|historical_interpretation_id_5678|retrospective_historical_interpretation,28,1,14,2026-02-13,2026-02-26,rwzpqh-vattenfall-oy-helppo-porssisahko
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5679|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T02:58:44+00:00|historical_interpretation_id_5679|retrospective_historical_interpretation,2,1,1,2026-02-27,2026-02-27,rwzpqh-vattenfall-oy-helppo-porssisahko
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5680|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T02:59:17+00:00|historical_interpretation_id_5680|retrospective_historical_interpretation,184,1,92,2026-02-28,2026-05-30,rwzpqh-vattenfall-oy-helppo-porssisahko
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5681|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T02:59:48+00:00|historical_interpretation_id_5681|retrospective_historical_interpretation,2,1,1,2026-05-31,2026-05-31,rwzpqh-vattenfall-oy-helppo-porssisahko
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5682|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T03:01:31+00:00|historical_interpretation_id_5682|retrospective_historical_interpretation,50,1,25,2026-06-01,2026-06-25,rwzpqh-vattenfall-oy-helppo-porssisahko
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5683|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T03:11:36+00:00|historical_interpretation_id_5683|retrospective_historical_interpretation,2,1,1,2026-06-26,2026-06-26,rwzpqh-vattenfall-oy-helppo-porssisahko
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5684|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T03:12:38+00:00|historical_interpretation_id_5684|retrospective_historical_interpretation,52,1,26,2026-06-27,2026-07-22,rwzpqh-vattenfall-oy-helppo-porssisahko
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5689|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T03:14:15+00:00|historical_interpretation_id_5689|retrospective_historical_interpretation,22,1,22,2026-07-01,2026-07-22,ryficp-pohjois-karjalan-sahko-oy-oiva-plus
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5715|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T03:24:44+00:00|historical_interpretation_id_5715|retrospective_historical_interpretation,44,1,22,2026-01-21,2026-02-11,s8awpq-nordic-green-energy-ilmasto-hybridi-12kk
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5716|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T03:25:01+00:00|historical_interpretation_id_5716|retrospective_historical_interpretation,276,1,138,2026-02-13,2026-06-30,s8awpq-nordic-green-energy-ilmasto-hybridi-12kk
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5718|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T03:25:38+00:00|historical_interpretation_id_5718|retrospective_historical_interpretation,42,1,21,2026-01-21,2026-02-10,s8vzuw-helen-oy-helpposahko-l
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5902|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T04:32:04+00:00|historical_interpretation_id_5902|retrospective_historical_interpretation,91,1,91,2026-04-01,2026-06-30,tscmvu-pohjois-karjalan-sahko-oy-oiva-plus
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5924|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T04:38:17+00:00|historical_interpretation_id_5924|retrospective_historical_interpretation,66,1,22,2026-01-21,2026-02-11,tzhgsz-vare-oy-kuukausisahko-l
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_5925|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T04:38:28+00:00|historical_interpretation_id_5925|retrospective_historical_interpretation,207,1,69,2026-02-13,2026-04-22,tzhgsz-vare-oy-kuukausisahko-l
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_6030|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T05:13:22+00:00|historical_interpretation_id_6030|retrospective_historical_interpretation,44,1,22,2026-07-01,2026-07-22,uxxof7-nordic-green-energy-ilmasto-hybridi-24kk
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_6078|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T05:26:58+00:00|historical_interpretation_id_6078|retrospective_historical_interpretation,44,1,22,2026-01-21,2026-02-11,vg9a0k-vare-oy-kuukausisahko-s
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_6079|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T05:27:06+00:00|historical_interpretation_id_6079|retrospective_historical_interpretation,138,1,69,2026-02-13,2026-04-22,vg9a0k-vare-oy-kuukausisahko-s
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_6113|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T05:37:35+00:00|historical_interpretation_id_6113|retrospective_historical_interpretation,22,1,22,2026-01-21,2026-02-11,vpswxf-pohjois-karjalan-sahko-oy-oiva-plus
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_6114|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T05:37:42+00:00|historical_interpretation_id_6114|retrospective_historical_interpretation,47,1,47,2026-02-13,2026-03-31,vpswxf-pohjois-karjalan-sahko-oy-oiva-plus
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_6150|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T05:47:22+00:00|historical_interpretation_id_6150|retrospective_historical_interpretation,18,1,9,2026-02-03,2026-02-11,vuethm-nordic-green-energy-ilmasto-hybridi-24kk
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_6151|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T05:47:41+00:00|historical_interpretation_id_6151|retrospective_historical_interpretation,276,1,138,2026-02-13,2026-06-30,vuethm-nordic-green-energy-ilmasto-hybridi-24kk
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_6195|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T06:01:24+00:00|historical_interpretation_id_6195|retrospective_historical_interpretation,26,1,26,2026-04-16,2026-05-11,whniel-vihrea-alyenergia-oy-vankka-kiintea-3kk-fossiilivapaa
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_6372|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T06:57:43+00:00|historical_interpretation_id_6372|retrospective_historical_interpretation,91,1,91,2026-04-01,2026-06-30,ya1ku3-pohjois-karjalan-sahko-oy-oiva-plus
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_6373|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T06:57:56+00:00|historical_interpretation_id_6373|retrospective_historical_interpretation,76,1,76,2026-05-08,2026-07-22,ya9hke-vihrea-alyenergia-oy-vire-tuuli-kiintea-12kk
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_6397|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T07:05:58+00:00|historical_interpretation_id_6397|retrospective_historical_interpretation,44,1,22,2026-07-01,2026-07-22,ygkgrj-pohjois-karjalan-sahko-oy-oiva
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_6498|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T07:37:29+00:00|historical_interpretation_id_6498|retrospective_historical_interpretation,66,1,22,2026-01-21,2026-02-11,zojywe-vattenfall-oy-ilmasto-vakio
unavailable,historical_consumption_eligibility_unknown_null_mask,canonical_omitted_no_covering_source_observation|historical_consumption_eligibility_unknown_null_mask|historical_episode_id_6499|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-08T07:38:00+00:00|historical_interpretation_id_6499|retrospective_historical_interpretation,480,1,160,2026-02-13,2026-07-22,zojywe-vattenfall-oy-ilmasto-vakio
unavailable,historical_consumption_out_of_range,canonical_interpretation_rejected_by_exact_target_validation|exact_source_legacy_null_observation_binding|historical_consumption_out_of_range|historical_household_statistics_scope_assumed,110,2,55,2026-07-24,2026-09-20,3sivst-helen-oy-helpposahko-s|lhlgjg-helen-oy-helpposahko-l
unavailable,historical_consumption_out_of_range,canonical_interpretation_rejected_by_exact_target_validation|exact_source_legacy_null_observation_binding|historical_consumption_out_of_range|historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation,10,2,4,2026-07-23,2026-07-26,3sivst-helen-oy-helpposahko-s|lhlgjg-helen-oy-helpposahko-l
unavailable,historical_consumption_out_of_range,exact_source_legacy_null_observation_binding|historical_consumption_out_of_range|historical_household_statistics_scope_assumed,1341,26,56,2026-07-24,2026-09-20,3y0qkc-helen-oy-helpposahko-l|75a4j5-vihrea-alyenergia-oy-vankka-kiintea-12-kk|9t1biv-pohjois-karjalan-sahko-oy-oiva-plus
unavailable,historical_consumption_out_of_range,exact_source_legacy_null_observation_binding|historical_consumption_out_of_range|historical_household_statistics_scope_assumed|retrospective_exact_source_interpretation,127,18,5,2026-07-23,2026-07-27,atagtz-nordic-green-energy-uusiutuva-hybridi-24kk|bfcizc-nordic-green-energy-ilmasto-hybridi-12kk|dyykyx-helen-oy-helpposahko-xs
unavailable,legacy_annual_cost_mask_unavailable,canonical_interpretation_rejected_by_exact_target_validation|canonical_omitted_no_valid_interpretation_as_of_date|historical_temporal_source_validation_unavailable|legacy_annual_cost_mask_unavailable|observed_relational_uniform_monthly_consumption,75,2,60,2026-07-23,2026-09-20,0uohci-vihrea-alyenergia-oy-opiskelijan-verraton-porssisahko|djobdk-vihrea-alyenergia-oy-vire-tuuli-opiskelija
unavailable,legacy_annual_cost_mask_unavailable,canonical_omitted_no_covering_source_observation|historical_canonical_omitted_interpretation_status_failed|legacy_annual_cost_mask_unavailable|observed_relational_uniform_monthly_consumption,601,4,167,2026-01-21,2026-07-22,lhlgjg-helen-oy-helpposahko-l|nvllc4-vattenfall-oy-optimi-porssisahko-6-kk-perusmaksu-0|q5rqdn-helen-oy-helpposahko-xs
unavailable,legacy_annual_cost_mask_unavailable,canonical_omitted_no_covering_source_observation|historical_canonical_omitted_no_covering_current_builder_episode|legacy_annual_cost_mask_unavailable|observed_relational_uniform_monthly_consumption,6,5,1,2026-07-23,2026-07-23,4jxjsu-vihrea-alyenergia-oy-vakaa-valinta|7tzr90-vihrea-alyenergia-oy-vankka-kiintea-12kk-fossiilivapaa|ibjlix-vihrea-alyenergia-oy-vankka-kiintea-24kk-fossiilivapaa
unavailable,missing_historical_snapshot_identity,missing_historical_snapshot_identity|observed_relational_uniform_monthly_consumption,92058,1542,242,2026-01-21,2026-09-20,00v8go-hehku-energia-oy-hehku-kiintea-24-kk|07ycbs-vihrea-alyenergia-oy-vankka-24kk-yrityksille-fossiilivapaa|09ommk-vaasan-sahko-myynti-oy-kiintea-24-kk-yleissahko-yrityksille
