status,contract,kwh,segment,guard_or_reason,pair_days,first_date,last_date
new,qkzfpq-hehku-energia-oy-hehku-kiintea-6-kk,2000,fixed_term_6,term_price_annualized,7,2026-01-21,2026-01-27
new,qkzfpq-hehku-energia-oy-hehku-kiintea-6-kk,5000,fixed_term_6,term_price_annualized,7,2026-01-21,2026-01-27
new,qkzfpq-hehku-energia-oy-hehku-kiintea-6-kk,18000,fixed_term_6,term_price_annualized,7,2026-01-21,2026-01-27
new,saedvj-vattenfall-oy-ilmasto-mix-6-kk,2000,fixed_term_6,term_price_annualized,5,2026-02-04,2026-02-08
new,saedvj-vattenfall-oy-ilmasto-mix-6-kk,5000,fixed_term_6,term_price_annualized,5,2026-02-04,2026-02-08
new,saedvj-vattenfall-oy-ilmasto-mix-6-kk,18000,fixed_term_6,term_price_annualized,5,2026-02-04,2026-02-08
new,tw1gnn-vare-oy-maaraaikainen-sahko-6-kk,2000,fixed_term_6,term_price_annualized,7,2026-02-04,2026-02-10
new,tw1gnn-vare-oy-maaraaikainen-sahko-6-kk,5000,fixed_term_6,term_price_annualized,7,2026-02-04,2026-02-10
new,tw1gnn-vare-oy-maaraaikainen-sahko-6-kk,18000,fixed_term_6,term_price_annualized,7,2026-02-04,2026-02-10
new,upsl6p-sahkotytot-oy-kiintea-6kk-ensimmainen-1kk-ilman-perusmaksua,2000,fixed_term_6,term_price_annualized,1,2026-03-11,2026-03-11
new,upsl6p-sahkotytot-oy-kiintea-6kk-ensimmainen-1kk-ilman-perusmaksua,5000,fixed_term_6,term_price_annualized,1,2026-03-11,2026-03-11
new,upsl6p-sahkotytot-oy-kiintea-6kk-ensimmainen-1kk-ilman-perusmaksua,18000,fixed_term_6,term_price_annualized,1,2026-03-11,2026-03-11
new,v5ej4k-helen-oy-maaraaikainen-perussahko-6-kk,2000,fixed_term_6,term_price_annualized,7,2026-02-03,2026-02-09
new,v5ej4k-helen-oy-maaraaikainen-perussahko-6-kk,5000,fixed_term_6,term_price_annualized,7,2026-02-03,2026-02-09
new,v5ej4k-helen-oy-maaraaikainen-perussahko-6-kk,18000,fixed_term_6,term_price_annualized,7,2026-02-03,2026-02-09
new,vvklfh-hehku-energia-oy-hehku-kiintea-6-kk,2000,fixed_term_6,term_price_annualized,3,2026-05-08,2026-05-10
new,vvklfh-hehku-energia-oy-hehku-kiintea-6-kk,5000,fixed_term_6,term_price_annualized,3,2026-05-08,2026-05-10
new,vvklfh-hehku-energia-oy-hehku-kiintea-6-kk,18000,fixed_term_6,term_price_annualized,3,2026-05-08,2026-05-10
new,wbgjpw-imatran-seudun-sahko-oy-voima-6-kk,2000,fixed_term_6,term_price_annualized,13,2026-03-20,2026-04-01
new,wbgjpw-imatran-seudun-sahko-oy-voima-6-kk,5000,fixed_term_6,term_price_annualized,13,2026-03-20,2026-04-01
new,wbgjpw-imatran-seudun-sahko-oy-voima-6-kk,18000,fixed_term_6,term_price_annualized,13,2026-03-20,2026-04-01
new,wktbhy-vattenfall-oy-ilmasto-mix-6-kk,2000,fixed_term_6,term_price_annualized,21,2026-06-10,2026-06-30
new,wktbhy-vattenfall-oy-ilmasto-mix-6-kk,5000,fixed_term_6,term_price_annualized,21,2026-06-10,2026-06-30
new,wktbhy-vattenfall-oy-ilmasto-mix-6-kk,18000,fixed_term_6,term_price_annualized,21,2026-06-10,2026-06-30
new,wyd6q2-vattenfall-oy-ilmasto-mix-6-kk,2000,fixed_term_6,term_price_annualized,9,2026-02-26,2026-03-06
new,wyd6q2-vattenfall-oy-ilmasto-mix-6-kk,5000,fixed_term_6,term_price_annualized,9,2026-02-26,2026-03-06
new,wyd6q2-vattenfall-oy-ilmasto-mix-6-kk,18000,fixed_term_6,term_price_annualized,9,2026-02-26,2026-03-06
new,xu1ssb-lumme-energia-vuosisahko-6-kk-hinta-joka-ei-heilu,2000,fixed_term_6,term_price_annualized,3,2026-03-28,2026-03-30
new,xu1ssb-lumme-energia-vuosisahko-6-kk-hinta-joka-ei-heilu,5000,fixed_term_6,term_price_annualized,3,2026-03-28,2026-03-30
new,xu1ssb-lumme-energia-vuosisahko-6-kk-hinta-joka-ei-heilu,18000,fixed_term_6,term_price_annualized,3,2026-03-28,2026-03-30
