cohort,model,id,fit_id,term,issue,target,basis,current,actual,prediction_price,prediction_delta,delta_source,actual_delta,saved_direction,actual_class
full57,unchanged,2026-07-27|12|median,,12,2026-07-27,2026-08-26,canonical_calculation,10.48,11.29,10.48,0,zero,0.8100,stable,up
full57,unchanged,2026-07-27|24|median,,24,2026-07-27,2026-08-26,canonical_calculation,9.64,10.0125,9.64,0,zero,0.3725,stable,up
full57,unchanged,2026-07-27|6|median,,6,2026-07-27,2026-08-26,canonical_calculation,11.6488,13.795,11.6488,0,zero,2.1462,stable,up
full57,unchanged,2026-07-28|12|median,,12,2026-07-28,2026-08-27,canonical_calculation,10.5225,11.2888,10.5225,0,zero,0.7663,stable,up
full57,unchanged,2026-07-28|24|median,,24,2026-07-28,2026-08-27,canonical_calculation,9.7638,10.0125,9.7638,0,zero,0.2487,stable,up
full57,unchanged,2026-07-28|6|median,,6,2026-07-28,2026-08-27,canonical_calculation,11.8096,13.795,11.8096,0,zero,1.9854,stable,up
full57,unchanged,2026-07-29|12|median,,12,2026-07-29,2026-08-28,canonical_calculation,10.6,11.2,10.6,0,zero,0.6000,stable,up
full57,unchanged,2026-07-29|24|median,,24,2026-07-29,2026-08-28,canonical_calculation,9.88,10.0125,9.88,0,zero,0.1325,stable,flat
full57,unchanged,2026-07-29|6|median,,6,2026-07-29,2026-08-28,canonical_calculation,11.885,13.785,11.885,0,zero,1.9000,stable,up
full57,unchanged,2026-07-30|12|median,,12,2026-07-30,2026-08-29,canonical_calculation,10.66,11.2,10.66,0,zero,0.5400,stable,up
full57,unchanged,2026-07-30|24|median,,24,2026-07-30,2026-08-29,canonical_calculation,9.8694,10.0125,9.8694,0,zero,0.1431,stable,flat
full57,unchanged,2026-07-30|6|median,,6,2026-07-30,2026-08-29,canonical_calculation,11.975,13.85,11.975,0,zero,1.8750,stable,up
full57,unchanged,2026-07-31|12|median,,12,2026-07-31,2026-08-30,canonical_calculation,10.8038,11.2,10.8038,0,zero,0.3962,stable,up
full57,unchanged,2026-07-31|24|median,,24,2026-07-31,2026-08-30,canonical_calculation,9.88,10.0125,9.88,0,zero,0.1325,stable,flat
full57,unchanged,2026-07-31|6|median,,6,2026-07-31,2026-08-30,canonical_calculation,12.0625,13.85,12.0625,0,zero,1.7875,stable,up
full57,unchanged,2026-08-01|12|median,,12,2026-08-01,2026-08-31,canonical_calculation,10.8667,11.2,10.8667,0,zero,0.3333,stable,up
full57,unchanged,2026-08-01|24|median,,24,2026-08-01,2026-08-31,canonical_calculation,9.8694,10.0125,9.8694,0,zero,0.1431,stable,flat
full57,unchanged,2026-08-01|6|median,,6,2026-08-01,2026-08-31,canonical_calculation,12.1646,13.85,12.1646,0,zero,1.6854,stable,up
full57,unchanged,2026-08-02|12|median,,12,2026-08-02,2026-09-01,canonical_calculation,10.8667,11.2,10.8667,0,zero,0.3333,stable,up
full57,unchanged,2026-08-02|24|median,,24,2026-08-02,2026-09-01,canonical_calculation,9.8482,10,9.8482,0,zero,0.1518,stable,up
full57,unchanged,2026-08-02|6|median,,6,2026-08-02,2026-09-01,canonical_calculation,12.1646,13.82,12.1646,0,zero,1.6554,stable,up
full57,unchanged,2026-08-03|12|median,,12,2026-08-03,2026-09-02,canonical_calculation,10.99,11.2,10.99,0,zero,0.2100,stable,up
full57,unchanged,2026-08-03|24|median,,24,2026-08-03,2026-09-02,canonical_calculation,9.88,10,9.88,0,zero,0.1200,stable,flat
full57,unchanged,2026-08-03|6|median,,6,2026-08-03,2026-09-02,canonical_calculation,12.1375,13.82,12.1375,0,zero,1.6825,stable,up
full57,unchanged,2026-08-04|12|median,,12,2026-08-04,2026-09-03,canonical_calculation,10.99,11.2875,10.99,0,zero,0.2975,stable,up
full57,unchanged,2026-08-04|24|median,,24,2026-08-04,2026-09-03,canonical_calculation,9.8588,10.0325,9.8588,0,zero,0.1737,stable,up
full57,unchanged,2026-08-04|6|median,,6,2026-08-04,2026-09-03,canonical_calculation,12.1646,13.975,12.1646,0,zero,1.8104,stable,up
full57,unchanged,2026-08-05|12|median,,12,2026-08-05,2026-09-04,canonical_calculation,10.99,11.3284,10.99,0,zero,0.3384,stable,up
full57,unchanged,2026-08-05|24|median,,24,2026-08-05,2026-09-04,canonical_calculation,9.99,10.0392,9.99,0,zero,0.0492,stable,flat
full57,unchanged,2026-08-05|6|median,,6,2026-08-05,2026-09-04,canonical_calculation,12.64,14.0342,12.64,0,zero,1.3942,stable,up
full57,unchanged,2026-08-06|12|median,,12,2026-08-06,2026-09-05,canonical_calculation,11.16,11.3284,11.16,0,zero,0.1684,stable,up
full57,unchanged,2026-08-06|24|median,,24,2026-08-06,2026-09-05,canonical_calculation,10.0163,10.0325,10.0163,0,zero,0.0162,stable,flat
full57,unchanged,2026-08-06|6|median,,6,2026-08-06,2026-09-05,canonical_calculation,12.64,14.0342,12.64,0,zero,1.3942,stable,up
full57,unchanged,2026-08-07|12|median,,12,2026-08-07,2026-09-06,canonical_calculation,11.33,11.3284,11.33,0,zero,-0.0016,stable,flat
full57,unchanged,2026-08-07|24|median,,24,2026-08-07,2026-09-06,canonical_calculation,10,10.0325,10,0,zero,0.0325,stable,flat
full57,unchanged,2026-08-07|6|median,,6,2026-08-07,2026-09-06,canonical_calculation,12.64,14.0342,12.64,0,zero,1.3942,stable,up
full57,unchanged,2026-08-08|12|median,,12,2026-08-08,2026-09-07,canonical_calculation,11.33,11.3284,11.33,0,zero,-0.0016,stable,flat
full57,unchanged,2026-08-08|24|median,,24,2026-08-08,2026-09-07,canonical_calculation,10,10.0392,10,0,zero,0.0392,stable,flat
full57,unchanged,2026-08-08|6|median,,6,2026-08-08,2026-09-07,canonical_calculation,13.195,14.0342,13.195,0,zero,0.8392,stable,up
full57,unchanged,2026-08-09|12|median,,12,2026-08-09,2026-09-08,canonical_calculation,11.33,11.4,11.33,0,zero,0.0700,stable,flat
full57,unchanged,2026-08-09|24|median,,24,2026-08-09,2026-09-08,canonical_calculation,10,10.1219,10,0,zero,0.1219,stable,flat
full57,unchanged,2026-08-09|6|median,,6,2026-08-09,2026-09-08,canonical_calculation,13.195,14.465,13.195,0,zero,1.2700,stable,up
full57,unchanged,2026-08-10|12|median,,12,2026-08-10,2026-09-09,canonical_calculation,11.33,11.49,11.33,0,zero,0.1600,stable,up
full57,unchanged,2026-08-10|24|median,,24,2026-08-10,2026-09-09,canonical_calculation,10,10.18,10,0,zero,0.1800,stable,up
full57,unchanged,2026-08-10|6|median,,6,2026-08-10,2026-09-09,canonical_calculation,13.195,14.465,13.195,0,zero,1.2700,stable,up
full57,unchanged,2026-08-11|12|median,,12,2026-08-11,2026-09-10,canonical_calculation,11.32,11.85,11.32,0,zero,0.5300,stable,up
full57,unchanged,2026-08-11|24|median,,24,2026-08-11,2026-09-10,canonical_calculation,10,10.2,10,0,zero,0.2000,stable,up
full57,unchanged,2026-08-11|6|median,,6,2026-08-11,2026-09-10,canonical_calculation,13.25,14.43,13.25,0,zero,1.1800,stable,up
full57,unchanged,2026-08-12|12|median,,12,2026-08-12,2026-09-11,canonical_calculation,11.32,11.8,11.32,0,zero,0.4800,stable,up
full57,unchanged,2026-08-12|24|median,,24,2026-08-12,2026-09-11,canonical_calculation,10,10.35,10,0,zero,0.3500,stable,up
full57,unchanged,2026-08-12|6|median,,6,2026-08-12,2026-09-11,canonical_calculation,13.25,14.465,13.25,0,zero,1.2150,stable,up
full57,unchanged,2026-08-13|12|median,,12,2026-08-13,2026-09-12,canonical_calculation,11.32,11.9409,11.32,0,zero,0.6209,stable,up
full57,unchanged,2026-08-13|24|median,,24,2026-08-13,2026-09-12,canonical_calculation,10,10.56,10,0,zero,0.5600,stable,up
full57,unchanged,2026-08-13|6|median,,6,2026-08-13,2026-09-12,canonical_calculation,13.25,14.5294,13.25,0,zero,1.2794,stable,up
full57,unchanged,2026-08-14|12|median,,12,2026-08-14,2026-09-13,canonical_calculation,11.32,11.9409,11.32,0,zero,0.6209,stable,up
full57,unchanged,2026-08-14|24|median,,24,2026-08-14,2026-09-13,canonical_calculation,10,10.56,10,0,zero,0.5600,stable,up
full57,unchanged,2026-08-14|6|median,,6,2026-08-14,2026-09-13,canonical_calculation,13.25,14.5294,13.25,0,zero,1.2794,stable,up
full57,v3,2026-07-27|12|median,,12,2026-07-27,2026-08-26,canonical_calculation,10.48,11.29,10.5009,0.0209,replay_expected_change,0.8100,slightly_rising,up
full57,v3,2026-07-27|24|median,,24,2026-07-27,2026-08-26,canonical_calculation,9.64,10.0125,9.6252,-0.0148,replay_expected_change,0.3725,slightly_falling,up
full57,v3,2026-07-27|6|median,,6,2026-07-27,2026-08-26,canonical_calculation,11.6488,13.795,11.6845,0.0357,replay_expected_change,2.1462,slightly_rising,up
full57,v3,2026-07-28|12|median,,12,2026-07-28,2026-08-27,canonical_calculation,10.5225,11.2888,10.467,-0.0555,replay_expected_change,0.7663,slightly_falling,up
full57,v3,2026-07-28|24|median,,24,2026-07-28,2026-08-27,canonical_calculation,9.7638,10.0125,9.6798,-0.084,replay_expected_change,0.2487,slightly_falling,up
full57,v3,2026-07-28|6|median,,6,2026-07-28,2026-08-27,canonical_calculation,11.8096,13.795,11.7135,-0.0961,replay_expected_change,1.9854,slightly_falling,up
full57,v3,2026-07-29|12|median,,12,2026-07-29,2026-08-28,canonical_calculation,10.6,11.2,10.5119,-0.0881,replay_expected_change,0.6000,slightly_falling,up
full57,v3,2026-07-29|24|median,,24,2026-07-29,2026-08-28,canonical_calculation,9.88,10.0125,9.763,-0.117,replay_expected_change,0.1325,slightly_falling,flat
full57,v3,2026-07-29|6|median,,6,2026-07-29,2026-08-28,canonical_calculation,11.885,13.785,11.7677,-0.1173,replay_expected_change,1.9000,slightly_falling,up
full57,v3,2026-07-30|12|median,,12,2026-07-30,2026-08-29,canonical_calculation,10.66,11.2,10.663,0.003,replay_expected_change,0.5400,slightly_rising,up
full57,v3,2026-07-30|24|median,,24,2026-07-30,2026-08-29,canonical_calculation,9.8694,10.0125,9.829,-0.0404,replay_expected_change,0.1431,slightly_falling,flat
full57,v3,2026-07-30|6|median,,6,2026-07-30,2026-08-29,canonical_calculation,11.975,13.85,11.9736,-0.0014,replay_expected_change,1.8750,slightly_falling,up
full57,v3,2026-07-31|12|median,,12,2026-07-31,2026-08-30,canonical_calculation,10.8038,11.2,10.7524,-0.0514,replay_expected_change,0.3962,slightly_falling,up
full57,v3,2026-07-31|24|median,,24,2026-07-31,2026-08-30,canonical_calculation,9.88,10.0125,9.8441,-0.0359,replay_expected_change,0.1325,slightly_falling,flat
full57,v3,2026-07-31|6|median,,6,2026-07-31,2026-08-30,canonical_calculation,12.0625,13.85,12.0248,-0.0377,replay_expected_change,1.7875,slightly_falling,up
full57,v3,2026-08-01|12|median,,12,2026-08-01,2026-08-31,canonical_calculation,10.8667,11.2,10.852,-0.0147,replay_expected_change,0.3333,slightly_falling,up
full57,v3,2026-08-01|24|median,,24,2026-08-01,2026-08-31,canonical_calculation,9.8694,10.0125,9.9046,0.0352,replay_expected_change,0.1431,slightly_rising,flat
full57,v3,2026-08-01|6|median,,6,2026-08-01,2026-08-31,canonical_calculation,12.1646,13.85,12.5662,0.4016,replay_expected_change,1.6854,rising,up
full57,v3,2026-08-02|12|median,,12,2026-08-02,2026-09-01,canonical_calculation,10.8667,11.2,10.8557,-0.011,replay_expected_change,0.3333,slightly_falling,up
full57,v3,2026-08-02|24|median,,24,2026-08-02,2026-09-01,canonical_calculation,9.8482,10,9.8809,0.0327,replay_expected_change,0.1518,slightly_rising,up
full57,v3,2026-08-02|6|median,,6,2026-08-02,2026-09-01,canonical_calculation,12.1646,13.82,12.4658,0.3012,replay_expected_change,1.6554,rising,up
full57,v3,2026-08-03|12|median,,12,2026-08-03,2026-09-02,canonical_calculation,10.99,11.2,10.9447,-0.0453,replay_expected_change,0.2100,slightly_falling,up
full57,v3,2026-08-03|24|median,,24,2026-08-03,2026-09-02,canonical_calculation,9.88,10,9.895,0.015,replay_expected_change,0.1200,slightly_rising,flat
full57,v3,2026-08-03|6|median,,6,2026-08-03,2026-09-02,canonical_calculation,12.1375,13.82,12.3715,0.234,replay_expected_change,1.6825,rising,up
full57,v3,2026-08-04|12|median,,12,2026-08-04,2026-09-03,canonical_calculation,10.99,11.2875,10.9081,-0.0819,replay_expected_change,0.2975,slightly_falling,up
full57,v3,2026-08-04|24|median,,24,2026-08-04,2026-09-03,canonical_calculation,9.8588,10.0325,9.8527,-0.0061,replay_expected_change,0.1737,slightly_falling,up
full57,v3,2026-08-04|6|median,,6,2026-08-04,2026-09-03,canonical_calculation,12.1646,13.975,12.237,0.0724,replay_expected_change,1.8104,slightly_rising,up
full57,v3,2026-08-05|12|median,,12,2026-08-05,2026-09-04,canonical_calculation,10.99,11.3284,10.9614,-0.0286,replay_expected_change,0.3384,slightly_falling,up
full57,v3,2026-08-05|24|median,,24,2026-08-05,2026-09-04,canonical_calculation,9.99,10.0392,9.9629,-0.0271,replay_expected_change,0.0492,slightly_falling,flat
full57,v3,2026-08-05|6|median,,6,2026-08-05,2026-09-04,canonical_calculation,12.64,14.0342,12.6123,-0.0277,replay_expected_change,1.3942,slightly_falling,up
full57,v3,2026-08-06|12|median,,12,2026-08-06,2026-09-05,canonical_calculation,11.16,11.3284,11.0325,-0.1275,replay_expected_change,0.1684,slightly_falling,up
full57,v3,2026-08-06|24|median,,24,2026-08-06,2026-09-05,canonical_calculation,10.0163,10.0325,9.9555,-0.0608,replay_expected_change,0.0162,slightly_falling,flat
full57,v3,2026-08-06|6|median,,6,2026-08-06,2026-09-05,canonical_calculation,12.64,14.0342,12.5355,-0.1045,replay_expected_change,1.3942,slightly_falling,up
full57,v3,2026-08-07|12|median,,12,2026-08-07,2026-09-06,canonical_calculation,11.33,11.3284,11.1802,-0.1498,replay_expected_change,-0.0016,slightly_falling,flat
full57,v3,2026-08-07|24|median,,24,2026-08-07,2026-09-06,canonical_calculation,10,10.0325,9.965,-0.035,replay_expected_change,0.0325,slightly_falling,flat
full57,v3,2026-08-07|6|median,,6,2026-08-07,2026-09-06,canonical_calculation,12.64,14.0342,12.5613,-0.0787,replay_expected_change,1.3942,slightly_falling,up
full57,v3,2026-08-08|12|median,,12,2026-08-08,2026-09-07,canonical_calculation,11.33,11.3284,11.2136,-0.1164,replay_expected_change,-0.0016,slightly_falling,flat
full57,v3,2026-08-08|24|median,,24,2026-08-08,2026-09-07,canonical_calculation,10,10.0392,9.9722,-0.0278,replay_expected_change,0.0392,slightly_falling,flat
full57,v3,2026-08-08|6|median,,6,2026-08-08,2026-09-07,canonical_calculation,13.195,14.0342,12.9454,-0.2496,replay_expected_change,0.8392,falling,up
full57,v3,2026-08-09|12|median,,12,2026-08-09,2026-09-08,canonical_calculation,11.33,11.4,11.2427,-0.0873,replay_expected_change,0.0700,slightly_falling,flat
full57,v3,2026-08-09|24|median,,24,2026-08-09,2026-09-08,canonical_calculation,10,10.1219,9.9791,-0.0209,replay_expected_change,0.1219,slightly_falling,flat
full57,v3,2026-08-09|6|median,,6,2026-08-09,2026-09-08,canonical_calculation,13.195,14.465,13.0078,-0.1872,replay_expected_change,1.2700,falling,up
full57,v3,2026-08-10|12|median,,12,2026-08-10,2026-09-09,canonical_calculation,11.33,11.49,11.2645,-0.0655,replay_expected_change,0.1600,slightly_falling,up
full57,v3,2026-08-10|24|median,,24,2026-08-10,2026-09-09,canonical_calculation,10,10.18,9.9843,-0.0157,replay_expected_change,0.1800,slightly_falling,up
full57,v3,2026-08-10|6|median,,6,2026-08-10,2026-09-09,canonical_calculation,13.195,14.465,13.0546,-0.1404,replay_expected_change,1.2700,slightly_falling,up
full57,v3,2026-08-11|12|median,,12,2026-08-11,2026-09-10,canonical_calculation,11.32,11.85,11.3094,-0.0106,replay_expected_change,0.5300,slightly_falling,up
full57,v3,2026-08-11|24|median,,24,2026-08-11,2026-09-10,canonical_calculation,10,10.2,10.0105,0.0105,replay_expected_change,0.2000,slightly_rising,up
full57,v3,2026-08-11|6|median,,6,2026-08-11,2026-09-10,canonical_calculation,13.25,14.43,13.1783,-0.0717,replay_expected_change,1.1800,slightly_falling,up
full57,v3,2026-08-12|12|median,,12,2026-08-12,2026-09-11,canonical_calculation,11.32,11.8,11.2989,-0.0211,replay_expected_change,0.4800,slightly_falling,up
full57,v3,2026-08-12|24|median,,24,2026-08-12,2026-09-11,canonical_calculation,10,10.35,10.0014,0.0014,replay_expected_change,0.3500,slightly_rising,up
full57,v3,2026-08-12|6|median,,6,2026-08-12,2026-09-11,canonical_calculation,13.25,14.465,13.1741,-0.0759,replay_expected_change,1.2150,slightly_falling,up
full57,v3,2026-08-13|12|median,,12,2026-08-13,2026-09-12,canonical_calculation,11.32,11.9409,11.3099,-0.0101,replay_expected_change,0.6209,slightly_falling,up
full57,v3,2026-08-13|24|median,,24,2026-08-13,2026-09-12,canonical_calculation,10,10.56,10.0077,0.0077,replay_expected_change,0.5600,slightly_rising,up
full57,v3,2026-08-13|6|median,,6,2026-08-13,2026-09-12,canonical_calculation,13.25,14.5294,13.2018,-0.0482,replay_expected_change,1.2794,slightly_falling,up
full57,v3,2026-08-14|12|median,,12,2026-08-14,2026-09-13,canonical_calculation,11.32,11.9409,11.269,-0.051,replay_expected_change,0.6209,slightly_falling,up
full57,v3,2026-08-14|24|median,,24,2026-08-14,2026-09-13,canonical_calculation,10,10.56,9.9738,-0.0262,replay_expected_change,0.5600,slightly_falling,up
full57,v3,2026-08-14|6|median,,6,2026-08-14,2026-09-13,canonical_calculation,13.25,14.5294,13.1624,-0.0876,replay_expected_change,1.2794,slightly_falling,up
matched48,unchanged,2026-07-27|12|median,,12,2026-07-27,2026-08-26,canonical_calculation,10.48,11.29,10.48,0,zero,0.8100,stable,up
matched48,unchanged,2026-07-27|24|median,,24,2026-07-27,2026-08-26,canonical_calculation,9.64,10.0125,9.64,0,zero,0.3725,stable,up
matched48,unchanged,2026-07-27|6|median,,6,2026-07-27,2026-08-26,canonical_calculation,11.6488,13.795,11.6488,0,zero,2.1462,stable,up
matched48,unchanged,2026-07-28|12|median,,12,2026-07-28,2026-08-27,canonical_calculation,10.5225,11.2888,10.5225,0,zero,0.7663,stable,up
matched48,unchanged,2026-07-28|24|median,,24,2026-07-28,2026-08-27,canonical_calculation,9.7638,10.0125,9.7638,0,zero,0.2487,stable,up
matched48,unchanged,2026-07-28|6|median,,6,2026-07-28,2026-08-27,canonical_calculation,11.8096,13.795,11.8096,0,zero,1.9854,stable,up
matched48,unchanged,2026-07-29|12|median,,12,2026-07-29,2026-08-28,canonical_calculation,10.6,11.2,10.6,0,zero,0.6000,stable,up
matched48,unchanged,2026-07-29|24|median,,24,2026-07-29,2026-08-28,canonical_calculation,9.88,10.0125,9.88,0,zero,0.1325,stable,flat
matched48,unchanged,2026-07-29|6|median,,6,2026-07-29,2026-08-28,canonical_calculation,11.885,13.785,11.885,0,zero,1.9000,stable,up
matched48,unchanged,2026-07-30|12|median,,12,2026-07-30,2026-08-29,canonical_calculation,10.66,11.2,10.66,0,zero,0.5400,stable,up
matched48,unchanged,2026-07-30|24|median,,24,2026-07-30,2026-08-29,canonical_calculation,9.8694,10.0125,9.8694,0,zero,0.1431,stable,flat
matched48,unchanged,2026-07-30|6|median,,6,2026-07-30,2026-08-29,canonical_calculation,11.975,13.85,11.975,0,zero,1.8750,stable,up
matched48,unchanged,2026-07-31|12|median,,12,2026-07-31,2026-08-30,canonical_calculation,10.8038,11.2,10.8038,0,zero,0.3962,stable,up
matched48,unchanged,2026-07-31|24|median,,24,2026-07-31,2026-08-30,canonical_calculation,9.88,10.0125,9.88,0,zero,0.1325,stable,flat
matched48,unchanged,2026-07-31|6|median,,6,2026-07-31,2026-08-30,canonical_calculation,12.0625,13.85,12.0625,0,zero,1.7875,stable,up
matched48,unchanged,2026-08-01|12|median,,12,2026-08-01,2026-08-31,canonical_calculation,10.8667,11.2,10.8667,0,zero,0.3333,stable,up
matched48,unchanged,2026-08-01|24|median,,24,2026-08-01,2026-08-31,canonical_calculation,9.8694,10.0125,9.8694,0,zero,0.1431,stable,flat
matched48,unchanged,2026-08-01|6|median,,6,2026-08-01,2026-08-31,canonical_calculation,12.1646,13.85,12.1646,0,zero,1.6854,stable,up
matched48,unchanged,2026-08-05|12|median,,12,2026-08-05,2026-09-04,canonical_calculation,10.99,11.3284,10.99,0,zero,0.3384,stable,up
matched48,unchanged,2026-08-05|24|median,,24,2026-08-05,2026-09-04,canonical_calculation,9.99,10.0392,9.99,0,zero,0.0492,stable,flat
matched48,unchanged,2026-08-05|6|median,,6,2026-08-05,2026-09-04,canonical_calculation,12.64,14.0342,12.64,0,zero,1.3942,stable,up
matched48,unchanged,2026-08-06|12|median,,12,2026-08-06,2026-09-05,canonical_calculation,11.16,11.3284,11.16,0,zero,0.1684,stable,up
matched48,unchanged,2026-08-06|24|median,,24,2026-08-06,2026-09-05,canonical_calculation,10.0163,10.0325,10.0163,0,zero,0.0162,stable,flat
matched48,unchanged,2026-08-06|6|median,,6,2026-08-06,2026-09-05,canonical_calculation,12.64,14.0342,12.64,0,zero,1.3942,stable,up
matched48,unchanged,2026-08-07|12|median,,12,2026-08-07,2026-09-06,canonical_calculation,11.33,11.3284,11.33,0,zero,-0.0016,stable,flat
matched48,unchanged,2026-08-07|24|median,,24,2026-08-07,2026-09-06,canonical_calculation,10,10.0325,10,0,zero,0.0325,stable,flat
matched48,unchanged,2026-08-07|6|median,,6,2026-08-07,2026-09-06,canonical_calculation,12.64,14.0342,12.64,0,zero,1.3942,stable,up
matched48,unchanged,2026-08-08|12|median,,12,2026-08-08,2026-09-07,canonical_calculation,11.33,11.3284,11.33,0,zero,-0.0016,stable,flat
matched48,unchanged,2026-08-08|24|median,,24,2026-08-08,2026-09-07,canonical_calculation,10,10.0392,10,0,zero,0.0392,stable,flat
matched48,unchanged,2026-08-08|6|median,,6,2026-08-08,2026-09-07,canonical_calculation,13.195,14.0342,13.195,0,zero,0.8392,stable,up
matched48,unchanged,2026-08-09|12|median,,12,2026-08-09,2026-09-08,canonical_calculation,11.33,11.4,11.33,0,zero,0.0700,stable,flat
matched48,unchanged,2026-08-09|24|median,,24,2026-08-09,2026-09-08,canonical_calculation,10,10.1219,10,0,zero,0.1219,stable,flat
matched48,unchanged,2026-08-09|6|median,,6,2026-08-09,2026-09-08,canonical_calculation,13.195,14.465,13.195,0,zero,1.2700,stable,up
matched48,unchanged,2026-08-10|12|median,,12,2026-08-10,2026-09-09,canonical_calculation,11.33,11.49,11.33,0,zero,0.1600,stable,up
matched48,unchanged,2026-08-10|24|median,,24,2026-08-10,2026-09-09,canonical_calculation,10,10.18,10,0,zero,0.1800,stable,up
matched48,unchanged,2026-08-10|6|median,,6,2026-08-10,2026-09-09,canonical_calculation,13.195,14.465,13.195,0,zero,1.2700,stable,up
matched48,unchanged,2026-08-11|12|median,,12,2026-08-11,2026-09-10,canonical_calculation,11.32,11.85,11.32,0,zero,0.5300,stable,up
matched48,unchanged,2026-08-11|24|median,,24,2026-08-11,2026-09-10,canonical_calculation,10,10.2,10,0,zero,0.2000,stable,up
matched48,unchanged,2026-08-11|6|median,,6,2026-08-11,2026-09-10,canonical_calculation,13.25,14.43,13.25,0,zero,1.1800,stable,up
matched48,unchanged,2026-08-12|12|median,,12,2026-08-12,2026-09-11,canonical_calculation,11.32,11.8,11.32,0,zero,0.4800,stable,up
matched48,unchanged,2026-08-12|24|median,,24,2026-08-12,2026-09-11,canonical_calculation,10,10.35,10,0,zero,0.3500,stable,up
matched48,unchanged,2026-08-12|6|median,,6,2026-08-12,2026-09-11,canonical_calculation,13.25,14.465,13.25,0,zero,1.2150,stable,up
matched48,unchanged,2026-08-13|12|median,,12,2026-08-13,2026-09-12,canonical_calculation,11.32,11.9409,11.32,0,zero,0.6209,stable,up
matched48,unchanged,2026-08-13|24|median,,24,2026-08-13,2026-09-12,canonical_calculation,10,10.56,10,0,zero,0.5600,stable,up
matched48,unchanged,2026-08-13|6|median,,6,2026-08-13,2026-09-12,canonical_calculation,13.25,14.5294,13.25,0,zero,1.2794,stable,up
matched48,unchanged,2026-08-14|12|median,,12,2026-08-14,2026-09-13,canonical_calculation,11.32,11.9409,11.32,0,zero,0.6209,stable,up
matched48,unchanged,2026-08-14|24|median,,24,2026-08-14,2026-09-13,canonical_calculation,10,10.56,10,0,zero,0.5600,stable,up
matched48,unchanged,2026-08-14|6|median,,6,2026-08-14,2026-09-13,canonical_calculation,13.25,14.5294,13.25,0,zero,1.2794,stable,up
matched48,v2,2026-07-27|12|median,,12,2026-07-27,2026-08-26,canonical_calculation,10.48,11.29,10.5009,0.0209,stored_expected_change,0.8100,slightly_rising,up
matched48,v2,2026-07-27|24|median,,24,2026-07-27,2026-08-26,canonical_calculation,9.64,10.0125,9.6252,-0.0148,stored_expected_change,0.3725,slightly_falling,up
matched48,v2,2026-07-27|6|median,,6,2026-07-27,2026-08-26,canonical_calculation,11.6488,13.795,11.6845,0.0357,stored_expected_change,2.1462,slightly_rising,up
matched48,v2,2026-07-28|12|median,,12,2026-07-28,2026-08-27,canonical_calculation,10.5225,11.2888,10.4722,-0.0503,stored_expected_change,0.7663,slightly_falling,up
matched48,v2,2026-07-28|24|median,,24,2026-07-28,2026-08-27,canonical_calculation,9.7638,10.0125,9.6761,-0.0877,stored_expected_change,0.2487,slightly_falling,up
matched48,v2,2026-07-28|6|median,,6,2026-07-28,2026-08-27,canonical_calculation,11.8096,13.795,11.7224,-0.0872,stored_expected_change,1.9854,slightly_falling,up
matched48,v2,2026-07-29|12|median,,12,2026-07-29,2026-08-28,canonical_calculation,10.6,11.2,10.5033,-0.0967,stored_expected_change,0.6000,slightly_falling,up
matched48,v2,2026-07-29|24|median,,24,2026-07-29,2026-08-28,canonical_calculation,9.88,10.0125,9.7383,-0.1417,stored_expected_change,0.1325,slightly_falling,flat
matched48,v2,2026-07-29|6|median,,6,2026-07-29,2026-08-28,canonical_calculation,11.885,13.785,11.7526,-0.1324,stored_expected_change,1.9000,slightly_falling,up
matched48,v2,2026-07-30|12|median,,12,2026-07-30,2026-08-29,canonical_calculation,10.66,11.2,10.6324,-0.0276,stored_expected_change,0.5400,slightly_falling,up
matched48,v2,2026-07-30|24|median,,24,2026-07-30,2026-08-29,canonical_calculation,9.8694,10.0125,9.7750,-0.0944,stored_expected_change,0.1431,slightly_falling,flat
matched48,v2,2026-07-30|6|median,,6,2026-07-30,2026-08-29,canonical_calculation,11.975,13.85,11.9292,-0.0458,stored_expected_change,1.8750,slightly_falling,up
matched48,v2,2026-07-31|12|median,,12,2026-07-31,2026-08-30,canonical_calculation,10.8038,11.2,10.7225,-0.0813,stored_expected_change,0.3962,slightly_falling,up
matched48,v2,2026-07-31|24|median,,24,2026-07-31,2026-08-30,canonical_calculation,9.88,10.0125,9.7800,-0.1000,stored_expected_change,0.1325,slightly_falling,flat
matched48,v2,2026-07-31|6|median,,6,2026-07-31,2026-08-30,canonical_calculation,12.0625,13.85,11.9801,-0.0824,stored_expected_change,1.7875,slightly_falling,up
matched48,v2,2026-08-01|12|median,,12,2026-08-01,2026-08-31,canonical_calculation,10.8667,11.2,10.8093,-0.0574,stored_expected_change,0.3333,slightly_falling,up
matched48,v2,2026-08-01|24|median,,24,2026-08-01,2026-08-31,canonical_calculation,9.8694,10.0125,9.8315,-0.0379,stored_expected_change,0.1431,slightly_falling,flat
matched48,v2,2026-08-01|6|median,,6,2026-08-01,2026-08-31,canonical_calculation,12.1646,13.85,12.5120,0.3474,stored_expected_change,1.6854,rising,up
matched48,v2,2026-08-05|12|median,,12,2026-08-05,2026-09-04,canonical_calculation,10.99,11.3284,10.8805,-0.1095,stored_expected_change,0.3384,slightly_falling,up
