cohort,model,term,threshold,n,issue_days,first_issue,last_issue,correct,correct_rate,missed_move,missed_move_rate,false_move,false_move_rate,wrong_way,wrong_way_rate,actual_down,down__down,down__flat,down__up,down_recall_numerator,down_recall_denominator,down_recall,down_precision_numerator,down_precision_denominator,down_precision,actual_flat,flat__down,flat__flat,flat__up,flat_recall_numerator,flat_recall_denominator,flat_recall,flat_precision_numerator,flat_precision_denominator,flat_precision,actual_up,up__down,up__flat,up__up,up_recall_numerator,up_recall_denominator,up_recall,up_precision_numerator,up_precision_denominator,up_precision,balanced_accuracy
older57,basket,6,0.15,19,19,2026-06-08,2026-06-26,16,0.8421052631578947,3,0.15789473684210525,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,3,0.0,19,0,3,16,16,19,0.8421052631578947,16,16,1.0,
older57,basket,6,0.10,19,19,2026-06-08,2026-06-26,17,0.8947368421052632,2,0.10526315789473684,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,2,0.0,19,0,2,17,17,19,0.8947368421052632,17,17,1.0,
older57,basket,6,0.05,19,19,2026-06-08,2026-06-26,17,0.8947368421052632,2,0.10526315789473684,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,2,0.0,19,0,2,17,17,19,0.8947368421052632,17,17,1.0,
older57,basket,all,0.15,57,19,2026-06-08,2026-06-26,33,0.5789473684210527,6,0.10526315789473684,16,0.2807017543859649,2,0.03508771929824561,2,0,0,2,0,2,0.0,0,0,,16,0,0,16,0,16,0.0,0,6,0.0,39,0,6,33,33,39,0.8461538461538461,33,51,0.6470588235294118,0.28205128205128205
older57,basket,all,0.10,57,19,2026-06-08,2026-06-26,35,0.6140350877192983,4,0.07017543859649122,16,0.2807017543859649,2,0.03508771929824561,2,0,0,2,0,2,0.0,0,0,,16,0,0,16,0,16,0.0,0,4,0.0,39,0,4,35,35,39,0.8974358974358975,35,53,0.660377358490566,0.29914529914529914
older57,basket,all,0.05,57,19,2026-06-08,2026-06-26,36,0.631578947368421,3,0.05263157894736842,16,0.2807017543859649,2,0.03508771929824561,2,0,0,2,0,2,0.0,0,0,,16,0,0,16,0,16,0.0,0,3,0.0,39,0,3,36,36,39,0.9230769230769231,36,54,0.6666666666666666,0.3076923076923077
older57,gap,12,0.15,19,19,2026-06-08,2026-06-26,8,0.42105263157894735,11,0.5789473684210527,0,0.0,0,0.0,2,0,2,0,0,2,0.0,0,0,,8,0,8,0,8,8,1.0,8,19,0.42105263157894735,9,0,9,0,0,9,0.0,0,0,,0.3333333333333333
older57,gap,12,0.10,19,19,2026-06-08,2026-06-26,8,0.42105263157894735,11,0.5789473684210527,0,0.0,0,0.0,2,0,2,0,0,2,0.0,0,0,,8,0,8,0,8,8,1.0,8,19,0.42105263157894735,9,0,9,0,0,9,0.0,0,0,,0.3333333333333333
older57,gap,12,0.05,19,19,2026-06-08,2026-06-26,4,0.21052631578947367,9,0.47368421052631576,4,0.21052631578947367,2,0.10526315789473684,2,0,2,0,0,2,0.0,0,6,0.0,8,4,4,0,4,8,0.5,4,13,0.3076923076923077,9,2,7,0,0,9,0.0,0,0,,0.16666666666666666
older57,gap,24,0.15,19,19,2026-06-08,2026-06-26,8,0.42105263157894735,11,0.5789473684210527,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,8,0,8,0,8,8,1.0,8,19,0.42105263157894735,11,0,11,0,0,11,0.0,0,0,,
older57,gap,24,0.10,19,19,2026-06-08,2026-06-26,8,0.42105263157894735,11,0.5789473684210527,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,8,0,8,0,8,8,1.0,8,19,0.42105263157894735,11,0,11,0,0,11,0.0,0,0,,
older57,gap,24,0.05,19,19,2026-06-08,2026-06-26,7,0.3684210526315789,10,0.5263157894736842,1,0.05263157894736842,1,0.05263157894736842,0,0,0,0,0,0,,0,2,0.0,8,1,7,0,7,8,0.875,7,17,0.4117647058823529,11,1,10,0,0,11,0.0,0,0,,
older57,gap,6,0.15,19,19,2026-06-08,2026-06-26,0,0.0,14,0.7368421052631579,0,0.0,5,0.2631578947368421,0,0,0,0,0,0,,0,5,0.0,0,0,0,0,0,0,,0,14,0.0,19,5,14,0,0,19,0.0,0,0,,
older57,gap,6,0.10,19,19,2026-06-08,2026-06-26,0,0.0,9,0.47368421052631576,0,0.0,10,0.5263157894736842,0,0,0,0,0,0,,0,10,0.0,0,0,0,0,0,0,,0,9,0.0,19,10,9,0,0,19,0.0,0,0,,
older57,gap,6,0.05,19,19,2026-06-08,2026-06-26,0,0.0,4,0.21052631578947367,0,0.0,15,0.7894736842105263,0,0,0,0,0,0,,0,15,0.0,0,0,0,0,0,0,,0,4,0.0,19,15,4,0,0,19,0.0,0,0,,
older57,gap,all,0.15,57,19,2026-06-08,2026-06-26,16,0.2807017543859649,36,0.631578947368421,0,0.0,5,0.08771929824561403,2,0,2,0,0,2,0.0,0,5,0.0,16,0,16,0,16,16,1.0,16,52,0.3076923076923077,39,5,34,0,0,39,0.0,0,0,,0.3333333333333333
older57,gap,all,0.10,57,19,2026-06-08,2026-06-26,16,0.2807017543859649,31,0.543859649122807,0,0.0,10,0.17543859649122806,2,0,2,0,0,2,0.0,0,10,0.0,16,0,16,0,16,16,1.0,16,47,0.3404255319148936,39,10,29,0,0,39,0.0,0,0,,0.3333333333333333
older57,gap,all,0.05,57,19,2026-06-08,2026-06-26,11,0.19298245614035087,23,0.40350877192982454,5,0.08771929824561403,18,0.3157894736842105,2,0,2,0,0,2,0.0,0,23,0.0,16,5,11,0,11,16,0.6875,11,34,0.3235294117647059,39,18,21,0,0,39,0.0,0,0,,0.22916666666666666
older57,intercept,12,0.15,19,19,2026-06-08,2026-06-26,9,0.47368421052631576,0,0.0,8,0.42105263157894735,2,0.10526315789473684,2,0,0,2,0,2,0.0,0,0,,8,0,0,8,0,8,0.0,0,0,,9,0,0,9,9,9,1.0,9,19,0.47368421052631576,0.3333333333333333
older57,intercept,12,0.10,19,19,2026-06-08,2026-06-26,9,0.47368421052631576,0,0.0,8,0.42105263157894735,2,0.10526315789473684,2,0,0,2,0,2,0.0,0,0,,8,0,0,8,0,8,0.0,0,0,,9,0,0,9,9,9,1.0,9,19,0.47368421052631576,0.3333333333333333
older57,intercept,12,0.05,19,19,2026-06-08,2026-06-26,9,0.47368421052631576,0,0.0,8,0.42105263157894735,2,0.10526315789473684,2,0,0,2,0,2,0.0,0,0,,8,0,0,8,0,8,0.0,0,0,,9,0,0,9,9,9,1.0,9,19,0.47368421052631576,0.3333333333333333
older57,intercept,24,0.15,19,19,2026-06-08,2026-06-26,11,0.5789473684210527,0,0.0,8,0.42105263157894735,0,0.0,0,0,0,0,0,0,,0,0,,8,0,0,8,0,8,0.0,0,0,,11,0,0,11,11,11,1.0,11,19,0.5789473684210527,
older57,intercept,24,0.10,19,19,2026-06-08,2026-06-26,11,0.5789473684210527,0,0.0,8,0.42105263157894735,0,0.0,0,0,0,0,0,0,,0,0,,8,0,0,8,0,8,0.0,0,0,,11,0,0,11,11,11,1.0,11,19,0.5789473684210527,
older57,intercept,24,0.05,19,19,2026-06-08,2026-06-26,11,0.5789473684210527,0,0.0,8,0.42105263157894735,0,0.0,0,0,0,0,0,0,,0,0,,8,0,0,8,0,8,0.0,0,0,,11,0,0,11,11,11,1.0,11,19,0.5789473684210527,
older57,intercept,6,0.15,19,19,2026-06-08,2026-06-26,19,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,,19,0,0,19,19,19,1.0,19,19,1.0,
older57,intercept,6,0.10,19,19,2026-06-08,2026-06-26,19,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,,19,0,0,19,19,19,1.0,19,19,1.0,
older57,intercept,6,0.05,19,19,2026-06-08,2026-06-26,19,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,,19,0,0,19,19,19,1.0,19,19,1.0,
older57,intercept,all,0.15,57,19,2026-06-08,2026-06-26,39,0.6842105263157895,0,0.0,16,0.2807017543859649,2,0.03508771929824561,2,0,0,2,0,2,0.0,0,0,,16,0,0,16,0,16,0.0,0,0,,39,0,0,39,39,39,1.0,39,57,0.6842105263157895,0.3333333333333333
older57,intercept,all,0.10,57,19,2026-06-08,2026-06-26,39,0.6842105263157895,0,0.0,16,0.2807017543859649,2,0.03508771929824561,2,0,0,2,0,2,0.0,0,0,,16,0,0,16,0,16,0.0,0,0,,39,0,0,39,39,39,1.0,39,57,0.6842105263157895,0.3333333333333333
older57,intercept,all,0.05,57,19,2026-06-08,2026-06-26,39,0.6842105263157895,0,0.0,16,0.2807017543859649,2,0.03508771929824561,2,0,0,2,0,2,0.0,0,0,,16,0,0,16,0,16,0.0,0,0,,39,0,0,39,39,39,1.0,39,57,0.6842105263157895,0.3333333333333333
older57,retail,12,0.15,19,19,2026-06-08,2026-06-26,9,0.47368421052631576,0,0.0,8,0.42105263157894735,2,0.10526315789473684,2,0,0,2,0,2,0.0,0,0,,8,0,0,8,0,8,0.0,0,0,,9,0,0,9,9,9,1.0,9,19,0.47368421052631576,0.3333333333333333
older57,retail,12,0.10,19,19,2026-06-08,2026-06-26,9,0.47368421052631576,0,0.0,8,0.42105263157894735,2,0.10526315789473684,2,0,0,2,0,2,0.0,0,0,,8,0,0,8,0,8,0.0,0,0,,9,0,0,9,9,9,1.0,9,19,0.47368421052631576,0.3333333333333333
older57,retail,12,0.05,19,19,2026-06-08,2026-06-26,9,0.47368421052631576,0,0.0,8,0.42105263157894735,2,0.10526315789473684,2,0,0,2,0,2,0.0,0,0,,8,0,0,8,0,8,0.0,0,0,,9,0,0,9,9,9,1.0,9,19,0.47368421052631576,0.3333333333333333
older57,retail,24,0.15,19,19,2026-06-08,2026-06-26,11,0.5789473684210527,0,0.0,8,0.42105263157894735,0,0.0,0,0,0,0,0,0,,0,0,,8,0,0,8,0,8,0.0,0,0,,11,0,0,11,11,11,1.0,11,19,0.5789473684210527,
older57,retail,24,0.10,19,19,2026-06-08,2026-06-26,11,0.5789473684210527,0,0.0,8,0.42105263157894735,0,0.0,0,0,0,0,0,0,,0,0,,8,0,0,8,0,8,0.0,0,0,,11,0,0,11,11,11,1.0,11,19,0.5789473684210527,
older57,retail,24,0.05,19,19,2026-06-08,2026-06-26,11,0.5789473684210527,0,0.0,8,0.42105263157894735,0,0.0,0,0,0,0,0,0,,0,0,,8,0,0,8,0,8,0.0,0,0,,11,0,0,11,11,11,1.0,11,19,0.5789473684210527,
older57,retail,6,0.15,19,19,2026-06-08,2026-06-26,19,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,,19,0,0,19,19,19,1.0,19,19,1.0,
older57,retail,6,0.10,19,19,2026-06-08,2026-06-26,19,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,,19,0,0,19,19,19,1.0,19,19,1.0,
older57,retail,6,0.05,19,19,2026-06-08,2026-06-26,19,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,,19,0,0,19,19,19,1.0,19,19,1.0,
older57,retail,all,0.15,57,19,2026-06-08,2026-06-26,39,0.6842105263157895,0,0.0,16,0.2807017543859649,2,0.03508771929824561,2,0,0,2,0,2,0.0,0,0,,16,0,0,16,0,16,0.0,0,0,,39,0,0,39,39,39,1.0,39,57,0.6842105263157895,0.3333333333333333
older57,retail,all,0.10,57,19,2026-06-08,2026-06-26,39,0.6842105263157895,0,0.0,16,0.2807017543859649,2,0.03508771929824561,2,0,0,2,0,2,0.0,0,0,,16,0,0,16,0,16,0.0,0,0,,39,0,0,39,39,39,1.0,39,57,0.6842105263157895,0.3333333333333333
older57,retail,all,0.05,57,19,2026-06-08,2026-06-26,39,0.6842105263157895,0,0.0,16,0.2807017543859649,2,0.03508771929824561,2,0,0,2,0,2,0.0,0,0,,16,0,0,16,0,16,0.0,0,0,,39,0,0,39,39,39,1.0,39,57,0.6842105263157895,0.3333333333333333
older57,rolling,12,0.15,19,19,2026-06-08,2026-06-26,7,0.3684210526315789,2,0.10526315789473684,8,0.42105263157894735,2,0.10526315789473684,2,0,0,2,0,2,0.0,0,0,,8,0,0,8,0,8,0.0,0,2,0.0,9,0,2,7,7,9,0.7777777777777778,7,17,0.4117647058823529,0.25925925925925924
older57,rolling,12,0.10,19,19,2026-06-08,2026-06-26,8,0.42105263157894735,1,0.05263157894736842,8,0.42105263157894735,2,0.10526315789473684,2,0,0,2,0,2,0.0,0,0,,8,0,0,8,0,8,0.0,0,1,0.0,9,0,1,8,8,9,0.8888888888888888,8,18,0.4444444444444444,0.2962962962962963
older57,rolling,12,0.05,19,19,2026-06-08,2026-06-26,9,0.47368421052631576,0,0.0,8,0.42105263157894735,2,0.10526315789473684,2,0,0,2,0,2,0.0,0,0,,8,0,0,8,0,8,0.0,0,0,,9,0,0,9,9,9,1.0,9,19,0.47368421052631576,0.3333333333333333
older57,rolling,24,0.15,19,19,2026-06-08,2026-06-26,11,0.5789473684210527,0,0.0,8,0.42105263157894735,0,0.0,0,0,0,0,0,0,,0,0,,8,0,0,8,0,8,0.0,0,0,,11,0,0,11,11,11,1.0,11,19,0.5789473684210527,
older57,rolling,24,0.10,19,19,2026-06-08,2026-06-26,11,0.5789473684210527,0,0.0,8,0.42105263157894735,0,0.0,0,0,0,0,0,0,,0,0,,8,0,0,8,0,8,0.0,0,0,,11,0,0,11,11,11,1.0,11,19,0.5789473684210527,
older57,rolling,24,0.05,19,19,2026-06-08,2026-06-26,11,0.5789473684210527,0,0.0,8,0.42105263157894735,0,0.0,0,0,0,0,0,0,,0,0,,8,0,0,8,0,8,0.0,0,0,,11,0,0,11,11,11,1.0,11,19,0.5789473684210527,
older57,rolling,6,0.15,19,19,2026-06-08,2026-06-26,17,0.8947368421052632,2,0.10526315789473684,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,2,0.0,19,0,2,17,17,19,0.8947368421052632,17,17,1.0,
older57,rolling,6,0.10,19,19,2026-06-08,2026-06-26,17,0.8947368421052632,2,0.10526315789473684,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,2,0.0,19,0,2,17,17,19,0.8947368421052632,17,17,1.0,
older57,rolling,6,0.05,19,19,2026-06-08,2026-06-26,18,0.9473684210526315,1,0.05263157894736842,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,1,0.0,19,0,1,18,18,19,0.9473684210526315,18,18,1.0,
older57,rolling,all,0.15,57,19,2026-06-08,2026-06-26,35,0.6140350877192983,4,0.07017543859649122,16,0.2807017543859649,2,0.03508771929824561,2,0,0,2,0,2,0.0,0,0,,16,0,0,16,0,16,0.0,0,4,0.0,39,0,4,35,35,39,0.8974358974358975,35,53,0.660377358490566,0.29914529914529914
older57,rolling,all,0.10,57,19,2026-06-08,2026-06-26,36,0.631578947368421,3,0.05263157894736842,16,0.2807017543859649,2,0.03508771929824561,2,0,0,2,0,2,0.0,0,0,,16,0,0,16,0,16,0.0,0,3,0.0,39,0,3,36,36,39,0.9230769230769231,36,54,0.6666666666666666,0.3076923076923077
older57,rolling,all,0.05,57,19,2026-06-08,2026-06-26,38,0.6666666666666666,1,0.017543859649122806,16,0.2807017543859649,2,0.03508771929824561,2,0,0,2,0,2,0.0,0,0,,16,0,0,16,0,16,0.0,0,1,0.0,39,0,1,38,38,39,0.9743589743589743,38,56,0.6785714285714286,0.3247863247863248
older57,unchanged,12,0.15,19,19,2026-06-08,2026-06-26,8,0.42105263157894735,11,0.5789473684210527,0,0.0,0,0.0,2,0,2,0,0,2,0.0,0,0,,8,0,8,0,8,8,1.0,8,19,0.42105263157894735,9,0,9,0,0,9,0.0,0,0,,0.3333333333333333
older57,unchanged,12,0.10,19,19,2026-06-08,2026-06-26,8,0.42105263157894735,11,0.5789473684210527,0,0.0,0,0.0,2,0,2,0,0,2,0.0,0,0,,8,0,8,0,8,8,1.0,8,19,0.42105263157894735,9,0,9,0,0,9,0.0,0,0,,0.3333333333333333
older57,unchanged,12,0.05,19,19,2026-06-08,2026-06-26,8,0.42105263157894735,11,0.5789473684210527,0,0.0,0,0.0,2,0,2,0,0,2,0.0,0,0,,8,0,8,0,8,8,1.0,8,19,0.42105263157894735,9,0,9,0,0,9,0.0,0,0,,0.3333333333333333
older57,unchanged,24,0.15,19,19,2026-06-08,2026-06-26,8,0.42105263157894735,11,0.5789473684210527,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,8,0,8,0,8,8,1.0,8,19,0.42105263157894735,11,0,11,0,0,11,0.0,0,0,,
older57,unchanged,24,0.10,19,19,2026-06-08,2026-06-26,8,0.42105263157894735,11,0.5789473684210527,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,8,0,8,0,8,8,1.0,8,19,0.42105263157894735,11,0,11,0,0,11,0.0,0,0,,
older57,unchanged,24,0.05,19,19,2026-06-08,2026-06-26,8,0.42105263157894735,11,0.5789473684210527,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,8,0,8,0,8,8,1.0,8,19,0.42105263157894735,11,0,11,0,0,11,0.0,0,0,,
older57,unchanged,6,0.15,19,19,2026-06-08,2026-06-26,0,0.0,19,1.0,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,19,0.0,19,0,19,0,0,19,0.0,0,0,,
older57,unchanged,6,0.10,19,19,2026-06-08,2026-06-26,0,0.0,19,1.0,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,19,0.0,19,0,19,0,0,19,0.0,0,0,,
older57,unchanged,6,0.05,19,19,2026-06-08,2026-06-26,0,0.0,19,1.0,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,19,0.0,19,0,19,0,0,19,0.0,0,0,,
older57,unchanged,all,0.15,57,19,2026-06-08,2026-06-26,16,0.2807017543859649,41,0.7192982456140351,0,0.0,0,0.0,2,0,2,0,0,2,0.0,0,0,,16,0,16,0,16,16,1.0,16,57,0.2807017543859649,39,0,39,0,0,39,0.0,0,0,,0.3333333333333333
older57,unchanged,all,0.10,57,19,2026-06-08,2026-06-26,16,0.2807017543859649,41,0.7192982456140351,0,0.0,0,0.0,2,0,2,0,0,2,0.0,0,0,,16,0,16,0,16,16,1.0,16,57,0.2807017543859649,39,0,39,0,0,39,0.0,0,0,,0.3333333333333333
older57,unchanged,all,0.05,57,19,2026-06-08,2026-06-26,16,0.2807017543859649,41,0.7192982456140351,0,0.0,0,0.0,2,0,2,0,0,2,0.0,0,0,,16,0,16,0,16,16,1.0,16,57,0.2807017543859649,39,0,39,0,0,39,0.0,0,0,,0.3333333333333333
primary36,always_down,12,0.15,12,12,2026-08-03,2026-08-14,0,0.0,0,0.0,3,0.25,9,0.75,0,0,0,0,0,0,,0,12,0.0,3,3,0,0,0,3,0.0,0,0,,9,9,0,0,0,9,0.0,0,0,,
primary36,always_down,12,0.10,12,12,2026-08-03,2026-08-14,0,0.0,0,0.0,3,0.25,9,0.75,0,0,0,0,0,0,,0,12,0.0,3,3,0,0,0,3,0.0,0,0,,9,9,0,0,0,9,0.0,0,0,,
primary36,always_down,12,0.05,12,12,2026-08-03,2026-08-14,0,0.0,0,0.0,3,0.25,9,0.75,0,0,0,0,0,0,,0,12,0.0,3,3,0,0,0,3,0.0,0,0,,9,9,0,0,0,9,0.0,0,0,,
primary36,always_down,24,0.15,12,12,2026-08-03,2026-08-14,0,0.0,0,0.0,6,0.5,6,0.5,0,0,0,0,0,0,,0,12,0.0,6,6,0,0,0,6,0.0,0,0,,6,6,0,0,0,6,0.0,0,0,,
primary36,always_down,24,0.10,12,12,2026-08-03,2026-08-14,0,0.0,0,0.0,6,0.5,6,0.5,0,0,0,0,0,0,,0,12,0.0,6,6,0,0,0,6,0.0,0,0,,6,6,0,0,0,6,0.0,0,0,,
primary36,always_down,24,0.05,12,12,2026-08-03,2026-08-14,0,0.0,0,0.0,6,0.5,6,0.5,0,0,0,0,0,0,,0,12,0.0,6,6,0,0,0,6,0.0,0,0,,6,6,0,0,0,6,0.0,0,0,,
primary36,always_down,6,0.15,12,12,2026-08-03,2026-08-14,0,0.0,0,0.0,0,0.0,12,1.0,0,0,0,0,0,0,,0,12,0.0,0,0,0,0,0,0,,0,0,,12,12,0,0,0,12,0.0,0,0,,
primary36,always_down,6,0.10,12,12,2026-08-03,2026-08-14,0,0.0,0,0.0,0,0.0,12,1.0,0,0,0,0,0,0,,0,12,0.0,0,0,0,0,0,0,,0,0,,12,12,0,0,0,12,0.0,0,0,,
primary36,always_down,6,0.05,12,12,2026-08-03,2026-08-14,0,0.0,0,0.0,0,0.0,12,1.0,0,0,0,0,0,0,,0,12,0.0,0,0,0,0,0,0,,0,0,,12,12,0,0,0,12,0.0,0,0,,
primary36,always_down,all,0.15,36,12,2026-08-03,2026-08-14,0,0.0,0,0.0,9,0.25,27,0.75,0,0,0,0,0,0,,0,36,0.0,9,9,0,0,0,9,0.0,0,0,,27,27,0,0,0,27,0.0,0,0,,
primary36,always_down,all,0.10,36,12,2026-08-03,2026-08-14,0,0.0,0,0.0,9,0.25,27,0.75,0,0,0,0,0,0,,0,36,0.0,9,9,0,0,0,9,0.0,0,0,,27,27,0,0,0,27,0.0,0,0,,
primary36,always_down,all,0.05,36,12,2026-08-03,2026-08-14,0,0.0,0,0.0,9,0.25,27,0.75,0,0,0,0,0,0,,0,36,0.0,9,9,0,0,0,9,0.0,0,0,,27,27,0,0,0,27,0.0,0,0,,
primary36,always_up,12,0.15,12,12,2026-08-03,2026-08-14,9,0.75,0,0.0,3,0.25,0,0.0,0,0,0,0,0,0,,0,0,,3,0,0,3,0,3,0.0,0,0,,9,0,0,9,9,9,1.0,9,12,0.75,
primary36,always_up,12,0.10,12,12,2026-08-03,2026-08-14,9,0.75,0,0.0,3,0.25,0,0.0,0,0,0,0,0,0,,0,0,,3,0,0,3,0,3,0.0,0,0,,9,0,0,9,9,9,1.0,9,12,0.75,
primary36,always_up,12,0.05,12,12,2026-08-03,2026-08-14,9,0.75,0,0.0,3,0.25,0,0.0,0,0,0,0,0,0,,0,0,,3,0,0,3,0,3,0.0,0,0,,9,0,0,9,9,9,1.0,9,12,0.75,
primary36,always_up,24,0.15,12,12,2026-08-03,2026-08-14,6,0.5,0,0.0,6,0.5,0,0.0,0,0,0,0,0,0,,0,0,,6,0,0,6,0,6,0.0,0,0,,6,0,0,6,6,6,1.0,6,12,0.5,
primary36,always_up,24,0.10,12,12,2026-08-03,2026-08-14,6,0.5,0,0.0,6,0.5,0,0.0,0,0,0,0,0,0,,0,0,,6,0,0,6,0,6,0.0,0,0,,6,0,0,6,6,6,1.0,6,12,0.5,
primary36,always_up,24,0.05,12,12,2026-08-03,2026-08-14,6,0.5,0,0.0,6,0.5,0,0.0,0,0,0,0,0,0,,0,0,,6,0,0,6,0,6,0.0,0,0,,6,0,0,6,6,6,1.0,6,12,0.5,
primary36,always_up,6,0.15,12,12,2026-08-03,2026-08-14,12,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,,12,0,0,12,12,12,1.0,12,12,1.0,
primary36,always_up,6,0.10,12,12,2026-08-03,2026-08-14,12,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,,12,0,0,12,12,12,1.0,12,12,1.0,
primary36,always_up,6,0.05,12,12,2026-08-03,2026-08-14,12,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,,12,0,0,12,12,12,1.0,12,12,1.0,
primary36,always_up,all,0.15,36,12,2026-08-03,2026-08-14,27,0.75,0,0.0,9,0.25,0,0.0,0,0,0,0,0,0,,0,0,,9,0,0,9,0,9,0.0,0,0,,27,0,0,27,27,27,1.0,27,36,0.75,
primary36,always_up,all,0.10,36,12,2026-08-03,2026-08-14,27,0.75,0,0.0,9,0.25,0,0.0,0,0,0,0,0,0,,0,0,,9,0,0,9,0,9,0.0,0,0,,27,0,0,27,27,27,1.0,27,36,0.75,
primary36,always_up,all,0.05,36,12,2026-08-03,2026-08-14,27,0.75,0,0.0,9,0.25,0,0.0,0,0,0,0,0,0,,0,0,,9,0,0,9,0,9,0.0,0,0,,27,0,0,27,27,27,1.0,27,36,0.75,
primary36,basket,12,0.15,12,12,2026-08-03,2026-08-14,9,0.75,0,0.0,3,0.25,0,0.0,0,0,0,0,0,0,,0,0,,3,0,0,3,0,3,0.0,0,0,,9,0,0,9,9,9,1.0,9,12,0.75,
primary36,basket,12,0.10,12,12,2026-08-03,2026-08-14,9,0.75,0,0.0,3,0.25,0,0.0,0,0,0,0,0,0,,0,0,,3,0,0,3,0,3,0.0,0,0,,9,0,0,9,9,9,1.0,9,12,0.75,
primary36,basket,12,0.05,12,12,2026-08-03,2026-08-14,9,0.75,0,0.0,3,0.25,0,0.0,0,0,0,0,0,0,,0,0,,3,0,0,3,0,3,0.0,0,0,,9,0,0,9,9,9,1.0,9,12,0.75,
primary36,basket,24,0.15,12,12,2026-08-03,2026-08-14,6,0.5,0,0.0,6,0.5,0,0.0,0,0,0,0,0,0,,0,0,,6,0,0,6,0,6,0.0,0,0,,6,0,0,6,6,6,1.0,6,12,0.5,
primary36,basket,24,0.10,12,12,2026-08-03,2026-08-14,6,0.5,0,0.0,6,0.5,0,0.0,0,0,0,0,0,0,,0,0,,6,0,0,6,0,6,0.0,0,0,,6,0,0,6,6,6,1.0,6,12,0.5,
primary36,basket,24,0.05,12,12,2026-08-03,2026-08-14,6,0.5,0,0.0,6,0.5,0,0.0,0,0,0,0,0,0,,0,0,,6,0,0,6,0,6,0.0,0,0,,6,0,0,6,6,6,1.0,6,12,0.5,
primary36,basket,6,0.15,12,12,2026-08-03,2026-08-14,12,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,,12,0,0,12,12,12,1.0,12,12,1.0,
primary36,basket,6,0.10,12,12,2026-08-03,2026-08-14,12,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,,12,0,0,12,12,12,1.0,12,12,1.0,
primary36,basket,6,0.05,12,12,2026-08-03,2026-08-14,12,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,,12,0,0,12,12,12,1.0,12,12,1.0,
primary36,basket,all,0.15,36,12,2026-08-03,2026-08-14,27,0.75,0,0.0,9,0.25,0,0.0,0,0,0,0,0,0,,0,0,,9,0,0,9,0,9,0.0,0,0,,27,0,0,27,27,27,1.0,27,36,0.75,
primary36,basket,all,0.10,36,12,2026-08-03,2026-08-14,27,0.75,0,0.0,9,0.25,0,0.0,0,0,0,0,0,0,,0,0,,9,0,0,9,0,9,0.0,0,0,,27,0,0,27,27,27,1.0,27,36,0.75,
primary36,basket,all,0.05,36,12,2026-08-03,2026-08-14,27,0.75,0,0.0,9,0.25,0,0.0,0,0,0,0,0,0,,0,0,,9,0,0,9,0,9,0.0,0,0,,27,0,0,27,27,27,1.0,27,36,0.75,
primary36,gap,12,0.15,12,12,2026-08-03,2026-08-14,3,0.25,9,0.75,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,3,0,3,0,3,3,1.0,3,12,0.25,9,0,9,0,0,9,0.0,0,0,,
