snapshot_id,company,term,date,reasons
94710,Pohjois-Karjalan Sähkö Oy,6,2026-04-08,not_General
94711,Paneliankosken Voima Oy,24,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94713,Korpelan Energia Oy,24,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94714,Väre Oy,12,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94716,Hehku Energia Oy,12,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94719,Keravan Energia Oy,24,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94724,Nurmijärven Sähkö Oy,12,2026-04-08,not_General
94738,Köyliön-Säkylän Sähkö Oy,12,2026-04-08,not_General
94741,Lammaisten Energia Oy,12,2026-04-08,not_exact_fixed_segment;not_FixedPrice;not_General
94744,Nurmijärven Sähkö Oy,24,2026-04-08,not_General
94752,Paneliankosken Voima Oy,12,2026-04-08,not_General
94753,Lammaisten Energia Oy,24,2026-04-08,not_exact_fixed_segment;not_FixedPrice;not_General
94754,Pohjois-Karjalan Sähkö Oy,24,2026-04-08,not_General
94758,Paneliankosken Voima Oy,24,2026-04-08,not_General
94760,Koillis-Satakunnan Sähkö Oy,12,2026-04-08,not_General
94765,Nurmijärven Sähkö Oy,24,2026-04-08,not_General
94771,Nordic Green Energy,12,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94772,Lammaisten Energia Oy,24,2026-04-08,not_General
94774,Korpelan Energia Oy,12,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94775,Kokkolan Energia Oy,24,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94781,Oomi Oy,12,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94782,Porvoon Energia Oy,12,2026-04-08,not_General
94788,Keravan Energia Oy,12,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94792,Porvoon Energia Oy,24,2026-04-08,not_General
94796,Paneliankosken Voima Oy,12,2026-04-08,not_exact_fixed_segment;not_FixedPrice;not_General
94798,Koillis-Satakunnan Sähkö Oy,24,2026-04-08,not_General
94799,Äänekosken Energia Oy,6,2026-04-08,not_General
94803,Lammaisten Energia Oy,12,2026-04-08,not_exact_fixed_segment;not_FixedPrice;not_General
94811,Porvoon Energia Oy,12,2026-04-08,not_General
94812,Omavoima Oy,12,2026-04-08,not_General
94817,Vaasan Sähkö Myynti Oy,24,2026-04-08,not_General
94828,Alajärven Sähkö Oy,12,2026-04-08,not_General
94836,Keravan Energia Oy,24,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94842,Pohjois-Karjalan Sähkö Oy,12,2026-04-08,not_General
94849,Imatran Seudun Sähkö Oy,6,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94858,Äänekosken Energia Oy,12,2026-04-08,not_General
94863,Lammaisten Energia Oy,12,2026-04-08,not_General
94864,Vaasan Sähkö Myynti Oy,24,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94868,Lammaisten Energia Oy,12,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94869,Äänekosken Energia Oy,24,2026-04-08,not_General
94874,Paneliankosken Voima Oy,24,2026-04-08,not_exact_fixed_segment;not_FixedPrice;not_General
94875,Koillis-Satakunnan Sähkö Oy,12,2026-04-08,not_General
94877,Köyliön-Säkylän Sähkö Oy,12,2026-04-08,not_General
94879,Porvoon Energia Oy,24,2026-04-08,not_General
94880,Helen Oy,24,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94883,Pohjois-Karjalan Sähkö Oy,6,2026-04-08,not_General
94887,Omavoima Oy,24,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94891,Vaasan Sähkö Myynti Oy,12,2026-04-08,not_General
94893,Äänekosken Energia Oy,24,2026-04-08,not_General
94894,Väre Oy,24,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94901,Vaasan Sähkö Myynti Oy,6,2026-04-08,not_General
94907,Lumme Energia,24,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94909,Kokkolan Energia Oy,12,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94914,Helen Oy,12,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94915,Paneliankosken Voima Oy,12,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94918,Omavoima Oy,12,2026-04-08,not_General
94922,Nordic Green Energy,24,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94925,Lammaisten Energia Oy,24,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94926,Omavoima Oy,24,2026-04-08,not_General
94927,Vaasan Sähkö Myynti Oy,6,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94928,Koillis-Satakunnan Sähkö Oy,24,2026-04-08,not_General
94929,Koillis-Satakunnan Sähkö Oy,24,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94937,Imatran Seudun Sähkö Oy,24,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94947,Äänekosken Energia Oy,6,2026-04-08,not_General
94949,Kokkolan Energia Oy,6,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94951,Lammaisten Energia Oy,12,2026-04-08,not_General
94958,Koillis-Satakunnan Sähkö Oy,12,2026-04-08,not_General
94961,Lammaisten Energia Oy,6,2026-04-08,not_exact_fixed_segment;not_FixedPrice;not_General
94966,Nordic Green Energy,12,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94972,Köyliön-Säkylän Sähkö Oy,24,2026-04-08,not_General
94974,Alajärven Sähkö Oy,24,2026-04-08,not_General
94976,Keravan Energia Oy,12,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94979,Pohjois-Karjalan Sähkö Oy,24,2026-04-08,not_General
94981,Lumme Energia,12,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94983,Lammaisten Energia Oy,6,2026-04-08,not_General
94987,Lammaisten Energia Oy,6,2026-04-08,not_General
94988,Oomi Oy,24,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94990,Fortum Markets Oy,24,2026-04-08,not_exact_fixed_segment;not_FixedPrice
94998,Lammaisten Energia Oy,24,2026-04-08,not_exact_fixed_segment;not_FixedPrice;not_General
94999,Äänekosken Energia Oy,12,2026-04-08,not_General
95002,Väre Oy,6,2026-04-08,not_exact_fixed_segment;not_FixedPrice
95005,Imatran Seudun Sähkö Oy,12,2026-04-08,not_exact_fixed_segment;not_FixedPrice
95007,Hehku Energia Oy,24,2026-04-08,not_exact_fixed_segment;not_FixedPrice
95010,Pohjois-Karjalan Sähkö Oy,12,2026-04-08,not_General
95015,Nordic Green Energy,24,2026-04-08,not_exact_fixed_segment;not_FixedPrice
95021,Nurmijärven Sähkö Oy,12,2026-04-08,not_General
95022,Oomi Oy,6,2026-04-08,not_exact_fixed_segment;not_FixedPrice
95028,Keravan Energia Oy,12,2026-04-08,not_exact_fixed_segment;not_FixedPrice
95029,Koillis-Satakunnan Sähkö Oy,12,2026-04-08,not_exact_fixed_segment;not_FixedPrice
95030,Nurmijärven Sähkö Oy,24,2026-04-08,not_General
95032,Lammaisten Energia Oy,6,2026-04-08,not_exact_fixed_segment;not_FixedPrice
95035,Fortum Markets Oy,12,2026-04-08,not_exact_fixed_segment;not_FixedPrice
95038,Lammaisten Energia Oy,6,2026-04-08,not_exact_fixed_segment;not_FixedPrice;not_General
95043,Porvoon Energia Oy,24,2026-04-08,not_General
95044,Lammaisten Energia Oy,24,2026-04-08,not_General
95048,Omavoima Oy,24,2026-04-08,not_General
95051,Vaasan Sähkö Myynti Oy,12,2026-04-08,not_exact_fixed_segment;not_FixedPrice
95057,Köyliön-Säkylän Sähkö Oy,24,2026-04-08,not_General
95058,Pohjois-Karjalan Sähkö Oy,6,2026-04-09,not_General
95059,Paneliankosken Voima Oy,24,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95062,Korpelan Energia Oy,24,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95064,Hehku Energia Oy,12,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95067,Keravan Energia Oy,24,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95069,Nurmijärven Sähkö Oy,12,2026-04-09,not_General
95084,Köyliön-Säkylän Sähkö Oy,12,2026-04-09,not_General
95086,Lammaisten Energia Oy,12,2026-04-09,not_exact_fixed_segment;not_FixedPrice;not_General
95090,Nurmijärven Sähkö Oy,24,2026-04-09,not_General
95098,Paneliankosken Voima Oy,12,2026-04-09,not_General
95099,Lammaisten Energia Oy,24,2026-04-09,not_exact_fixed_segment;not_FixedPrice;not_General
95100,Pohjois-Karjalan Sähkö Oy,24,2026-04-09,not_General
95104,Paneliankosken Voima Oy,24,2026-04-09,not_General
95106,Koillis-Satakunnan Sähkö Oy,12,2026-04-09,not_General
95111,Nurmijärven Sähkö Oy,24,2026-04-09,not_General
95117,Nordic Green Energy,12,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95118,Lammaisten Energia Oy,24,2026-04-09,not_General
95120,Korpelan Energia Oy,12,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95121,Kokkolan Energia Oy,24,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95127,Oomi Oy,12,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95128,Porvoon Energia Oy,12,2026-04-09,not_General
95135,Keravan Energia Oy,12,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95138,Porvoon Energia Oy,24,2026-04-09,not_General
95142,Paneliankosken Voima Oy,12,2026-04-09,not_exact_fixed_segment;not_FixedPrice;not_General
95144,Koillis-Satakunnan Sähkö Oy,24,2026-04-09,not_General
95145,Äänekosken Energia Oy,6,2026-04-09,not_General
95149,Lammaisten Energia Oy,12,2026-04-09,not_exact_fixed_segment;not_FixedPrice;not_General
95157,Porvoon Energia Oy,12,2026-04-09,not_General
95158,Omavoima Oy,12,2026-04-09,not_General
95164,Vaasan Sähkö Myynti Oy,24,2026-04-09,not_General
95176,Alajärven Sähkö Oy,12,2026-04-09,not_General
95184,Keravan Energia Oy,24,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95189,Pohjois-Karjalan Sähkö Oy,12,2026-04-09,not_General
95196,Imatran Seudun Sähkö Oy,6,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95205,Äänekosken Energia Oy,12,2026-04-09,not_General
95210,Lammaisten Energia Oy,12,2026-04-09,not_General
95211,Vaasan Sähkö Myynti Oy,24,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95215,Lammaisten Energia Oy,12,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95216,Äänekosken Energia Oy,24,2026-04-09,not_General
95222,Väre Oy,12,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95223,Paneliankosken Voima Oy,24,2026-04-09,not_exact_fixed_segment;not_FixedPrice;not_General
95224,Koillis-Satakunnan Sähkö Oy,12,2026-04-09,not_General
95226,Köyliön-Säkylän Sähkö Oy,12,2026-04-09,not_General
95228,Porvoon Energia Oy,24,2026-04-09,not_General
95229,Helen Oy,24,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95232,Pohjois-Karjalan Sähkö Oy,6,2026-04-09,not_General
95237,Väre Oy,24,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95238,Omavoima Oy,24,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95242,Vaasan Sähkö Myynti Oy,12,2026-04-09,not_General
95244,Äänekosken Energia Oy,24,2026-04-09,not_General
95250,Vaasan Sähkö Myynti Oy,6,2026-04-09,not_General
95256,Lumme Energia,24,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95258,Kokkolan Energia Oy,12,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95262,Imatran Seudun Sähkö Oy,24,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95263,Helen Oy,12,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95264,Paneliankosken Voima Oy,12,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95267,Omavoima Oy,12,2026-04-09,not_General
95271,Imatran Seudun Sähkö Oy,12,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95272,Nordic Green Energy,24,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95275,Lammaisten Energia Oy,24,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95276,Omavoima Oy,24,2026-04-09,not_General
95277,Vaasan Sähkö Myynti Oy,6,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95278,Koillis-Satakunnan Sähkö Oy,24,2026-04-09,not_General
95279,Koillis-Satakunnan Sähkö Oy,24,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95296,Äänekosken Energia Oy,6,2026-04-09,not_General
95298,Kokkolan Energia Oy,6,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95300,Lammaisten Energia Oy,12,2026-04-09,not_General
95307,Koillis-Satakunnan Sähkö Oy,12,2026-04-09,not_General
95310,Lammaisten Energia Oy,6,2026-04-09,not_exact_fixed_segment;not_FixedPrice;not_General
95311,Väre Oy,6,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95316,Nordic Green Energy,12,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95322,Köyliön-Säkylän Sähkö Oy,24,2026-04-09,not_General
95325,Alajärven Sähkö Oy,24,2026-04-09,not_General
95327,Keravan Energia Oy,12,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95330,Pohjois-Karjalan Sähkö Oy,24,2026-04-09,not_General
95331,Lumme Energia,12,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95333,Lammaisten Energia Oy,6,2026-04-09,not_General
95337,Lammaisten Energia Oy,6,2026-04-09,not_General
95338,Oomi Oy,24,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95340,Fortum Markets Oy,24,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95348,Lammaisten Energia Oy,24,2026-04-09,not_exact_fixed_segment;not_FixedPrice;not_General
95349,Äänekosken Energia Oy,12,2026-04-09,not_General
95355,Hehku Energia Oy,24,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95357,Pohjois-Karjalan Sähkö Oy,12,2026-04-09,not_General
95362,Nordic Green Energy,24,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95368,Nurmijärven Sähkö Oy,12,2026-04-09,not_General
95369,Oomi Oy,6,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95374,Keravan Energia Oy,12,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95375,Koillis-Satakunnan Sähkö Oy,12,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95376,Nurmijärven Sähkö Oy,24,2026-04-09,not_General
95379,Lammaisten Energia Oy,6,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95382,Fortum Markets Oy,12,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95385,Lammaisten Energia Oy,6,2026-04-09,not_exact_fixed_segment;not_FixedPrice;not_General
95390,Porvoon Energia Oy,24,2026-04-09,not_General
95391,Lammaisten Energia Oy,24,2026-04-09,not_General
95395,Omavoima Oy,24,2026-04-09,not_General
95398,Vaasan Sähkö Myynti Oy,12,2026-04-09,not_exact_fixed_segment;not_FixedPrice
95404,Köyliön-Säkylän Sähkö Oy,24,2026-04-09,not_General
95405,Pohjois-Karjalan Sähkö Oy,6,2026-04-10,not_General
95406,Paneliankosken Voima Oy,24,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95409,Korpelan Energia Oy,24,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95411,Hehku Energia Oy,12,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95414,Keravan Energia Oy,24,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95415,Oomi Oy,24,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95417,Nurmijärven Sähkö Oy,12,2026-04-10,not_General
95428,Porvoon Energia Oy,12,2026-04-10,not_General
95432,Köyliön-Säkylän Sähkö Oy,12,2026-04-10,not_General
95434,Lammaisten Energia Oy,12,2026-04-10,not_exact_fixed_segment;not_FixedPrice;not_General
95437,Nurmijärven Sähkö Oy,24,2026-04-10,not_General
95444,Paneliankosken Voima Oy,12,2026-04-10,not_General
95445,Lammaisten Energia Oy,24,2026-04-10,not_exact_fixed_segment;not_FixedPrice;not_General
95446,Pohjois-Karjalan Sähkö Oy,24,2026-04-10,not_General
95450,Paneliankosken Voima Oy,24,2026-04-10,not_General
95451,Koillis-Satakunnan Sähkö Oy,12,2026-04-10,not_General
95457,Nurmijärven Sähkö Oy,24,2026-04-10,not_General
95458,Koillis-Satakunnan Sähkö Oy,24,2026-04-10,not_General
95464,Nordic Green Energy,12,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95465,Lammaisten Energia Oy,24,2026-04-10,not_General
95467,Korpelan Energia Oy,12,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95468,Kokkolan Energia Oy,24,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95474,Oomi Oy,12,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95480,Keravan Energia Oy,12,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95485,Paneliankosken Voima Oy,12,2026-04-10,not_exact_fixed_segment;not_FixedPrice;not_General
95487,Äänekosken Energia Oy,6,2026-04-10,not_General
95489,Porvoon Energia Oy,24,2026-04-10,not_General
95491,Koillis-Satakunnan Sähkö Oy,12,2026-04-10,not_General
95493,Lammaisten Energia Oy,12,2026-04-10,not_exact_fixed_segment;not_FixedPrice;not_General
95499,Koillis-Satakunnan Sähkö Oy,24,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95500,Omavoima Oy,12,2026-04-10,not_General
95506,Vaasan Sähkö Myynti Oy,24,2026-04-10,not_General
95518,Alajärven Sähkö Oy,12,2026-04-10,not_General
95525,Keravan Energia Oy,24,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95530,Pohjois-Karjalan Sähkö Oy,12,2026-04-10,not_General
95532,Kokkolan Energia Oy,6,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95538,Imatran Seudun Sähkö Oy,6,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95546,Äänekosken Energia Oy,12,2026-04-10,not_General
95552,Lammaisten Energia Oy,12,2026-04-10,not_General
95553,Vaasan Sähkö Myynti Oy,24,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95554,Porvoon Energia Oy,24,2026-04-10,not_General
95558,Lammaisten Energia Oy,12,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95559,Äänekosken Energia Oy,24,2026-04-10,not_General
95565,Väre Oy,12,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95566,Paneliankosken Voima Oy,24,2026-04-10,not_exact_fixed_segment;not_FixedPrice;not_General
95568,Köyliön-Säkylän Sähkö Oy,12,2026-04-10,not_General
95570,Helen Oy,24,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95573,Pohjois-Karjalan Sähkö Oy,6,2026-04-10,not_General
95578,Väre Oy,24,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95579,Omavoima Oy,24,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95583,Vaasan Sähkö Myynti Oy,12,2026-04-10,not_General
95586,Äänekosken Energia Oy,24,2026-04-10,not_General
95592,Vaasan Sähkö Myynti Oy,6,2026-04-10,not_General
95598,Lumme Energia,24,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95600,Kokkolan Energia Oy,12,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95604,Imatran Seudun Sähkö Oy,24,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95605,Helen Oy,12,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95606,Koillis-Satakunnan Sähkö Oy,12,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95607,Paneliankosken Voima Oy,12,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95611,Omavoima Oy,12,2026-04-10,not_General
95615,Imatran Seudun Sähkö Oy,12,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95617,Nordic Green Energy,24,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95620,Lammaisten Energia Oy,24,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95621,Omavoima Oy,24,2026-04-10,not_General
95622,Vaasan Sähkö Myynti Oy,6,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95627,Porvoon Energia Oy,12,2026-04-10,not_General
95641,Äänekosken Energia Oy,6,2026-04-10,not_General
95645,Lammaisten Energia Oy,12,2026-04-10,not_General
95653,Lammaisten Energia Oy,6,2026-04-10,not_exact_fixed_segment;not_FixedPrice;not_General
95654,Väre Oy,6,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95659,Nordic Green Energy,12,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95665,Köyliön-Säkylän Sähkö Oy,24,2026-04-10,not_General
95668,Koillis-Satakunnan Sähkö Oy,24,2026-04-10,not_General
95669,Alajärven Sähkö Oy,24,2026-04-10,not_General
95671,Keravan Energia Oy,12,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95674,Pohjois-Karjalan Sähkö Oy,24,2026-04-10,not_General
95675,Lumme Energia,12,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95677,Lammaisten Energia Oy,6,2026-04-10,not_General
95681,Lammaisten Energia Oy,6,2026-04-10,not_General
95683,Fortum Markets Oy,24,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95691,Lammaisten Energia Oy,24,2026-04-10,not_exact_fixed_segment;not_FixedPrice;not_General
95693,Äänekosken Energia Oy,12,2026-04-10,not_General
95699,Koillis-Satakunnan Sähkö Oy,12,2026-04-10,not_General
95700,Hehku Energia Oy,24,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95703,Pohjois-Karjalan Sähkö Oy,12,2026-04-10,not_General
95709,Nordic Green Energy,24,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95715,Nurmijärven Sähkö Oy,12,2026-04-10,not_General
95716,Oomi Oy,6,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95721,Keravan Energia Oy,12,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95722,Nurmijärven Sähkö Oy,24,2026-04-10,not_General
95724,Lammaisten Energia Oy,6,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95726,Fortum Markets Oy,12,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95729,Lammaisten Energia Oy,6,2026-04-10,not_exact_fixed_segment;not_FixedPrice;not_General
95735,Lammaisten Energia Oy,24,2026-04-10,not_General
95739,Omavoima Oy,24,2026-04-10,not_General
95742,Porvoon Energia Oy,24,2026-04-10,not_General
95744,Vaasan Sähkö Myynti Oy,12,2026-04-10,not_exact_fixed_segment;not_FixedPrice
95750,Köyliön-Säkylän Sähkö Oy,24,2026-04-10,not_General
95752,Pohjois-Karjalan Sähkö Oy,6,2026-04-11,not_General
95753,Paneliankosken Voima Oy,24,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95756,Korpelan Energia Oy,24,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95758,Hehku Energia Oy,12,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95761,Keravan Energia Oy,24,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95762,Oomi Oy,24,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95764,Nurmijärven Sähkö Oy,12,2026-04-11,not_General
95775,Porvoon Energia Oy,12,2026-04-11,not_General
95779,Köyliön-Säkylän Sähkö Oy,12,2026-04-11,not_General
95781,Lammaisten Energia Oy,12,2026-04-11,not_exact_fixed_segment;not_FixedPrice;not_General
95784,Nurmijärven Sähkö Oy,24,2026-04-11,not_General
95791,Paneliankosken Voima Oy,12,2026-04-11,not_General
95792,Lammaisten Energia Oy,24,2026-04-11,not_exact_fixed_segment;not_FixedPrice;not_General
95793,Pohjois-Karjalan Sähkö Oy,24,2026-04-11,not_General
95797,Paneliankosken Voima Oy,24,2026-04-11,not_General
95798,Koillis-Satakunnan Sähkö Oy,12,2026-04-11,not_General
95804,Nurmijärven Sähkö Oy,24,2026-04-11,not_General
95805,Koillis-Satakunnan Sähkö Oy,24,2026-04-11,not_General
95811,Nordic Green Energy,12,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95812,Lammaisten Energia Oy,24,2026-04-11,not_General
95814,Korpelan Energia Oy,12,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95815,Kokkolan Energia Oy,24,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95821,Oomi Oy,12,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95827,Keravan Energia Oy,12,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95832,Paneliankosken Voima Oy,12,2026-04-11,not_exact_fixed_segment;not_FixedPrice;not_General
95834,Äänekosken Energia Oy,6,2026-04-11,not_General
95836,Porvoon Energia Oy,24,2026-04-11,not_General
95838,Koillis-Satakunnan Sähkö Oy,12,2026-04-11,not_General
95840,Lammaisten Energia Oy,12,2026-04-11,not_exact_fixed_segment;not_FixedPrice;not_General
95846,Koillis-Satakunnan Sähkö Oy,24,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95847,Omavoima Oy,12,2026-04-11,not_General
95853,Vaasan Sähkö Myynti Oy,24,2026-04-11,not_General
95865,Alajärven Sähkö Oy,12,2026-04-11,not_General
95873,Keravan Energia Oy,24,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95878,Pohjois-Karjalan Sähkö Oy,12,2026-04-11,not_General
95880,Kokkolan Energia Oy,6,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95886,Imatran Seudun Sähkö Oy,6,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95894,Äänekosken Energia Oy,12,2026-04-11,not_General
95900,Lammaisten Energia Oy,12,2026-04-11,not_General
95901,Vaasan Sähkö Myynti Oy,24,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95902,Porvoon Energia Oy,24,2026-04-11,not_General
95906,Lammaisten Energia Oy,12,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95907,Äänekosken Energia Oy,24,2026-04-11,not_General
95913,Väre Oy,12,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95914,Paneliankosken Voima Oy,24,2026-04-11,not_exact_fixed_segment;not_FixedPrice;not_General
95916,Köyliön-Säkylän Sähkö Oy,12,2026-04-11,not_General
95918,Helen Oy,24,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95921,Pohjois-Karjalan Sähkö Oy,6,2026-04-11,not_General
95926,Väre Oy,24,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95927,Omavoima Oy,24,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95931,Vaasan Sähkö Myynti Oy,12,2026-04-11,not_General
95934,Äänekosken Energia Oy,24,2026-04-11,not_General
95940,Vaasan Sähkö Myynti Oy,6,2026-04-11,not_General
95947,Kokkolan Energia Oy,12,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95950,Lumme Energia,24,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95952,Imatran Seudun Sähkö Oy,24,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95953,Helen Oy,12,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95954,Koillis-Satakunnan Sähkö Oy,12,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95955,Paneliankosken Voima Oy,12,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95958,Omavoima Oy,12,2026-04-11,not_General
95962,Imatran Seudun Sähkö Oy,12,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95964,Nordic Green Energy,24,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95967,Lammaisten Energia Oy,24,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95968,Omavoima Oy,24,2026-04-11,not_General
95969,Vaasan Sähkö Myynti Oy,6,2026-04-11,not_exact_fixed_segment;not_FixedPrice
95974,Porvoon Energia Oy,12,2026-04-11,not_General
