company,term,issue_date,target_date,current,actual,market_current,hedge,trade_date,supplier_history_n,supplier_history_observed,supplier_history_canonical,supplier_history_unique_levels,supplier_history_median_changes,supplier_history_curve_failures,supplier_history_missing_dates,supplier_history_last_date,market_history_n,market_history_observed,market_history_canonical,market_history_unique_levels,market_history_median_changes,market_history_curve_failures,market_history_missing_dates,market_history_last_date,reasons,supplier_premium,market_premium,supplier_forecast,unchanged_forecast,pooled_forecast,supplier_ae,unchanged_ae,pooled_ae
Alajärven Sähkö Oy,12,2026-08-06,2026-09-05,9.9,11.0,10.99,8.654765383561644,2026-08-05,119,109,10,2,1,1,0,2026-08-05,119,109,10,42,44,1,0,2026-08-05,,1.089259662118729,2.048172566356006,9.853207513704113,9.9,9.813881384975296,1.1467924862958867,1.0999999999999996,1.1861186150247036
Alajärven Sähkö Oy,12,2026-08-07,2026-09-06,11.0,11.0,11.29,8.644147739726026,2026-08-06,120,109,11,2,1,1,0,2026-08-06,120,109,11,42,44,1,0,2026-08-06,,1.1282534006986358,2.1199380788765936,10.631720342127398,11.0,10.842225745580786,0.368279657872602,0.0,0.15777425441921444
Alajärven Sähkö Oy,12,2026-08-08,2026-09-07,11.0,11.0,11.29,8.630679698630136,2026-08-07,121,109,12,3,2,1,0,2026-08-07,121,109,12,43,45,1,0,2026-08-07,,1.4351531155924702,2.2514166242259384,10.719749844266781,11.0,10.877628896856823,0.2802501557332189,0.0,0.1223711031431769
Alajärven Sähkö Oy,12,2026-08-09,2026-09-08,11.0,11.0,11.29,8.630679698630136,2026-08-07,122,109,13,3,2,1,0,2026-08-08,122,109,13,43,45,1,0,2026-08-08,,1.6686949120368186,2.3533925435119194,10.789812383200086,11.0,10.908221672642616,0.2101876167999137,0.0,0.09177832735738356
Alajärven Sähkö Oy,12,2026-08-10,2026-09-09,11.0,11.0,11.29,8.630679698630136,2026-08-07,123,109,14,3,2,1,0,2026-08-09,123,109,14,43,45,1,0,2026-08-09,,1.84385125937008,2.4298744829764054,10.842359287400065,11.0,10.931166254481962,0.15764071259993528,0.0,0.06883374551803811
Alajärven Sähkö Oy,12,2026-08-11,2026-09-10,11.0,11.0,11.2,8.748859438356163,2026-08-10,124,109,15,3,2,1,0,2026-08-10,124,109,15,43,45,1,0,2026-08-10,,1.975218519870026,2.48723593757477,10.917223387467857,11.0,11.01082861277928,0.08277661253214319,0.0,0.010828612779279823
Alajärven Sähkö Oy,12,2026-08-12,2026-09-11,11.0,11.0,11.29,8.705082287671232,2026-08-11,125,109,16,3,2,1,0,2026-08-11,125,109,16,44,46,1,0,2026-08-11,,2.0441990303134787,2.4782120935920364,10.924784395395413,11.0,10.967988314378982,0.07521560460458687,0.0,0.032011685621018415
Alajärven Sähkö Oy,12,2026-08-13,2026-09-12,11.0,11.0,11.29,8.724316452054794,2026-08-12,126,109,17,3,2,1,0,2026-08-12,126,109,17,44,47,1,0,2026-08-12,,2.106878700817301,2.504888498276219,10.949358545861628,11.0,10.981761485099303,0.050641454138371955,0.0,0.0182385149006965
Alajärven Sähkö Oy,12,2026-08-14,2026-09-13,11.0,11.0,11.29,8.579424123287671,2026-08-13,127,109,18,3,2,1,0,2026-08-13,127,109,18,44,47,1,0,2026-08-13,,2.1490799125992774,2.5200872606934657,10.918551210766084,11.0,10.94285341519434,0.08144878923391552,0.0,0.05714658480565937
Alajärven Sähkö Oy,24,2026-07-27,2026-08-26,9.5,9.95,9.59,7.456499233926127,2026-07-24,109,109,0,3,2,1,0,2026-07-26,109,109,0,30,42,1,0,2026-07-26,,1.8757640173590058,2.0990140960896744,9.44967897538554,9.5,9.48965399900474,0.5003210246144594,0.4499999999999993,0.46034600099525846
Alajärven Sähkö Oy,24,2026-07-28,2026-08-27,9.5,9.95,9.64,7.337356641586867,2026-07-27,110,109,1,3,2,1,0,2026-07-27,110,109,1,30,42,1,0,2026-07-27,,1.9176982045377224,2.1076357635857237,9.426516453837378,9.5,9.441497721551777,0.5234835461626215,0.4499999999999993,0.5085022784482227
Alajärven Sähkö Oy,24,2026-07-29,2026-08-28,9.5,9.95,9.75,7.273444350205198,2026-07-28,111,109,2,3,2,1,0,2026-07-28,111,109,2,31,43,1,0,2026-07-28,,1.978934493006575,2.156387662292576,9.425713652963532,9.5,9.403949603749332,0.5242863470364671,0.4499999999999993,0.5460503962506671
Alajärven Sähkö Oy,24,2026-07-30,2026-08-29,9.5,9.95,9.69,7.420560909712721,2026-07-29,112,109,3,3,2,1,0,2026-07-29,112,109,3,32,44,1,0,2026-07-29,,2.0408397822036317,2.2364296591681327,9.488420207574906,9.5,9.490097170664257,0.46157979242509306,0.4499999999999993,0.4599028293357428
Alajärven Sähkö Oy,24,2026-07-31,2026-08-30,9.5,9.95,9.719999999999999,7.412508994528044,2026-07-30,113,109,4,3,2,1,0,2026-07-30,113,109,4,33,45,1,0,2026-07-30,,2.0504896092245435,2.244682016947919,9.488899581125777,9.5,9.481157303442789,0.4611004188742225,0.4499999999999993,0.46884269655721056
Alajärven Sähkö Oy,24,2026-08-01,2026-08-31,9.5,9.95,9.75,7.608965424076606,2026-07-31,114,109,5,3,2,1,0,2026-07-31,114,109,5,34,46,1,0,2026-07-31,,2.0597399582863964,2.260384264078928,9.5506116147089,9.5,9.53580490644666,0.39938838529109866,0.4499999999999993,0.4141950935533387
Alajärven Sähkö Oy,24,2026-08-02,2026-09-01,9.5,9.95,9.75,7.608965424076606,2026-07-31,115,109,6,3,2,1,0,2026-08-01,115,109,6,34,47,1,0,2026-08-01,,2.0175636126956458,2.2305468420400443,9.537958711031676,9.5,9.526853679834995,0.41204128896832337,0.4499999999999993,0.42314632016500475
Alajärven Sähkö Oy,24,2026-08-03,2026-09-02,9.5,9.95,9.75,7.608965424076606,2026-07-31,116,109,7,3,2,1,0,2026-08-02,116,109,7,34,47,1,0,2026-08-02,,1.9859313535025827,2.208168775510882,9.528469033273756,9.5,9.520140259876246,0.4215309667262428,0.4499999999999993,0.42985974012375294
Alajärven Sähkö Oy,24,2026-08-04,2026-09-03,9.5,9.95,9.75,7.529972530779754,2026-08-03,117,109,8,3,2,1,0,2026-08-03,117,109,8,34,47,1,0,2026-08-03,,1.9622071591077854,2.1913852256140096,9.497653906966262,9.5,9.491407326918129,0.4523460930337375,0.4499999999999993,0.45859267308187057
Alajärven Sähkö Oy,24,2026-08-05,2026-09-04,9.5,9.95,9.75,7.585975403556771,2026-08-04,118,109,9,3,2,1,0,2026-08-04,118,109,9,34,47,1,0,2026-08-04,,1.9641622366359004,2.1985457865155684,9.515041292057802,9.5,9.510356357021703,0.43495870794219726,0.4499999999999993,0.4396436429782966
Alajärven Sähkö Oy,24,2026-08-06,2026-09-05,9.5,9.95,9.985,7.4775578248974,2026-08-05,119,109,10,3,2,1,0,2026-08-05,119,109,10,34,47,1,0,2026-08-05,,1.9516278265877327,2.1899154889974835,9.478755695445539,9.5,9.404741994168466,0.4712443045544603,0.4499999999999993,0.545258005831533
Alajärven Sähkö Oy,24,2026-08-07,2026-09-06,9.95,9.95,9.98,7.496314151846784,2026-08-06,120,109,11,3,2,1,0,2026-08-06,120,109,11,35,48,1,0,2026-08-06,,1.9693314137164495,2.269297160523762,9.80469366966897,9.95,9.885683393711163,0.1453063303310298,0.0,0.06431660628883584
Alajärven Sähkö Oy,24,2026-08-08,2026-09-07,9.95,9.95,9.98,7.491129336525306,2026-08-07,121,109,12,4,3,1,0,2026-08-07,121,109,12,36,49,1,0,2026-08-07,,2.090420022325641,2.322894332431126,9.839464807655283,9.95,9.900207100686929,0.11053519234471665,0.0,0.049792899313070293
Alajärven Sähkö Oy,24,2026-08-09,2026-09-08,9.95,9.95,9.98,7.491129336525306,2026-08-07,122,109,13,4,3,1,0,2026-08-08,122,109,13,36,49,1,0,2026-08-08,,2.182532682612904,2.364388415192018,9.867098605741463,9.95,9.912655325515196,0.0829013942585366,0.0,0.037344674484803164
Alajärven Sähkö Oy,24,2026-08-10,2026-09-09,9.95,9.95,9.98,7.491129336525306,2026-08-07,123,109,14,4,3,1,0,2026-08-09,123,109,14,36,49,1,0,2026-08-09,,2.2516171778283516,2.395508977262687,9.887823954306096,9.95,9.921991494136398,0.06217604569390289,0.0,0.028008505863601485
Alajärven Sähkö Oy,24,2026-08-11,2026-09-10,9.95,9.95,9.95,7.565430143638851,2026-08-10,124,109,15,4,3,1,0,2026-08-10,124,109,15,36,49,1,0,2026-08-10,,2.3034305492399367,2.4188493988156887,9.925658207863636,9.95,9.960283862736361,0.02434179213636334,0.0,0.010283862736361726
Alajärven Sähkö Oy,24,2026-08-12,2026-09-11,9.95,9.95,9.95,7.543820451436388,2026-08-11,125,109,16,4,3,1,0,2026-08-11,125,109,16,37,50,1,0,2026-08-11,,2.32371537602024,2.4102795132020534,9.925260748236989,9.95,9.951229989391532,0.024739251763010728,0.0,0.0012299893915326265
Alajärven Sähkö Oy,24,2026-08-13,2026-09-12,9.95,9.95,9.95,7.565919439124487,2026-08-12,126,109,17,4,3,1,0,2026-08-12,126,109,17,37,50,1,0,2026-08-12,,2.3443314191560827,2.409254522042443,9.93807525748417,9.95,9.957552188350078,0.011924742515828868,0.0,0.007552188350079092
