company,term,issue_date,target_date,current,actual,market_current,hedge,trade_date,supplier_history_n,supplier_history_observed,supplier_history_canonical,supplier_history_unique_levels,supplier_history_median_changes,supplier_history_curve_failures,supplier_history_missing_dates,supplier_history_last_date,market_history_n,market_history_observed,market_history_canonical,market_history_unique_levels,market_history_median_changes,market_history_curve_failures,market_history_missing_dates,market_history_last_date,reasons,supplier_premium,market_premium,supplier_forecast,unchanged_forecast,pooled_forecast,supplier_ae,unchanged_ae,pooled_ae
Keravan Energia Oy,6,2026-07-27,2026-08-26,12.3,13.25,11.94,10.398609429347827,2026-07-24,109,109,0,8,8,1,0,2026-07-26,109,109,0,32,40,1,0,2026-07-26,,1.7814771122447621,1.546831654568618,12.264025962477778,12.3,12.301632325174936,0.9859740375222223,0.9499999999999993,0.9483676748250645
Keravan Energia Oy,6,2026-07-28,2026-08-27,12.3,13.25,12.01,10.149839782608694,2026-07-27,110,109,1,8,8,1,0,2026-07-27,110,109,1,33,41,1,0,2026-07-27,,1.8114554768466151,1.5454713835895066,12.198388577836592,12.3,12.20559334985946,1.0516114221634076,0.9499999999999993,1.0444066501405391
Keravan Energia Oy,6,2026-07-29,2026-08-28,12.3,13.25,12.3,10.074553423913043,2026-07-28,111,109,2,8,8,1,0,2026-07-28,111,109,2,33,42,1,0,2026-07-28,,1.896131661982788,1.6241435920399563,12.20120552576875,12.3,12.119609104785901,1.0487944742312507,0.9499999999999993,1.1303908952140986
Keravan Energia Oy,6,2026-07-30,2026-08-29,12.3,13.25,12.3,10.453140543478257,2026-07-29,112,109,3,8,8,1,0,2026-07-29,112,109,3,34,43,1,0,2026-07-29,,1.9784603905088303,1.7744693380517065,12.339480280196128,12.3,12.27828296445899,0.9105197198038724,0.9499999999999993,0.9717170355410101
Keravan Energia Oy,6,2026-08-01,2026-08-31,12.55,13.25,12.55,11.953403508287291,2026-07-31,113,109,4,8,8,1,1,2026-07-30,114,109,5,35,44,1,0,2026-07-31,,1.9455601570120584,1.9273022431432165,12.954689099589805,12.55,12.949211725429153,0.29531090041019503,0.6999999999999993,0.3007882745708468
Keravan Energia Oy,6,2026-08-02,2026-09-01,12.55,13.25,12.55,11.953403508287291,2026-07-31,114,109,5,9,9,1,1,2026-08-01,115,109,6,36,45,1,0,2026-08-01,,1.608319240687221,1.5946258052855897,12.853516824692354,12.55,12.849408794071865,0.39648317530764565,0.6999999999999993,0.40059120592813535
Keravan Energia Oy,6,2026-08-03,2026-09-02,12.55,13.25,12.595,11.953403508287291,2026-07-31,115,109,6,9,9,1,1,2026-08-02,116,109,7,36,45,1,0,2026-08-02,,1.3553885534435932,1.3451184768923696,12.777637618519266,12.55,12.7610565955539,0.4723623814807336,0.6999999999999993,0.4889434044461005
Keravan Energia Oy,6,2026-08-04,2026-09-03,12.55,13.75,12.595,11.636949364640882,2026-08-03,116,109,7,9,9,1,1,2026-08-03,117,109,8,37,46,1,0,2026-08-03,,1.1656905380108724,1.1692379805974547,12.625791970795527,12.55,12.613356203571502,1.124208029204473,1.1999999999999993,1.1366437964284977
Keravan Energia Oy,6,2026-08-05,2026-09-04,13.25,13.75,13.0,11.838782486187846,2026-08-04,117,109,8,9,9,1,1,2026-08-04,118,109,9,37,46,1,0,2026-08-04,,1.1025305623479338,1.1164411442878706,13.157393914560734,13.25,13.236567089142715,0.5926060854392663,0.5,0.5134329108572846
Keravan Energia Oy,6,2026-08-06,2026-09-05,13.25,13.75,13.0,11.559888204419888,2026-08-05,118,109,9,10,10,1,1,2026-08-05,119,109,10,38,47,1,0,2026-08-05,,1.179702300213989,1.1276352366689415,13.096877151390164,13.25,13.15625703232665,0.6531228486098364,0.5,0.5937429676733501
Keravan Energia Oy,6,2026-08-07,2026-09-06,13.25,13.75,13.0,11.55857773480663,2026-08-06,119,109,10,10,10,1,1,2026-08-06,120,109,11,38,47,1,0,2026-08-06,,1.3073046740555196,1.205754376396734,13.134764722658645,13.25,13.179299633361008,0.6152352773413554,0.5,0.5707003666389916
Keravan Energia Oy,6,2026-08-08,2026-09-07,13.25,13.75,13.195,11.478583618784532,2026-08-07,120,109,11,10,10,1,1,2026-08-07,121,109,12,38,47,1,0,2026-08-07,,1.4033340718399825,1.2646713485958931,13.139575307187354,13.25,13.114476490214127,0.6104246928126464,0.5,0.6355235097858731
Keravan Energia Oy,6,2026-08-09,2026-09-08,13.25,13.75,13.195,11.478583618784532,2026-08-07,121,109,12,10,10,1,1,2026-08-08,122,109,13,39,48,1,0,2026-08-08,,1.495354649183854,1.377607606750787,13.167181480390516,13.25,13.148357367660596,0.5828185196094839,0.5,0.601642632339404
Keravan Energia Oy,6,2026-08-10,2026-09-09,13.25,14.3,13.195,11.478583618784532,2026-08-07,122,109,13,10,10,1,1,2026-08-09,123,109,14,39,48,1,0,2026-08-09,,1.5643700821917577,1.4623098003669575,13.187886110292887,13.25,13.173768025745447,1.1121138897071141,1.0500000000000007,1.1262319742545532
Keravan Energia Oy,6,2026-08-11,2026-09-10,13.25,14.3,13.675,11.645401546961326,2026-08-10,123,109,14,10,10,1,1,2026-08-10,124,109,15,39,48,1,0,2026-08-10,,1.6161316569476853,1.5258364455790852,13.253459961172704,13.25,13.098871397762123,1.0465400388272972,1.0500000000000007,1.201128602237878
Keravan Energia Oy,6,2026-08-12,2026-09-11,13.25,14.3,13.675,11.571758701657458,2026-08-11,124,109,15,10,10,1,1,2026-08-11,125,109,16,40,49,1,0,2026-08-11,,1.6132483559704327,1.6517769474439827,13.230502117288367,13.25,13.114560694730432,1.0694978827116337,1.0500000000000007,1.1854393052695684
Keravan Energia Oy,6,2026-08-13,2026-09-12,13.25,15.5,13.675,11.600921850828728,2026-08-12,125,109,16,10,10,1,1,2026-08-12,126,109,17,40,49,1,0,2026-08-12,,1.62949659156346,1.7646430351686226,13.244125532717657,13.25,13.157169465799205,2.255874467282343,2.25,2.342830534200795
Keravan Energia Oy,6,2026-08-14,2026-09-13,13.25,15.5,13.675,11.42925726519337,2026-08-13,126,109,17,10,10,1,1,2026-08-13,127,109,18,40,49,1,0,2026-08-13,,1.634391980965413,1.842001813669285,13.194094773847635,13.25,13.128877723658796,2.3059052261523654,2.25,2.371122276341204
Keravan Energia Oy,12,2026-07-27,2026-08-26,10.530000000000001,11.030000000000001,10.48,8.763114863013698,2026-07-24,109,109,0,7,6,1,0,2026-07-26,109,109,0,36,37,1,0,2026-07-26,,1.70285134506886,1.7431373134513115,10.510789862424769,10.530000000000001,10.537875652939505,0.5192101375752323,0.5,0.49212434706049635
Keravan Energia Oy,12,2026-07-28,2026-08-27,10.530000000000001,11.030000000000001,10.545,8.568218520547944,2026-07-27,110,109,1,7,6,1,0,2026-07-27,110,109,1,36,37,1,0,2026-07-27,,1.718859793048221,1.7365742693350592,10.45712349407885,10.530000000000001,10.457937836964902,0.5728765059211511,0.5,0.572062163035099
Keravan Energia Oy,12,2026-07-29,2026-08-28,10.4,11.030000000000001,10.6,8.490944904109588,2026-07-28,111,109,2,7,6,1,0,2026-07-28,111,109,2,37,38,1,0,2026-07-28,,1.77959021464918,1.7966260718643083,10.361160535627631,10.4,10.30627129279217,0.6688394643723701,0.6300000000000008,0.7237287072078313
Keravan Energia Oy,12,2026-07-30,2026-08-29,10.530000000000001,11.030000000000001,10.66,8.781259068493151,2026-07-29,112,109,3,8,7,1,0,2026-07-29,112,109,3,38,39,1,0,2026-07-29,,1.811956434959488,1.8747333278708342,10.548964651035792,10.530000000000001,10.528797718909196,0.48103534896420896,0.5,0.501202281090805
Keravan Energia Oy,12,2026-07-31,2026-08-30,10.530000000000001,11.030000000000001,10.66,8.746273794520546,2026-07-30,113,109,4,8,8,1,0,2026-07-30,113,109,4,39,40,1,0,2026-07-30,,1.7961525590963285,1.875735228779838,10.533727906085064,10.530000000000001,10.518602706990116,0.49627209391493743,0.5,0.5113972930098853
Keravan Energia Oy,12,2026-08-01,2026-08-31,10.530000000000001,11.030000000000001,10.815,8.888607986301372,2026-07-31,114,109,5,8,8,1,0,2026-07-31,114,109,5,39,40,1,0,2026-07-31,,1.7930459706921102,1.885232972954742,10.575496187098045,10.530000000000001,10.517652287776835,0.4545038129019563,0.5,0.5123477122231659
Keravan Energia Oy,12,2026-08-02,2026-09-01,10.530000000000001,11.030000000000001,10.815,8.888607986301372,2026-07-31,115,109,6,8,8,1,0,2026-08-01,115,109,6,40,41,1,0,2026-08-01,,1.7551324814437401,1.8955227331407134,10.564122140323533,10.530000000000001,10.520739215832627,0.46587785967646766,0.5,0.509260784167374
Keravan Energia Oy,12,2026-08-03,2026-09-02,10.530000000000001,11.030000000000001,10.99,8.888607986301372,2026-07-31,116,109,7,8,8,1,0,2026-08-02,116,109,7,40,41,1,0,2026-08-02,,1.7266973645074626,1.903240053280192,10.55559160524265,10.530000000000001,10.47055441187447,0.47440839475735075,0.5,0.5594455881255307
Keravan Energia Oy,12,2026-08-04,2026-09-03,10.530000000000001,11.530000000000001,10.925,8.728779438356165,2026-08-03,117,109,8,8,8,1,0,2026-08-03,117,109,8,41,42,1,0,2026-08-03,,1.7053710268052544,1.9527780433848012,10.501245139548427,10.530000000000001,10.456967244522291,1.0287548604515742,1.0,1.0730327554777102
Keravan Energia Oy,12,2026-08-05,2026-09-04,11.030000000000001,11.530000000000001,10.99,8.838225753424656,2026-08-04,118,109,9,8,8,1,0,2026-08-04,118,109,9,42,43,1,0,2026-08-04,,1.7293334105148999,2.01363867294956,10.891267749181868,11.030000000000001,10.988559327912265,0.6387322508181335,0.5,0.5414406720877363
Keravan Energia Oy,12,2026-08-06,2026-09-05,11.030000000000001,11.530000000000001,10.99,8.654765383561644,2026-08-05,119,109,10,9,9,1,0,2026-08-05,119,109,10,42,44,1,0,2026-08-05,,1.8449436195300113,2.048172566356006,10.870912700927498,11.030000000000001,10.943881384975295,0.6590872990725032,0.5,0.5861186150247057
Keravan Energia Oy,12,2026-08-07,2026-09-06,11.030000000000001,11.530000000000001,11.29,8.644147739726026,2026-08-06,120,109,11,9,9,1,0,2026-08-06,120,109,11,42,44,1,0,2026-08-06,,1.9775163687570978,2.1199380788765936,10.907499232544938,11.030000000000001,10.872225745580787,0.6225007674550636,0.5,0.6577742544192144
Keravan Energia Oy,12,2026-08-08,2026-09-07,11.030000000000001,11.530000000000001,11.29,8.630679698630136,2026-08-07,121,109,12,9,9,1,0,2026-08-07,121,109,12,43,45,1,0,2026-08-07,,2.079600341636317,2.2514166242259384,10.934084012079936,11.030000000000001,10.907628896856824,0.5959159879200655,0.5,0.6223711031431769
Keravan Energia Oy,12,2026-08-09,2026-09-08,11.030000000000001,11.530000000000001,11.29,8.630679698630136,2026-08-07,122,109,13,9,9,1,0,2026-08-08,122,109,13,43,45,1,0,2026-08-08,,2.1595303315697043,2.3533925435119194,10.958063009059954,11.030000000000001,10.938221672642618,0.5719369909400474,0.5,0.5917783273573836
Keravan Energia Oy,12,2026-08-10,2026-09-09,11.030000000000001,11.93,11.29,8.630679698630136,2026-08-07,123,109,14,9,9,1,0,2026-08-09,123,109,14,43,45,1,0,2026-08-09,,2.2194778240197444,2.4298744829764054,10.976047256794965,11.030000000000001,10.961166254481963,0.9539527432050345,0.8999999999999986,0.9688337455180367
Keravan Energia Oy,12,2026-08-11,2026-09-10,11.030000000000001,11.93,11.2,8.748859438356163,2026-08-10,124,109,15,9,9,1,0,2026-08-10,124,109,15,43,45,1,0,2026-08-10,,2.2644384433572746,2.48723593757477,11.024989364514033,11.030000000000001,11.040828612779281,0.9050106354859668,0.8999999999999986,0.8891713872207188
Keravan Energia Oy,12,2026-08-12,2026-09-11,11.030000000000001,11.93,11.29,8.705082287671232,2026-08-11,125,109,16,9,9,1,0,2026-08-11,125,109,16,44,46,1,0,2026-08-11,,2.2686139729289154,2.4782120935920364,11.013108878180045,11.030000000000001,10.997988314378983,0.9168911218199547,0.8999999999999986,0.932011685621017
Keravan Energia Oy,12,2026-08-13,2026-09-12,11.030000000000001,12.83,11.29,8.724316452054794,2026-08-12,126,109,17,9,9,1,0,2026-08-12,126,109,17,44,47,1,0,2026-08-12,,2.282689907778879,2.504888498276219,11.023101907950103,11.030000000000001,11.011761485099305,1.806898092049897,1.799999999999999,1.8182385149006954
Keravan Energia Oy,12,2026-08-14,2026-09-13,11.030000000000001,12.83,11.29,8.579424123287671,2026-08-13,127,109,18,9,9,1,0,2026-08-13,127,109,18,44,47,1,0,2026-08-13,,2.2884383178204613,2.5200872606934657,10.98135873233244,11.030000000000001,10.972853415194342,1.8486412676675599,1.799999999999999,1.8571465848056583
Keravan Energia Oy,24,2026-07-27,2026-08-26,9.129999999999999,9.719999999999999,9.59,7.456499233926127,2026-07-24,109,109,0,6,5,1,0,2026-07-26,109,109,0,30,42,1,0,2026-07-26,,1.7296091341269593,2.0990140960896744,9.146832510415926,9.129999999999999,9.11965399900474,0.5731674895840726,0.5899999999999999,0.600346000995259
Keravan Energia Oy,24,2026-07-28,2026-08-27,9.129999999999999,9.719999999999999,9.64,7.337356641586867,2026-07-27,110,109,1,6,5,1,0,2026-07-27,110,109,1,30,42,1,0,2026-07-27,,1.7155820421136874,2.1076357635857237,9.106881605110166,9.129999999999999,9.071497721551776,0.6131183948898329,0.5899999999999999,0.6485022784482233
Keravan Energia Oy,24,2026-07-30,2026-08-29,9.27,9.719999999999999,9.69,7.420560909712721,2026-07-29,111,109,2,6,5,1,1,2026-07-28,112,109,3,32,44,1,0,2026-07-29,,1.7348473711885486,2.2364296591681327,9.235622484270381,9.27,9.260097170664256,0.4843775157296175,0.4499999999999993,0.4599028293357428
Keravan Energia Oy,24,2026-07-31,2026-08-30,9.27,9.719999999999999,9.719999999999999,7.412508994528044,2026-07-30,112,109,3,7,6,1,1,2026-07-30,113,109,4,33,45,1,0,2026-07-30,,1.763495300963231,2.244682016947919,9.241801288647382,9.27,9.251157303442788,0.4781987113526167,0.4499999999999993,0.46884269655721056
Keravan Energia Oy,24,2026-08-02,2026-09-01,9.46,9.719999999999999,9.75,7.608965424076606,2026-07-31,113,109,4,7,6,1,2,2026-07-31,115,109,6,34,47,1,0,2026-08-01,,1.7869942270904122,2.2305468420400443,9.440787895350105,9.46,9.486853679834995,0.27921210464989343,0.259999999999998,0.23314632016500347
Keravan Energia Oy,24,2026-08-03,2026-09-02,9.46,9.719999999999999,9.75,7.608965424076606,2026-07-31,114,109,5,8,7,1,2,2026-08-02,116,109,7,34,47,1,0,2026-08-02,,1.8030043142986578,2.208168775510882,9.44559092151258,9.46,9.480140259876247,0.2744090784874196,0.259999999999998,0.23985974012375166
Keravan Energia Oy,24,2026-08-04,2026-09-03,9.46,10.030000000000001,9.75,7.529972530779754,2026-08-03,115,109,6,8,7,1,2,2026-08-03,117,109,8,34,47,1,0,2026-08-03,,1.815011879704842,2.1913852256140096,9.425495323145379,9.46,9.45140732691813,0.6045046768546225,0.5700000000000003,0.5785926730818716
Keravan Energia Oy,24,2026-08-05,2026-09-04,9.46,10.030000000000001,9.75,7.585975403556771,2026-08-04,116,109,7,8,7,1,2,2026-08-04,118,109,9,34,47,1,0,2026-08-04,,1.843765777083693,2.1985457865155684,9.45092235419214,9.46,9.470356357021704,0.5790776458078604,0.5700000000000003,0.5596436429782976
Keravan Energia Oy,24,2026-08-06,2026-09-05,9.46,10.030000000000001,9.985,7.4775578248974,2026-08-05,117,109,8,8,7,1,2,2026-08-05,119,109,10,34,47,1,0,2026-08-05,,1.8513304819235774,2.1899154889974835,9.420666492046294,9.46,9.364741994168467,0.609333507953707,0.5700000000000003,0.665258005831534
Keravan Energia Oy,24,2026-08-07,2026-09-06,9.46,10.030000000000001,9.98,7.496314151846784,2026-08-06,118,109,9,8,7,1,2,2026-08-06,120,109,11,35,48,1,0,2026-08-06,,1.8841084052183332,2.269297160523762,9.436126767119536,9.46,9.395683393711165,0.5938732328804655,0.5700000000000003,0.6343166062888361
Keravan Energia Oy,24,2026-08-08,2026-09-07,9.46,10.030000000000001,9.98,7.491129336525306,2026-08-07,119,109,10,8,7,1,2,2026-08-07,121,109,12,36,49,1,0,2026-08-07,,1.9040027659520542,2.322894332431126,9.440539630743208,9.46,9.41020710068693,0.589460369256793,0.5700000000000003,0.6197928993130706
Keravan Energia Oy,24,2026-08-09,2026-09-08,9.46,10.030000000000001,9.98,7.491129336525306,2026-08-07,120,109,11,8,7,1,2,2026-08-08,122,109,13,36,49,1,0,2026-08-08,,1.9202197403327144,2.364388415192018,9.445404723057406,9.46,9.422655325515198,0.5845952769425953,0.5700000000000003,0.6073446744848034
Keravan Energia Oy,24,2026-08-10,2026-09-09,9.46,10.43,9.98,7.491129336525306,2026-08-07,121,109,12,8,7,1,2,2026-08-09,123,109,14,36,49,1,0,2026-08-09,,1.9323824711182094,2.395508977262687,9.449053542293056,9.46,9.4319914941364,0.9809464577069438,0.9699999999999989,0.9980085058636003
Keravan Energia Oy,24,2026-08-11,2026-09-10,9.46,10.43,9.95,7.565430143638851,2026-08-10,122,109,13,8,7,1,2,2026-08-10,124,109,15,36,49,1,0,2026-08-10,,1.9415045192073306,2.4188493988156887,9.474080398853856,9.46,9.470283862736363,0.9559196011461442,0.9699999999999989,0.9597161372636371
Keravan Energia Oy,24,2026-08-12,2026-09-11,9.46,10.43,9.95,7.543820451436388,2026-08-11,123,109,14,8,7,1,2,2026-08-11,125,109,16,37,50,1,0,2026-08-11,,1.9297708534957854,2.4102795132020534,9.464077391479652,9.46,9.461229989391533,0.9659226085203478,0.9699999999999989,0.9687700106084662
Keravan Energia Oy,24,2026-08-13,2026-09-12,9.46,11.030000000000001,9.95,7.565919439124487,2026-08-12,124,109,15,8,7,1,2,2026-08-12,126,109,17,37,50,1,0,2026-08-12,,1.9263730272627422,2.409254522042443,9.46968773991617,9.46,9.46755218835008,1.5603122600838315,1.5700000000000003,1.5624478116499212
Keravan Energia Oy,24,2026-08-14,2026-09-13,9.46,11.030000000000001,9.95,7.4593920861833105,2026-08-13,125,109,16,8,7,1,2,2026-08-13,127,109,18,37,50,1,0,2026-08-13,,1.918299910665935,2.40296103175071,9.435307599054774,9.46,9.433705935380207,1.5946924009452275,1.5700000000000003,1.5962940646197943
Koillis-Satakunnan Sähkö Oy,12,2026-07-27,2026-08-26,9.82,10.855,10.48,8.763114863013698,2026-07-24,109,109,0,4,3,1,0,2026-07-26,109,109,0,36,37,1,0,2026-07-26,,1.1915984495542562,1.7431373134513115,9.860413993770386,9.82,9.827875652939504,0.9945860062296141,1.0350000000000001,1.0271243470604965
Koillis-Satakunnan Sähkö Oy,12,2026-07-29,2026-08-28,10.445,10.855,10.6,8.490944904109588,2026-07-28,110,109,1,4,3,1,1,2026-07-27,111,109,2,37,38,1,0,2026-07-28,,1.1579201214122679,1.7966260718643083,10.206159507656556,10.445,10.35127129279217,0.6488404923434441,0.41000000000000014,0.5037287072078307
Koillis-Satakunnan Sähkö Oy,12,2026-07-30,2026-08-29,10.445,10.855,10.66,8.781259068493151,2026-07-29,111,109,2,5,4,1,1,2026-07-29,112,109,3,38,39,1,0,2026-07-29,,1.356953865031804,1.8747333278708342,10.352963880057487,10.445,10.443797718909195,0.5020361199425132,0.41000000000000014,0.41120228109080514
Koillis-Satakunnan Sähkö Oy,12,2026-07-31,2026-08-30,10.445,10.855,10.66,8.746273794520546,2026-07-30,112,109,3,5,4,1,1,2026-07-30,113,109,4,39,40,1,0,2026-07-30,,1.4336506316505653,1.875735228779838,10.365477327851334,10.445,10.433602706990115,0.4895226721486665,0.41000000000000014,0.4213972930098855
Koillis-Satakunnan Sähkö Oy,12,2026-08-01,2026-08-31,10.445,10.855,10.815,8.888607986301372,2026-07-31,113,109,4,5,4,1,1,2026-07-31,114,109,5,39,40,1,0,2026-07-31,,1.4999195251077877,1.885232972954742,10.428058253422748,10.445,10.432652287776834,0.4269417465772527,0.41000000000000014,0.422347712223166
Koillis-Satakunnan Sähkö Oy,12,2026-08-02,2026-09-01,10.445,10.855,10.815,8.888607986301372,2026-07-31,114,109,5,5,4,1,1,2026-08-01,115,109,6,40,41,1,0,2026-08-01,,1.514037647255498,1.8955227331407134,10.43229369006706,10.445,10.435739215832626,0.42270630993293956,0.41000000000000014,0.4192607841673741
Koillis-Satakunnan Sähkö Oy,12,2026-08-03,2026-09-02,10.445,10.855,10.99,8.888607986301372,2026-07-31,115,109,6,5,4,1,1,2026-08-02,116,109,7,40,41,1,0,2026-08-02,,1.5246262388662806,1.903240053280192,10.435470267550295,10.445,10.38555441187447,0.41952973244970515,0.41000000000000014,0.46944558812553083
Koillis-Satakunnan Sähkö Oy,12,2026-08-04,2026-09-03,10.445,10.855,10.925,8.728779438356165,2026-08-03,116,109,7,5,4,1,1,2026-08-03,117,109,8,41,42,1,0,2026-08-03,,1.5325676825743675,1.9527780433848012,10.38990413627916,10.445,10.37196724452229,0.46509586372084044,0.41000000000000014,0.4830327554777103
Koillis-Satakunnan Sähkö Oy,12,2026-08-05,2026-09-04,10.445,10.855,10.99,8.838225753424656,2026-08-04,117,109,8,5,4,1,1,2026-08-04,118,109,9,42,43,1,0,2026-08-04,,1.5784809023417345,2.01363867294956,10.436511996729918,10.445,10.403559327912264,0.41848800327008284,0.41000000000000014,0.4514406720877364
Koillis-Satakunnan Sähkö Oy,12,2026-08-06,2026-09-05,10.445,10.855,10.99,8.654765383561644,2026-08-05,118,109,9,5,4,1,1,2026-08-05,119,109,10,42,44,1,0,2026-08-05,,1.585554238400137,2.048172566356006,10.383595886588534,10.445,10.358881384975295,0.4714041134114666,0.41000000000000014,0.4961186150247059
Koillis-Satakunnan Sähkö Oy,12,2026-08-07,2026-09-06,10.445,10.855,11.29,8.644147739726026,2026-08-06,119,109,10,5,4,1,1,2026-08-06,120,109,11,42,44,1,0,2026-08-06,,1.6367243329096919,2.1199380788765936,10.395761621790715,10.445,10.287225745580786,0.45923837820928526,0.41000000000000014,0.5677742544192146
Koillis-Satakunnan Sähkö Oy,12,2026-08-08,2026-09-07,10.445,10.855,11.29,8.630679698630136,2026-08-07,120,109,11,5,4,1,1,2026-08-07,121,109,12,43,45,1,0,2026-08-07,,1.6777563147507624,2.2514166242259384,10.404030804014269,10.445,10.322628896856823,0.4509691959857314,0.41000000000000014,0.532371103143177
Koillis-Satakunnan Sähkö Oy,12,2026-08-09,2026-09-08,10.445,10.855,11.29,8.630679698630136,2026-08-07,121,109,12,5,4,1,1,2026-08-08,122,109,13,43,45,1,0,2026-08-08,,1.7118973114055378,2.3533925435119194,10.414273103010702,10.445,10.353221672642617,0.44072689698929857,0.41000000000000014,0.5017783273573837
Koillis-Satakunnan Sähkö Oy,12,2026-08-10,2026-09-09,10.445,10.855,11.29,8.630679698630136,2026-08-07,122,109,13,5,4,1,1,2026-08-09,123,109,14,43,45,1,0,2026-08-09,,1.7375030588966194,2.4298744829764054,10.421954827258027,10.445,10.376166254481962,0.4330451727419735,0.41000000000000014,0.47883374551803826
Koillis-Satakunnan Sähkö Oy,12,2026-08-12,2026-09-11,10.445,11.17,11.29,8.705082287671232,2026-08-11,124,109,15,5,4,1,1,2026-08-11,125,109,16,44,46,1,0,2026-08-11,,1.7415656675471571,2.4782120935920364,10.445494386565517,10.445,10.412988314378982,0.7245056134344825,0.7249999999999996,0.7570116856210181
Koillis-Satakunnan Sähkö Oy,12,2026-08-13,2026-09-12,10.445,11.17,11.29,8.724316452054794,2026-08-12,125,109,16,5,4,1,1,2026-08-12,126,109,17,44,47,1,0,2026-08-12,,1.74115367874256,2.504888498276219,10.451141039239205,10.445,10.426761485099304,0.7188589607607945,0.7249999999999996,0.7432385149006961
Koillis-Satakunnan Sähkö Oy,12,2026-08-14,2026-09-13,10.445,11.17,11.29,8.579424123287671,2026-08-13,126,109,17,5,4,1,1,2026-08-13,127,109,18,44,47,1,0,2026-08-13,,1.7360361460432219,2.5200872606934657,10.406138080799268,10.445,10.387853415194341,0.7638619192007319,0.7249999999999996,0.782146584805659
Koillis-Satakunnan Sähkö Oy,24,2026-07-27,2026-08-26,8.97,9.98,9.59,7.456499233926127,2026-07-24,109,109,0,5,4,1,0,2026-07-26,109,109,0,30,42,1,0,2026-07-26,,1.5988886112447853,2.0990140960896744,8.995616353551274,8.97,8.959653999004741,0.9843836464487268,1.0099999999999998,1.020346000995259
Koillis-Satakunnan Sähkö Oy,24,2026-07-29,2026-08-28,9.66,9.98,9.75,7.273444350205198,2026-07-28,110,109,1,5,4,1,1,2026-07-27,111,109,2,31,43,1,0,2026-07-28,,1.5775416499520574,2.156387662292576,9.417295800047176,9.66,9.563949603749332,0.5627041999528242,0.3200000000000003,0.4160503962506681
Koillis-Satakunnan Sähkö Oy,24,2026-07-30,2026-08-29,9.66,9.98,9.69,7.420560909712721,2026-07-29,111,109,2,6,5,1,1,2026-07-29,112,109,3,32,44,1,0,2026-07-29,,1.7797951499127436,2.2364296591681327,9.52210681788764,9.66,9.650097170664257,0.4578931821123611,0.3200000000000003,0.3299028293357438
Koillis-Satakunnan Sähkö Oy,24,2026-07-31,2026-08-30,9.66,9.98,9.719999999999999,7.412508994528044,2026-07-30,112,109,3,6,5,1,1,2026-07-30,113,109,4,33,45,1,0,2026-07-30,,1.8947061350063774,2.244682016947919,9.554164538860327,9.66,9.641157303442789,0.4258354611396733,0.3200000000000003,0.33884269655721155
Koillis-Satakunnan Sähkö Oy,24,2026-08-01,2026-08-31,9.66,9.98,9.75,7.608965424076606,2026-07-31,113,109,4,6,5,1,1,2026-07-31,114,109,5,34,46,1,0,2026-07-31,,1.9829023526227723,2.260384264078928,9.639560333009815,9.66,9.69580490644666,0.3404396669901857,0.3200000000000003,0.2841950935533397
Koillis-Satakunnan Sähkö Oy,24,2026-08-02,2026-09-01,9.66,9.98,9.75,7.608965424076606,2026-07-31,114,109,5,6,5,1,1,2026-08-01,115,109,6,34,47,1,0,2026-08-01,,1.9999354084479277,2.2305468420400443,9.64467024975736,9.66,9.686853679834995,0.3353297502426411,0.3200000000000003,0.29314632016500575
Koillis-Satakunnan Sähkö Oy,24,2026-08-03,2026-09-02,9.66,9.98,9.75,7.608965424076606,2026-07-31,115,109,6,6,5,1,1,2026-08-02,116,109,7,34,47,1,0,2026-08-02,,2.0127102003167945,2.208168775510882,9.64850268731802,9.66,9.680140259876246,0.33149731268198046,0.3200000000000003,0.29985974012375394
Koillis-Satakunnan Sähkö Oy,24,2026-08-04,2026-09-03,9.66,9.98,9.75,7.529972530779754,2026-08-03,116,109,7,6,5,1,1,2026-08-03,117,109,8,34,47,1,0,2026-08-03,,2.0222912942184443,2.1913852256140096,9.62767914749946,9.66,9.651407326918129,0.3523208525005401,0.3200000000000003,0.32859267308187157
Koillis-Satakunnan Sähkö Oy,24,2026-08-05,2026-09-04,9.66,9.98,9.75,7.585975403556771,2026-08-04,117,109,8,6,5,1,1,2026-08-04,118,109,9,34,47,1,0,2026-08-04,,2.0492253379688945,2.1985457865155684,9.6525602224577,9.66,9.670356357021703,0.3274397775423008,0.3200000000000003,0.3096436429782976
Koillis-Satakunnan Sähkö Oy,24,2026-08-06,2026-09-05,9.66,9.98,9.985,7.4775578248974,2026-08-05,118,109,9,6,5,1,1,2026-08-05,119,109,10,34,47,1,0,2026-08-05,,2.0554251525874783,2.1899154889974835,9.621894893245463,9.66,9.564741994168466,0.35810510675453777,0.3200000000000003,0.41525800583153405
Koillis-Satakunnan Sähkö Oy,24,2026-08-07,2026-09-06,9.66,9.98,9.98,7.496314151846784,2026-08-06,119,109,10,6,5,1,1,2026-08-06,120,109,11,35,48,1,0,2026-08-06,,2.087179408216259,2.269297160523762,9.637048068018913,9.66,9.595683393711164,0.3429519319810872,0.3200000000000003,0.3843166062888361
